page	line	entry_id	zone	from_token	to_token	tier	reason	applied	line_excerpt
170	17	767	german_prose_with_translit	nañ	naṅ	A	explicit_user_allowlist	1	"Mund"" (brDa) ; grin pa'i nañ gi cha Sas ""ein"
170	22	769	headword_line	griis	gñis	A	explicit_user_allowlist	1	མིད་པ་གཉིས་པ་ mid pa griis pa Wiiederkäuer.
170	23	769	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	Lex. ba glari dan lug sogs Ita bu zas zin pa'i
170	31	770	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. brnaris pa Ita bu ""wie: erstickt"" (brDa);"
170	43	771	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	pas na 7/9 rten 'dren pa'i de Ita — (merr.)
172	25	772	latin_other	bzañ	bzaṅ	A	confusable_nya_coda_safe	1	595, 1); na ran blon p o'i bsam bzañ d e/ red ~
172	56	773	latin_other	gtsañ	gtsaṅ	A	explicit_user_allowlist	1	gtsañ ma i rigs yin te / ~ na byol son gsum gis
172	80	773	latin_other	mañ	maṅ	A	confusable_nya_coda_safe	1	"~ na 'dra mañ bas ma nor mdzod (metr.) ""au-"
173	15	774	latin_other	rmams	rnams	A	explicit_user_allowlist	1	113); mod — rmams su mi 7//9 pa (metr.)
173	42	774	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"~ ma 705 yañ ""obwohl nicht sicher ist, daß"
173	54	774	latin_other	dga'	dga’	A	explicit_user_allowlist	1	"sen wurde"" (MTH3/5/20 2); dga' ~ dgos"
173	59	774	latin_other	broyud	brgyud	A	explicit_user_allowlist	1	"can 'khrug — tie broyud ""unterbrochene,"
173	77	774	latin_other	rañ	raṅ	A	confusable_nya_coda_safe	1	gal te rañ bZin dri ria bas / 'di la ma chags legs
173	83	774	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"gtam da Ita — ""sind unsere alten Geschich-"
174	23	776	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"trinken"" (Ahs 1.5.4b); tsbaris pa yañ ni chos"
174	30	776	german_prose_with_translit	$or	śor	A	confusable_dollar_to_sacute_shape_safe	1	"—s 'phel / ri dags $or ba (metr.) ""die Ga-"
174	41	776	german_prose_with_translit	bsnal	bsṅal	A	explicit_user_allowlist	1	(Vmst 101d); sdug bsnal rnams kyis brtan
175	15	780	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"am ci dañ lto 'phye chen po ""Garudlas, Kinn-"
175	52	785	german_prose	cine	eine	A	german_dotless_i_safe_map	1	"er cine Kimnari"" (Debm 34b9)."
176	6	792	german_prose_with_translit	cine	eine	A	german_dotless_i_safe_map	1	Person, tritt ein, wenn cine Person des kha-
176	15	793	latin_other	biin	bźin	A	explicit_user_allowlist	1	na | bsams biin du — smra ba Ita smos kyani ci
176	15	793	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	na | bsams biin du — smra ba Ita smos kyani ci
176	79	797	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	la / tho gar du slob dpon ~ dañ / kba cher
177	9	798	tibetan_latin_mixed	Iha	lha	A	explicit_case_sensitive_allowlist	1	000/07 / khyuri po gya yi gdun / sne'u gdon Iha ༡//
177	26	800	german_prose_with_translit	rañ	raṅ	A	confusable_nya_coda_safe	1	"rañ yin ""der 'zum Menschen Gewordene' ist"
177	29	801	german_prose	cinen	einen	A	german_dotless_i_safe_map	1	"Mensch"", Bez. für cinen mensch-"
177	35	801	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	sum po 'di Ita ste / lus kyi dbari po dani / srog
177	49	801	latin_other	broyad	brgyad	A	explicit_user_allowlist	1	bdun phrag bco broyad man chad mir chags
177	80	801	german_prose_with_translit	gañ	gaṅ	A	explicit_user_allowlist	1	"dman miam par gañ ba ""gleichmäßig voll"
178	56	802	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"rwa ba Ita bu ""wie cin Gehege, das von einer"
178	72	802	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	Zari Zun gi yul nas khyun po ~ dañ / lha
179	2	803	german_prose_with_translit	IHa-khyuni-rgyan	lHa-khyuni-rgyan	A	confusable_hyphenated_I_to_l_translit	1	"und IHa-khyuni-rgyan eingeladen"" (Lsdz-K"
179	6	804	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	ya mtsho'i phyi rol lcags kyiri bo yis / — Ita
179	28	804	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	"Iha mai — la a li yi ge mmams bkod ""auf"
179	31	804	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"1721); kbor lo rtsibs bZi ~ dañ ldan pa ""ein"
179	37	804	german_prose_with_translit	broyud	brgyud	A	explicit_user_allowlist	1	"--kyi broyud la min smos pa Ze dgu ""in der"
179	68	810	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	722,3); da Ita ~i mtsho'i narn na{s} rtsigs
180	4	812	german_prose_with_translit	g$ol	gśol	A	confusable_dollar_to_sacute_shape_safe	1	sin dzin dan / g$ol mda' 'dzin dañ ... ~ Zes
180	4	812	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	sin dzin dan / g$ol mda' 'dzin dañ ... ~ Zes
180	6	812	latin_other	Isādhara	lsādhara	A	confusable_initial_I_to_l_marked_context	1	"Yugamdhara, Isādhara, Nimimdhara [usw.]"""
180	14	812	german_prose_with_translit	Miml	Mimi	A	citation_roman_l_to_I	1	Lex. rdzun tshig (Miml 226).
180	40	812	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	46,29); de Itar na dañ po khri btsan po 'ol
180	46	812	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	"mug-mug"" (dPyGlu 18,3); 00)? po Iha rigai"
180	50	812	german_prose_with_translit	IHa-ri	lHa-ri	A	confusable_initial_I_to_l_marked_context	1	den IHa-ri gyan-tho in Gon-po herabgestic-
180	57	812	german_prose_with_translit	Sron-Ide-btsan	Sron-lde-btsan	A	confusable_hyphenated_I_to_l_translit	1	des Königs Khri Sron-Ide-btsan.
181	67	814	german_prose_with_translit	bsnal	bsṅal	A	explicit_user_allowlist	1	"pa'i sdug bsnal ba ""Speisen und Getränke"
182	21	815	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. gos kyi — Ita bu ""wie: ein umgelegter"
182	50	817	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	bag yod pa dan / brtson 'grus dañ | ~
183	78	818	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Ita bu ""wie aufgereihte Perlen"" (Mil 96,24);"
184	56	825	german_prose_with_translit	IDe-sron-btsan	lDe-sron-btsan	A	confusable_hyphenated_I_to_l_translit	1	Königs IDe-sron-btsan
184	58	825	german_prose_with_translit	Ihi	lhi	A	confusable_initial_I_to_l_marked_context	1	"de Mönch"" (Nel 3b3); ~$ ... khira sna'i Ihi"
184	62	825	german_prose_with_translit	IHa-sras	lHa-sras	A	confusable_initial_I_to_l_marked_context	1	dergeburt von IHa-sras Mu-tig btsan-po ge-
185	28	827	german_prose_with_translit	Ihag	lhag	A	confusable_initial_I_to_l_marked_context	1	"iesbyaba'i Ihag ma za ba'o ""ein Bettler heißt"
185	50	827	latin_other	rmams	rnams	A	explicit_user_allowlist	1	— tsbogs rmams thams cad rab bcom ste
185	64	827	german_prose_with_translit	rmams	rnams	A	explicit_user_allowlist	1	(Ppu 87b); lu la — pa rmams ... rtsod bcas
185	81	827	latin_other	g$ogs	gśogs	A	confusable_dollar_to_sacute_shape_safe	1	las / gar pa'i snari bon po / g$ogs po che bya
186	14	828	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"glin Ita ba'i res pa dan Idan pas ""da der Jam-"
186	14	828	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"glin Ita ba'i res pa dan Idan pas ""da der Jam-"
186	26	828	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	"pa'i yul $es grags so ""die Gegend wurde da-"
186	65	831	german_prose_with_translit	$ramanas	śramanas	A	confusable_dollar_to_sacute_shape_safe	1	ge $ramanas, Brahmanen, Carakas und Pi-
187	18	832	latin_other	dan ldan pa	daṅ ldan pa	A	tibetan_translit_phrase_allowlist	1	706 bya ba m lta ba gan dan ldan pa'o
187	41	833	latin_other	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"dat Idan 7/7? / chos gos 'di bor te ""jemand,"
187	61	834	german_prose_with_translit	giien	gñen	A	explicit_user_allowlist	1	"bu pa giien gr bu bcas ka ""für die Lehrer der"
188	6	836	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"la sogs pa' rtog ge sde Ina Ita bu ""ein Nicht-"
188	27	837	german_prose_with_translit	Miml	Mimi	A	citation_roman_l_to_I	1	"Lex. mu tsbigs ""Grenze"" (Miml 381); mtha"
188	56	839	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	"$es nas (metr.) ""indem er sich stets um die"
188	68	839	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	rgya gar gyi mkhan po dzi na mi tra dañ :
188	72	839	german_prose_with_translit	Ye-$es-sde	Ye-śes-sde	A	confusable_dollar_to_sacute_name_anchor	1	"Ye-$es-sde haben es übersetzt"" (K95 21667)."
188	75	840	latin_other	Sron-Ide-btsan	Sron-lde-btsan	A	confusable_hyphenated_I_to_l_translit	1	Sron-Ide-btsan.
189	21	840	german_prose_with_translit	cine	eine	A	german_dotless_i_safe_map	1	zrr mu pa npr. ein Klan, cine Familie.
189	25	840	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	(Gesar 218,39); ned ~'¡ Iha Sir broyan la
189	49	842	german_prose_with_translit	griis	gñis	A	explicit_user_allowlist	1	"geig 'gel griis 'gel — ci rigs Zig byuri ba ""Aufer-"
189	56	842	german_prose_with_translit	dan ldan pa'i	daṅ ldan pa'i	A	tibetan_translit_phrase_allowlist	1	"dan ldan pa'i slad du ""weil die prajñāpāramitā"
189	71	842	latin_other	dan bral bas	daṅ bral bas	A	tibetan_translit_phrase_allowlist	1	'di rtagpa dan chad pa'i mtha' dan bral bas na
190	7	843	german_prose	cine	eine	A	german_dotless_i_safe_map	1	2. cine hohe Zahl.
190	77	849	latin_other	griis	gñis	A	explicit_user_allowlist	1	sa' dnos gi tsbig don griis ka — la soxs
191	10	849	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	yol med dan 0)7/$ ka yin min gyi mu Ita bu
191	25	849	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. sman — ser po dan nag po Ita bu ""wie:"
191	44	850	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	Ita ~~ / zes bya ba'i skyes rabs kyan gsuras so
191	72	851	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"""er zeigte als yas stags ein mu zer Iha Zal und"
192	19	853	latin_other	Sron-Ide-btsan	Sron-lde-btsan	A	confusable_hyphenated_I_to_l_translit	1	Sron-Ide-btsan.
192	57	855	german_prose_with_translit	IDe-gtsug-brtsin	lDe-gtsug-brtsin	A	confusable_hyphenated_I_to_l_translit	1	unter König Khri IDe-gtsug-brtsin
192	75	855	german_prose_with_translit	Idon-tsab	ldon-tsab	A	confusable_initial_I_to_l_marked_context	1	sKyes-bzan Idon-tsab und andere lieferten
193	2	855	tibetan_latin_mixed	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	za ང་ལྡན mu le ston Idan ...
193	10	857	german_prose_with_translit	$in	śiṅ	A	explicit_user_allowlist	1	"ˆ~ smon lam $in ""Mu-le drum-sir ist ein"
194	40	863	german_prose	cine	eine	A	german_dotless_i_safe_map	1	2. cine Pflanze, Pisum sativum Linn. (Nor-
194	43	863	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	o di bi śa'i yul du rgyal po ~ 'khor ston dañ
196	22	876	latin_other	dga'	dga’	A	explicit_user_allowlist	1	dga' legs-pa'i rgyal-mtshan (1308-1336).
196	25	876	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	(Debm 22b7); slob dpon chen po kun dga' legs
196	26	876	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	pa I rgyal mtshan pa sras mo ~ dañ bsd ebs
196	28	876	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	dga' legs-pa'i rgyal-mtshan-pa die Prinzes-
196	34	877	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. mun pa'inan durdogZuspa Ita bu ""wie:"
196	44	877	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	(Rgs 23.1b); ma rig pai mun gnag dañ ... sel
196	64	879	latin_other	gañ	gaṅ	A	explicit_user_allowlist	1	—r byed pas / gnag par ur pa gañ dag yin pa
197	54	880	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"pa yañ ""auch wenn seine Augen von der Au-"
197	65	880	latin_other	$es	śes	A	explicit_user_allowlist	1	pa' jigrten la / khyod kyis $es rab snari bar
198	9	881	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	6); yi ge ka Ita bu gcig sam 6©$ pas kyari ka
198	17	881	german_prose	Mimil	Mimii	A	citation_roman_l_to_I	1	"Lex. — ""töricht"" (Mimil 275)."
198	27	881	german_prose_with_translit	siñ	siṅ	A	confusable_nya_coda_safe	1	134,4); siñ stobs rdul dari ~ Zes / bya ba'i
198	47	885	latin_other	broyad	brgyad	A	explicit_user_allowlist	1	dur khrod broyad kyis broyan pa ste / ... ~
198	76	890	german_prose_with_translit	miñ	miṅ	A	confusable_nya_coda_safe	1	"Lex. ta må la'i miñ ""Bez. für tamala"" (Digv)."
199	13	893	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"Idan girgyal khams bya ba yod de ""in nörd-"
199	52	899	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	102,26); — dan / rgya mtsho'i gtin rum Ita
200	3	903	german_prose_with_translit	nañ	naṅ	A	explicit_user_allowlist	1	39b); chu nañ dugzugs braan Sar bala'dra len
200	18	905	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	"khyab ""ug dañ / ~ sgra nan skya bsen bu"
200	45	908	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	Lex.rtsa (v.I.rtswa) — dan bal ba dza Ita bur
201	56	911	german_prose_with_translit	I'rau	l'rau	A	confusable_initial_I_to_l_marked_context	1	"behad nas ""er biß die Zunge seiner I'rau ab,"
201	65	911	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	la- bzin du Iha monagmo'irten gyirgyab tu
201	69	911	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. — ba = so yis — ba Ita bu ""wie: mit den"
201	71	911	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"— ba Ita bu ""wie: Knochen usw. abnagen"""
202	42	915	latin_other	broyud	brgyud	A	explicit_user_allowlist	1	bu broyud $ar dom kha dan / — la yod pa'i
202	42	915	latin_other	$ar	śar	A	confusable_dollar_to_sacute_shape_safe	1	bu broyud $ar dom kha dan / — la yod pa'i
202	61	918	german_prose_with_translit	gTsañ	gTsaṅ	A	explicit_user_allowlist	1	"aa ""mus npr. ein Fluß und Tal in gTsañ."
202	74	918	german_prose_with_translit	$ākNth	śākNth	A	confusable_dollar_to_sacute_shape_safe	1	"übertragung"" ($ākNth 34,6); — Iun pa' stod"
203	20	918	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	"brisod med gnas ~ lags na yañ ""zwar bestan-"
203	80	918	german_prose	biin	bźin	A	explicit_user_allowlist	1	"biin (metr.) ""man muß sich respektvoll vor"
204	18	918	german_prose_with_translit	bsnal	bsṅal	A	explicit_user_allowlist	1	"dan / sa spyod — yis sdug bsnal (metr.) ""Lei-"
204	88	918	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"tin tin Sag 7717 rol Ita bu ""das Geräusch des"
205	67	918	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	19626); bdag gi skyon ni 'chab byed dañ / pha
205	69	918	german_prose_with_translit	dan 'dra	daṅ 'dra	A	tibetan_translit_phrase_allowlist	1	"dan 'dra (metr.) ""die eigenen Fehler nicht"
205	73	918	german_prose_with_translit	Ina'o	lna'o	A	confusable_initial_I_to_l_marked_context	1	"yin pas lus sreg de Ina'o (metr.) ""diese fünf"
206	16	918	german_prose_with_translit	biin	bźin	A	explicit_user_allowlist	1	"pa biin du btari no ""daß sich die Lehre des"
206	41	918	latin_other	gañ	gaṅ	A	explicit_user_allowlist	1	deni gañ gi tshe dus byed pa na mei lus ni
206	84	918	latin_other	Khri-Ide	Khri-lde	A	explicit_user_allowlist	1	"boren; man nannte ihn Khri-Ide sroñ-btsan"""
207	4	918	latin_other	Ihia	lhia	A	confusable_initial_I_to_l_marked_context	1	~ [6796 siri Ihia la / gser druul zans lcags g.yu ...
207	67	918	german_prose_with_translit	Vai$vänara	Vaiśvänara	A	confusable_dollar_to_sacute_shape_safe	1	11. npr. der Feuergott Vai$vänara.
208	10	922	latin_other	rañ	raṅ	A	confusable_nya_coda_safe	1	rañ gi ni / tshan mañ dbus su ~ gsum / btan
208	10	922	latin_other	mañ	maṅ	A	confusable_nya_coda_safe	1	rañ gi ni / tshan mañ dbus su ~ gsum / btan
208	17	923	german_prose_with_translit	mañ	maṅ	A	confusable_nya_coda_safe	1	"Lex. tsban mañ ni nag tshan nam — ""Kü-"
208	41	924	latin_other	$es	śes	A	explicit_user_allowlist	1	69,14); mei khams dan ... rnam par $es pa'i
208	44	925	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	khams la rtag par yañ so sor mi rtog / mi rtag
208	45	925	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"par yañ so sor mi rtog pa ste ""wer den Bereich"
208	80	925	german_prose_with_translit	$ramanas	śramanas	A	confusable_dollar_to_sacute_shape_safe	1	$ramanas sind solche, bei denen das Feuer-
209	10	926	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	me bar ba dan / srin bu — dan / glog Ita bu
209	33	928	latin_other	Sron-Ide-btsan	Sron-lde-btsan	A	confusable_hyphenated_I_to_l_translit	1	Khri Sron-Ide-btsan.
210	3	929	german_prose	cine	eine	A	german_dotless_i_safe_map	1	2. Bez. für cine Farbe, feuerrot.
210	34	930	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"biri sman dañ ""medizinische Blätter, medi-"
210	57	930	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"nanen"" (Samv 7.17c); sna tsbogs — Idan pa'i"
210	65	930	german_prose_with_translit	$iri	śiri	A	confusable_dollar_to_sacute_shape_safe	1	"du khrigs $iri ""die Blüten sind weitgeöffner,"
210	79	930	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"Ketaka-Blüten entfalteten"" (Megh 3a); Iha"
211	40	930	latin_other	padma'i	padma’i	A	explicit_user_allowlist	1	104,15); ~ padma'i sin po la / brdzuste skye
211	41	930	german_prose_with_translit	$og	śog	A	confusable_dollar_to_sacute_shape_safe	1	"ba len par $og (metr.) ""möge ich die über-"
211	44	930	other	cine	eine	A	german_dotless_i_safe_map	1	"02? royas 077 (metr.) ""vorne breitet sich cine"
211	72	930	german_prose_with_translit	Vipa$yanä	Vipaśyanä	A	confusable_dollar_to_sacute_shape_safe	1	"der Vipa$yanä entstehen"" (Mil 125,17); nor"
212	84	936	latin_other	chañ	chaṅ	A	confusable_nya_coda_safe	1	jigrtenthamscad....skyedmostshal ~ su chañ
213	28	941	german_prose_with_translit	Imi'an	lmi'an	A	confusable_initial_I_to_l_marked_context	1	Kinnaras (Imi'an ci)
214	28	948	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	"niedergeht"" (Bca 10.12a); bun bakun tu dga'"
214	37	948	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	dañ mtshon chai char phab pa na ... me tog
214	63	950	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	Lex. 'dod lha bdud dga' rab dbaṅ phyue
215	24	955	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	Lex. 'dod Iha band dga' rab dban phyug
215	24	955	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	Lex. 'dod Iha band dga' rab dban phyug
215	45	959	headword_line	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	མེ་ཏོག་ལྡན་ me tog Idan.
216	43	963	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	Lex. khyab jug (brDa); Iha khyab ?//9
216	53	965	latin_other	$esrab	śesrab	A	confusable_dollar_to_sacute_shape_safe	1	~ lo tsä ba sñel tsor $esrab grags kyis bsgyur ba
216	54	965	latin_other	Ihas	lhas	A	confusable_initial_I_to_l_marked_context	1	na... phags pa sa ga Ihas mdzad pa ces by
217	17	970	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. me toggi beud dam tshi Ita bu ""wie: Blü-"
217	27	970	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	lex. dod lha bdud dga' rab dban phyug
217	51	972	latin_other	bsnal	bsṅal	A	explicit_user_allowlist	1	desna — kyis ... bdag gi sdug bsnal ma bsal
217	68	976	german_prose_with_translit	$in	śiṅ	A	explicit_user_allowlist	1	"rgya ja — de yan khol $in 'dug ""der chinesi-"
218	29	980	german_prose_with_translit	Iha-mdzes	lha-mdzes	A	confusable_hyphenated_I_to_l_translit	1	Me-tog Iha-mdzes ist von einem Meister der
218	53	981	german_prose	cine	eine	A	german_dotless_i_safe_map	1	2. cine Pflanze, Tabasco-Pfeffer, Capsicum
218	64	981	german_prose_with_translit	dan bcas pa'i	daṅ bcas pa'i	A	tibetan_translit_phrase_allowlist	1	"me dan bcas pa'i thab ""brennender Herd"""
218	67	981	german_prose	cine	eine	A	german_dotless_i_safe_map	1	2. cine Handgeste, eine Mudrä.
218	68	981	german_prose_with_translit	Iha'i	lha'i	A	confusable_initial_I_to_l_marked_context	1	"Lex. Iha'i phyag mtshan Zig la'ani ""auch für:"
219	14	981	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"Lex. me ((7? Idan pa'! g.yani sa kon don ""eine"
219	37	981	latin_other	chuñ	chuṅ	A	confusable_nya_coda_safe	1	13.180); ~ chuñ bas gnod par byed (metr.)
219	58	981	latin_other	rmams	rnams	A	explicit_user_allowlist	1	— sag thag ... sogs dera chas rmams sbyin
220	33	986	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	rdzogs par bya'o ... ~ dag ni las smra ba dañ /
220	42	986	latin_other	Ihar	lhar	A	confusable_initial_I_to_l_marked_context	1	na me pa ste me la Ihar 'dzin pa dan sbyin sreg
220	45	987	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	can Ita ba ni las rgyu 'bras khas len pa zig go
221	11	990	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	Lex. du ba 'thul bar yañ byed 'bar bar yañ
221	11	990	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	Lex. du ba 'thul bar yañ byed 'bar bar yañ
221	51	993	latin_other	bsnal	bsṅal	A	explicit_user_allowlist	1	bsnal gso ba'i don du g.yan pa 'phrug pa' rko
222	23	996	german_prose	cine	eine	A	german_dotless_i_safe_map	1	2. cine Hölle.
222	68	999	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	"""obs. bcom Iha khari gdori zer ba de dpon po mi"
223	2	1001	german_prose	ciner	einer	A	german_dotless_i_safe_map	1	an ciner zentralen Stelle eines wichtigen Or-
223	11	1002	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	lex. isoug = spra ba'i me bisa'am — Ita bu
223	38	1003	headword_line	biin	bźin	A	explicit_user_allowlist	1	མི་བཞི agay me biin ng
223	71	1003	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	dañ bcas pa yis / kun bzari lha la phyag 'tshal
224	18	1003	german_prose	cine	eine	A	german_dotless_i_safe_map	1	meist cine Holzfackel, die während des
224	28	1004	german_prose_with_translit	dan ldan pa'i	daṅ ldan pa'i	A	tibetan_translit_phrase_allowlist	1	"Lex. me dan ldan pa'i g.yari sakon doṅ ""eine"
225	17	1012	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	~ dan / tsan dan gyi char dañ ... ltas khyad
225	22	1012	german_prose_with_translit	Iha'i	lha'i	A	confusable_initial_I_to_l_marked_context	1	"kyi lte ba la / Iha'i gźal yas khani ""ein Göt-"
225	50	1014	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	{d}me ri dmar po stan btin pa dañ / phrin
225	58	1014	german_prose_with_translit	lañs	laṅs	A	explicit_user_allowlist	1	(Nel 1735); sa mo Dya'i lo la ~ lañs pa dan
226	39	1018	latin_other	biin	bźin	A	explicit_user_allowlist	1	snan srid — g.ya' dag pa biin du gsal ba yin
226	61	1018	latin_other	siian	sñan	A	explicit_user_allowlist	1	siian chhags — las... rnam par bcad pa steda
226	68	1018	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"pa ston pa — Ita bu'am ""in den Lehrtexten"
226	76	1019	german_prose_with_translit	tin ñe 'dzin	tiṅ ṅe 'dzin	A	tibetan_translit_ting_nge_dzin_phrase	1	"ba'i tin ñe 'dzin la srioms par Zugs nas ""dann"
226	89	1021	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	me lori ye ses, me lor Ita ba
227	4	1022	latin_other	$es	śes	A	explicit_user_allowlist	1	byaii chub sems 'di'i ye ses ... me lon ye $es
227	13	1022	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	(Hev 2.4.46a); me lon lta bu ... ye $es 'di dag
227	21	1022	latin_other	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	Idan rdo rje sems dpas lam sna drons (metr.)
227	71	1027	german_prose_with_translit	$el	śel	A	confusable_dollar_to_sacute_shape_safe	1	nen Vajra, einen me sel, einen cu $el, einen
228	4	1028	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	Lex. me phor ram me'i snod dañ me'i 070)
228	13	1028	latin_other	Iho'i	lho'i	A	confusable_initial_I_to_l_marked_context	1	"drei"" (brDa); khbyimgyi me dan / Iho'i me dan"
228	40	1030	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	"ergott"" (ThK 2: 411,3); — srin po rlun Iha"
228	44	1030	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	srin po, rlun Iha und 'byun po usw. wird auf
228	54	1030	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"(brDa); me la gnas pa'i Iha ""eine Gottheit,"
228	57	1030	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	me Iha 'dul byed kyi kl
228	70	1031	german_prose_with_translit	Iho'i	lho'i	A	confusable_initial_I_to_l_marked_context	1	"Lex. Sar Iho'i phyogs ""südöstl. Richtung"""
229	43	1032	latin_other	tin ñe 'dzin	tiṅ ṅe 'dzin	A	tibetan_translit_ting_nge_dzin_phrase	1	"enden"" (dPe 30,3); tin ñe 'dzin la 'byur 'jug"
229	61	1032	german_prose_with_translit	b$ad	bśad	A	confusable_dollar_to_sacute_shape_safe	1	"phyir ma b$ad do ""da keine Notwendigkeit"
