page	line	token_index	base_token	alternate_token	reason	base_key	alternate_key	base_line	alternate_line	alignment_method	alignment_attribution	resynchronization_attribution	resynchronization_source	base_to_alternate_page_delta	alternate_page	page_match_score	canonical_overlap	shared_canonical_tokens	base_nonempty_count	alternate_nonempty_count	line_count_ratio
120	72	6	bsal	bśal	alternate_witness_google_loc_fricative_upgrade	bsal	bsal	"~~ mtsho la rta bsan (r. bsal) ""er wusch das"	"~~ mtsho la rta bśan (r. bśal) ""er wusch das"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	120	0.895	0.859	317	88	89	0.989
120	77	1	Iba	lha	alternate_witness_initial_i_to_l_translit	iba	lha	Iba sar ... — dan phyugs nad man po byun bas	lha sar ... — dan phyugs nad man po byun bas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	120	0.895	0.859	317	88	89	0.989
121	6	8	Li$	Liś	alternate_witness_citation_siglum	lis	lis	Lex. mi nas ni — dam rim nad (Li$ 24,9).	Lex. mi nas ni — dam rim nad (Liś 24,9).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	121	0.847	0.855	278	83	86	0.965
121	8	3	rdzon	rdzoṅ	alternate_witness_google_loc_nasal_upgrade	rdzon	rdzon	"Iho —dargyi rdzon dari 0?7/5 (metr.) ""im Sü-"	"Iho —dargyi rdzoṅ dari 0?7/5 (metr.) ""im Sü-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	121	0.847	0.855	278	83	86	0.965
121	16	2	Ina	lṅa	alternate_witness_initial_i_to_l_translit	ina	lna	(006 Ina dan ldan pas —r ljoras rgyur 'gro bar	(006 lṅa dan ldan pas —r ljoras rgyur 'gro bar	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	121	0.847	0.855	278	83	86	0.965
121	37	7	anisritah	aniśritah	alternate_witness_google_loc_fricative_upgrade	anisritah	anisritah	(Mvy 6694); —'am mi brten pa = anisritah	(Mvy 6694); —'am mi brten pa = aniśritah	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	121	0.847	0.855	278	83	86	0.965
121	68	8	gton	gtoṅ	alternate_witness_google_loc_nasal_upgrade	gton	gton	khral dan 'u lag dgos pa' lun gton ba dari	khral dan 'u lag dgos pa' lun gtoṅ ba dari	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	121	0.847	0.855	278	83	86	0.965
121	77	4	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"Lex. pho ña Ita bu ""wie: Bote"" (brDa); pho"	"Lex. pho ña lta bu ""wie: Bote"" (brDa); pho"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	121	0.847	0.855	278	83	86	0.965
123	15	5	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	Lex. rlun dañ rlun Iha la'an (brDa, Dagy).	Lex. rlun dañ rlun lha la'an (brDa, Dagy).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	123	0.886	0.843	263	84	84	1.000
123	38	2	zes	źes	alternate_witness_google_loc_fricative_upgrade	zes	zes	pham zes bya ba ni ran gi min yin la / skra'i	pham źes bya ba ni ran gi min yin la / skra'i	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	123	0.886	0.843	263	84	84	1.000
123	58	5	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"sagt:"" (RoIN$ 20,7); Iha khani geig tu dul ba'i"	"sagt:"" (RoIN$ 20,7); lha khani geig tu dul ba'i"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	123	0.886	0.843	263	84	84	1.000
125	27	4	Iha-bon	lha-bon	alternate_witness_initial_i_to_l_translit	ihabon	lhabon	po und Mi-bon Iha-bon rgyal-khrims snar-	po und Mi-bon lha-bon rgyal-khrims snar-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	125	0.615	0.865	295	90	85	1.059
125	35	1	midban	midbaṅ	alternate_witness_google_loc_nasal_upgrade	midban	midban	ཨི་དབྲང་ midban Kurzf. f. mr'i dban po, auch	ཨི་དབྲང་ midbaṅ Kurzf. f. mr'i dban po, auch	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	125	0.615	0.865	295	90	85	1.059
125	52	1	spon	spoṅ	alternate_witness_google_loc_nasal_upgrade	spon	spon	"spon Zinn ... de bkren ses par bya (metr.) ""den"	"spoṅ Zinn ... de bkren ses par bya (metr.) ""den"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	125	0.615	0.865	295	90	85	1.059
125	69	6	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"ihre Taten"" (Debm 3967); — pho Iha pa'i"	"ihre Taten"" (Debm 3967); — pho lha pa'i"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	125	0.615	0.865	295	90	85	1.059
125	72	4	pho-Iha-pa	pho-lha-pa	alternate_witness_hyphenated_initial_i_to_l_translit	phoihapa	pholhapa	"matdorf von Mi-dban pho-Iha-pa"" (""Dzam"	"matdorf von Mi-dban pho-lha-pa"" (""Dzam"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	125	0.615	0.865	295	90	85	1.059
126	13	3	grans	grañs	alternate_witness_google_loc_nasal_upgrade	grans	grans	"Lex. mi grans man nun gi 'bor ""eine Menge"	"Lex. mi grañs mañ ñun gi 'bor ""eine Menge"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	13	4	man	mañ	alternate_witness_google_loc_nasal_upgrade	man	man	"Lex. mi grans man nun gi 'bor ""eine Menge"	"Lex. mi grañs mañ ñun gi 'bor ""eine Menge"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	13	5	nun	ñun	alternate_witness_google_loc_nasal_upgrade	nun	nun	"Lex. mi grans man nun gi 'bor ""eine Menge"	"Lex. mi grañs mañ ñun gi 'bor ""eine Menge"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	36	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	ig rien las 'das pa dan 'jig rten gi Iha dani	ig rien las 'das pa daṅ 'jig rten gi lha dani	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	36	10	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	ig rien las 'das pa dan 'jig rten gi Iha dani	ig rien las 'das pa daṅ 'jig rten gi lha dani	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	43	1	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	Iha dan klu dari gnod sbyin dan / dri zu	lha dan klu dari gnod sbyin daṅ / dri zu	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	43	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	Iha dan klu dari gnod sbyin dan / dri zu	lha dan klu dari gnod sbyin daṅ / dri zu	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	45	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	mi'am ci dan / lto 'phye chen po dan / m	mi'am ci dan / lto 'phye chen po daṅ / m	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	58	2	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"pa dan / brdeg / mig 'don pa dan ""mi mayin,"	"pa daṅ / brdeg / mig 'don pa daṅ ""mi mayin,"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	58	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"pa dan / brdeg / mig 'don pa dan ""mi mayin,"	"pa daṅ / brdeg / mig 'don pa daṅ ""mi mayin,"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
126	61	7	bsad	bśad	alternate_witness_google_loc_fricative_upgrade	bsad	bsad	— man po la phan thogs / chos bsad / sdom	— man po la phan thogs / chos bśad / sdom	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	126	0.580	0.855	248	86	85	1.012
128	30	6	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	མི་དམེགས་པ་སྟོང་པ་ཉིད་ mi dinigs pa stoṅ pa nid	མི་དམེགས་པ་སྟོང་པ་ཉིད་ mi dinigs pa stoṅ pa ñid	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	128	0.583	0.836	260	84	78	1.077
128	34	4	ston	stoṅ	alternate_witness_google_loc_nasal_upgrade	ston	ston	(Mvy 948, Abt. ston pa ben broyad kyi min;	(Mvy 948, Abt. stoṅ pa ben broyad kyi min;	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	128	0.583	0.836	260	84	78	1.077
128	66	11	Ihmi	lhun	alternate_witness_initial_i_to_l_translit	ihmi	lhun	"1: 73,22); nor bu rin po che —""inani du Ihmi"	"1: 73,22); nor bu rin po che —""inani du lhun"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	128	0.583	0.836	260	84	78	1.077
128	70	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"nütz"" (Käsy 188,6); kha zas dan / skom ~"	"nütz"" (Käsy 188,6); kha zas daṅ / skom ~"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	128	0.583	0.836	260	84	78	1.077
128	73	5	phun	phuṅ	alternate_witness_google_loc_nasal_upgrade	phun	phun	20.1); gari gi phyir ~~ phun po chen po yani	20.1); gari gi phyir ~~ phuṅ po chen po yani	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	128	0.583	0.836	260	84	78	1.077
130	18	6	spon	spoṅ	alternate_witness_google_loc_nasal_upgrade	spon	spon	pham pa bźťľi min), ~ spon ba = abrahma-	pham pa bźťľi min), ~ spoṅ ba = abrahma-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	130	0.760	0.854	269	80	73	1.096
130	38	9	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	— che ba yin na / khyed mgu mi da Ita ci	— che ba yin na / khyed mgu mi da lta ci	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	130	0.760	0.854	269	80	73	1.096
130	66	7	ston	stoṅ	alternate_witness_google_loc_nasal_upgrade	ston	ston	gi mdo med pa'i cha myon — ston zad du sor	gi mdo med pa'i cha myon — stoṅ zad du sor	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	130	0.760	0.854	269	80	73	1.096
131	13	5	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	ran nas 'phog pa dan / sgra grag par 'phog	ran nas 'phog pa daṅ / sgra grag par 'phog	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	131	0.888	0.842	256	85	83	1.024
131	31	1	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	Iha khyod la bdag ... phyir rgol ba'am / —	lha khyod la bdag ... phyir rgol ba'am / —	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	131	0.888	0.842	256	85	83	1.024
131	61	1	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"Ita ba ran pa"" dra bas kun nas 'khor ba ""in"	"lta ba ran pa"" dra bas kun nas 'khor ba ""in"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	131	0.888	0.842	256	85	83	1.024
131	72	8	yañ	yaṅ	alternate_witness_google_loc_velar_nasal_upgrade	yan	yan	chub sems kyi ljon Sin rtag par yañ / 'bras bu	chub sems kyi ljon Sin rtag par yaṅ / 'bras bu	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	131	0.888	0.842	256	85	83	1.024
133	60	1	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"Ita bu ""wie: gewaltsam, bösartig, furchtbar"""	"lta bu ""wie: gewaltsam, bösartig, furchtbar"""	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	133	0.897	0.841	291	84	89	0.944
133	69	3	Lis	Liś	alternate_witness_citation_siglum	lis	lis	"lich, unangenehm"" (Lis 17,11); — gze = drag"	"lich, unangenehm"" (Liś 17,11); — gze = drag"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	133	0.897	0.841	291	84	89	0.944
133	77	6	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	Lex. 'dod //)¿/ min (brDa); 'dod Iha (Dagy).	Lex. 'dod //)¿/ min (brDa); 'dod lha (Dagy).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	133	0.897	0.841	291	84	89	0.944
135	17	5	Idan	ldan	alternate_witness_initial_i_to_l_translit	idan	ldan	TERN: ལྡན mi yi chos Idan Beiname des	TERN: ལྡན mi yi chos ldan Beiname des	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	135	0.613	0.814	184	98	71	1.380
135	30	5	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	་ཡི་དབང་པོ་ miyi dbaṅ po tmi dban.	་ཡི་དབང་པོ་ miyi dbaṅ po tmi dbaṅ.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	135	0.613	0.814	184	98	71	1.380
135	76	8	bsad	bśad	alternate_witness_google_loc_fricative_upgrade	bsad	bsad	phag dan ni / — mi thun dan ... Zes bsad pa'i	phag dan ni / — mi thun dan ... Zes bśad pa'i	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	135	0.613	0.814	184	98	71	1.380
135	90	1	na	ña	alternate_witness_google_loc_nasal_upgrade	na	na	na 077 bisan po myi yul gi rjer / Iha ri gani	ña 077 bisan po myi yul gi rjer / lha ri gani	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	135	0.613	0.814	184	98	71	1.380
135	90	9	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	na 077 bisan po myi yul gi rjer / Iha ri gani	ña 077 bisan po myi yul gi rjer / lha ri gani	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	135	0.613	0.814	184	98	71	1.380
135	91	2	gsegs	gśegs	alternate_witness_google_loc_fricative_upgrade	gsegs	gsegs	"dor gsegs pa ""Na-gri btsan-po, der als Herr-"	"dor gśegs pa ""Na-gri btsan-po, der als Herr-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	135	0.613	0.814	184	98	71	1.380
136	33	4	gZ1	gZi	alternate_witness_citation_siglum	gz1	gzi	"des] Land gereist"" (gZ1 4: 475,4); bar — rgya"	"des] Land gereist"" (gZi 4: 475,4); bar — rgya"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	136	0.688	0.844	313	96	88	1.091
137	5	4	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"Lex. bka' gdams Iha //2/'/ nan tshan Zig ""ei-"	"Lex. bka' gdams lha //2/'/ nan tshan Zig ""ei-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	137	0.559	0.830	249	81	82	0.988
137	35	5	bzun	bzuṅ	alternate_witness_google_loc_nasal_upgrade	bzun	bzun	dzu 706 pa nas bzun ste — beu grüis kyi bar	dzu 706 pa nas bzuṅ ste — beu grüis kyi bar	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	137	0.559	0.830	249	81	82	0.988
137	74	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	82,2); bodkyi yul mtha' ...ryanag dan / jan	82,2); bodkyi yul mtha' ...ryanag daṅ / jan	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	137	0.559	0.830	249	81	82	0.988
137	76	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	kha che dan / stag zig dan / hor la sogs pa —	kha che daṅ / stag zig daṅ / hor la sogs pa —	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	137	0.559	0.830	249	81	82	0.988
137	76	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	kha che dan / stag zig dan / hor la sogs pa —	kha che daṅ / stag zig daṅ / hor la sogs pa —	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	137	0.559	0.830	249	81	82	0.988
137	77	11	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	tha dad pa broyad kyi yul la thug yod pa dan	tha dad pa broyad kyi yul la thug yod pa daṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	137	0.559	0.830	249	81	82	0.988
138	13	8	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"schen"" (Vdk 2: 347,2); rgya gar — Iha la (r."	"schen"" (Vdk 2: 347,2); rgya gar — lha la (r."	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	138	0.901	0.886	328	90	89	1.011
138	21	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"— so so dan bstun pa' gto ""der gTo, wel-"	"— so so daṅ bstun pa' gto ""der gTo, wel-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	138	0.901	0.886	328	90	89	1.011
138	34	4	Iha'i	lha'i	alternate_witness_initial_i_to_l_translit	ihai	lhai	22); grien sku Iha'i — bod la 'khruns (metr.)	22); grien sku lha'i — bod la 'khruns (metr.)	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	138	0.901	0.886	328	90	89	1.011
138	62	5	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	bu mi... rtag pa nid yin par khas 'che ba -	bu mi... rtag pa ñid yin par khas 'che ba -	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	138	0.901	0.886	328	90	89	1.011
138	83	7	ston	stoṅ	alternate_witness_google_loc_nasal_upgrade	ston	ston	brtsi ba'i min); — pa'i chad pa'am ston (v.).	brtsi ba'i min); — pa'i chad pa'am stoṅ (v.).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	138	0.901	0.886	328	90	89	1.011
141	4	5	srin	sriṅ	alternate_witness_google_loc_nasal_upgrade	srin	srin	@ 747 [5 ama dan srin mo — dan spran du nu	@ 747 [5 ama dan sriṅ mo — daṅ spraṅ du nu	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	141	0.594	0.867	306	82	90	0.911
141	4	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	@ 747 [5 ama dan srin mo — dan spran du nu	@ 747 [5 ama dan sriṅ mo — daṅ spraṅ du nu	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	141	0.594	0.867	306	82	90	0.911
141	4	8	spran	spraṅ	alternate_witness_google_loc_nasal_upgrade	spran	spran	@ 747 [5 ama dan srin mo — dan spran du nu	@ 747 [5 ama dan sriṅ mo — daṅ spraṅ du nu	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	141	0.594	0.867	306	82	90	0.911
141	19	3	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	dpal gyi Iha mo chen mos / myti lus su sprul	dpal gyi lha mo chen mos / myti lus su sprul	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	141	0.594	0.867	306	82	90	0.911
141	29	5	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	(Bca 4.156); gras gtsari Iha las 'phos ...	(Bca 4.156); gras gtsari lha las 'phos ...	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	141	0.594	0.867	306	82	90	0.911
141	63	2	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	stag Iha me 'bar dan ... la sogs bos (metr.)	stag lha me 'bar dan ... la sogs bos (metr.)	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	141	0.594	0.867	306	82	90	0.911
141	68	4	gsen	gśen	alternate_witness_google_loc_fricative_upgrade	gsen	gsen	"gis rgyalrigs kyi gsen po — la broyud ""den"	"gis rgyalrigs kyi gśen po — la broyud ""den"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	141	0.594	0.867	306	82	90	0.911
142	9	11	gnis	gñis	alternate_witness_google_loc_nasal_upgrade	gnis	gnis	(Tär 15,10); ri bori dan 9/9 wa dan gnis /	(Tär 15,10); ri bori dan 9/9 wa dan gñis /	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	142	0.756	0.872	259	81	79	1.025
142	16	4	mna	mṅa	alternate_witness_google_loc_nasal_upgrade	mna	mna	— la / cog ros mna' bdag skrons (r. bkrons)	— la / cog ros mṅa' bdag skrons (r. bkrons)	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	142	0.756	0.872	259	81	79	1.025
143	29	7	sog	śog	alternate_witness_google_loc_fricative_upgrade	sog	sog	"pai ""gab snon dgos tshul bka' sog gnan"	"pai ""gab snon dgos tshul bka' śog gnaṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	143	0.583	0.856	322	87	81	1.074
143	29	8	gnan	gnaṅ	alternate_witness_google_loc_nasal_upgrade	gnan	gnan	"pai ""gab snon dgos tshul bka' sog gnan"	"pai ""gab snon dgos tshul bka' śog gnaṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	143	0.583	0.856	322	87	81	1.074
143	48	3	ñan	ṅan	alternate_witness_google_loc_velar_nasal_upgrade	nan	nan	"mtha'i ~ 'khyer ñan graris /7//77 rnams ""wir"	"mtha'i ~ 'khyer ṅan graris /7//77 rnams ""wir"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	143	0.583	0.856	322	87	81	1.074
143	77	7	Ina	lṅa	alternate_witness_initial_i_to_l_translit	ina	lna	thogs — / lag na mtshon cha sna Ina thogs	thogs — / lag na mtshon cha sna lṅa thogs	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	143	0.583	0.856	322	87	81	1.074
143	85	5	G$-H	Gś-H	alternate_witness_citation_siglum	gsh	gsh	"se Diener, ungezähmte Pferde"" (G$-H 58);"	"se Diener, ungezähmte Pferde"" (Gś-H 58);"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	143	0.583	0.856	322	87	81	1.074
144	35	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"Fall kommen"" (Ps 67a); non pa' mig dan /"	"Fall kommen"" (Ps 67a); non pa' mig daṅ /"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	144	0.809	0.870	260	82	82	1.000
145	67	6	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	2.16b); — utpa la'i 'dab ma Ita bu yid 'phrog	2.16b); — utpa la'i 'dab ma lta bu yid 'phrog	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	145	0.675	0.852	357	91	86	1.058
146	25	5	khon	khoṅ	alternate_witness_google_loc_nasal_upgrade	khon	khon	"Geistes"" (gZer 892,5); khon pa'i snin dan"	"Geistes"" (gZer 892,5); khoṅ pa'i sñiñ daṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.525	0.882	353	94	87	1.080
146	25	7	snin	sñiñ	alternate_witness_google_loc_nasal_upgrade	snin	snin	"Geistes"" (gZer 892,5); khon pa'i snin dan"	"Geistes"" (gZer 892,5); khoṅ pa'i sñiñ daṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.525	0.882	353	94	87	1.080
146	25	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"Geistes"" (gZer 892,5); khon pa'i snin dan"	"Geistes"" (gZer 892,5); khoṅ pa'i sñiñ daṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.525	0.882	353	94	87	1.080
146	56	4	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"— gis kun tu Ita bar brtsams pa na ""er begann"	"— gis kun tu lta bar brtsams pa na ""er begann"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.525	0.882	353	94	87	1.080
146	58	5	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	(Ki na 17636); ji Ita ji Itar geig la gag ~ gis	(Ki na 17636); ji lta ji Itar geig la gag ~ gis	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.525	0.882	353	94	87	1.080
146	73	3	Ihun	lhun	alternate_witness_initial_i_to_l_translit	ihun	lhun	"gdori la Ihun ba (metr.) ""nachdem das gie-"	"gdori la lhun ba (metr.) ""nachdem das gie-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.525	0.882	353	94	87	1.080
146	78	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"gen ist"" (Nägn 69,21); — dan rna ba ma yens"	"gen ist"" (Nägn 69,21); — daṅ rna ba ma yens"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.525	0.882	353	94	87	1.080
146	81	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	jo bo dan a ma 0?7/6 la — phar cher tshur cher	jo bo daṅ a ma 0?7/6 la — phar cher tshur cher	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.525	0.882	353	94	87	1.080
146	85	3	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"la... — nan Ita bar mi rigs pas ""es ist un-"	"la... — nan lta bar mi rigs pas ""es ist un-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.525	0.882	353	94	87	1.080
