volume	page	line	token_index	base_token	alternate_token	proposed_target	reason	base_key	alternate_key	candidate_family	context_excerpt	alternate_line	evidence	confidence	suggested_action	score	score_explanation	alignment_method	alignment_attribution	resynchronization_attribution
wts_9_m	362	30	1	Käsy	Kāśy	Kāśy	unsafe_token_disagreement	kasy	kasy	citation_or_siglum	(Käsy 98,1); — ... nad cig gis btab nas / nad	(Kāśy 98,1); nad cig gis btab nas / nad	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Kāśy; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	362	33	4	Käsy	Kāśy	Kāśy	non_translit_context	kasy	kasy	citation_or_siglum	"nicht heilen kann"" (Käsy 185,9); nad sos —"	nicht heilen kann“ (Kāśy 185,9); nad sos	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Kāśy; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	362	38	7	Zig	źig	źig	unsafe_token_disagreement	zig	zig	google_tibetan_diacritic_disagreement	broyad kyi rgyud dan Idan pa Zig byun bar	brgyad kyi rgyud dan ldan pa źig byun bar	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	362	53	1	giun	gźun	gźun	unsafe_token_disagreement	giun	gzun	google_tibetan_diacritic_disagreement	giun don ses / las rnams mthon Zin gtsari ba	gźun don ses / las rnams mthon źiṅ gtsaṅ ba	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	362	53	7	Zin	źiṅ	źiṅ	unsafe_token_disagreement	zin	zin	google_tibetan_diacritic_disagreement	giun don ses / las rnams mthon Zin gtsari ba	gźun don ses / las rnams mthon źiṅ gtsaṅ ba	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	362	53	8	gtsari	gtsaṅ	gtsaṅ	unsafe_token_disagreement	gtsari	gtsan	google_tibetan_diacritic_disagreement	giun don ses / las rnams mthon Zin gtsari ba	gźun don ses / las rnams mthon źiṅ gtsaṅ ba	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	362	61	6	As$vins	Asvins	Asśvins	non_translit_context	assvins	asvins	citation_or_siglum	Ärzte der Götter, die beiden As$vins her-	Ärzte der Götter, die beiden Asvins her-	siglum_shape	policy	siglum_policy_review	5	Bibliographic siglum candidate for Asśvins; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	362	62	2	ViST	Vis	ViśT	unsafe_token_disagreement	vist	vis	citation_or_siglum	"bei"" (ViST 226,36); gso dpyad mi ses pa /"	bei“ (VisȚ 226,36); gso dpyad mi śes pa /	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for ViśT; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	362	72	4	Yogasataka	Yogaśataka	Yogaśataka	non_translit_context	yogasataka	yogasataka	citation_or_siglum	nehmen und im Yogasataka, das die kundi-	nehmen und im Yogaśataka, das die kundi-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Yogaśataka; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	381	57	8	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	drug gi iamis len gyi bya bas dnos su ma zin	drug gi iamis len gyi bya bas dños su ma zin	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
