reason	base_token	alternate_token	count	volume_count	sample_refs	sample_contexts
alternate_witness_google_loc_nasal_upgrade	gsun	gsuṅ	2	1	wts_9_m:376:18; wts_9_m:376:28	"Zes pa'i brda räin yin gsun ""rme'u zan: cini- || ba'i brda rain yin gsun ""sne zan heißt auch"
alternate_witness_google_loc_nasal_upgrade	lon	loṅ	1	1	wts_9_m:5:31	(K1 kha 23356); nie — pho lon bZin pa'i bud
alternate_witness_google_loc_fricative_upgrade	gsed	gśed	1	1	wts_9_m:5:53	(PT1283 570); khyod la bdag ... gsed — pa ...
alternate_witness_google_loc_fricative_upgrade	sor	śor	1	1	wts_9_m:6:78	"53,6); ño yi bkrag sor thal ka ~ (metr.) ""sie"
alternate_witness_google_loc_nasal_upgrade	bron	broṅ	1	1	wts_9_m:6:88	"pho ~ ""ini 'bron gchig pa (metr.) ""ein cin-"
alternate_witness_initial_i_to_l_translit	Iden	ldeṅ	1	1	wts_9_m:7:54	"sen Iden gi tsber — zug pcs ""ihn stach ein"
alternate_witness_initial_i_to_l_translit	Ita'i	lta'i	1	1	wts_9_m:10:71	"fe"" (Däg 302,18); da Ita'i rgas 'chal mi ~"
alternate_witness_citation_siglum	ISK	1SK	1	1	wts_9_m:12:14	"stung der Gottheit!"" (ISK 1: 214,4,4); ña dge"
alternate_witness_google_loc_nasal_upgrade	ran	rañ	1	1	wts_9_m:15:34	"sgrol mas ran gi ~i tshul bzur nas ""die er-"
alternate_witness_google_loc_nasal_upgrade	sñin	sñiñ	1	1	wts_9_m:15:53	"lteba'i dkyil du bu ༡// {$ } srog thag dań —"" sñin"
alternate_witness_google_loc_fricative_upgrade	gsin	gśin	1	1	wts_9_m:15:82	118,29); Reg gsin tshe rtsis la sogs pa / gan
alternate_witness_google_loc_nasal_upgrade	zan	zaṅ	1	1	wts_9_m:20:3	Ihun grub dpal bzari gis / zani zan brag nas —
alternate_witness_google_loc_velar_nasal_upgrade	ñag	ṅag	1	1	wts_9_m:20:30	~ / man ñag mtha' dag gi gnad gcig du (r. tu)
alternate_witness_google_loc_nasal_upgrade	min	miñ	1	1	wts_9_m:28:5	Lex. dban phyug gi bu chun gdon drug gi min
alternate_witness_google_loc_nasal_upgrade	skyon	skyoṅ	1	1	wts_9_m:28:41	(Mvy 3239, Abt. klei rgyal po dun skyon).
alternate_witness_google_loc_nasal_upgrade	ner	ñer	1	1	wts_9_m:28:68	"ni — g.yu miitsho gnas chen ner /?2/""/ mgo /"
alternate_witness_google_loc_nasal_upgrade	skon	skoṅ	1	1	wts_9_m:37:69	(gZi 4: 143,6); sten phyogs ~i skon mdos
alternate_witness_google_loc_fricative_upgrade	bsig	bśig	1	1	wts_9_m:41:5	"bzans bsig pa'i Sul tu ""auf den Ruinen des"
alternate_witness_google_loc_fricative_upgrade	bzed	bźed	1	1	wts_9_m:49:60	gis pbyogs Ihun gi dbani gis bzed don la bar
alternate_witness_initial_i_to_l_translit	Idan	ldaṅ	1	1	wts_9_m:50:34	is bxgos dri Idan Zin / 'jam pa — yi rluni
alternate_witness_google_loc_nasal_upgrade	drans	draṅs	1	1	wts_9_m:56:11	— Iha chen po / kun gyi jug tu spyan drans
alternate_witness_google_loc_velar_nasal_upgrade	phyuñ	phyuṅ	1	1	wts_9_m:56:16	"mgrin payan chad phyuñ ste ""Sarnkara Äcärya"
alternate_witness_google_loc_nasal_upgrade	spyan	spyaṅ	1	1	wts_9_m:59:84	"14,6); spyan po ran 'dod can ni — ""selbst-"
alternate_witness_google_loc_nasal_upgrade	mnon	mṅon	1	1	wts_9_m:60:26	las grub sku bźři ban rim mnon par mtho
alternate_witness_google_loc_nasal_upgrade	dan	dañ	1	1	wts_9_m:61:81	"Lex. man po dan nun ba ""viel und wenig"""
alternate_witness_google_loc_nasal_upgrade	sKya-rna-rtsa	sKya-rña-rtsa	1	1	wts_9_m:68:60	"bcas te ""sie kamen in sKya-rna-rtsa in Mañ-"
alternate_witness_citation_siglum	L5dz-K	Lśdz-K	1	1	wts_9_m:71:37	"Grundlagen"" (L5dz-K 305,22); — gi bdud"
alternate_witness_google_loc_nasal_upgrade	nag	ñag	1	1	wts_9_m:71:41	"glams nag gam ne bar ston pa ""Belehrung"
alternate_witness_google_loc_nasal_upgrade	gNa-khri	gÑa-khri	1	1	wts_9_m:72:12	"(metr.) ""von gNa-khri btsan-po an bis zu"
alternate_witness_google_loc_fricative_upgrade	zig	źig	1	1	wts_9_m:72:18	"broyud pa zig gda' bas ""dies ist von Samanta-"
alternate_witness_initial_i_to_l_translit	Ihar	lhar	1	1	wts_9_m:72:63	"eigenen Lebens"" (In? 7); Ihar bcas 'jig rten"
alternate_witness_initial_i_to_l_translit	Ibo	lho	1	1	wts_9_m:76:33	Ibo ru — Sa sna tshogs / nub tu padma
alternate_witness_google_loc_nasal_upgrade	chan	chaṅ	1	1	wts_9_m:76:52	— ini chan chan la gyur gyis ni ma bnabs
alternate_witness_google_loc_nasal_upgrade	mnar	mṅar	1	1	wts_9_m:79:28	rlei la skyur dari — lan tsha dan / mnar ba'i
alternate_witness_google_loc_fricative_upgrade	bzus	bźus	1	1	wts_9_m:79:54	"Lex. mar dkar bzus pa'i rin khbu ""Essenz aus"
alternate_witness_google_loc_nasal_upgrade	dnulla	dṅulla	1	1	wts_9_m:80:25	rin po che das nor bu dan gser dnulla sogs pa'i
alternate_witness_google_loc_fricative_upgrade	gsog	gśog	1	1	wts_9_m:80:37	མར་གད་གཤོག་ mar gad gsog Bez. für Papagei.
alternate_witness_google_loc_nasal_upgrade	pan	paṅ	1	1	wts_9_m:87:28	mo la / ma pan g.yu mtsho bya bar (b)tags
alternate_witness_google_loc_velar_nasal_upgrade	pañ	paṅ	1	1	wts_9_m:87:31	"pañ g.yu-mtsho"" (Gafisri 473,5)."
alternate_witness_google_loc_fricative_upgrade	gsom	gśom	1	1	wts_9_m:88:46	མལ་གཤོམ་ mal gsom Herrichten des Bertes.
alternate_witness_google_loc_nasal_upgrade	son	soñ	1	1	wts_9_m:105:13	son ba na zan yañ ~i gtsug lag chen po yod
alternate_witness_google_loc_nasal_upgrade	mons	moñs	1	1	wts_9_m:110:58	rnams ion mons kyi dbari du 'gro ba dkon
alternate_witness_google_loc_nasal_upgrade	mna	mña	1	1	wts_9_m:112:46	"chos rnams thugs mna' — gzuns thob yin ""ich"
alternate_witness_google_loc_nasal_upgrade	gzuns	gzuṅs	1	1	wts_9_m:112:46	"chos rnams thugs mna' — gzuns thob yin ""ich"
alternate_witness_google_loc_nasal_upgrade	nal	ñal	1	1	wts_9_m:113:33	མེ་ཉལ་ཙམ་ mamai auch mi nal nam ein
alternate_witness_google_loc_fricative_upgrade	darsanena	darśanena	1	1	wts_9_m:117:2	"tikūlo darsanena ""nicht unangenehm beim"
alternate_witness_google_loc_nasal_upgrade	dnags	dṅags	1	1	wts_9_m:119:3	141); 9797 dnags kyi grub mtha'i 'dod tshul
alternate_witness_google_loc_fricative_upgrade	bsal	bśal	1	1	wts_9_m:120:72	"~~ mtsho la rta bsan (r. bsal) ""er wusch das"
alternate_witness_google_loc_fricative_upgrade	anisritah	aniśritah	1	1	wts_9_m:121:37	(Mvy 6694); —'am mi brten pa = anisritah
alternate_witness_initial_i_to_l_translit	Iha-bon	lha-bon	1	1	wts_9_m:125:27	po und Mi-bon Iha-bon rgyal-khrims snar-
alternate_witness_google_loc_nasal_upgrade	midban	midbaṅ	1	1	wts_9_m:125:35	ཨི་དབྲང་ midban Kurzf. f. mr'i dban po, auch
alternate_witness_hyphenated_initial_i_to_l_translit	pho-Iha-pa	pho-lha-pa	1	1	wts_9_m:125:72	"matdorf von Mi-dban pho-Iha-pa"" (""Dzam"
alternate_witness_google_loc_nasal_upgrade	grans	grañs	1	1	wts_9_m:126:13	"Lex. mi grans man nun gi 'bor ""eine Menge"
alternate_witness_initial_i_to_l_translit	Ihmi	lhun	1	1	wts_9_m:128:66	"1: 73,22); nor bu rin po che —""inani du Ihmi"
alternate_witness_google_loc_fricative_upgrade	gsen	gśen	1	1	wts_9_m:141:68	"gis rgyalrigs kyi gsen po — la broyud ""den"
alternate_witness_google_loc_nasal_upgrade	mna	mṅa	1	1	wts_9_m:142:16	— la / cog ros mna' bdag skrons (r. bkrons)
alternate_witness_google_loc_nasal_upgrade	khon	khoṅ	1	1	wts_9_m:146:25	"Geistes"" (gZer 892,5); khon pa'i snin dan"
alternate_witness_google_loc_nasal_upgrade	snin	sñiñ	1	1	wts_9_m:146:25	"Geistes"" (gZer 892,5); khon pa'i snin dan"
alternate_witness_google_loc_nasal_upgrade	sbran	sbraṅ	1	1	wts_9_m:154:68	"sbran rtsi — gcod skom (metr.) ""Honig nützt"
alternate_witness_google_loc_nasal_upgrade	bgron	bgroṅ	1	1	wts_9_m:165:72	phyir tsandra'i — bdun la bgron (r. bgrari)
alternate_witness_google_loc_nasal_upgrade	dran	draṅ	1	1	wts_9_m:167:56	153,15); reyu sbyor —s Iha dan dran sron
alternate_witness_google_loc_nasal_upgrade	sdan	sdaṅ	1	1	wts_9_m:169:30	(In12 N24); yul mi ... sdan po byed mi byun
alternate_witness_google_loc_nasal_upgrade	naivasamjnānāsamjnāyatanam	naivasamjñānāsamjñāyatanam	1	1	wts_9_m:173:68	skye mched = naivasamjnānāsamjnāyatanam
alternate_witness_google_loc_velar_nasal_upgrade	dbañ	dbaṅ	1	1	wts_9_m:176:35	མིའི་དབང་པོ་ mi'i dbaṅ po tmi dbañ.
alternate_witness_google_loc_fricative_upgrade	sa	śa	1	1	wts_9_m:176:38	མིའི་ཤ་ 7 Sa Tmi sa
alternate_witness_google_loc_nasal_upgrade	sgren	sgreṅ	1	1	wts_9_m:181:72	"rwa sgren ba la chos kyi — yod zer ""es hieß,"
alternate_witness_initial_i_to_l_translit	Ihas	lhas	1	1	wts_9_m:187:54	grag Ihas kyi bu dan yari dag royal pa (r.
alternate_witness_google_loc_fricative_upgrade	sa'i	śa'i	1	1	wts_9_m:194:43	o di bi sa'i yul du rgyal po ~ 'khor ston dañ
alternate_witness_citation_cleanup	mDz0dG	mDzodG	1	1	wts_9_m:197:29	"(mDz0dG 52,14); nub —""i smags nas zla ba"
alternate_witness_google_loc_nasal_upgrade	ni	ñi	1	1	wts_9_m:198:62	ni ma dan zla ba ... 'di güis kyi 'od dag nam
alternate_witness_google_loc_nasal_upgrade	tshin	tshiñ	1	1	wts_9_m:203:82	"dem Feuer"" (Prav 90,7); tshan tshin ñun zad"
alternate_witness_google_loc_nasal_upgrade	ñun	ñuṅ	1	1	wts_9_m:203:82	"dem Feuer"" (Prav 90,7); tshan tshin ñun zad"
alternate_witness_google_loc_nasal_upgrade	tshan	tshaṅ	1	1	wts_9_m:208:18	"che: mag tshan oder me khan"" (Li$ 21,8);"
alternate_witness_google_loc_nasal_upgrade	cin	ciṅ	1	1	wts_9_m:209:81	(Dagy); — gcig tu gyur cin bsreg go = e-
alternate_witness_google_loc_nasal_upgrade	khens	kheṅs	1	1	wts_9_m:214:80	sbran rtsi rgya chen thig les rnam khens —
alternate_witness_hyphenated_initial_i_to_l_translit	Iha-mdzes	lha-mdzes	1	1	wts_9_m:218:26	Iha-mdzes, die jüngste Tochter des gTsug-na
alternate_witness_google_loc_fricative_upgrade	bsor	bśor	1	1	wts_9_m:221:2	12.34b); phye ma leb bsor ba'i me'i ph
alternate_witness_google_loc_nasal_upgrade	gźon	gźoṅ	1	1	wts_9_m:223:20	Lex. me phor ram mei snod dari me'i gźon
alternate_witness_google_loc_nasal_upgrade	nar	ṅar	1	1	wts_9_m:227:39	2747 ༡707 grub chen —'i sgrub gnas nar phug ...
alternate_witness_google_loc_nasal_upgrade	sbyon	sbyoṅ	1	1	wts_9_m:230:71	"unermeßlich"" (1118 20); de'i dge sbyon gi zshul"
alternate_witness_google_loc_nasal_upgrade	rna	rṅa	1	1	wts_9_m:231:65	(Bea 5.3c); rdza rna la sogs brduns kyan sgra
alternate_witness_google_loc_fricative_upgrade	si	śi	1	1	wts_9_m:245:59	"dä und Nandabalä"" (Prav 79,25); ka si mdzes"
alternate_witness_google_loc_nasal_upgrade	khen	kheṅ	1	1	wts_9_m:247:77	— glan la khen log byuṅ / me — bya la ban
alternate_witness_google_loc_nasal_upgrade	glan	glañ	1	1	wts_9_m:252:42	(MigTo 103,17); mo yin na lcan ma glan mi
alternate_witness_google_loc_nasal_upgrade	nom	ṅom	1	1	wts_9_m:254:2	(8750 81); — gi nom (r. mon) ston 'phags
alternate_witness_google_loc_nasal_upgrade	rmons	rmoṅs	1	1	wts_9_m:254:28	351); mon brtul ni blun po (Li$ 17,1); rmons
alternate_witness_initial_i_to_l_translit	Iho'i	lho'i	1	1	wts_9_m:257:62	"nen"" ('Dzam 18,12); de nas sar Iho'i phyogs"
alternate_witness_google_loc_nasal_upgrade	la'an	la'aṅ	1	1	wts_9_m:259:27	"las byun ba'i gos la'an ""im Vinayavibhanga"
alternate_witness_google_loc_nasal_upgrade	rna'i	rña'i	1	1	wts_9_m:261:36	-irdul phra rab rnams ni rna'i spubs Ita
alternate_witness_google_loc_fricative_upgrade	sil	śil	1	1	wts_9_m:261:60	nung morgu bde sil, d.h. 'unfehlbarer Lehrer
alternate_witness_google_loc_fricative_upgrade	morgubdesir	morgubdeśir	1	1	wts_9_m:261:73	"btus te / morgubdesir bsgo ba lags ""bis heu-"
alternate_witness_google_loc_fricative_upgrade	morgudesi	morgudeśi	1	1	wts_9_m:262:6	"mkhan po morgudesi la sogs pa ""z.B. Mor-"
alternate_witness_google_loc_fricative_upgrade	gudesi	gudeśi	1	1	wts_9_m:262:7	"gudesi, der mkhan po von Gautosan, usw."""
alternate_witness_google_loc_nasal_upgrade	glen	gleṅ	1	1	wts_9_m:262:76	"beraten"" (brDa); — pa = gtam glen ba ""sich"
alternate_witness_google_loc_nasal_upgrade	snam	sñam	1	1	wts_9_m:264:75	"snam du 'dzin pa' $es pa'o ""Bewußtsein, das"
alternate_witness_google_loc_fricative_upgrade	su	śu	1	1	wts_9_m:268:55	640,2); ston zla tha chun ñi su Ina la mya ñan
alternate_witness_google_loc_nasal_upgrade	drun	druṅ	1	1	wts_9_m:274:8	"po drun du lhags nas ""nachdem ich zum Land"
alternate_witness_initial_i_to_l_translit	Iha	lha'i	1	1	wts_9_m:274:43	"ste / Iha ?¡ ni sras po bZugs ""am anderen Ufer"
alternate_witness_strict_translit	yań	yaṅ	1	1	wts_9_m:275:53	"yań = mgo phyi ru ring tsam laañ ""auch für:"
alternate_witness_citation_siglum	PS	Ps	1	1	wts_9_m:276:35	"(PS 61d); — Jig par rig par bya (metr.) ""man"
alternate_witness_google_loc_nasal_upgrade	mdun	mduṅ	1	1	wts_9_m:277:84	"sa dhnigs Ice mdun la sogs pa (metr.) ""strate-"
alternate_witness_google_loc_nasal_upgrade	cin	ciñ	1	1	wts_9_m:282:15	dgu thams cad yid rnam par 'khrug cin —
alternate_witness_hyphenated_initial_i_to_l_translit	dPal-Idan	dPal-ldan	1	1	wts_9_m:293:79	nungsform der dPal-Idan Iha-mo.
alternate_witness_initial_i_to_l_translit	Iha-mo	lha-mo	1	1	wts_9_m:293:79	nungsform der dPal-Idan Iha-mo.
alternate_witness_google_loc_nasal_upgrade	rnan	rṅan	1	1	wts_9_m:299:3	mi mdzad ci / — la rnan chan mi mdzad
alternate_witness_google_loc_fricative_upgrade	gsogpho	gśogpho	1	1	wts_9_m:304:30	"~s khra gsogpho ñar 'gyed (metr.) ""die Dun-"
alternate_witness_google_loc_nasal_upgrade	stens	steṅs	1	1	wts_9_m:306:80	"nub phyogs su bya —' mehn stens sie ""im"
alternate_witness_citation_siglum	g7i	gZi	1	1	wts_9_m:314:46	"der dMu vor seinem Lehrer nieder"" (g7i"
alternate_witness_google_loc_nasal_upgrade	nen	ñen	1	1	wts_9_m:319:9	blon chen po btsan sña dan / man nen
alternate_witness_google_loc_nasal_upgrade	snags	sṅags	1	1	wts_9_m:321:1	དམོད་པ་དྲག་སྔགས་ dmod pa drag snags
alternate_witness_google_loc_nasal_upgrade	gran	graṅ	1	1	wts_9_m:321:54	Lex. isha dinyal broyad dan gran dmyal
alternate_witness_google_loc_nasal_upgrade	sbans	sbañs	1	1	wts_9_m:326:44	"rta sbans man po —""inari du bsgyur (7. skyur)"
alternate_witness_google_loc_nasal_upgrade	khrun	khruṅ	1	1	wts_9_m:327:28	"han pa dari / khrun khrun dan / — dan ""Gän-"
alternate_witness_citation_siglum	Pś	Ps	1	1	wts_9_m:327:33	"kes Gift zu sich nimmt"" (Pś 21d); ~ so"
alternate_witness_google_loc_nasal_upgrade	rna'i	rṅa'i	1	1	wts_9_m:328:12	"singt"" (Magy 3b4); —s dbyar rna'i sgra thos"
alternate_witness_google_loc_nasal_upgrade	gsuns	gsuṅs	1	1	wts_9_m:328:35	"rin chen spwns pa' thugs 'bum gsuns ""da-"
alternate_witness_google_loc_nasal_upgrade	mdons	mdoṅs	1	1	wts_9_m:328:67	rma bya'i sgro mdons
alternate_witness_google_loc_nasal_upgrade	nam	ñam	1	1	wts_9_m:335:40	pa sogs chag che Zin nam na ba bzlogpa'i thabs
alternate_witness_google_loc_nasal_upgrade	gnid	gñid	1	1	wts_9_m:339:50	bag yod gtam ni dran byas nas / gnid dan
alternate_witness_citation_siglum	Viś	Vis	1	1	wts_9_m:344:75	"chen Dingen verblendet worden"" (Viś 310);"
alternate_witness_google_loc_nasal_upgrade	rno	rṅo	1	1	wts_9_m:352:25	"rno thog na / bskyun re — re ""wenn Unschul-"
alternate_witness_google_loc_nasal_upgrade	sGan	sGaṅ	1	1	wts_9_m:353:63	terteilt, so sind es die sechs sGan in mDo-
alternate_witness_google_loc_velar_nasal_upgrade	sñom	sṅom	1	1	wts_9_m:356:65	"sñom pa'i ~ sbyar nas (metr.) ""man mischt"
alternate_witness_google_loc_nasal_upgrade	bcans	bcaṅs	1	1	wts_9_m:357:14	bras bu ...kakola ... de dag ma si bar bcans
alternate_witness_google_loc_nasal_upgrade	snan	sñan	1	1	wts_9_m:367:35	"snan broyud — gi dbari ... Zus ""er erbat eine"
alternate_witness_google_loc_nasal_upgrade	nin	ñin	1	1	wts_9_m:370:39	— (7? ... khrumts) smad rnanis kyi nin par
alternate_witness_google_loc_fricative_upgrade	sar	śar	1	1	wts_9_m:370:45	(Siddh 27.7); sar phyogs su skar ma — char
alternate_witness_google_loc_nasal_upgrade	bsKal-bzan	bsKal-bzaṅ	1	1	wts_9_m:376:30	zan sci, der rgyal ba bsKal-bzan rgya-mtsho
alternate_witness_google_loc_nasal_upgrade	myan	myaṅ	1	1	wts_9_m:378:26	bran gyi sa ris kyi nani du / myan nam to re
alternate_witness_google_loc_velar_nasal_upgrade	zuñ	zuṅ	1	1	wts_9_m:378:27	khru gru dan / ~ tsen sku spad kyani / 'dzi zuñ
alternate_witness_google_loc_fricative_upgrade	sis	śis	1	1	wts_9_m:379:90	"64,5); bkra sis — gyi rgyas btab cin ""indem"
alternate_witness_citation_cleanup	Doll	Dol1	1	1	wts_9_m:389:17	"ten Heiligen von dBus"" (Doll 34,18); gan"
alternate_witness_google_loc_nasal_upgrade	bsnon	bsñon	1	1	wts_9_m:389:30	co bsnon (7, smiyon) tshig ma smra dan (metr.)
alternate_witness_google_loc_nasal_upgrade	tsen	tseṅ	1	1	wts_9_m:389:71	"tsen sku gchig pu pyi na tshur — ste ""Tsen-"
alternate_witness_initial_i_to_l_translit	Ihod	lhod	1	1	wts_9_m:398:11	47,16); lam bsdam kyani ... Ihod dgos tshul bcas
alternate_witness_google_loc_nasal_upgrade	nur	ṅur	1	1	wts_9_m:400:7	"dungsstück"" (Lis 29,14); gos tsbos ma / nur —"
alternate_witness_citation_siglum	LiS	Liś	1	1	wts_9_m:400:14	par smra ba (LiS 6,9); — ba = rum par smva ba
