volume	page	line	token_index	tibetan_syllable	current_latin_token	integrity_status	integrity_pass	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	alignment_confidence	headword_transliteration_span_status	token_start	token_end	preceding_character	following_character	token_boundary_status	expected_high_confidence_features	observed_features	violated_rules	canonical_full_target	canonical_target_evidence	domain_context	damage_scope	marker_attached	context_excerpt
wts_9_m	39	31	3	འཕྲེའུ	'phel	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	22	27	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་མོས་འཕྲེའུ།་ ma mos 'phel Ber. für Wind.
wts_9_m	39	41	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་པ་ ma smad pa
wts_9_m	39	41	2	སྨད	smad	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་པ་ ma smad pa
wts_9_m	39	41	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	19	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་པ་ ma smad pa
wts_9_m	39	43	1	མ	marmos	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	10	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྨེ་སྲ་ marmos wildes Getreide.
wts_9_m	39	43	2	རྨེ	wildes	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	17	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྨེ་སྲ་ marmos wildes Getreide.
wts_9_m	39	43	3	སྲ	Getreide	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	24	32	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྨེ་སྲ་ marmos wildes Getreide.
wts_9_m	39	55	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་ ma smad auch ma nad Mutter und
wts_9_m	39	55	2	སྨད	smad	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་ ma smad auch ma nad Mutter und
wts_9_m	39	78	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་པ་ ma smad pa.
wts_9_m	39	78	2	སྨད	smad	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་པ་ ma smad pa.
wts_9_m	39	78	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	19	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་པ་ ma smad pa.
wts_9_m	40	1	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་མ་ ma smad ma
wts_9_m	40	1	2	སྨད	smad	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་མ་ ma smad ma
wts_9_m	40	1	3	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	19	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྨད་མ་ ma smad ma
wts_9_m	40	19	1	མ	sy	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	6	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྩ་ sy ma rtse ma Imdun rtse.
wts_9_m	40	19	2	རྩ	ma	canonical_syllable_mismatch	no	yes	none	blocked			secure_positional_alignment	secure_complete_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྩ་ sy ma rtse ma Imdun rtse.
wts_9_m	40	20	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཚང་བྲ་ ma tshaṅ ba auch ma tshaṅ, ma tshani
wts_9_m	40	20	2	ཚང	tshaṅ	transcription_integrity_pass	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	12	17	 	 	token_boundary_secure	ང:ṅ	ṅ				ordinary_tibetan_lexical_or_compound	none	no	མ་ཚང་བྲ་ ma tshaṅ ba auch ma tshaṅ, ma tshani
wts_9_m	40	20	3	བྲ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	18	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཚང་བྲ་ ma tshaṅ ba auch ma tshaṅ, ma tshani
wts_9_m	40	69	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཚད་པ་ ma tshad pa außerdem.
wts_9_m	40	69	2	ཚད	tshad	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	11	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཚད་པ་ ma tshad pa außerdem.
wts_9_m	40	69	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	17	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཚད་པ་ ma tshad pa außerdem.
wts_9_m	40	71	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	5	7	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་ཞ་ ma Za npr. ein Ort in Khotan.
wts_9_m	40	71	2	ཞ	Za	nonfinal_feature_mismatch	no	yes	partial	blocked			probable_alignment	probable_span	8	10	 	 	token_boundary_secure	ཞ:ź		root_consonant:ཞ->ź			tibetan_proper_name	none	no	མ་ཞ་ ma Za npr. ein Ort in Khotan.
wts_9_m	40	76	1	མཞང	'ma	multiple_feature_mismatches	no	yes	partial	blocked			probable_alignment	probable_span	5	8	 	 	token_boundary_secure	ཞ:ź;ང:ṅ		root_consonant:ཞ->ź;suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མཞང་ 'ma Zan auch — khron pa skyes, ~
wts_9_m	41	32	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	15	17	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་ཞེང་ཁྱང་རྩེ་ ma ziṅ khyi rtse npr. eine Gott-
wts_9_m	41	32	2	ཞེང	ziṅ	nonfinal_feature_mismatch	no	yes	partial	blocked			secure_positional_alignment	secure_complete_span	18	21	 	 	token_boundary_secure	ཞ:ź;ང:ṅ	ṅ	root_consonant:ཞ->ź			tibetan_proper_name	none	no	མ་ཞེང་ཁྱང་རྩེ་ ma ziṅ khyi rtse npr. eine Gott-
wts_9_m	41	32	3	ཁྱང	khyi	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	22	26	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			tibetan_proper_name	none	no	མ་ཞེང་ཁྱང་རྩེ་ ma ziṅ khyi rtse npr. eine Gott-
wts_9_m	41	32	4	རྩེ	rtse	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	27	31	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་ཞེང་ཁྱང་རྩེ་ ma ziṅ khyi rtse npr. eine Gott-
wts_9_m	41	36	1	མ	a	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཞུ་བ་ a Zu ba auch ma Zu unverdaut; Un-
wts_9_m	41	36	2	ཞུ	Zu	nonfinal_feature_mismatch	no	yes	partial	blocked			probable_alignment	probable_span	10	12	 	 	token_boundary_secure	ཞ:ź		root_consonant:ཞ->ź			ordinary_tibetan_lexical_or_compound	none	no	མ་ཞུ་བ་ a Zu ba auch ma Zu unverdaut; Un-
wts_9_m	41	36	3	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཞུ་བ་ a Zu ba auch ma Zu unverdaut; Un-
wts_9_m	41	44	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གཞི་ ma gźi
wts_9_m	41	44	2	གཞི	gźi	transcription_integrity_pass	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	10	13	 		token_boundary_secure	ཞ:ź	ź				ordinary_tibetan_lexical_or_compound	none	no	མ་གཞི་ ma gźi
wts_9_m	41	64	1	མཞུམ	ma	nonfinal_feature_mismatch	no	yes	partial	blocked			probable_alignment	probable_span	8	10	 	 	token_boundary_secure	ཞ:ź		root_consonant:ཞ->ź			ordinary_tibetan_lexical_or_compound	none	no	མཞུམ་པ་ ma Zum pa.
wts_9_m	41	64	2	པ	Zum	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མཞུམ་པ་ ma Zum pa.
wts_9_m	41	78	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གཞལ་ ma gZal eine hohe Zahl.
wts_9_m	41	78	2	གཞལ	gZal	nonfinal_feature_mismatch	no	yes	partial	blocked			probable_alignment	probable_span	10	14	 	 	token_boundary_secure	ཞ:ź		root_consonant:ཞ->ź			ordinary_tibetan_lexical_or_compound	none	no	མ་གཞལ་ ma gZal eine hohe Zahl.
wts_9_m	41	81	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གཞི་ ma gāi Grundlage, Basis.
wts_9_m	41	81	2	གཞི	gāi	nonfinal_feature_mismatch	no	yes	partial	blocked			secure_positional_alignment	secure_complete_span	10	13	 	 	token_boundary_secure	ཞ:ź		root_consonant:ཞ->ź			ordinary_tibetan_lexical_or_compound	none	no	མ་གཞི་ ma gāi Grundlage, Basis.
wts_9_m	42	1	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གཞུག་ ma gZUug
wts_9_m	42	1	2	གཞུག	gZUug	nonfinal_feature_mismatch	no	yes	partial	blocked			probable_alignment	probable_span	11	16	 		token_boundary_secure	ཞ:ź		root_consonant:ཞ->ź			ordinary_tibetan_lexical_or_compound	none	no	མ་གཞུག་ ma gZUug
wts_9_m	42	30	1	མ	mma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་བཞུག་ mma ma
wts_9_m	42	30	2	བཞུག	ma	nonfinal_feature_mismatch	no	yes	partial	blocked			probable_alignment	probable_span	12	14	 		token_boundary_secure	ཞ:ź		root_consonant:ཞ->ź			ordinary_tibetan_lexical_or_compound	none	no	མ་བཞུག་ mma ma
wts_9_m	42	31	1	མ	na	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	6	8	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཟད ""na zad nicht nur, nicht allein, nicht"
wts_9_m	42	31	2	ཟད	zad	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཟད ""na zad nicht nur, nicht allein, nicht"
wts_9_m	42	43	1	མ	'ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	6	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཟད་ 'ma zad
wts_9_m	42	43	2	ཟད	zad	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	13	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཟད་ 'ma zad
wts_9_m	43	1	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	7	9	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཟད་ ""ma zad"
wts_9_m	43	1	2	ཟད	zad	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	13	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཟད་ ""ma zad"
wts_9_m	43	28	1	མ	na	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	7	9	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཟད་ ""na zad etwas unterhalb."
wts_9_m	43	28	2	ཟད	zad	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཟད་ ""na zad etwas unterhalb."
wts_9_m	43	41	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་ང་ལྭ་ ma 'oṅs da lta
wts_9_m	43	41	2	འོངས	'oṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	16	20	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་ང་ལྭ་ ma 'oṅs da lta
wts_9_m	43	41	3	ང	da	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	21	23	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་ང་ལྭ་ ma 'oṅs da lta
wts_9_m	43	41	4	ལྭ	lta	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	24	27	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་ང་ལྭ་ ma 'oṅs da lta
wts_9_m	43	44	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཟོས།་ ma zos ""der seine Mutter gefressen"
wts_9_m	43	44	2	ཟོས	zos	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཟོས།་ ma zos ""der seine Mutter gefressen"
wts_9_m	43	54	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	15	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གཟའ་དམ་གསུམ་ ma gza' dam gsum Kurz-
wts_9_m	43	54	2	གཟའ	gza'	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	18	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གཟའ་དམ་གསུམ་ ma gza' dam gsum Kurz-
wts_9_m	43	54	3	དམ	dam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	23	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གཟའ་དམ་གསུམ་ ma gza' dam gsum Kurz-
wts_9_m	43	54	4	གསུམ	gsum	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	27	31	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གཟའ་དམ་གསུམ་ ma gza' dam gsum Kurz-
wts_9_m	43	71	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོག་ ma og Unteres.
wts_9_m	43	71	2	འོག	og	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོག་ ma og Unteres.
wts_9_m	43	76	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས། ma oṅs Ima ons pa.
wts_9_m	43	76	2	འོངས	oṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	11	14	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས། ma oṅs Ima ons pa.
wts_9_m	43	78	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	14	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་བརྟུལ་ ma oṅs brtul ima ons rdul can.
wts_9_m	43	78	2	འོངས	oṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	17	20	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་བརྟུལ་ ma oṅs brtul ima ons rdul can.
wts_9_m	43	78	3	བརྟུལ	brtul	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	21	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་བརྟུལ་ ma oṅs brtul ima ons rdul can.
wts_9_m	43	79	1	མའོངས	ma	final_feature_mismatch_only	no	yes	partial	unresolved			probable_alignment	probable_span	12	14	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མའོངས་ད་ལྟ་ ma 'ons da lta Bez. für Nacht.
wts_9_m	43	79	2	ད	'ons	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	15	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མའོངས་ད་ལྟ་ ma 'ons da lta Bez. für Nacht.
wts_9_m	43	79	3	ལྟ	da	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	20	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མའོངས་ད་ལྟ་ ma 'ons da lta Bez. für Nacht.
wts_9_m	44	1	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་རྡུལ་ཅན་ ma oṅs rdul can
wts_9_m	44	1	2	འོངས	oṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	19	22	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་རྡུལ་ཅན་ ma oṅs rdul can
wts_9_m	44	1	3	རྡུལ	rdul	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	23	27	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་རྡུལ་ཅན་ ma oṅs rdul can
wts_9_m	44	1	4	ཅན	can	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	28	31	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འོངས་རྡུལ་ཅན་ ma oṅs rdul can
wts_9_m	44	13	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འངས་ང།་ ma oṅs pa Kurzf. ma ons.
wts_9_m	44	13	2	འངས	oṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	13	16	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་འངས་ང།་ ma oṅs pa Kurzf. ma ons.
wts_9_m	44	13	3	ང	pa	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	17	19	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་འངས་ང།་ ma oṅs pa Kurzf. ma ons.
wts_9_m	44	51	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འངས་པ་ ma oṅs pa
wts_9_m	44	51	2	འངས	oṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	12	15	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་འངས་པ་ ma oṅs pa
wts_9_m	44	51	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	16	18	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འངས་པ་ ma oṅs pa
wts_9_m	45	2	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་འོས་པར་ཉལ་་ ""་ ma os par ñal"
wts_9_m	45	2	2	འོས	os	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	20	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་འོས་པར་ཉལ་་ ""་ ma os par ñal"
wts_9_m	45	2	3	པར	par	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	23	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་འོས་པར་ཉལ་་ ""་ ma os par ñal"
wts_9_m	45	2	4	ཉལ	ñal	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	27	30	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་འོས་པར་ཉལ་་ ""་ ma os par ñal"
wts_9_m	45	32	1	རམ	mayan	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	13	 	 	token_boundary_secure						tibetan_proper_name	none	no	རམ་་་པ་ mayan pa npr. cin Klostergut.
wts_9_m	45	32	2	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	14	16	 	 	token_boundary_secure						tibetan_proper_name	none	no	རམ་་་པ་ mayan pa npr. cin Klostergut.
wts_9_m	45	44	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡིན་པ་ ma yin pa
wts_9_m	45	44	2	ཡིན	yin	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡིན་པ་ ma yin pa
wts_9_m	45	44	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	16	18	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡིན་པ་ ma yin pa
wts_9_m	45	62	1	མ	mma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཡི་ར།་ mma ma ""Mutter der Mutter"", Bez."
wts_9_m	45	62	2	ཡི	ma	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཡི་ར།་ mma ma ""Mutter der Mutter"", Bez."
wts_9_m	45	62	3	ར	Mutter	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	23	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་ཡི་ར།་ mma ma ""Mutter der Mutter"", Bez."
wts_9_m	45	67	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	14	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡི་ཚང་ཚུངས་ ma yi tsbaṅ tshuris auch ma yi
wts_9_m	45	67	2	ཡི	yi	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	17	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡི་ཚང་ཚུངས་ ma yi tsbaṅ tshuris auch ma yi
wts_9_m	45	67	3	ཚང	tsbaṅ	canonical_syllable_mismatch	no	yes	partial	blocked			probable_alignment	probable_span	20	25	 	 	token_boundary_secure	ང:ṅ	ṅ				ordinary_tibetan_lexical_or_compound	none	no	མ་ཡི་ཚང་ཚུངས་ ma yi tsbaṅ tshuris auch ma yi
wts_9_m	45	67	4	ཚུངས	tshuris	final_feature_mismatch_only	no	yes	partial	unresolved			probable_alignment	probable_span	26	33	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་ཡི་ཚང་ཚུངས་ ma yi tsbaṅ tshuris auch ma yi
wts_9_m	45	72	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡཾག་ ma yig Originalexemplar.
wts_9_m	45	72	2	ཡཾག	yig	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡཾག་ ma yig Originalexemplar.
wts_9_m	45	77	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡིན་པ་ ma yin pa auch ma yin wird Nomi-
wts_9_m	45	77	2	ཡིན	yin	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡིན་པ་ ma yin pa auch ma yin wird Nomi-
wts_9_m	45	77	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡིན་པ་ ma yin pa auch ma yin wird Nomi-
wts_9_m	46	1	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	15	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཡིན་པར་དགག་་ ma yin par dgag
