source_queue	volume	page	line	from_token	proposed_target	reason	applied	context_excerpt	confidence	suggested_action
corrected_text_scan	wts_9_m	325	20	$		residual_sanskrit_like_damage		"re"" (Bu-śz 52,2); chag lo /$7 ba / zaris dkar"	low	review
corrected_text_scan	wts_9_m	329	5	mäyiiravrati		residual_sanskrit_like_damage		Lex. mäyiiravrati (Mvy 3537, Abt. ya mtshan	low	review
corrected_text_scan	wts_9_m	332	32	pravädah		residual_sanskrit_like_damage		Lex. pravädah (Mvy 7596).	low	review
corrected_text_scan	wts_9_m	338	34	verschlängen		residual_sanskrit_like_damage		"Visru und Śiva, die drei, ihn verschlängen"""	low	review
corrected_text_scan	wts_9_m	339	62	styänam		residual_sanskrit_like_damage		"Lex. styänam ""Trāgheit"" (Mvy 1981); sems"	low	review
corrected_text_scan	wts_9_m	344	39	Käsy		residual_sanskrit_like_damage		"fen haben, benommen"" (Käsy 100,24); chaṅ"	low	review
corrected_text_scan	wts_9_m	350	39	Vihära		residual_sanskrit_like_damage		"lassenen Vihära"" (Liy2 81); dbu ru la stoṅ"	low	review
corrected_text_scan	wts_9_m	351	45	fällt		residual_sanskrit_like_damage		Königs Aśoka fällt in die zweite Lebenshālf-	low	review
corrected_text_scan	wts_9_m	351	71	Hälfte		residual_sanskrit_like_damage		"Hälfte der Nacht"" (Mvy 8230)."	low	review
corrected_text_scan	wts_9_m	353	11	nindä		residual_sanskrit_like_damage		"Lex. nindä ""Tadel"" (Mvy 2346, 2632); smod"	low	review
corrected_text_scan	wts_9_m	353	51	kändarikab		residual_sanskrit_like_damage		Lex. kändarikab (Mvy 8783); — bo = gzugs	low	review
corrected_text_scan	wts_9_m	353	71	bäi		residual_sanskrit_like_damage		chen po bäi dan / mi ñag ron sogs on chun	low	review
corrected_text_scan	wts_9_m	354	76	säntarottaram		residual_sanskrit_like_damage		"gewand"" säntarottaram (Mvy 8391); sbrul"	low	review
corrected_text_scan	wts_9_m	357	71	Tär		residual_sanskrit_like_damage		"die anderen Gift"" (Tär 119,4); gaṅs chu / klut"	low	review
corrected_text_scan	wts_9_m	361	72	eigenhän-		residual_sanskrit_like_damage		leibhaftige Mañjughoṣa, fertigte eigenhän-	low	review
corrected_text_scan	wts_9_m	362	61	Ärzte		residual_sanskrit_like_damage		Ärzte der Götter, die beiden Aśvins her-	low	review
corrected_text_scan	wts_9_m	368	43	Unrgatrsmikä		residual_sanskrit_like_damage		"= mrgatrsnikā ""Unrgatrsmikä] 157 smig royu,"	low	review
corrected_text_scan	wts_9_m	370	58	krttikä		residual_sanskrit_like_damage		"Lex. krttikä ""die Plejaden"" (Mvy 3187, Abt."	low	review
corrected_text_scan	wts_9_m	370	86	Kärttikeya		residual_sanskrit_like_damage		"Kärttikeya"" (ViśT 236,7)."	low	review
corrected_text_scan	wts_9_m	371	7	Pärvati		residual_sanskrit_like_damage		"Siva und Pärvati"" (Mvy 3161, Abt. 'ig rten"	low	review
corrected_text_scan	wts_9_m	372	8	gleichmäßigen		residual_sanskrit_like_damage		"gleichmäßigen Augenbrauen"" (Mvy 334);"	low	review
corrected_text_scan	wts_9_m	380	31	Vorsätzen		residual_sanskrit_like_damage		reichenden Vorsätzen (skt. prānadhr [!]) ge-	low	review
corrected_text_scan	wts_9_m	380	85	vorgetäuscht		residual_sanskrit_like_damage		"vorgetäuscht ist"" (Mvy 839)."	low	review
corrected_text_scan	wts_9_m	380	94	napäramitä		residual_sanskrit_like_damage		napäramitä (Mvy 921, Abt. pha Rol tn phyin	low	review
corrected_text_scan	wts_9_m	381	76	erwähnten		residual_sanskrit_like_damage		"cin ""indem sie die oben erwähnten Sūtras"	low	review
corrected_text_scan	wts_9_m	385	61	Schreibgerät		residual_sanskrit_like_damage		"= lekhani ""Stift, Schreibgerät"" (Mvy 5899);"	low	review
corrected_text_scan	wts_9_m	385	63	$		residual_sanskrit_like_damage		"rohr"" (Mvy 5900); $??/7/// gu = ༡// ge pa' smyu"	low	review
corrected_text_scan	wts_9_m	386	51	venukärab		residual_sanskrit_like_damage		Lex. venukärab (Mvy 3798); mgar ba / myig	low	review
corrected_text_scan	wts_9_m	387	57	Gedächt-		residual_sanskrit_like_damage		stesverwirrung (skt. #nmāda) und Gedächt-	low	review
corrected_text_scan	wts_9_m	388	42	ummädah		residual_sanskrit_like_damage		Lex. ummädah (sGra 327; Mvy 4760, Abt. yi	low	review
corrected_text_scan	wts_9_m	390	69	sät		residual_sanskrit_like_damage		"ster, derZwietracht sät"" (Gś-H 49); gari dag"	low	review
corrected_text_scan	wts_9_m	392	8	Gespräche		residual_sanskrit_like_damage		"ñid / byed pa (metr.) ""wenn man Gespräche"	low	review
corrected_text_scan	wts_9_m	392	26	Käsy		residual_sanskrit_like_damage		"rede er eindeutig (skt. ekāmtavadin)"" (Käsy"	low	review
corrected_text_scan	wts_9_m	394	39	vädi		residual_sanskrit_like_damage		"vädi ""Lobredner"" (Mvy 2741); chos ~ =dha-"	low	review
corrected_text_scan	wts_9_m	394	41	trägt		residual_sanskrit_like_damage		"trägt"" (Mvy 2764)."	low	review
corrected_text_scan	wts_9_m	394	65	vädah		residual_sanskrit_like_damage		"Lex. vädah ""Rede"" (Mvy 7589 ff.); 'chags"	low	review
corrected_text_scan	wts_9_m	398	43	Ahalyä		residual_sanskrit_like_damage		"sprach zu Ahalyä: 'Spuck Sakra aus!"" (ViśT"	low	review
