volume	page	line	token_index	tibetan_syllable	current_latin_token	integrity_status	integrity_pass	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	alignment_confidence	token_start	token_end	preceding_character	following_character	token_boundary_status	expected_high_confidence_features	observed_features	violated_rules	canonical_full_target	canonical_target_evidence	domain_context	damage_scope	marker_attached	context_excerpt
wts_8_b	79	48	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	5	7	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བུ་ ""bu"
wts_8_b	80	1	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	5	7	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བུ་ ""bu"
wts_8_b	80	48	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	5	7	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བུ་ ""bu"
wts_8_b	81	1	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	5	7	'		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ 'bu
wts_8_b	81	47	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	6	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ག་ bu ga
wts_8_b	81	47	2	ག	ga	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ག་ bu ga
wts_8_b	81	77	1	བུ	Du	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	4	6	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ Du Vu.
wts_8_b	81	78	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	6	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ག་ bu ga.
wts_8_b	81	78	2	ག	ga	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ག་ bu ga.
wts_8_b	82	1	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ག་འཛིན་པ་ bu ga 'dzin pa
wts_8_b	82	1	2	ག	ga	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ག་འཛིན་པ་ bu ga 'dzin pa
wts_8_b	82	1	3	འཛིན	dzin	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	20	24	'	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ག་འཛིན་པ་ bu ga 'dzin pa
wts_8_b	82	1	4	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	25	27	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ག་འཛིན་པ་ bu ga 'dzin pa
wts_8_b	82	29	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	14	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གའི་དབྱངས་ bu ga'i dbyaṅs ein Vogel, synon.
wts_8_b	82	29	2	གའི	ga'i	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	17	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གའི་དབྱངས་ bu ga'i dbyaṅs ein Vogel, synon.
wts_8_b	82	29	3	དབྱངས	dbyaṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	22	28	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	བུ་གའི་དབྱངས་ bu ga'i dbyaṅs ein Vogel, synon.
wts_8_b	82	33	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གར་འགྲོ་ bu gar 'gro Bez. für Feuer zw. Feu-
wts_8_b	82	33	2	གར	gar	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	15	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གར་འགྲོ་ bu gar 'gro Bez. für Feuer zw. Feu-
wts_8_b	82	33	3	འགྲོ	gro	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	20	23	'	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གར་འགྲོ་ bu gar 'gro Bez. für Feuer zw. Feu-
wts_8_b	82	36	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	'	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གུ་ 'bu gu Löchlein, schr kleine Öffnung
wts_8_b	82	36	2	གུ	gu	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	11	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གུ་ 'bu gu Löchlein, schr kleine Öffnung
wts_8_b	82	38	1	བུ	Du	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བུ་གུ་ ""Du gu Rothirsch, mong. bugs Cervus"
wts_8_b	82	38	2	གུ	gu	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	11	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བུ་གུ་ ""Du gu Rothirsch, mong. bugs Cervus"
wts_8_b	82	41	1	བརྒད	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	་བརྒད་ bu broyud
wts_8_b	82	59	1	ོ	Nachfolge	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	3	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	༄ོ Nachfolge eines Lehrers steht.
wts_8_b	83	1	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་བཅས་སླེས་ bu bcas skyes
wts_8_b	83	1	2	བཅས	bcas	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	16	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་བཅས་སླེས་ bu bcas skyes
wts_8_b	83	1	3	སླེས	skyes	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	21	26	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་བཅས་སླེས་ bu bcas skyes
wts_8_b	83	11	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་བཅོལ།ཁང་ bu bcol kbaṅ Kinderheim.
wts_8_b	83	11	2	བཅོལ	bcol	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	15	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་བཅོལ།ཁང་ bu bcol kbaṅ Kinderheim.
wts_8_b	83	11	3	ཁང	kbaṅ	transcription_integrity_pass	no	no	partial	unresolved			secure_positional_alignment	20	24	 	 	token_boundary_secure	ང:ṅ	ṅ				ordinary_tibetan_lexical_or_compound	none	no	བུ་བཅོལ།ཁང་ bu bcol kbaṅ Kinderheim.
wts_8_b	83	14	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	6	8	 	 	token_boundary_secure						tibetan_proper_name	none	no	བུ་ཆུ bu chu auch bu chu tshul npr. ein Tempel.
wts_8_b	83	14	2	ཆུ	chu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	12	 	 	token_boundary_secure						tibetan_proper_name	none	no	བུ་ཆུ bu chu auch bu chu tshul npr. ein Tempel.
wts_8_b	83	25	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཆུང་ bu chuṅ auch ~ ñu.
wts_8_b	83	25	2	ཆུང	chuṅ	transcription_integrity_pass	yes	no	sufficient	pass			secure_reviewed_alignment	11	15	 	 	token_boundary_secure	ང:ṅ	ṅ		chuṅ	reviewed_tibetan_exact_final_ng_consensus	ordinary_tibetan_lexical_or_compound	none	no	བུ་ཆུང་ bu chuṅ auch ~ ñu.
wts_8_b	83	42	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཆེ་མ་ bu che ma
wts_8_b	83	42	2	ཆེ	che	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཆེ་མ་ bu che ma
wts_8_b	83	42	3	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	16	18	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཆེ་མ་ bu che ma
wts_8_b	84	1	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཆེན་ bu chen
wts_8_b	84	1	2	ཆེན	chen	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	11	15	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཆེན་ bu chen
wts_8_b	84	4	1	ཆེན	bu	canonical_syllable_mismatch	no	yes	none	blocked			secure_positional_alignment	6	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"།ཆེན་ bu chen ""großer Sohn"", Bez. für her-"
wts_8_b	84	28	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གཏེ་ bu gte Geisel.
wts_8_b	84	28	2	གཏེ	gte	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གཏེ་ bu gte Geisel.
wts_8_b	84	34	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						tibetan_proper_name	none	no	བུ་སྟོན་ bu ston npr. Bu-ston rin-chen grub-
wts_8_b	84	34	2	སྟོན	ston	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	12	16	 	 	token_boundary_secure						tibetan_proper_name	none	no	བུ་སྟོན་ bu ston npr. Bu-ston rin-chen grub-
wts_8_b	84	40	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	18	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གནས་གློང་ཁྱེར་ bu gnas groṅ khyer
wts_8_b	84	40	2	གནས	gnas	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	21	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གནས་གློང་ཁྱེར་ bu gnas groṅ khyer
wts_8_b	84	40	3	གློང	groṅ	transcription_integrity_pass	no	no	partial	unresolved			secure_positional_alignment	26	30	 	 	token_boundary_secure	ང:ṅ	ṅ				ordinary_tibetan_lexical_or_compound	none	no	བུ་གནས་གློང་ཁྱེར་ bu gnas groṅ khyer
wts_8_b	84	40	4	ཁྱེར	khyer	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	31	36	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་གནས་གློང་ཁྱེར་ bu gnas groṅ khyer
wts_8_b	85	1	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	11	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་བསྣད་པ་ bu bsnad pa
wts_8_b	85	1	2	བསྣད	bsnad	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	14	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་བསྣད་པ་ bu bsnad pa
wts_8_b	85	1	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	20	22	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་བསྣད་པ་ bu bsnad pa
wts_8_b	85	5	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་སྤུན་ bu spun Söhne, Geschwister.
wts_8_b	85	5	2	སྤུན	spun	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་སྤུན་ bu spun Söhne, Geschwister.
wts_8_b	85	12	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་སྤུར་ bu spur herumfliegend.
wts_8_b	85	12	2	སྤུར	spur	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་སྤུར་ bu spur herumfliegend.
wts_8_b	85	17	1	ཕོ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	5	7	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	་ཕོ་ bu pho Sohn, männliche Nachkommen-
wts_8_b	85	36	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཕྲུག་ bu phrug Kind.
wts_8_b	85	36	2	ཕྲུག	phrug	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	12	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཕྲུག་ bu phrug Kind.
wts_8_b	85	41	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་ bu mo
wts_8_b	85	41	2	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	10	12	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་ bu mo
wts_8_b	86	1	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་ bu mo
wts_8_b	86	1	2	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	10	12	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་ bu mo
wts_8_b	87	1	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་དགྱེས་ bu mo dgyes
wts_8_b	87	1	2	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་དགྱེས་ bu mo dgyes
wts_8_b	87	1	3	དགྱེས	dgyes	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	19	24	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་དགྱེས་ bu mo dgyes
wts_8_b	87	27	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་དགྱེས་ bu mo dgyes Beiname Avalokite-
wts_8_b	87	27	2	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་དགྱེས་ bu mo dgyes Beiname Avalokite-
wts_8_b	87	27	3	དགྱེས	dgyes	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	19	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་དགྱེས་ bu mo dgyes Beiname Avalokite-
wts_8_b	87	30	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	23	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་འབུམ་གྱི་གཙོ་མོ་ bu mo 'bum gyi gtso mo
wts_8_b	87	30	2	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	26	28	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་འབུམ་གྱི་གཙོ་མོ་ bu mo 'bum gyi gtso mo
wts_8_b	87	30	3	འབུམ	bum	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	30	33	'	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་འབུམ་གྱི་གཙོ་མོ་ bu mo 'bum gyi gtso mo
wts_8_b	87	30	4	གྱི	gyi	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	34	37	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་འབུམ་གྱི་གཙོ་མོ་ bu mo 'bum gyi gtso mo
wts_8_b	87	30	5	གཙོ	gtso	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	38	42	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་འབུམ་གྱི་གཙོ་མོ་ bu mo 'bum gyi gtso mo
wts_8_b	87	30	6	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	43	45	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོ་འབུམ་གྱི་གཙོ་མོ་ bu mo 'bum gyi gtso mo
wts_8_b	87	34	1	བ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་མོ་ར།་ bu mo ma Bez. für Nacht.
wts_8_b	87	34	2	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་མོ་ར།་ bu mo ma Bez. für Nacht.
wts_8_b	87	34	3	ར	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	15	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་མོ་ར།་ bu mo ma Bez. für Nacht.
wts_8_b	87	38	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོའི * bu moi khyim can Bez. für den
wts_8_b	87	38	2	མོའི	moi	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	13	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོའི * bu moi khyim can Bez. für den
wts_8_b	87	43	1	བུ	Du	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བུ་ཚ་ ""Du tsba"
wts_8_b	87	43	2	ཚ	tsba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	14	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བུ་ཚ་ ""Du tsba"
wts_8_b	87	44	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོའི་བདག་པོ་ bu mo' bdag po Bez. für
wts_8_b	87	44	2	མོའི	mo	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	19	21	 	'	token_boundary_ambiguous						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོའི་བདག་པོ་ bu mo' bdag po Bez. für
wts_8_b	87	44	3	བདག	bdag	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	23	27	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོའི་བདག་པོ་ bu mo' bdag po Bez. für
wts_8_b	87	44	4	པོ	po	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	28	30	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་མོའི་བདག་པོ་ bu mo' bdag po Bez. für
wts_8_b	87	47	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་སྐྲད་ bu smad Familie, Familienmitglieder;
wts_8_b	87	47	2	སྐྲད	smad	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་སྐྲད་ bu smad Familie, Familienmitglieder;
wts_8_b	87	74	1	ཙ	bu	canonical_syllable_mismatch	no	yes	none	blocked			secure_positional_alignment	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	་ཙ་འཕེའ་དང་ bu tsa 'phel rgyud tbu tsha 'phel.
wts_8_b	87	74	2	འཕེའ	tsa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	15	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	་ཙ་འཕེའ་དང་ bu tsa 'phel rgyud tbu tsha 'phel.
wts_8_b	87	74	3	དང	phel	final_feature_mismatch_only	no	yes	partial	blocked			secure_positional_alignment	20	24	'	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	་ཙ་འཕེའ་དང་ bu tsa 'phel rgyud tbu tsha 'phel.
wts_8_b	87	76	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	11	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཙེ་ཤེལ་ bu tse sel Tpu tse sel.
wts_8_b	87	76	2	ཙེ	tse	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	14	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཙེ་ཤེལ་ bu tse sel Tpu tse sel.
wts_8_b	87	76	3	ཤེལ	sel	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	18	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཙེ་ཤེལ་ bu tse sel Tpu tse sel.
wts_8_b	88	56	1	ཙཾ	pheld	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	5	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཙཾ ~ pheld Linie der Nachkommen, Li-
wts_8_b	89	1	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཚ་བོ་ bu tsha bo
wts_8_b	89	1	2	ཚ	tsha	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཚ་བོ་ bu tsha bo
wts_8_b	89	1	3	བོ	bo	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	17	19	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཚ་བོ་ bu tsha bo
wts_8_b	89	10	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཚ་བོ་ bu tsbabo Tbutsha.
wts_8_b	89	10	2	ཚ	tsbabo	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཚ་བོ་ bu tsbabo Tbutsha.
wts_8_b	89	10	3	བོ	Tbutsha	marker_or_damage	no	no	none	blocked			marker_or_damage	19	26	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	yes	བུ་ཚ་བོ་ bu tsbabo Tbutsha.
wts_8_b	89	19	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་རྫི་ bu rdzi Amme, Kindermädchen.
wts_8_b	89	19	2	རྫི	rdzi	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་རྫི་ bu rdzi Amme, Kindermädchen.
wts_8_b	89	29	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཟན་ bu zan Bez. für Schwester.
wts_8_b	89	29	2	ཟན	zan	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	10	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཟན་ bu zan Bez. für Schwester.
wts_8_b	89	34	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	16	18	 	 	token_boundary_secure						tibetan_proper_name	none	no	བུ་གཟུགས་བཟང་མ་ bu gzugs bzaṅ ma npr. ci-
wts_8_b	89	34	2	གཟུགས	gzugs	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	19	24	 	 	token_boundary_secure						tibetan_proper_name	none	no	བུ་གཟུགས་བཟང་མ་ bu gzugs bzaṅ ma npr. ci-
wts_8_b	89	34	3	བཟང	bzaṅ	transcription_integrity_pass	yes	no	sufficient	pass			secure_positional_alignment	25	29	 	 	token_boundary_secure	ང:ṅ	ṅ				tibetan_proper_name	none	no	བུ་གཟུགས་བཟང་མ་ bu gzugs bzaṅ ma npr. ci-
wts_8_b	89	34	4	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	30	32	 	 	token_boundary_secure						tibetan_proper_name	none	no	བུ་གཟུགས་བཟང་མ་ bu gzugs bzaṅ ma npr. ci-
wts_8_b	89	37	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཡུག་ bu yug
wts_8_b	89	37	2	ཡུག	yug	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	11	14	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བུ་ཡུག་ bu yug
wts_8_b	89	38	1	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	12	 	 	token_boundary_secure						tibetan_proper_name	none	no	བུ་ཡན་ཏུ་ bu yan tu Kurzf. bu yan npr. ein
