page	line	token_index	base_token	alternate_token	reason	base_key	alternate_key	base_line	alternate_line	alignment_method	alignment_attribution	resynchronization_attribution	resynchronization_source	base_to_alternate_page_delta	alternate_page	page_match_score	canonical_overlap	shared_canonical_tokens	base_nonempty_count	alternate_nonempty_count	line_count_ratio
50	42	8	Ita	lta’i	alternate_witness_initial_i_to_l_translit	ita	ltai	"sung eines Selbst"" (Käsy 139,17); bdag Ita'"	"sung eines Selbst"" (Käsy 139,17); bdag lta’i'"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.731	0.878	244	76	77	0.987
50	43	3	beins	beiñs	alternate_witness_google_loc_nasal_upgrade	beins	beins	"mdud pas beins ""durch die Auffassung eines"	"mdud pas beiñs ""durch die Auffassung eines"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.731	0.878	244	76	77	0.987
50	50	4	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dinan sogs — pa dan / gäan nid du nibdag byas	dinan sogs — pa daṅ / gäan ñid du nibdag byas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.731	0.878	244	76	77	0.987
50	50	6	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	dinan sogs — pa dan / gäan nid du nibdag byas	dinan sogs — pa daṅ / gäan ñid du nibdag byas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.731	0.878	244	76	77	0.987
50	67	2	gtsan	gtsaṅ	alternate_witness_google_loc_nasal_upgrade	gtsan	gtsan	mi gtsan gzugs mi mi bzad pa / di la ci phyir	mi gtsaṅ gzugs mi mi bzad pa / di la ci phyir	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.731	0.878	244	76	77	0.987
50	70	9	yañ	yaṅ	alternate_witness_google_loc_velar_nasal_upgrade	yan	yan	(Bca 8.178d); di ni na'irta'o Zes zer Zih / yañ	(Bca 8.178d); di ni na'irta'o Zes zer Zih / yaṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.731	0.878	244	76	77	0.987
50	75	5	gsegs	gśegs	alternate_witness_google_loc_fricative_upgrade	gsegs	gsegs	gal te de bäin gsegs pas sems can gan la la 7/9	gal te de bäin gśegs pas sems can gañ la la 7/9	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.731	0.878	244	76	77	0.987
50	75	9	gan	gañ	alternate_witness_google_loc_nasal_upgrade	gan	gan	gal te de bäin gsegs pas sems can gan la la 7/9	gal te de bäin gśegs pas sems can gañ la la 7/9	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.731	0.878	244	76	77	0.987
50	76	8	bzin	bźin	alternate_witness_google_loc_fricative_upgrade	bzin	bzin	bkrol bar gyur na de ñid de bzin g$egs pa'i ~	bkrol bar gyur na de ñid de bźin g$egs pa'i ~	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.731	0.878	244	76	77	0.987
51	18	3	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"bdag cag Ita bu'i mi ""Menschen unseresglei-"	"bdag cag lta bu'i mi ""Menschen unseresglei-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	51	0.697	0.915	312	84	82	1.024
51	19	9	min	miṅ	alternate_witness_google_loc_nasal_upgrade	min	min	"chen"" (Prav 88,19); ~i skye bo la min sku"	"chen"" (Prav 88,19); ~i skye bo la miṅ sku"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	51	0.697	0.915	312	84	82	1.024
51	30	5	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	བདག་བསྟོད་ bdag bstod auch bdag nid bstod,	བདག་བསྟོད་ bdag bstod auch bdag ñid bstod,	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	51	0.697	0.915	312	84	82	1.024
51	54	4	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	mo ran gi dban ris ~ sa yul tshans ma rje ñid	mo ran gi dbaṅ ris ~ sa yul tshans ma rje ñid	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	51	0.697	0.915	312	84	82	1.024
51	61	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"tshigs na rim gyi don bZin dan ""die Weiden,"	"tshigs na rim gyi don bZin daṅ ""die Weiden,"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	51	0.697	0.915	312	84	82	1.024
52	20	8	gan	gaṅ	alternate_witness_google_loc_nasal_upgrade	gan	gan	"5); mchod gäis ... — ""dzin bZin bdag pa gan"	"5); mchod gäis ... — ""dzin bZin bdag pa gaṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	52	0.633	0.876	326	89	82	1.085
52	45	3	brnan	brñan	alternate_witness_google_loc_nasal_upgrade	brnan	brnan	"skyems kyis brnan la (metr.) ""den gestaltlo-"	"skyems kyis brñan la (metr.) ""den gestaltlo-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	52	0.633	0.876	326	89	82	1.085
52	48	6	druñ	druṅ	alternate_witness_google_loc_velar_nasal_upgrade	drun	drun	"opfern"" (Vdk-M 144,36); rje druñ khams"	"opfern"" (Vdk-M 144,36); rje druṅ khams"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	52	0.633	0.876	326	89	82	1.085
52	64	4	bzin	bźin	alternate_witness_google_loc_fricative_upgrade	bzin	bzin	163, Abt. de bzin gsegs pa'i tgs rje chen po	163, Abt. de bźin gśegs pa'i tgs rje chen po	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	52	0.633	0.876	326	89	82	1.085
52	64	5	gsegs	gśegs	alternate_witness_google_loc_fricative_upgrade	gsegs	gsegs	163, Abt. de bzin gsegs pa'i tgs rje chen po	163, Abt. de bźin gśegs pa'i tgs rje chen po	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	52	0.633	0.876	326	89	82	1.085
52	81	6	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	ñid dkyil *khor ~ ña / de nid rnal byor	ñid dkyil *khor ~ ña / de ñid rnal byor	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	52	0.633	0.876	326	89	82	1.085
55	5	2	ston	stoṅ	alternate_witness_google_loc_nasal_upgrade	ston	ston	Lex. ston pa Aid dan chos kyi — dan gan	Lex. stoṅ pa Aid dan chos kyi — dan gan	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
55	27	1	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	— dan sa spyod ma dan / mkha' spyod ma'	— daṅ sa spyod ma daṅ / mkha' spyod ma'	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
55	27	5	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	— dan sa spyod ma dan / mkha' spyod ma'	— daṅ sa spyod ma daṅ / mkha' spyod ma'	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
55	28	4	rens	reṅs	alternate_witness_google_loc_nasal_upgrade	rens	rens	mal 'byor las rens par byed pa la sogs pa ...	mal 'byor las reṅs par byed pa la sogs pa ...	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
55	32	1	Ihan	lhan	alternate_witness_initial_i_to_l_translit	ihan	lhan	Ihan cig miam sbyor Zin / dga' ba gfis	lhan cig miam sbyor Zin / dga' ba gfis	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
55	38	3	bran	braṅ	alternate_witness_google_loc_nasal_upgrade	bran	bran	kyi pho bran na ... yum chen bdag med Iha mo	kyi pho braṅ na ... yum chen bdag med lha mo	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
55	38	9	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	kyi pho bran na ... yum chen bdag med Iha mo	kyi pho braṅ na ... yum chen bdag med lha mo	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
55	42	5	cin	ciṅ	alternate_witness_google_loc_nasal_upgrade	cin	cin	"gun du ma mdzad cin ""er hatte viele Wer-"	"gun du ma mdzad ciṅ ""er hatte viele Wer-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
55	58	1	sin	śin	alternate_witness_google_loc_fricative_upgrade	sin	sin	sin sdon 'thab / khyim — la gcon nad 'on	śin sdon 'thab / khyim — la gcon nad 'on	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
55	66	3	nan	naṅ	alternate_witness_google_loc_nasal_upgrade	nan	nan	— skye bo nan du gdun bas bsreg ldan pa ... (7?	— skye bo naṅ du gdun bas bsreg ldan pa ... (7?	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	55	0.636	0.858	278	79	83	0.952
57	4	2	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	blo dan brtan bdag sogs $es pa / serns kyi fies	blo daṅ brtan bdag sogs $es pa / serns kyi fies	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	57	0.735	0.885	277	81	83	0.976
57	43	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	ba 'ded mkhan las kyis 'ded rgyu dan bdas	ba 'ded mkhan las kyis 'ded rgyu daṅ bdas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	57	0.735	0.885	277	81	83	0.976
57	53	10	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	'ded mkhan gyis ded rgyu dan bdas zin pa dan	'ded mkhan gyis ded rgyu dan bdas zin pa daṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	57	0.735	0.885	277	81	83	0.976
57	76	4	Li$	Liś	alternate_witness_citation_siglum	lis	lis	(KlonD 741,5, Li$ 27,6).	(KlonD 741,5, Liś 27,6).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	57	0.735	0.885	277	81	83	0.976
58	8	9	mdun	mduṅ	alternate_witness_google_loc_nasal_upgrade	mdun	mdun	202,8); blon po rnams kyis inda' rtse mdun	202,8); blon po rnams kyis inda' rtse mduṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	58	0.512	0.891	312	87	94	0.926
58	31	3	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"mched gsum Iha rn — (metr.) ""ich rufe die"	"mched gsum lha rn — (metr.) ""ich rufe die"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	58	0.512	0.891	312	87	94	0.926
58	56	3	bsams	bśams	alternate_witness_google_loc_fricative_upgrade	bsams	bsams	(brDa); — ba = bsams pa / ston pa ... sgrig	(brDa); — ba = bśams pa / ston pa ... sgrig	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	58	0.512	0.891	312	87	94	0.926
58	77	5	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	= /7/ khri chig stonr dan / 'thor gsas sum broya	= /7/ khri chig stonr daṅ / 'thor gsas sum broya	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	58	0.512	0.891	312	87	94	0.926
59	17	9	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"Wesen"" (KTh 1: 387,3); rgun 'brum — pa Ita"	"Wesen"" (KTh 1: 387,3); rgun 'brum — pa lta"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	59	0.543	0.892	339	88	99	0.889
59	21	9	Iho	lho	alternate_witness_initial_i_to_l_translit	iho	lho	(Akhr2 81,13); spyan lam sul rin Sar Iho yans	(Akhr2 81,13); spyan lam sul rin Sar lho yans	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	59	0.543	0.892	339	88	99	0.889
59	28	10	zig	źig	alternate_witness_google_loc_fricative_upgrade	zig	zig	rlum gis — nas rgya mtsho chen po\i klon zig tu	rlum gis — nas rgya mtsho chen po\i klon źig tu	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	59	0.543	0.892	339	88	99	0.889
59	66	5	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"Rauch"" (Siddh 16.17); — pa Iha bsos phren"	"Rauch"" (Siddh 16.17); — pa lha bsos phreṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	59	0.543	0.892	339	88	99	0.889
59	66	7	phren	phreṅ	alternate_witness_google_loc_nasal_upgrade	phren	phren	"Rauch"" (Siddh 16.17); — pa Iha bsos phren"	"Rauch"" (Siddh 16.17); — pa lha bsos phreṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	59	0.543	0.892	339	88	99	0.889
59	67	2	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"ba dan (metr.) ""Räucherwerk, Speiseopfern"	"ba daṅ (metr.) ""Räucherwerk, Speiseopfern"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	59	0.543	0.892	339	88	99	0.889
59	77	7	gañ	gaṅ	alternate_witness_google_loc_velar_nasal_upgrade	gan	gan	rung mit sin tsha und cu gañ [11, 3.] gemacht	rung mit sin tsha und cu gaṅ [11, 3.] gemacht	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	59	0.543	0.892	339	88	99	0.889
59	78	2	Y$	Yś	alternate_witness_citation_siglum	ys	ys	"hat"" (Y$ 71c); dus gsum 'bras kyi dud pas"	"hat"" (Yś 71c); dus gsum 'bras kyi dud pas"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	59	0.543	0.892	339	88	99	0.889
59	81	5	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	130,17); lo ma dan sbani skam klhyi Ind skam	130,17); lo ma daṅ sbani skam klhyi Ind skam	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	59	0.543	0.892	339	88	99	0.889
60	10	8	dañ	daṅ	alternate_witness_google_loc_velar_nasal_upgrade	dan	dan	"hin"" (Udr 6,36); ~ dan / phye ma dañ /"	"hin"" (Udr 6,36); ~ dan / phye ma daṅ /"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	60	0.899	0.885	270	87	84	1.036
60	17	8	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"Lex. dri Zim po bdug pa'i spos Ita bu ""wie:"	"Lex. dri Zim po bdug pa'i spos lta bu ""wie:"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	60	0.899	0.885	270	87	84	1.036
60	22	5	sug	śug	alternate_witness_google_loc_fricative_upgrade	sug	sug	Lex. $ug pa (brDa); sug pa la (Dagy).	Lex. $ug pa (brDa); śug pa la (Dagy).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	60	0.899	0.885	270	87	84	1.036
60	75	6	mthon	mthoṅ	alternate_witness_google_loc_nasal_upgrade	mthon	mthon	02// ni brduns pa rnams mthon nas (metr.)	02// ni brduns pa rnams mthoṅ nas (metr.)	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	60	0.899	0.885	270	87	84	1.036
61	8	9	man	mañ	alternate_witness_google_loc_nasal_upgrade	man	man	'brum nag las stsogs pa / nad kyi sna man du	'brum nag las stsogs pa / nad kyi sna mañ du	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	61	0.572	0.892	355	91	95	0.958
61	59	3	dpun	dpuṅ	alternate_witness_google_loc_nasal_upgrade	dpun	dpun	55,27); — dpun gäom phyir stobs kyi pha rol	55,27); — dpuṅ gäom phyir stobs kyi pha rol	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	61	0.572	0.892	355	91	95	0.958
63	46	3	Iha'i	lha'i	alternate_witness_initial_i_to_l_translit	ihai	lhai	Lex. 'dod Iha'i gzan 'phrul dbani byed kyi bdag	Lex. 'dod lha'i gzan 'phrul dbani byed kyi bdag	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	63	0.725	0.899	205	78	76	1.026
63	47	7	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	po'am rgyal po (brDa); gZan 'phrul dban byed	po'am rgyal po (brDa); gZan 'phrul dbaṅ byed	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	63	0.725	0.899	205	78	76	1.026
63	76	2	Ina	lṅa	alternate_witness_initial_i_to_l_translit	ina	lna	བདུད་ལྔ་པ་ bdud Ina pa Beiname Kämadevas.	བདུད་ལྔ་པ་ bdud lṅa pa Beiname Kämadevas.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	63	0.725	0.899	205	78	76	1.026
63	77	3	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	Lex. 'dod Iha dga' rab dban phyug (brDa);	Lex. 'dod lha dga' rab dbaṅ phyug (brDa);	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	63	0.725	0.899	205	78	76	1.026
63	77	6	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	Lex. 'dod Iha dga' rab dban phyug (brDa);	Lex. 'dod lha dga' rab dbaṅ phyug (brDa);	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	63	0.725	0.899	205	78	76	1.026
64	11	4	Ina	lṅa	alternate_witness_initial_i_to_l_translit	ina	lna	Richtung des 'dre Ina, bdud gcod, lus chad	Richtung des 'dre lṅa, bdud gcod, lus chad	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	64	0.610	0.882	232	80	84	0.952
64	17	4	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	kham gras gin dan zon / — tha ma'i 7777	kham gras gin daṅ zon / — tha ma'i 7777	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	64	0.610	0.882	232	80	84	0.952
64	47	2	ni	ñi	alternate_witness_google_loc_nasal_upgrade	ni	ni	བདུད་ཉི་ bdud ni divin. Bez. für eine Gruppe	བདུད་ཉི་ bdud ñi divin. Bez. für eine Gruppe	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	64	0.610	0.882	232	80	84	0.952
64	53	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	gtum mo dan / ~'o ... rtsa sum cu risa gñis po	gtum mo daṅ / ~'o ... rtsa sum cu risa gñis po	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	64	0.610	0.882	232	80	84	0.952
65	26	7	sbyon	sbyoṅ	alternate_witness_google_loc_nasal_upgrade	sbyon	sbyon	— di sñam du sems te / dge sbyon gau ta ma'i	— di sñam du sems te / dge sbyoṅ gau ta ma'i	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	65	0.855	0.877	229	81	79	1.025
65	32	2	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	=... pbyogs dan phyogs su skar mda' It	=... pbyogs daṅ phyogs su skar mda' It	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	65	0.855	0.877	229	81	79	1.025
65	41	7	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	po'am rgyal po (brDa); dga' rab dban phyug	po'am rgyal po (brDa); dga' rab dbaṅ phyug	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	65	0.855	0.877	229	81	79	1.025
65	77	6	ner	ñer	alternate_witness_google_loc_nasal_upgrade	ner	ner	gehört zu den b$an pa ner gcig (Neb 93).	gehört zu den b$an pa ñer gcig (Neb 93).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	65	0.855	0.877	229	81	79	1.025
67	14	10	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	cho ga rab tu sbyar legs na / dug kyan — nid	cho ga rab tu sbyar legs na / dug kyan — ñid	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	67	0.849	0.881	362	91	84	1.083
67	30	6	zes	źes	alternate_witness_google_loc_fricative_upgrade	zes	zes	dug ni sel ba' phyir / — zes ni de la bya'o	dug ni sel ba' phyir / — źes ni de la bya'o	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	67	0.849	0.881	362	91	84	1.083
67	59	4	ston	stoṅ	alternate_witness_google_loc_nasal_upgrade	ston	ston	2a2); bum pa ston phrag beu sñed dri bzay,	2a2); bum pa stoṅ phrag beu sñed dri bzay,	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	67	0.849	0.881	362	91	84	1.083
67	86	5	nañ	naṅ	alternate_witness_google_loc_velar_nasal_upgrade	nan	nan	rus chags byun na / nañ la khogt{s} sman	rus chags byun na / naṅ la khogt{s} sman	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	67	0.849	0.881	362	91	84	1.083
68	2	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	thar pa dan sman g@yi min ste bdud ni na Isha	thar pa daṅ sman g@yi min ste bdud ni na Isha	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	68	0.732	0.818	234	83	81	1.025
68	3	9	Iha'i	lha'i	alternate_witness_initial_i_to_l_translit	ihai	lhai	dan rtsi ni de joms byed sman no / Iha'i btun	dan rtsi ni de joms byed sman no / lha'i btun	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	68	0.732	0.818	234	83	81	1.025
68	8	5	Iha'i	lha'i	alternate_witness_initial_i_to_l_translit	ihai	lhai	"byed kyi rdzas te Iha'i — sogs ""Substanz, die"	"byed kyi rdzas te lha'i — sogs ""Substanz, die"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	68	0.732	0.818	234	83	81	1.025
68	11	1	Lis	Liś	alternate_witness_citation_siglum	lis	lis	"(Lis 26,8); gi lin — zrta mchog brun ""Ex-"	"(Liś 26,8); gi lin — zrta mchog brun ""Ex-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	68	0.732	0.818	234	83	81	1.025
68	42	2	Iba'i	lha'i	alternate_witness_initial_i_to_l_translit	ibai	lhai	Lex. Iba'i min (Dagy); Iha spyl'i min (brDa).	Lex. lha'i min (Dagy); lha spyl'i min (brDa).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	68	0.732	0.818	234	83	81	1.025
68	42	5	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	Lex. Iba'i min (Dagy); Iha spyl'i min (brDa).	Lex. lha'i min (Dagy); lha spyl'i min (brDa).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	68	0.732	0.818	234	83	81	1.025
68	81	1	khan	khaṅ	alternate_witness_google_loc_nasal_upgrade	khan	khan	"khan 2/9 biens ""er errichtete im Süden Nā-"	"khaṅ 2/9 biens ""er errichtete im Süden Nā-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	68	0.732	0.818	234	83	81	1.025
71	18	6	myin	myiṅ	alternate_witness_google_loc_nasal_upgrade	myin	myin	5); bod chen po'i lo'i myin ni skyid rtag lo	5); bod chen po'i lo'i myiṅ ni skyid rtag lo	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	71	0.554	0.882	368	90	96	0.938
71	35	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	rus pa dan / rkani dan / khu chu rnams so	rus pa daṅ / rkani daṅ / khu chu rnams so	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	71	0.554	0.882	368	90	96	0.938
71	35	5	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	rus pa dan / rkani dan / khu chu rnams so	rus pa daṅ / rkani daṅ / khu chu rnams so	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	71	0.554	0.882	368	90	96	0.938
71	39	2	ston	stoṅ	alternate_witness_google_loc_nasal_upgrade	ston	ston	"Ina ston Ina broya rtsa — mams la ""mit ei-"	"Ina stoṅ lṅa broya rtsa — mams la ""mit ei-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	71	0.554	0.882	368	90	96	0.938
71	39	3	Ina	lṅa	alternate_witness_initial_i_to_l_translit	ina	lna	"Ina ston Ina broya rtsa — mams la ""mit ei-"	"Ina stoṅ lṅa broya rtsa — mams la ""mit ei-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	71	0.554	0.882	368	90	96	0.938
71	52	9	su	śu	alternate_witness_google_loc_fricative_upgrade	su	su	"ben Tiere"" (VisT 248,18); znam pa /7/ su ~"	"ben Tiere"" (VisT 248,18); znam pa /7/ śu ~"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	71	0.554	0.882	368	90	96	0.938
71	54	6	Ina	lṅa	alternate_witness_initial_i_to_l_translit	ina	lna	8.40d); sta ma ~ / phyi ma Ina ste beu gñis	8.40d); sta ma ~ / phyi ma lṅa ste beu gñis	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	71	0.554	0.882	368	90	96	0.938
71	61	1	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dan nag po dan / legs mthon chen po bstan	daṅ nag po daṅ / legs mthon chen po bstan	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	71	0.554	0.882	368	90	96	0.938
71	61	4	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dan nag po dan / legs mthon chen po bstan	daṅ nag po daṅ / legs mthon chen po bstan	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	71	0.554	0.882	368	90	96	0.938
