tibetan_syllable	source_variant	source_signature	supported_target	historical_baseline_sha	historical_anchor_present	historical_anchor_location	historical_anchor_provenance_class	historical_anchor_change_reason	reviewed_same_tibetan_target_count	undotted_clean_row_count	base_ocr_dotted_anchor_count	reviewed_exact_dotted_anchor_count	google_adopted_anchor_count	other_postprocess_anchor_count	unknown_provenance_anchor_count	base_provenance_unverified_anchor_count	same_volume_raw_anchor_count	cross_volume_raw_anchor_count	explicit_same_entry_repeat_count	direct_repeated_tibetan_alignment_count	probable_cross_reference_count	google_unresolved_exact_target_count	google_candidate_exact_target_count	google_conflicting_reading_count	prior_reviewed_same_source_exact_count	prior_reviewed_same_tibetan_target_different_source_count	damaged_row_count	marker_row_count	tibetan_structure_status	entry_series_cluster_count	alignment_review_status	zero_anchor_source_state	target_evidence_channels	lemma_identity_channels	recurrence_context_channels	circular_reviewed_anchor_count	suggested_review_tier	volumes	sample_contexts
ཀྱོང	kyon	kyo<FINAL_NASAL>							0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:5	0	no_anchor_alignment_triage	wts_1_34	ཀྱང་ཀྱོང་ kyaṅ kyon uneben, wellig. || ཀྱོང་ kyon || ཀྱོང་ཀྱོང་ kyon kyon
དང	dun	du<FINAL_NASAL>							0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:5	0	no_anchor_alignment_triage	wts_1_34	དགན་དང་ dgun dun \dgon dun. || དགོན་དང་ dgon dun auch ~ can, dgun dun can || རྒྱ་མཚོའི་དང་ྲེང་ rgya mtsho’i dun phren Bez.
བགྲང	beran	bera<FINAL_NASAL>							0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:5	0	no_anchor_alignment_triage	wts_1_34	བགྲང་ beran || བགྲང་ beran || བགྲང་རྟོགས་ beran rtogs eine hohe Zahl.
མཐང	mthan	mtha<FINAL_NASAL>							0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	target_unresolved_no_anchor	1	unresolved	no_anchor_clean_source_shape			undotted_rows:5;entry_series_clusters:1	0	no_anchor_alignment_triage	wts_1_34;wts_8_b	མཐང་སྤྲད་པ་ mthan sprad pa || མཐང་སྤྲད་པ་ mthan sprad pa Bez. für Ge- || མཐང་སྦྱར་བ་ mthan sbyar ba
ལྗང	han	ha<FINAL_NASAL>							0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:5	0	no_anchor_alignment_triage	wts_1_34	སྒྲོ་ལྗང་ sgro han Papagei. || ལྗང་ཁ་ han khn. || ལྗང་ལྔོའི་བུ་ han sho’i bu
ཤང	Sin	Si<FINAL_NASAL>							0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:5	0	no_anchor_alignment_triage	wts_1_34	རྒྱངས ཤང་ rgyans Sin ein Werkzeug zum Be- || ཆུ་ཤང་ ch Sin. || ཆུ་ཤང་ཆ cha Sin ma.
སྔོང	sdon	sdo<FINAL_NASAL>							0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:5	0	no_anchor_alignment_triage	wts_1_34	སྐྱེ་སྔོང་ skye sdon ein Baum. || མཆོད་སྔོང་ mchod sdon || མཆོད་སྔོང་ mchod sdon.
གདང	gdun	gdu<FINAL_NASAL>							0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:4	0	no_anchor_alignment_triage	wts_1_34	དྱངུལ་གདང་བརརྐྱད་ dnul gdun brgyad eine Kal- || རྗེས་གདང་ rjes gdun 1765 su gdun. || ཉེ་བར་གདང་བ་ fie bar gdun ba starke Schmer-
འབུང	thun	thu<FINAL_NASAL>							0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:4	0	no_anchor_alignment_triage	wts_1_34	རྐང་འབུང་ rkaṅ ’thun auch rkan thun „Fußtrin- || ཁྱད་པར་འབུང་ khyad par ’thun Bez. für Mond. || ཆུ་འབུང་ chu ’thun.
སང	sen	se<FINAL_NASAL>							0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:4	0	no_anchor_alignment_triage	wts_1_34	སྐྱ་སང་སང་པ་ skya sen sen po || སྐྱ་སང་སང་པ་ skya sen sen po || །ཁང་སང་ khon sen auch khon sin, khon gsen
སྙང	sin	si<FINAL_NASAL>							0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:4	0	no_anchor_alignment_triage	wts_1_34	"མཇུག་སྙང་ ming sin auch ""ug säin Herzstück || སྙང་ཆུ་ sin chu eine Herzkrankheit. || སྙང་པ་ཡ་ག་དྲག་མ་ sin po yi ge drug ma der"
སྙིང	shin	shi<FINAL_NASAL>							0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:4	0	no_anchor_alignment_triage	wts_1_34	དགེ་བའི་སྙིང་པོ་ dge ba’i shin po || ཆེད་སྙིང་ ched shin || མཇུག་སྙིང་ mjug shin
སྙིང	snin	sni<FINAL_NASAL>							0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:4	0	no_anchor_alignment_triage	wts_1_34	སྙིང་ཀ་ snin ka Isnin ga. || སྙིང་གི་ཡན་ལག་འགྲམས་ snin gi yan lag ’grams || སྙིང་འཐིབས་པ་ snin ’thibs pa verwirrt, betrübt.
ཁང	khrun	khru<FINAL_NASAL>							0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:3	0	no_anchor_alignment_triage	wts_1_34	ཁང་ཁང་འཇོམས་ khrun khrun ”joms Beiname || ཁང་ཁང་འཇོམས་ khrun khrun ”joms Beiname || །ཁང་མ་། khrun ma Kellnerin.
ཁྱུང	khrun	khru<FINAL_NASAL>							0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:3	0	no_anchor_alignment_triage	wts_1_34	ཁྱུང་ཁྱུང་ khrun khrun || ཁྱུང་ཁྱུང་ khrun khrun || ཁྱུང་ཏཁྱུང་ khrun khrun.
གཏང	gtin	gti<FINAL_NASAL>							0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:3	0	no_anchor_alignment_triage	wts_1_34	གཏང་ gtin Tiefe, Grund, Boden; ~ rin tief; ~ || གཏང་དཔག་ gtin dpog fur. gtin dpag ergründen. || གཏང་སླེབས་ gtin slebs ergründen.
ཕྱང	phyun	phyu<FINAL_NASAL>							0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:3	0	no_anchor_alignment_triage	wts_1_34	།ཁྭ་ཆུ་ཆུས་ཕྱང་ kha chu chus phyun ein Schuh. || ཁྲག་ཕྱང་ khrag phyun pf. zu lkhrag 'byin „Blut || མངོན་ད་ཕྱང་ mnon du phyun pf. enthüllen,
བང	khan	kha<FINAL_NASAL>							0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:3	0	no_anchor_alignment_triage	wts_1_34	།བང་རྩ་ khan rtsa || །བང་རྩ་ * khan rtsa Fundament, Grundmauer. || །བང་སྲངས་ khan sruns Haushälterin.
ལྗང	ljan	lja<FINAL_NASAL>							0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:3	0	no_anchor_alignment_triage	wts_1_34	ལྗང་ཚགས་ ljan tshags Sieb. || དྲུག་མར་ལྗང་ drug mar ljan || དྲུག་མར་ལྗང་ drug mar ljan Ocker; Laberitum
ཁང	khon	kho<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	།ཁང་།ཁྲ་ khon khro auch khon khro ba Zorn, || །ཁང་སང་ khon sen auch khon sin, khon gsen
ཁང	khun	khu<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	ཆཁྲ་།ཁང་ chab khun Abfluß, Toilette. || ཁྲབ་།ཁང་ thab khun Feuerplatz, Herd.
ཁུང	khrun	khru<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	ཁུང་ khrun resp. für chan. || ཁུང་ཞེ་ཆཿ khrun Zu ma Kellnerin.
གང	gun	gu<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	གང་བྲང་ gun than npr. eine Gegend in mÑa’- || གང་ལོ་ gun lo Ydgun 2.
གླང	gran	gra<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	གླང་ཁྲ་ gran ba. || གླང་རླང་ gran rlun eine Krankheit.
ང	glin	gli<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	ང་བཞི་ལྟེ་བ་ glin bZi Ite ba auch glin bZi’i Ite || ང་བཞི་ཌྡེགས་པ་ glin bZi ldegs pa Bez. für Erde
ང	klun	klu<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	ང་ klun. || ང་རྟ་ klun rta; vgl. Irlun rta. — chin. ES i-ma
ངང	dun	du<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	1	unresolved	no_anchor_clean_source_shape			undotted_rows:2;entry_series_clusters:1	0	no_anchor_alignment_triage	wts_1_34	ཁྲིམས་ངང་ khrims dun || ཁྲིམས་ངང་ khrims dun ein bei Gericht geblase-
ངང	man	ma<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	ངང་པ་ man pa || ངང་པའི་ཁ་ཉོ། man pa’i bu mo Beiname der
བཏང	btun	btu<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	བཏང་ btun || བཏང་ btun fur. zu 1⁄7//0)//) trinken; ༡༨ ba Ge-
བོང	thon	tho<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	ཐོང་བོང་ thon thon Lebensalter; jugendlich. || བོང་མི་ཁྲ་ thon mi ba.
མདང	mdun	mdu<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	རྟེན་མདང་ rten mdun Lanze für ein Medium || ཐག་མདང་ thag mdun Wurfspieß.
རྐྱང	rgyan	rgya<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	འཇིག་རྟེན་རྐྱང་ཕན་ ig rten rgyan phan || འཇིག་རྟེན་རྐྱང་ཕན་ ig rten rgyan phan auch ’jig
རྒྱང	rgyon	rgyo<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	རྒྱང་ rgyon || རྒྱང་ rgyon pf. \brgyans fut. \brgyan imp.
སང	sran	sra<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	དྭྱངལ་སང་ drul sran || དྭངལ་སང་ dnul sran eine Währung.
སྔང	san	sa<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	ཆེང་སྔང་ chin san auch ’chin san, phyin san || འཆིང་སྔང་ chiṅ san Tchin san.
སྙིང	sAin	sAi<FINAL_NASAL>							0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:2	0	no_anchor_alignment_triage	wts_1_34	སྙིང་ལས་ sAin las Sorge. || སྙིང་ཤ་ sAin śa das Organ Herz.
ཀྱང	Ryan	Rya<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཅིས་ཀྱང་ cis Ryan Tcinas kyan.
ཀྱང	byun	byu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཐལ་ཀྱང་ thal byun geradewegs; ༡ du ’gro glatt
ཀྱང	khyun	khyu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཀྱང་སྡེར་ khyun sder eine Heilpflanze.
ཀྲོང	gron	gro<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཀྲོང་སྤྲེའུ་ gron spre’u Bez. für Katze.
ཀླང	klon	klo<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཀླང་ཆན་པ་” klon chen pa...
ཀླང	krun	kru<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཀྲུང་ཀླང་ kruṅ krun \khrun khrun.
ཁང	kan	ka<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཁང་ཁུང་ kan khuṅ
ཁང	than	tha<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཁང་ཆོང་ than chod entschieden, entschlossen
ཁུང	Felsh	Fels<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_8_b	བྲཐ།ཁུང་ bragkburi Felshöhle, Felsspalte.
ཁུང	Rhun	Rhu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཁུང་ཉལ་ Rhun nal.
ཁུང	khyun	khyu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཁུང་སེང་འདས་པ་ khyun seṅ ’dus pa achtfüßiger
ཁོང	Khon	Kho<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཁོང་སྒྲིལ་ Khon sgril Fesseln.
ཁོང	ikhon	ikho<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཁོང་པ་ ikhon pa 1'khon.
ཁྱུང	kbyun	kbyu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཀླུ་སྦྲལ་འོད་ཁྱུང་ klu sbrul ’od kbyun ¦/5// sbrul ’od
གང	Mannsh	Manns<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	obvious_gloss_or_alignment_noise	obvious_alignment_or_gloss_noise			undotted_rows:1	0	no_anchor_alignment_triage	wts_9_m	མི་གང་ migari Mannshöhe, Klafter.
གང	gon	go<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གང་སྐར་ gon skor
གཅུང	geun	geu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གཅུང་ geun
གཏང	gran	gra<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གཏང་ gran
གཏང	gron	gro<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གཏང་ཕགས་ gron phogs
གཏང	gton	gto<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གཏང་ བའ ནོར་ gton ༼/¢'/7 nor Besitz der Frei-
གཏང	gun	gu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གཏང་དཔག་ gun dpag fur. zu gti dpog_ er-
གཏིང	gein	gei<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གཏིང་ཀློ་ gein klo
གཏོང	vernich	vernic<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཏོར་ཁྲ་ཏག་ཏ་གཏོང་ gtor brlag du gton vernich-
གདུང	gun	gu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	སྐུ་གདུང་ sh gun.
གདུང	odun	odu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	"གདུང་ ""odun"
གདོང	can	ca<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	རྟ་ཡི་གདོང་ཅན་ rta ༡// gdon can Trta gdon can.
གཞུང	gun	gu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཁྲེལ་གཞུང་ khrel gun \khrel.
གསུང	gsuṅń	gsuṅ<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	པདྨ་གསུང་ padma gsuṅń cine Mahāyoga-Praxis Ir. -NI'i Hana
གོང	in	i<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	དང་གོང་ dangon in thugs kyi — Brust.
གྱང	gyun	gyu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གྱང་རོ་ gyun ro hart, trocken; trockene Leiche.
གྲང	gron	gro<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཆུ་ཨུན་གྲང་ཏྱར་ chu srin gron khyer
གྲང	oran	ora<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གྲང་ཚལ་ oran tshal
གྲུང	glan	gla<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གྲུང་པོའི་རྒྱལ་པོ་ glan po’i rgyal po Bez. für den
གྲོང	grorn	gror<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གྲོང་འཇིག་ grorn jig „Städtezerstörer“, Bei-
གླང	glin	gli<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གླང་ཕྲན་ glin phran.
གླེང	khan	kha<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	'བྲེད་ཁྲས་ཁང་གླེང་ dag byed khrus khan glin
གློང	glon	glo<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གློང་ glon pf. !glons umrühren, aufwirbeln.
ང	bźin	bźi<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	"""Ras ་ཀྱི ང་ངེ་འཛྲིནྒ་ de bźin nid kyi tin ne"
ང	chan	cha<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	"ང་ཅན"" chan can Weinbecher; vgl. chin. &"
ང	dan	da<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་པོའི་རྫལ་རྨན་ dan po’ rdul can Bez. für
