volume	page	line	token_index	base_token	alternate_token	proposed_target	reason	base_key	alternate_key	candidate_family	context_excerpt	alternate_line	evidence	confidence	suggested_action	score	score_explanation	alignment_method	alignment_attribution	resynchronization_attribution
wts_1_34	589	116	8	ran-Sar	ran-śar	ran-śar	unsafe_token_disagreement	ransar	ransar	google_tibetan_diacritic_disagreement	Werksammlungen Kun-tu bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar	Werksammlungen Kun-tu bzaṅ-po'i dgons-pa zaṅ-thal, Ka-dag ran-byun ran-śar	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	648	13	4	G$	Gś	Gs	unsafe_token_disagreement	gs	gs	citation_or_siglum	sind wie Wasserblasen“ (G$ 62); ~ gyi mig	"sind wie Wasserblasen"" (Gś 62); ~ gyi mig"	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for Gs; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	648	62	2	sel	śel	śel	non_translit_context	sel	sel	citation_or_siglum	Gewässer; sel cu Gletscherfluß.	Gewässer; śel cu Gletscherfluß.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for śel; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	648	71	4	sel	śel	śel	non_translit_context	sel	sel	citation_or_siglum	Fluß“ (PT1287 469); sel cu ltag ’og güis kyi	Fluß (PT1287 469); śel cu ltag 'og gñis kyi	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for śel; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	648	71	8	güis	gñis	gñis	non_translit_context	guis	gnis	google_tibetan_diacritic_disagreement	Fluß“ (PT1287 469); sel cu ltag ’og güis kyi	Fluß (PT1287 469); śel cu ltag 'og gñis kyi	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	648	80	1	bZir	bźir	bZir	unsafe_token_disagreement	bzir	bzir	citation_or_siglum	bZir Zugs pa’i sems can rnams „die Lebewesen, die in die vier Ströme eingetreten	bźir źugs pa'i sems can rnams „die Lebewesen, die in die vier Ströme eingetreten	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZir; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	648	82	2	Käsy	Käśy	Käśy	unsafe_token_disagreement	kasy	kasy	google_tibetan_diacritic_disagreement	sind“ (Käsy 219,20); - dan rdzin dan	"sind"" (Käśy 219,20); dan rdzin dan"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	648	84	9	$ig	sig	śig	unsafe_token_disagreement	sig	sig	dollar_ś	sta nas chu Ihun bzed gan lon(s) $ig „hole aus	sta nas chu lhun bzed gan lon(s) sig „hole aus	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_1_34	648	88	4	nairandzana’i	nairañdzana'i	nairañdzana'i	non_translit_context	nairandzanai	nairandzanai	google_tibetan_diacritic_disagreement	Fluß“ (Srkk 126.1); ~ nairandzana’i ’gram	Fluß (Srkk 126.1); ~ nairañdzana'i 'gram	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	648	99	4	ba	bā	bā	unsafe_token_disagreement	ba	ba	citation_or_siglum	verweilen“ (Bca 9.163c); ba ra na si Zes bya	"verweilen"" (Bca 9.163c); bā ra ṇa si źes bya"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bā; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	648	111	4	gangä	gangā	gangā	unsafe_token_disagreement	ganga	ganga	citation_or_siglum	(VaiNth 208,1); ~ gangä „der Fluß Gangä“	(VaiNth 208,1); ~ gangā „der Fluß Ganga“	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for gangā; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	648	121	2	Vdk	Vḍk	Vḍk	unsafe_token_disagreement	vdk	vdk	citation_or_siglum	ses“ (Vdk 2: 386,1); tson chu chen po’i	"ses"" (Vḍk 2: 386,1); tson chu chen po'i"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Vḍk; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	648	127	6	bZi	bźi	bZi	unsafe_token_disagreement	bzi	bzi	citation_or_siglum	(KTh 1: 449,5); chu bZi ’dus pa’i mgo bo la	(KTh 1: 449,5); chu bźi 'dus pa'i mgo bo la	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZi; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	648	135	8	gZun	gźun	gZun	non_translit_context	gzun	gzun	citation_or_siglum	Flüsse“ (gZi 2: 175,2); ro -°i gZun la bor te	"Flüsse"" (gZi 2: 175,2); ro ~'i gźun la bor te"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for gZun; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	648	192	7	bZugs	bźugs	bZugs	unsafe_token_disagreement	bzugs	bzugs	citation_or_siglum	29); dpal -’i sgom grwa na bZugs pa „die in	29); dpal ~'i sgom grwa na bźugs pa „die in	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZugs; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	673	92	2	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	777 ... dnos po dan bral ba’i phyir „weil alle	777 ... dños po daṅ bral ba’i phyir „weil alle	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	695	10	11	Nirväna	Nirvā	Nirvā	unsafe_token_disagreement	nirvana	nirva	citation_or_siglum	— 2012: „Mnyam dka(r) and Dharmakirti’s Praise of the Buddha’s Nirväna. Mis-	2012: „Mnyam dka(r) and Dharmakīrti's Praise of the Buddha's Nirvāņa.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Nirvā; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	695	15	5	Jatakamäla	Jātakamālā	Jātakamālā	non_translit_context	jatakamala	jatakamala	citation_or_siglum	HANISCH, Albrecht 2005: Äryasäras Jatakamäla 1-15. Marburg: Indica-et-Tibetica-	HANISCH, Albrecht 2005: Āryaśūras Jātakamālā 1-15. Marburg: Indica-et-Tibetica-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Jātakamālā; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	695	21	1	MIMARI	Mimaki	MIMARI	unsafe_token_disagreement	mimari	mimaki	citation_or_siglum	MIMARI, Katsumi 1982: Blo gsal grub mtha’. Chapitres IX (Vaibhäsika) et XI (Yo-	Mimaki, Katsumi 1982: Blo gsal grub mtha'. Chapitres IX (Vaibhāṣika) et XI (Yo-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for MIMARI; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	695	21	10	Vaibhäsika	Vaibhāṣika	Vaibhāṣika	unsafe_token_disagreement	vaibhasika	vaibhasika	citation_or_siglum	MIMARI, Katsumi 1982: Blo gsal grub mtha’. Chapitres IX (Vaibhäsika) et XI (Yo-	Mimaki, Katsumi 1982: Blo gsal grub mtha'. Chapitres IX (Vaibhāṣika) et XI (Yo-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Vaibhāṣika; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	695	23	1	gäcära	gācāra	gācāra	unsafe_token_disagreement	gacara	gacara	citation_or_siglum	gäcära) Edites er Chapitre XII (Mädhyamika) edit et traduit. Kyoto: Zinbun Ra-	gācāra) édités et Chapitre XII (Mādhyamika) édité et traduit. Kyoto: Zinbun Ka-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for gācāra; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	695	23	6	Mädhyamika	Mādhyamika	Mādhyamika	unsafe_token_disagreement	madhyamika	madhyamika	citation_or_siglum	gäcära) Edites er Chapitre XII (Mädhyamika) edit et traduit. Kyoto: Zinbun Ra-	gācāra) édités et Chapitre XII (Mādhyamika) édité et traduit. Kyoto: Zinbun Ka-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Mādhyamika; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	695	46	8	cin	ciñ	ciñ	non_translit_context	cin	cin	google_tibetan_diacritic_disagreement	dem Stüpa“ (MTH3/5/32 12); ~ brtsig cin	dem Stupa (MTH3/5/32 12); ~ brtsig ciñ	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	695	48	6	mAam	mñam	mAam	non_translit_context	maam	mnam	citation_or_siglum	del 69,1); ~ chu Zen mAam pa’o (metr.) „der	del 69,1); chu źeṅ mñam pa'o (metr.) „der	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for mAam; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	695	50	8	biens	bźeṅs	bźeṅs	unsafe_token_disagreement	biens	bzens	google_tibetan_diacritic_disagreement	(gZer 764,2); khri 'phan dgu pa’i ~ biens	(gZer 764,2); khri 'phan dgu pa'i ~ bźeṅs	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	695	72	4	gfäis	gñis	gñis	unsafe_token_disagreement	gfais	gnis	google_tibetan_diacritic_disagreement	dge ’dun sde gfäis spyan drans nas ... = gsol	+ dge 'dun sde gñis spyan drañs nas ~ gsol	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	695	93	3	Zin	źiṅ	źiṅ	unsafe_token_disagreement	zin	zin	google_tibetan_diacritic_disagreement	༡ kyi sa Zin „ein Gebiet, welches als Finan-	~kyi sa źiṅ „ein Gebiet, welches als Finan-	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	695	108	5	gsis	gśis	gśis	non_translit_context	gsis	gsis	google_tibetan_diacritic_disagreement	nas » rnams sprad byun gsis „weil dem ver-	nas ~ rnams sprad byun gśis „weil dem ver-	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	695	120	2	ii	ñi	ñi	unsafe_token_disagreement	ii	ni	google_tibetan_diacritic_disagreement	Lex. ii ma’i min la’an (Dagy).	Lex. ñi ma’i miñ la’aṅ (Dagy).	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	695	128	6	Zig	źig	źig	unsafe_token_disagreement	zig	zig	google_tibetan_diacritic_disagreement	des sa phyogs dben pa ... Zig tu ... = de bsgrens	des sa phyogs dben pa ... źig tu de bsgrens	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	695	141	1	BeuD	Be'uD	BeuD	non_translit_context	beud	beud	citation_or_siglum	(BeuD 223,3).	(Be'uD 223,3).	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for BeuD; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	695	147	1	IPL	1PL	IPL	unsafe_token_disagreement	ipl	1pl	citation_or_siglum	(IPL 1: 414,1); rma yul dun gi ~ da...	(1PL 1: 414,1); rma yul dun gi la	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for IPL; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	721	5	7	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	btsun Jam pa’i dbyans kyıs ... dnos grub ...	btsun Jam pa’i dbyans kyıs ... dños grub ...	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	746	136	6	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	21,18); Sa nı ran dnos rjes mthun la (metr.)	21,18); Sa nı raṅ dños rjes mthun la (metr.)	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	810	64	3	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	span bya’i dnos 0?76/7 byed pa’i mram gZag ye	spaṅ bya’i dños 0?76/7 byed pa’i mram gZag ye	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	813	135	6	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	Lex. gan gyis phul ba’i dnos po „Gut, das	Lex. gan gyis phul ba’i dños po „Gut, das	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	835	22	9	WS	WtS	WS	unsafe_token_disagreement	ws	wts	citation_or_siglum	Die erste Lieferung des „Wörterbuchs der tibetischen Schriftsprache“ (WS) wurde 1111	"Die erste Lieferung des „Wörterbuchs der tibetischen Schriftsprache"" (WtS) wurde im"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for WS; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	835	39	10	LOkesH	LOKESH	LOkesH	unsafe_token_disagreement	lokesh	lokesh	citation_or_siglum	rung nur noch in Ausnahmefällen Wörterbücher wie die von LOkesH (1181) 1959-	rung nur noch in Ausnahmefällen Wörterbücher wie die von LOKESH CHANDRA 1959-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for LOkesH; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	835	39	11	1181	CHANDRA	CHANDRA	unsafe_token_disagreement	1181	chandra	citation_or_siglum	rung nur noch in Ausnahmefällen Wörterbücher wie die von LOkesH (1181) 1959-	rung nur noch in Ausnahmefällen Wörterbücher wie die von LOKESH CHANDRA 1959-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for CHANDRA; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	835	58	10	I	1	I	unsafe_token_disagreement	i	1	citation_or_siglum	btags eingeordnet. Im Übrigen gelten die bereits in Faszikel I, pp. xv sowie xx-xxi	btags eingeordnet. Im Übrigen gelten die bereits in Faszikel 1, pp. xv sowie xx-xxi	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for I; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	845	114	9	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	5: 443-449] sNags kyi yi ge’i klog tshul dnos bstan pa.	5: 443-449] sṄags kyi yi ge’i klog tshul dños bstan pa.	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	857	3	1	HaAG	LHAG	HaAG	unsafe_token_disagreement	haag	lhag	citation_or_siglum	ıHaAG PA TSHE RIN 1983: Myan yul stod smad bar gsum 07// no mtshar gtam gyi legs bsad	LHAG PA TSHE RIṄ 1983: Myan yul stod smad bar gsum gyi no mtshar gtam gyi legs bśad	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for HaAG; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	3	4	RIN	RIṄ	RIN	unsafe_token_disagreement	rin	rin	citation_or_siglum	ıHaAG PA TSHE RIN 1983: Myan yul stod smad bar gsum 07// no mtshar gtam gyi legs bsad	LHAG PA TSHE RIṄ 1983: Myan yul stod smad bar gsum gyi no mtshar gtam gyi legs bśad	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for RIN; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	11	1	Ligern	LIGETI	LIGETI	unsafe_token_disagreement	ligern	ligeti	citation_or_siglum	Ligern, Louis 1984 (ed.): Tibetan and Buddhist studies commemorating the 200th anni-	LIGETI, Louis 1984 (ed.): Tibetan and Buddhist studies commemorating the 200th anni-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for LIGETI; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	15	1	un	LIN	LIN	unsafe_token_disagreement	un	lin	citation_or_siglum	un Shen-yu 2005: Mi pham’s Systematisierung von gTo-Ritnalen. Halle: IITBS (BZF	LIN, Shen-yu 2005: Mi pham's Systematisierung von gTo-Ritualen. Halle: IITBS (BZF	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for LIN; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	19	1	Lo	LO	LO	unsafe_token_disagreement	lo	lo	citation_or_siglum	Lo Bus, Erberto 1981: „Statuary metals in Tibet and the Himälayas: History, tradition	LO BUE, Erberto 1981: „Statuary metals in Tibet and the Himalayas: History, tradition	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for LO; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	19	2	Bus	BUE	BUE	unsafe_token_disagreement	bus	bue	citation_or_siglum	Lo Bus, Erberto 1981: „Statuary metals in Tibet and the Himälayas: History, tradition	LO BUE, Erberto 1981: „Statuary metals in Tibet and the Himalayas: History, tradition	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for BUE; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	23	1	LokEsH	LOKESH	LokEsH	non_translit_context	lokesh	lokesh	citation_or_siglum	LokEsH CHANDRA 1959-1961: Tibetan-Sanskrit dictionary. Based on a close compara-	LOKESH CHANDRA 1959-1961: Tibetan-Sanskrit dictionary. Based on a close compara-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for LokEsH; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	25	2	TAIC	IAIC	TAIC	non_translit_context	taic	iaic	citation_or_siglum	Delhi: TAIC (618 3,1-12). [LC]	Delhi: IAIC (SPS 3,1-12). [LC]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	25	3	618	SPS	SPS	non_translit_context	618	sps	citation_or_siglum	Delhi: TAIC (618 3,1-12). [LC]	Delhi: IAIC (SPS 3,1-12). [LC]	sigla_registry	policy	already_canonical_siglum	5	Bibliographic siglum candidate for SPS; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	28	7	TAIC	IAIC	TAIC	unsafe_token_disagreement	taic	iaic	citation_or_siglum	hbyun. Pt. 4 (ja). New Delhi: TAIC (SPS 9,4). [PTs]	ḥbyun. Pt. 4 (ja). New Delhi: IAIC (SPS 9,4). [PTs]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	31	5	TAIC	IAIC	TAIC	non_translit_context	taic	iaic	citation_or_siglum	rian Si-tu. New Delhi: TAIC (SPS 38).	rian Si-tu. New Delhi: IAIC (ŚPS 38).	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	36	6	TAIC	IAIC	TAIC	non_translit_context	taic	iaic	citation_or_siglum	Dr. Raghu Vira. New Delhi: TAIC (SPS 64). [Bu]	Dr. Raghu Vira. New Delhi: IAIC (SPS 64). [Bu]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	39	14	TAIC	IAIC	TAIC	unsafe_token_disagreement	taic	iaic	citation_or_siglum	rdo-rje of Mongolia. Ed. from the collections of Z. D. Gomboev. New Delhi: TAIC	rdo-rje of Mongolia. Ed. from the collections of Z. D. Gomboev. New Delhi: IAIC	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	43	7	TAIC	IAIC	TAIC	unsafe_token_disagreement	taic	iaic	citation_or_siglum	of Prof. Raghu Vira. New Delhi: TAIC ($PS 100). [KID, KlonD]	of Prof. Raghu Vira. New Delhi: IAIC (ŚPS 100). [KID, KlonD]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	43	8	$PS	ŚPS	SPS	unsafe_token_disagreement	sps	sps	citation_or_siglum	of Prof. Raghu Vira. New Delhi: TAIC ($PS 100). [KID, KlonD]	of Prof. Raghu Vira. New Delhi: IAIC (ŚPS 100). [KID, KlonD]	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for SPS; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	50	1	TAIC	IAIC	TAIC	non_translit_context	taic	iaic	citation_or_siglum	TAIC ($PS 212). [Debn]	IAIC (SPS 212). [Debr]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	52	2	Bkah-than-sde-Ina	Bkah-than-sde-lṅa	Bkah-than-sde-lṅa	unsafe_token_disagreement	bkahthansdeina	bkahthansdelna	google_tibetan_diacritic_disagreement	— 1982: Bkah-than-sde-Ina. Dgah-Idan-phun-tshogs-glin [!] edition. Reproduced	1982: Bkah-than-sde-lṅa. Dgah-ldan-phun-tshogs-glin [!] edition. Reproduced	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	857	53	9	TAIC	IAIC	TAIC	unsafe_token_disagreement	taic	iaic	citation_or_siglum	from the collection of Prof. Raghuvira. New Delhi: TAIC (SPS 307). [bKth]	from the collection of Prof. Raghuvira. New Delhi: IAIC (SPS 307). [bKth]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	55	2	Bkah-than-sde-Ina	Bkah-than-sde-lṅa	Bkah-than-sde-lṅa	unsafe_token_disagreement	bkahthansdeina	bkahthansdelna	google_tibetan_diacritic_disagreement	— 1982a: Bkah-than-sde-Ina. Zhö edition. Reproduced from the collection of Prof.	1982a: Bkah-than-sde-lṅa. Zhö edition. Reproduced from the collection of Prof.	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	857	62	1	LOKkESH	LOKESH	LOKkESH	unsafe_token_disagreement	lokkesh	lokesh	citation_or_siglum	LOKkESH CHANDRA 1982b: Biography of Atisa and his disciple bBrom-ston. Old Tashilhun-	LOKESH CHANDRA 1982b: Biography of Atīsa and his disciple ḥBrom-ston. Old Tashilhun-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for LOKkESH; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	63	12	TAIC	IAIC	TAIC	unsafe_token_disagreement	taic	iaic	citation_or_siglum	po edition. Reproduced from the collection of Prof. Raghuvira. New Delhi: TAIC	po edition. Reproduced from the collection of Prof. Raghuvira. New Delhi: IAIC	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	69	1	MACDOoNALD	MACDONALD	MACDOoNALD	non_translit_context	macdoonald	macdonald	citation_or_siglum	MACDOoNALD, Ariane 1971: „Une lecture des Pelliot Tibetain 1286, 1287, 1038, 1047, et	MACDONALD, Ariane 1971: „Une lecture des Pelliot Tibétain 1286, 1287, 1038, 1047, et	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for MACDOoNALD; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	74	1	lmaeDa	IMAEDA	lmaeDa	unsafe_token_disagreement	lmaeda	imaeda	citation_or_siglum	—— /lmaeDa, Yoshiro 1978: Choix de documents tibetains conserves a la Bibliotheqne	/IMAEDA, Yoshiro 1978: Choix de documents tibétains conservés à la Bibliothèque	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for lmaeDa; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	87	2	Nyäyabindu	Nyāyabindu	Nyāyabindu	unsafe_token_disagreement	nyayabindu	nyayabindu	citation_or_siglum	ti’s Nyäyabindu. Patna: K. 1? Jayaswal Research Institute (Tibetan Sanskrit Works	ti's Nyāyabindu. Patna: K. P. Jayaswal Research Institute (Tibetan Sanskrit Works	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Nyāyabindu; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	87	5	1	P	P	unsafe_token_disagreement	1	p	citation_or_siglum	ti’s Nyäyabindu. Patna: K. 1? Jayaswal Research Institute (Tibetan Sanskrit Works	ti's Nyāyabindu. Patna: K. P. Jayaswal Research Institute (Tibetan Sanskrit Works	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for P; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	90	1	Mars	MATHES	MATHES	non_translit_context	mars	mathes	citation_or_siglum	Mars, Klaus-Dieter 1996: Unterscheidung der Gegebenheiten von ihrem wahren We-	MATHES, Klaus-Dieter 1996: Unterscheidung der Gegebenheiten von ihrem wahren We-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for MATHES; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	94	1	MarHews	MATHEW'S	MarHews	unsafe_token_disagreement	marhews	mathews	citation_or_siglum	MarHews, Robert H. 2000: Mathews’ Chinese-English dictionary. A Chinese-English	MATHEW'S, Robert H. 2000: Mathews' Chinese-English dictionary. A Chinese-English	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for MarHews; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	857	109	1	McKay	MCKAY	McKay	unsafe_token_disagreement	mckay	mckay	citation_or_siglum	McKay, Alex 2002: „The drowning of Lama Sengchen Kyabying. A preliminary enquiry from British sources.“ In: Tibet, past and present: Tibetan studies I. Proceed-	"MCKAY, Alex 2002: „The drowning of Lama Sengchen Kyabying. A preliminary enquiry from British sources."" In: Tibet, past and present: Tibetan studies I. Proceed-"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for McKay; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	3	1	ÖOBERMILLER	OBERMILLER	OBERMILLER	unsafe_token_disagreement	oobermiller	obermiller	citation_or_siglum	ÖOBERMILLER, Eugen 1931-32: History of Buddhism (Chos-hbyung) by Bu-ston. Trans-	OBERMILLER, Eugen 1931-32: History of Buddhism (Chos-hbyung) by Bu-ston. Trans-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for OBERMILLER; do not treat as Sanskrit/Tibetan OCR evidence.			
