volume	page	line	token_index	tibetan_syllable	reviewed_canonical_target	aligned_source_token	additional_source_token	context_between	proposed_target	echo_category	evidence	review_status	reason	prior_decision	decision_rationale	active_queue	context_excerpt
wts_1_34	875	149	6	ཏིང	tiṅ	tiṅ	tin	 mtho’i tshig irrt. für 	tiṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	ཏིང་མཐོའི་ཚིག་ tiṅ mtho’i tshig irrt. für tin
wts_1_34	887	78	6	གླེང	gleṅ	glen	glen	 gäi \gtam 	gleṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	གཏམ་གྱི་གླེང་གཞི་ gtam gyi glen gäi \gtam glen 2,
wts_1_34	887	205	5	གླེང	gleṅ	glen	glen	 9777 	gleṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.			yes	གཏམ་ད་གླེང་ gtam du glen 9777 glen.
wts_1_34	898	110	5	ཁུང	kbuṅ	khuṅ	kbun	 auch stor 	kbuṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	གཏོར་ཁུང་ 'stor khuṅ auch stor kbun Sammel-
wts_1_34	914	71	5	གདོང	gdoṅ	can	gdon	 Trta 	gdoṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Marker-attached damaged expression remains unresolved.	no	རྟ་ཡི་གདོང་ཅན་ rta ༡// gdon can Trta gdon can.
wts_1_34	919	3	6	རྟིང	rtiṅ	rtiṅ	rtin	 ’braṅ ba Gefährte; vgl. !	rtiṅ	cross_reference_probable	same_line_entry_structure_after_positional_alignment	manual_review	Cross-reference language suggests, but does not prove, identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	རྟིང་འབྲང་བ་ rtiṅ ’braṅ ba Gefährte; vgl. !rtin
wts_1_34	919	157	4	ཤིང	Siṅ	Siṅ	Sin	 Tgtun 	Siṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	རྟན་ཤིང་ rtun Siṅ Tgtun Sin can.
wts_1_34	923	125	5	ཁང	khaṅ	khaṅ	khan	 auch rdog 	khaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	རྟོག་ཁང་ rtog khaṅ auch rdog khan ein Ort, an
wts_1_34	929	151	5	ཀྱང	kyaṅ	lta	kyan	 smos 	kyaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	5 AS ཀྱང་ཉི་ དགོས་ lta smos kyan ci dgos auch
wts_1_34	935	20	5	ཁུང	khuṅ	khuṅ	khun	 7//¢ 	khuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The later token follows an unresolved damaged reference expression.	no	ལྟེ་བ་ཁུང་ Ite ba khuṅ 7//¢ khun.
wts_1_34	945	72	4	སེང	seṅ	seṅ	sen	 \stabs 	seṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The later token belongs to an unresolved backslash reference and is not promoted here.	no	སྟབ་སེང་ stab seṅ \stabs sen.
wts_1_34	946	86	4	སྟང	staṅ	staṅ	stan	 \bsti 	staṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	སྟི་སྟང་ sti staṅ \bsti stan.
wts_1_34	948	114	6	ཁང	khaṅ	khaṅ	khan	 auch steṅ gi 	khaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	སྟེང་ཁང་ steṅ khaṅ auch steṅ gi khan oberes
wts_1_34	948	143	5	སྟེང	steṅ	steṅ	sten	 gi dgag pa \	steṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The backslash-attached form requires independent reference-marker reconstruction.	no	སྟེང་གི་དགག་པ་ steṅ gi dgag pa \sten dgag.
wts_1_34	949	2	3	སྟེང	steṅ	steṅ	sten	 phur \	steṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The later sten is backslash-attached and its reference structure is unresolved.	no	སྟེང་ཕུར་ steṅ phur \sten 'phur.
wts_1_34	953	19	8	སྟང	stoṅ	stoṅ	ston	 pa bzw. stoṅ pa ñid 1°	stoṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	སྟང་པ་ stoṅ pa bzw. stoṅ pa ñid 1°ston 2.
wts_1_34	962	9	5	ཁུང	khuṅ	khuṅ	khun	 [།2/07 	khuṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.	deferred	The later token follows severely damaged text and cannot be aligned independently.	no	སྟོར་ཁུང་ stor khuṅ [།2/07 khun.
wts_1_34	988	91	4	ཐྲང	thaṅ	than	than	 dkar auch 	thaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཐྲང་དཀར་ than dkar auch than kar.
wts_1_34	988	157	4	ཐང	thaṅ	thaṅ	than	 khug Kurzf. 	thaṅ	cross_reference_probable	same_line_entry_structure_after_positional_alignment	manual_review	Cross-reference language suggests, but does not prove, identity.			yes	ཐང་ཁུག་ thaṅ khug Kurzf. than Lederbeutel,
wts_1_34	988	196	3	ཐང	thaṅ	thaṅ	than	 khrom \	thaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཐང་ཁོམ་ thaṅ khrom \than phrom.
wts_1_34	989	136	2	ཐང	thaṅ	thaṅ	than	 	thaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཐང་ཐན་ thaṅ than sehr klein, mickrig.
wts_1_34	989	165	4	ཐང	thaṅ	thaṅ	than	 phrom auch 	thaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཐང་ློཊ།་ thaṅ phrom auch than khrom Bez.
wts_1_34	989	229	4	བྲང	thaṅ	than	than	 Zu auch 	thaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	བྲང་ཞེ་ than Zu auch than Zwa eine Kopfbe-
wts_1_34	990	38	4	ཐང	thaṅ	thaṅ	than	 g.ye auch 	thaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཐང་གཡེ་ thaṅ g.ye auch than dbye große
wts_1_34	990	48	2	ཐང	thaṅ	ARE	than	 	thaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཐང་ར་མྨུ ARE than ra smu than rje ein dmu-
wts_1_34	990	48	5	ཐང	thaṅ	ARE	than	 than ra smu 	thaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཐང་ར་མྨུ ARE than ra smu than rje ein dmu-
wts_1_34	1014	15	5	འབྱང	byuṅ	byun	byun	 pf. Tthugs 	byuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	"ཐུགས་འབྱང་ thugs ""byun pf. Tthugs byun"
wts_1_34	1017	200	3	མོང	moṅ	thun	mon	 	moṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Frozen echo lacks independent exact lemma identity.	no	"ཐུན་མོང་ EN"" thun mon chos."
wts_1_34	1020	83	6	དབང	dbaṅ	dbaṅ	dban	 auch thub pa’i 	dbaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཐུབ་དབང་ thub dbaṅ auch thub pa’i dban po
wts_1_34	1028	18	4	རྐང	rkaṅ	bran	rkan	 	rkaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	བའུ་བང་རྐང་གཅུག་ lhe u bran rkan geig ein für
wts_1_34	1066	30	3	མཐོང	mthoṅ	mthoṅ	mthon	 ka \	mthoṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The backslash-attached later form requires independent marker and lexical reconstruction.	no	མཐོང་ཀ་ mthoṅ ka \mthon ga.
wts_1_34	1087	34	5	དུང	duṅ	duṅ	dun	 kyaṅ Ida 	duṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The later phrase is damaged and lacks an explicit same-lemma cue.	no	ད་དུང་ཀྱང་ da duṅ kyaṅ Ida dun yan.
wts_1_34	1099	32	5	ཞིང	Ziṅ	Ziṅ	Zin	 \dag 	Ziṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Backslash-attached damaged reference remains unresolved.	no	དག་པའི་ཞིང་ dag pa’i Ziṅ \dag Zin.
wts_1_34	1099	92	4	ཁང	khaṅ	khrus	khan	 	khaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	'བྲེད་ཁྲས་ཁང་གླེང་ dag byed khrus khan glin
wts_1_34	1099	92	5	གླེང	gliṅ	khan	glin	 	gliṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	'བྲེད་ཁྲས་ཁང་གླེང་ dag byed khrus khan glin
wts_1_34	1159	51	6	ཁང	khaṅ	khaṅ	khan	 Badehaus; vgl. [%//95 	khaṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.			yes	དུད་ཁང་ dud khaṅ Badehaus; vgl. [%//95 khan,
wts_1_34	1170	16	6	ཁང	khaṅ	khaṅ	khan	 Badehaus, vgl. Tdud 	khaṅ	cross_reference_probable	same_line_entry_structure_after_positional_alignment	manual_review	Cross-reference language suggests, but does not prove, identity.			yes	དུལ་ཁང་ dul khaṅ Badehaus, vgl. Tdud khan.
wts_1_34	1181	92	5	སང	saṅ	sa	san	 \den 	saṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	དུས་དིང་སང་ dus din sa \den san.
wts_1_34	1189	12	6	རིང	riṅ	riṅ	rin	 po \dus 	riṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The backslash-attached abbreviation requires independent reconstruction.	no	དུས་ཡུན་རིང་པོ་ dus yun riṅ po \dus rin.
wts_1_34	1239	41	6	སྟེང	steṅ	du	sten	 17༦ 	steṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.	deferred	The later sten follows severely damaged text and is not independently aligned.	no	དེའི་སྟེང་དུ་ de’i 5/©7 du 17༦ sten.
wts_1_34	1302	27	6	སྲོང	sroṅ	sroṅ	sron	 gi gnas ldran 	sroṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	དྲང་སྲོང་གི་གནས་ draṅ sroṅ gi gnas ldran sron
wts_1_34	1322	90	7	བཟང	bzaṅ	bzaṅ	bzan	 bu mo auch 777 	bzaṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.	deferred	The preceding damaged token prevents secure reconstruction of the repeated compound.	no	དྲི་བཟང་བུ་མོ་ dri bzaṅ bu mo auch 777 bzan bu
wts_1_34	1322	94	2	བཟང	bzaṅ	dri	bzan	 	bzaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	rejected	The token is not a later echo of an aligned occurrence on this damaged line.	no	་བཟང་རྩི་ * dri bzan rtsi can Bez. für Mo-
wts_1_34	1337	3	8	དྲུང	druṅ	druṅ	drun	 na bei, an, auf, vor; vgl. !'	druṅ	cross_reference_probable	same_line_entry_structure_after_positional_alignment	manual_review	Cross-reference language suggests, but does not prove, identity.	deferred	The later marker- and apostrophe-attached form requires independent reference reconstruction.	no	དྲུང་ན་ druṅ na bei, an, auf, vor; vgl. !'drun 1.
