source_queue	volume	page	line	token_index	source_token	proposed_target	candidate_family	context_excerpt	evidence	confidence	suggested_action	block_reason	score	score_explanation
corrected_text_scan	wts_1_34	323	187	3	$	ś	guarded_dollar_to_sacute	ཞཁོས་བྱགིས་ ’khos /97//$ pf. auch mkhos bgyis	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	323	193	9	$	ś	guarded_dollar_to_sacute	ner durch“ (S8212 3); blon ce ... gsum 67//$ ...	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	324	28	5	006$	006ś	guarded_dollar_to_sacute	འཁོས་སུ་ཕབ་ ’khos su phab 127/006$ phab.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	324	71	2	79$	79ś	guarded_dollar_to_sacute	འཁྱགས་དས་ ༡//7/79$ dus Bez. für Winter.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	324	156	2	$	ś	guarded_dollar_to_sacute	£77/$ pa - bon ni „zweitens das ‚umherwan-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	326	146	6	09$	09ś	guarded_dollar_to_sacute	འཁྱོག་ ’khyog pt. 1⁄75/7/09$ sich krümmen, win-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	327	46	5	0772$	0772ś	guarded_dollar_to_sacute	འཁྱོམ་ ’khyom pf. /0/73/0772$ verwirrt sein.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	327	68	3	$	ś	guarded_dollar_to_sacute	Lex. ~ ba = ///$ tshugs mi thub pas ~ ba „taumelnd, weil man nicht sicher stehen kann“	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	330	72	3	9$	9ś	guarded_dollar_to_sacute	འཁྱུགས་ 75/777/9$ pf. zu !’khrug aufgerührt sein,	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	331	81	4	$	ś	guarded_dollar_to_sacute	འཁྱངས་སྐར་ ༡5/77/7?$ skar Geburtstag.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	332	31	12	$	ś	guarded_dollar_to_sacute	che / =... bcas (metr.) „die großen Ozeanschiffe mit Maschinen“ (Suv 15,22); ///$ ni	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	333	66	3	$44	ś44	guarded_dollar_to_sacute	wurde“ (1711 $44); zin po rje / ~ na ’dug	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	335	52	5	9469$	9469ś	guarded_dollar_to_sacute	ni mchod rten du 9469$ nas „nachdem sie	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	337	181	11	$	ś	guarded_dollar_to_sacute	Lex. gans ri te se dan gans te se 977/$ (brDa);	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	338	2	5	$	ś	guarded_dollar_to_sacute	གང་གི་ཚེ་ gaṅ gi tshe \gani /$/76.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	338	125	1	$67775	ś67775	guarded_dollar_to_sacute	= ... $67775 de yan dag blans gyur pa / de nas	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	339	107	5	$77	ś77	guarded_dollar_to_sacute	tsan dan sprul gyi $77/77 po’i ~ cig „ein Stück	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	344	52	4	9$	9ś	guarded_dollar_to_sacute	4777 tn 7/9$ chen ~ nes par rab tm sgrogs	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	344	77	2	$577	ś577	guarded_dollar_to_sacute	གད་སྙིགས་ gad $577/9$ Müll, Schmutz, Abfall.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	344	77	3	9$	9ś	guarded_dollar_to_sacute	གད་སྙིགས་ gad $577/9$ Müll, Schmutz, Abfall.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	345	21	5	$	ś	guarded_dollar_to_sacute	གང་མོ་ gad mo Lachen, Gelächter; ~$ ’debs	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	345	38	2	$	ś	guarded_dollar_to_sacute	te ~$ btab nas skye bo’i tshogs rnams gyes so	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	351	123	10	$	ś	guarded_dollar_to_sacute	Lex. mar gug pa dan yar kyed pa 977/$ „nach	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	353	156	6	$	ś	guarded_dollar_to_sacute	ie ba 'khor gyis ... Zes $ bstan par brtsams te	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	353	188	9	$	ś	guarded_dollar_to_sacute	59,17); bla ma dam pa’i Zabs la ~$ ’dud	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	353	196	1	$	ś	guarded_dollar_to_sacute	~$ phyag ’tshal lo (metr.) „mit Körper, Rede	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	353	203	8	$	ś	guarded_dollar_to_sacute	ein Ehrfürchtiger* (Dol2 23,6); sin tu ~$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	355	190	2	$	ś	guarded_dollar_to_sacute	Lex. ///$ skyob pa’i lcags sogs kyi - „Panzer	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	356	14	18	$	ś	guarded_dollar_to_sacute	daṅ bcas par „mit seinem Wagen und in seiner Rüstung“ (ViśT 160,30); säın 77༩7 ~$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	356	88	2	$770	ś770	guarded_dollar_to_sacute	གོ་སྙོད་ go $770% ein Gewürz und Heilmittel,	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	357	78	4	$977	ś977	guarded_dollar_to_sacute	གོ་བ་ལོག་སྒྲབ་ go ba log $977/7 absichtliches	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	362	93	4	$	ś	guarded_dollar_to_sacute	Lex. rkan pa’i ~$ bgoms pa lta bu (brDa);	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	362	95	9	$	ś	guarded_dollar_to_sacute	ldem ldem gom pas ’gro ba’i don „1, $, ¥, mit	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	364	93	6	$	ś	guarded_dollar_to_sacute	dar gud bcu 9?7/$ ni... ~ (metr.) „die zwölf	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	365	130	2	$777	ś777	guarded_dollar_to_sacute	Lex. $777/9 rgyu (brDa, ähnl. Dagy).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	373	35	7	$	ś	guarded_dollar_to_sacute	(Vmst 47c); phyogs thams cad du ~$ khyab	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	373	213	2	$	ś	guarded_dollar_to_sacute	chu ~$ khrus byed du göug go „man lasse mit	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	374	176	2	$7767	ś7767	guarded_dollar_to_sacute	གྲངས་སྩེད་ grans $7767 so viele, so lange wie.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	375	154	6	$	ś	guarded_dollar_to_sacute	Lex. gyes 7777 don „1. $, ¥, zerstreut“	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	378	57	9	$	ś	guarded_dollar_to_sacute	13.33); 9777 rje ged nag po ... phyag 977/$ ~	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	379	149	12	$	ś	guarded_dollar_to_sacute	gzugs (metr.) „ein Schatten in Menschengestalt“ (T1748 122b1); sin rnams kyi ~$ chu	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	379	163	4	$	ś	guarded_dollar_to_sacute	chos gos kyi ~$ non pa’i gur kum rnams „aller	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	380	120	1	$	ś	guarded_dollar_to_sacute	~$ brgal te „nachdem wir den Fluß mit Booten überquert hatten“ (KTh 1: 272,5); chu ~	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	381	82	2	$	ś	guarded_dollar_to_sacute	(brDa); ~ $% = gru’i ’bab tshugs „Anlegestelle für Boote“ (Dagy).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	383	47	2	$	ś	guarded_dollar_to_sacute	Lex. ~$ bstan pa = nus pas bstan pa lta bu	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	383	139	6	$	ś	guarded_dollar_to_sacute	༡ ... risa sum cu risa £77/$ po ’di rnams	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	384	29	6	$	ś	guarded_dollar_to_sacute	khyun gsum grus pa £?7/$ su sprul nas „nach-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	388	116	5	$	ś	guarded_dollar_to_sacute	Lex. khyim gcig 977/$ tsam yod pa la zer ba	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	388	126	5	$50	ś50	guarded_dollar_to_sacute	der chinesische Kaiser“ (im $50); ~ na ni	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	390	151	1	$	ś	guarded_dollar_to_sacute	¢$ te „der Abgesandte wiede-rum hielt den	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	390	169	6	9777$	9777ś	guarded_dollar_to_sacute	bsad gra chen po bcu 9777$ btsugs te „zwölf	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	391	70	6	$	ś	guarded_dollar_to_sacute	kha thams cad ser ra’i ~$ gan nas „alle Wege	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	391	209	3	$	ś	guarded_dollar_to_sacute	Lex. ~ £77/$ = mi gla g.yog po £97/$ „Tagelöh-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	391	209	9	$	ś	guarded_dollar_to_sacute	Lex. ~ £77/$ = mi gla g.yog po £97/$ „Tagelöh-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	392	3	5	9777$5	9777ś5	guarded_dollar_to_sacute	ner und Diener“ (brDa); ~ 9777$5 = glas pa’i	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	392	4	4	$	ś	guarded_dollar_to_sacute	g.yog mi 977/$ (Dagy).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	392	199	2	$	ś	guarded_dollar_to_sacute	གླྭ་ཡིས་འཚོ་བ་ gla ༡//$ ’tsho ba !gla ’tsho.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	393	95	6	$	ś	guarded_dollar_to_sacute	Lex. ~ khyim = khyim bcu 977/$ nan gi ~	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	397	143	6	$	ś	guarded_dollar_to_sacute	mtshan med pa’am / mtshan £77/$ pa’am / ~	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	397	206	2	$	ś	guarded_dollar_to_sacute	£77/$ pa / gro gar ... bri (metr.) „man schreibe es als zwölf Fingerbreit langes Buch auf	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	398	146	2	$	ś	guarded_dollar_to_sacute	གླེང་སློང་ glen $/077 jmd., der ein Gespräch an-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	398	209	8	$	ś	guarded_dollar_to_sacute	228b7); khri dar ma mi sdug la ~$ „weil Khri	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	399	25	8	$	ś	guarded_dollar_to_sacute	byin gyis pags pa” sleb mos (7. ~$, Q1030 42:	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	399	79	2	$	ś	guarded_dollar_to_sacute	(brDa); ~$ = zur gyis dan ños ran „seitlich	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	399	80	5	$	ś	guarded_dollar_to_sacute	und eigene Seite“ (brDa); ~$ = zur gyis lta	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	399	81	3	$	ś	guarded_dollar_to_sacute	bu (Dagy); ~$ phab ste ñal = lus zur phab ste	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	399	90	7	$	ś	guarded_dollar_to_sacute	Lex. sga’i ~ thag (brDa, ähnl. Dagy); ~$ = -	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	400	42	1	$1131	ś1131	guarded_dollar_to_sacute	$1131], der ist unloyal‘“ (PT1287 308); blon	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	400	65	6	$18	ś18	guarded_dollar_to_sacute	ren, wurden sie bestraft“ (In1 $18); myan	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	402	204	1	$09$	ś09ś	guarded_dollar_to_sacute	$09$ = bar gyis (metr.) „mögen Götter und	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	405	49	7	9$	9ś	guarded_dollar_to_sacute	Lex. ~ bcos min 2 ran 4//9$ kyis byun ba’i ~ˆ?	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	406	75	2	$	ś	guarded_dollar_to_sacute	(brDa); ~$ = kun gyis (brDa).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	406	204	3	$	ś	guarded_dollar_to_sacute	dags krsna $ ri la ~ pa’i lta stans mdzad pas	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	408	64	6	$	ś	guarded_dollar_to_sacute	Lex. hor zla beu 977/$ pa (brDa, Dagy).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	408	159	8	40$	40ś	guarded_dollar_to_sacute	will“ (PT1287 412); skyin khrin lta po 40$ -	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	410	1	3	77$	77ś	guarded_dollar_to_sacute	དགེ་འདན་འབངས་ dge ’dun /¿77$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	410	91	5	$	ś	guarded_dollar_to_sacute	10b2); dge sdig 977/$ kas sgrib pas „einer, der	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	410	111	3	47$	47ś	guarded_dollar_to_sacute	Zin bkra 47$ par byed pa’o „er [kann] Heil	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	410	127	5	47$	47ś	guarded_dollar_to_sacute	dge’o = bkra Sis bkra 47$ so „Segen, Segen!“	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	412	21	3	$7$	ś7ś	guarded_dollar_to_sacute	dge’o = bkra $7$ bkra śis so „Segen, Segen!“	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	414	20	9	$77	ś77	guarded_dollar_to_sacute	’khor ba ’di pa sa mtha’i dge dgon $77//? gras	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	414	173	8	$	ś	guarded_dollar_to_sacute	dan/ gyim phag ces bya ba’i - 977/$ ’dug „es	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	419	95	7	$77	ś77	guarded_dollar_to_sacute	dgyes pa’i rdo rje’i rgyud kyi $77/77 po blans	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	419	116	12	$28	ś28	guarded_dollar_to_sacute	dgra’ thabs mkhas la „er war in der Kriegsführung erfahren“ (1111 $28); ~ chos kyi	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	419	123	14	$751	ś751	guarded_dollar_to_sacute	gtsigs bka’ stsald to „um die Feinde zu unterwerfen, gewährte er einen Erlaß* ($751	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	419	158	2	$	ś	guarded_dollar_to_sacute	5b1); ~$ ’jigs te myur du bros te „aus Furcht	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	420	71	9	$	ś	guarded_dollar_to_sacute	Lex. arhan (Mvy 4, 5138); Aon mons pa’i ~$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	423	54	6	777$	777ś	guarded_dollar_to_sacute	བགྱངས་ beyans pf. zu 1⁄97/777$ verschieben.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	424	42	8	$	ś	guarded_dollar_to_sacute	verfaßt wurde“ (Vdk 2: 414,6); £977/$ kyi do	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	426	135	3	9777$	9777ś	guarded_dollar_to_sacute	~ kha nag 9777$ / skud pas dkri Zin „zwei Kiie-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	427	203	2	$13	ś13	guarded_dollar_to_sacute	(1111 $13 = PT16 33b4 = PT1287 448); = la	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	427	212	4	$	ś	guarded_dollar_to_sacute	gi dam pa ~$ „mit meinem edelsten Körperteil, dem Kopf“ (Suv 99,1); dpun pa la ni ~	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	428	39	8	$	ś	guarded_dollar_to_sacute	wickeltem Kopf“ (Vdk 2: 347,2); rta ~$ phyi	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	428	56	3	$	ś	guarded_dollar_to_sacute	nag sbrul ~$ „der Dunkelgrüne mit dem	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	428	79	1	$	ś	guarded_dollar_to_sacute	= ~$ brda gton ba lta bu „wie: mit dem Kopf	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	428	85	11	$55	ś55	guarded_dollar_to_sacute	pho gsold „nachdem Nan-lam Klu-khon eine Beratung begonnen hatte“ (171 $55);	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	428	207	5	$	ś	guarded_dollar_to_sacute	und Fieber“ (Yś 6d); ~ //$ mdog ser /	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	429	74	2	5$77.07775	5ś77.07775	guarded_dollar_to_sacute	མགོ་སྩོམས་ mgo 5$77.07775 gleichstellen, verein-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	429	143	7	$	ś	guarded_dollar_to_sacute	chad ma byun ba’i don „1. $, ¥, ohne daß ein	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	430	82	4	$77777	ś77777	guarded_dollar_to_sacute	pho = rnams la $77777 gtam bśad (metr.) „[das	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	431	81	4	$	ś	guarded_dollar_to_sacute	24); bZon pa ~$ (metr.) „auf einem schnellen Gefährt“ (Suv 173,7); bon bu Zon te -r	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	434	26	11	$	ś	guarded_dollar_to_sacute	pa’am sba ba’i don „wie: man muß bedekken, und 1]. $. ¥. verstecken oder verbergen“	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	434	89	2	$	ś	guarded_dollar_to_sacute	lag ~$ dman yan (metr.) „fehlt es an einigen	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
