volume	page	line	token_index	tibetan_syllable	source_latin_token	source_signature	proposed_latin_target	compatible_accepted_target_count	compatible_competing_form_counts	incompatible_dotted_form_counts	same_tibetan_dotted_evidence_total	old_alignment_category	source_compatible_category	damage_scope	syllable_identity_guard	confidence	suggested_action	transcription_integrity_status	transcription_integrity_violations	alignment_review_status	context_excerpt	reason_for_deferral
wts_1_34	424	173	1	བགྲང	beran	bera<FINAL_NASAL>		0		bgraṅ:9	9	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	བགྲང་གཞི་ beran gäi.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	430	109	2	ལང	lin	li<FINAL_NASAL>		0		laṅ:25	25	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	མག་ལང་ go lin.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	441	20	4	འགྱངས	then	the<FINAL_NASAL>		0		gyaṅs:1	1	not_emitted_by_legacy_global_target	source_compatible_damaged_context	damage_before_latin_alignment	target_unresolved_no_anchor	manual	manual_alignment_review	target_unresolved_no_anchor		marker_or_damage	འགྱངས་འཐེན་ ”£9)/47?5£ ’then Aufschub, Verzöge-	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	441	56	2	སྟངས	n	<FINAL_NASAL>		0		staṅs:3	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	འགྱིང་སྟངས་ ’oyın stans Hochmut.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	453	27	3	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	འགྲོ་བའི་ངང་ཚུལ་ gro ba’i nan tshul Bez. für	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	464	15	3	དང	dun	du<FINAL_NASAL>		0		daṅ:118; rkaṅ:1	119	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	རྒྱ་མཚོའི་དང་ྲེང་ rgya mtsho’i dun phren Bez.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	466	168	2	ཤང	Sin	Si<FINAL_NASAL>		0		Saṅ:1; siṅ:1	2	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	རྒྱངས ཤང་ rgyans Sin ein Werkzeug zum Be-	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	478	35	4	ལེང	phren	phre<FINAL_NASAL>		0		liṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_damaged_context	damage_before_latin_alignment	target_unresolved_no_anchor	manual	manual_alignment_review	target_unresolved_no_anchor		marker_or_damage	"’ རྭ་ལེང་ཅུ "" 7⁄97/// skar phren can Bez. für"	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	488	105	1	རྒྱང	rgyon	rgyo<FINAL_NASAL>		0		rgyaṅ:13	13	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	རྒྱང་ rgyon	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	488	114	1	རྒྱང	rgyon	rgyo<FINAL_NASAL>		0		rgyaṅ:13	13	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	རྒྱང་ rgyon pf. \brgyans fut. \brgyan imp.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	491	208	2	ཆུང	sge’n	sge’<FINAL_NASAL>		0		chuṅ:130; ruṅ:1	131	not_emitted_by_legacy_global_target	source_compatible_damaged_context	tibetan_headword_overlap	target_unresolved_no_anchor	manual	manual_alignment_review	target_unresolved_no_anchor		marker_or_damage	SQ ཆུང་ 'sge’n chuṅ }'sge’n.	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	493	73	3	ཁང	Eingangsbereich	Eingangsbereic<FINAL_NASAL>		0		khaṅ:89; kbaṅ:4	93	not_emitted_by_legacy_global_target	source_compatible_damaged_context	damage_before_latin_alignment	target_unresolved_no_anchor	manual	manual_alignment_review	target_unresolved_no_anchor		marker_or_damage	གྒོ་ཁང་ $90 khan Eingangsbereich, Wachtturm.	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	495	10	2	བསླང	bsruh	bsru<FINAL_NASAL>		0		bskyuṅ:1; bslaṅ:1	2	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	སྒོ་བསླང་བ་ sgo bsruh ba auch sgo bsruns Tsgo	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	499	129	4	དང	dun	du<FINAL_NASAL>		0		daṅ:118; rkaṅ:1	119	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	སྒྲ་སྐྱེད་ཀློག་དང་ ཡའ a skyed glog dun Lautspre-	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	503	36	5	ཚོང	Tauschhan	Tauschha<FINAL_NASAL>		0		tshoṅ:3; ishoṅ:1	4	not_emitted_by_legacy_global_target	source_compatible_marker_attached	latin_headword_overlap	target_unresolved_no_anchor	manual	separate_marker_and_final_ng_review	target_unresolved_no_anchor		marker_or_damage	སྒྲིལ་ཉོ་སྒྲིལ་ཚོང་ sgril 770 sgril tshon Tauschhan-	Reference-marker reconstruction requires independent evidence.
wts_1_34	506	34	2	ལྗང	han	ha<FINAL_NASAL>		0		ldaṅ:3; daṅ:1; laṅ:1	5	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	སྒྲོ་ལྗང་ sgro han Papagei.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	506	45	2	མངང	mdun	mdu<FINAL_NASAL>		0		maṅ:2; mdoṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	སྒྲོ་མངང་ sgro mdun eine Waffe.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	510	25	3	དང	dun	du<FINAL_NASAL>		0		daṅ:118; rkaṅ:1	119	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	བྱྱ་བྱིན་དང་ brgya byin dun nach rechts ge-	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	525	174	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་སྐྱ་ nan skya isabellfarben, weißlich.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	525	215	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་འགྲོས་ nan ’gros Bez. eines rituellen Tan-	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	37	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་ཐག་བསྲིང་ nan thag bsrin fut. ertragen.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	42	1	ངང	thun	thu<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_damaged_context	tibetan_headword_overlap	target_unresolved_no_anchor	manual	manual_alignment_review	target_unresolved_no_anchor		marker_or_damage	ངང་ཐུང་ ༡༩༧༩ thun ungeduldig, aufbrausend.	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	526	54	1	ངང	man	ma<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་པ་ man pa	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	56	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་འཐེན་ nan ’then Aufschub, Verzögerung.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	106	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་པ་ཅན་ nan pa can	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	125	1	ངང	nah	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་པའི་རྐང་པ་ nah pa’ rkaṅ pa Bez. für	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	130	1	ངང	man	ma<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་པའི་ཁ་ཉོ། man pa’i bu mo Beiname der	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	137	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་པའི་བཞོན་པ་ nan pa’i bon pa Beiname des	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	143	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་པའི་ཤིང་རྟ་ nan pa’i siṅ rta Beiname des	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	167	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་བསིངས་ nan bsrins	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	186	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་ཞེར་ nan Zur isabellfarbenes Pferd bzw.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	206	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་སེར་ nan ser.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	213	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་བསིང་ nan bsrin fut. verlängern, hinaus-	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	526	216	1	ངང	nan	na<FINAL_NASAL>		0		daṅ:2; haṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངང་བསིངས་ nan bsrins pf. verlängern, hinaus-	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	528	116	1	སྤོང	nan	na<FINAL_NASAL>		0		spoṅ:8	8	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	& “་སྤོང་སྐྱེས་ nan spoh skyes Bez. für dürväa-	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	535	160	3	འགྱང	byun	byu<FINAL_NASAL>		0		gaṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	"ངེས་པར་འགྱང་ nes par ""byun"	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	541	84	2	སང	srun	sru<FINAL_NASAL>		0		saṅ:9; siṅ:1; sdaṅ:1	11	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ངོ་སང་ no srun pf. und fut. ro bsrun jmdm.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	544	136	2	གདང	gdun	gdu<FINAL_NASAL>		0		gdaṅ:11; ggdaṅ:2; gdoṅ:2	15	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	དྱངུལ་གདང་བརརྐྱད་ dnul gdun brgyad eine Kal-	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	544	163	2	སང	sran	sra<FINAL_NASAL>		0		saṅ:9; siṅ:1; sdaṅ:1	11	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	དྭྱངལ་སང་ drul sran	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	544	204	2	སང	sran	sra<FINAL_NASAL>		0		saṅ:9; siṅ:1; sdaṅ:1	11	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	དྭངལ་སང་ dnul sran eine Währung.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	552	31	3	ཝང	ldan	lda<FINAL_NASAL>		0		waṅ:5	5	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	མངོན་དྭ་ཝང་བ་ mnon du ldan ba ehrerbietiges	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	552	37	3	ཕྱང	phyun	phyu<FINAL_NASAL>		0		phyaṅ:9; pyaṅ:1; pphyaṅ:1	11	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	མངོན་ད་ཕྱང་ mnon du phyun pf. enthüllen,	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	552	131	4	འོང	herbeikommen	herbeikomme<FINAL_NASAL>		0		oṅ:10	10	not_emitted_by_legacy_global_target	source_compatible_damaged_context	latin_headword_overlap	target_unresolved_no_anchor	manual	manual_alignment_review	target_unresolved_no_anchor		marker_or_damage	མངོན་ང་འོང་ mnon du 07? herbeikommen.	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	575	168	2	ཀེང	ken	ke<FINAL_NASAL>		0		koṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཅང་ཀེང་ caṅ ken	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	575	211	2	ཀེང	ken	ke<FINAL_NASAL>		0		koṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཅང་ཀེང་ can ken die chin. Regierungsdevise &	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	576	55	3	ཤང	Sun	Su<FINAL_NASAL>		0		Saṅ:1; siṅ:1	2	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཅང་འེ་ཤང་ can ’e Sun npr.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	583	77	2	ཀྱང	Ryan	Rya<FINAL_NASAL>		0		kyaṅ:7; gyaṅ:1; byaṅ:1	9	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཅིས་ཀྱང་ cis Ryan Tcinas kyan.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	584	72	2	སྲིང	sin	si<FINAL_NASAL>		0		sriṅ:13	13	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཅུང་སྲིང་ cun sin eine Speise.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	586	209	1	ཅང	con	co<FINAL_NASAL>		0		caṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_no_anchor	later_gloss_or_commentary	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	"ཅང"" con 27 auch cun Zi, con Zu, gcon Zı ein"	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	594	72	1	གཅུང	geun	geu<FINAL_NASAL>		0		gcuṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	གཅུང་ geun	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	597	73	2	ང	gcon	gco<FINAL_NASAL>		0		naṅ:3; boṅ:3; byaṅ:3; ldoṅ:2; byuṅ:2; khaṅ:1; gduṅ:1; ldiṅ:1; snaṅ:1; dpuṅ:1; phuṅ:1; siṅ:1; braṅ:1; smyuṅ:1	22	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	a ང་ཞེ་ gcon Zi Tcon Zi.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	613	138	1	ང	lcan	lca<FINAL_NASAL>		0		naṅ:3; boṅ:3; byaṅ:3; ldoṅ:2; byuṅ:2; khaṅ:1; gduṅ:1; ldiṅ:1; snaṅ:1; dpuṅ:1; phuṅ:1; siṅ:1; braṅ:1; smyuṅ:1	22	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ང་ར * lcan rüid Weidenkätzchen.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	615	137	1	ལྕང	lcun	lcu<FINAL_NASAL>		0		lcaṅ:9	9	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ལྕང་མོ་ lcun mo Fingerhut.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	628	98	1	ང	chan	cha<FINAL_NASAL>		0		naṅ:3; boṅ:3; byaṅ:3; ldoṅ:2; byuṅ:2; khaṅ:1; gduṅ:1; ldiṅ:1; snaṅ:1; dpuṅ:1; phuṅ:1; siṅ:1; braṅ:1; smyuṅ:1	22	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	"ང་ཅན"" chan can Weinbecher; vgl. chin. &"	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	632	143	2	ཁང	khun	khu<FINAL_NASAL>		0		khaṅ:89; kbaṅ:4	93	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཆཁྲ་།ཁང་ chab khun Abfluß, Toilette.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	639	140	2	སྔང	san	sa<FINAL_NASAL>		0		sdaṅ:2	2	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཆེང་སྔང་ chin san auch ’chin san, phyin san	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	642	121	1	པང	Daseinsbereichen	Daseinsbereiche<FINAL_NASAL>		0		paṅ:6	6	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		obvious_gloss_or_alignment_noise	པང Daseinsbereichen.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	645	135	2	ཏང	tin	ti<FINAL_NASAL>		0		taṅ:5	5	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཆུ་ཏང་རན chu tin ron npr. eine Nägini.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	646	141	2	འབུང	thun	thu<FINAL_NASAL>		0		Duṅ:1; buṅ:1; baṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཆུ་འབུང་ chu ’thun.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	651	78	2	ཞང	Zin	Zi<FINAL_NASAL>		0		źaṅ:3	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཆུ ཞང་ chu Zin Reisfeld.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	654	51	2	ཤང	Sin	Si<FINAL_NASAL>		0		Saṅ:1; siṅ:1	2	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཆུ་ཤང་ ch Sin.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	654	115	2	ཤང	Sin	Si<FINAL_NASAL>		0		Saṅ:1; siṅ:1	2	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཆུ་ཤང་ཆ cha Sin ma.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	655	124	3	གྲང	gron	gro<FINAL_NASAL>		0		graṅ:16	16	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཆུ་ཨུན་གྲང་ཏྱར་ chu srin gron khyer	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	665	57	2	སྙིང	shin	shi<FINAL_NASAL>		0		siṅ:3; sāiṅ:1; sñiṅ:1; stiṅ:1	6	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཆེད་སྙིང་ ched shin	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	680	22	4	ང	klon	klo<FINAL_NASAL>		0		naṅ:3; boṅ:3; byaṅ:3; ldoṅ:2; byuṅ:2; khaṅ:1; gduṅ:1; ldiṅ:1; snaṅ:1; dpuṅ:1; phuṅ:1; siṅ:1; braṅ:1; smyuṅ:1	22	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	EN བེངས་ཀོང་ང་བཤགས་ chos dbyins klon du	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	695	99	2	སྔོང	sdon	sdo<FINAL_NASAL>		0		sbyoṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	མཆོད་སྔོང་ mchod sdon	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	695	124	2	སྔོང	sdon	sdo<FINAL_NASAL>		0		sbyoṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	མཆོད་སྔོང་ mchod sdon.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	696	1	2	སྔོང	sdon	sdo<FINAL_NASAL>		0		sbyoṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	མཆོད་སྔོང་ཅན་ mchod sdon can	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
