family_key	candidate_family	source_tokens	proposed_targets	occurrence_count	volume_count	sample_refs	sample_contexts	evidence_summary	confidence_summary	suggested_action
citation_or_siglum:ismeo:ismeo	citation_or_siglum	ISMEO (2)	ISMEO (2)	2	1	wts_1_34:862:102; wts_1_34:862:107	with introduction and English summary. Roma: ISMEO (Minor Buddhist Texts 2, || ing two minor chronicles. Roma: ISMEO (SOR 24). [Debmgs]	siglum_shape:2	policy:2	already_canonical_siglum
citation_or_siglum:kunk:kunk	citation_or_siglum	KunK (2)	KunK (2)	2	1	wts_1_34:1088:12; wts_1_34:1173:41	man diesen Morgen gegessen hat“ (KunK || reszeit dazu aufgefordert werden“ (KunK	siglum_shape:2	policy:2	already_canonical_siglum
citation_or_siglum:kävyäd:kavyad	citation_or_siglum	Kävyäd (2)	Kāvyād (2)	2	1	wts_1_34:240:55; wts_1_34:1122:72	yi rlun (metr.) „der Wind aus dem vorzüglichsten Mund der Geliebten“ (Kävyäd || gestattetes Gedicht“ (Kävyäd 1.19c); skyes	siglum_shape:2	policy:2	already_canonical_siglum
citation_or_siglum:lokesh:lokesh	citation_or_siglum	LOkesH (1), LokEsH (1)	LOkesH (1), LokEsH (1)	2	1	wts_1_34:835:39; wts_1_34:857:23	rung nur noch in Ausnahmefällen Wörterbücher wie die von LOkesH (1181) 1959- || LokEsH CHANDRA 1959-1961: Tibetan-Sanskrit dictionary. Based on a close compara-	siglum_shape:2	policy:2	already_canonical_siglum
citation_or_siglum:nbt:nbt	citation_or_siglum	NBT (2)	NBT (2)	2	1	wts_1_34:859:113; wts_1_34:1100:84	(Bibliotheca Buddhica 8) [Repr. d. Ausg. St. Petersburg, 1904]. [NB, NBT] || Ort, Zeit und Wesen entfernt sind“ (NBT	siglum_shape:2	policy:2	already_canonical_siglum
citation_or_siglum:nyäyabindu:nyayabindu	citation_or_siglum	Nyäyabindu (2)	Nyāyabindu (2)	2	1	wts_1_34:857:87; wts_1_34:859:7	ti’s Nyäyabindu. Patna: K. 1? Jayaswal Research Institute (Tibetan Sanskrit Works || — 1970: Indices verborum, Sanscrit-Tibetan and Tibetan-Sanscrit to the Nyäyabindu	siglum_shape:2	policy:2	already_canonical_siglum
citation_or_siglum:nägn:nagn	citation_or_siglum	Nägn (2)	Nāgn (2)	2	1	wts_1_34:288:16; wts_1_34:1171:55	gehst du selbst zu ihm“ (Nägn 47,9); ~ Ikog || khrus kyi — ni grub pa (metr.) „die Zeit deines Brautbades ıst erreicht“ (Nägn 91,5); ’o	siglum_shape:2	policy:2	already_canonical_siglum
citation_or_siglum:r:r	citation_or_siglum	R (2)	R (2)	2	1	wts_1_34:859:65; wts_1_34:859:70	RıcARD, Matthieu et al. 1994: The life of Shabkar. The autobiography ofa Tibetan Yogin. || RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	siglum_shape:2	policy:2	already_canonical_siglum
citation_or_siglum:s:s	citation_or_siglum	$ (1), S (1)	S (2)	2	1	wts_1_34:288:141; wts_1_34:862:79	~$ ~ dbyun ba bZin du bstan par „er lehrte, || of the Sıddha Tilopa.“ In: East and West 43 (1993), pp. 185-198.	siglum_shape:2	policy:2	already_canonical_siglum
citation_or_siglum:tas:tashi	citation_or_siglum	Tas (2)	TASHI (2)	2	1	wts_1_34:862:14; wts_1_34:862:21	Tasıı vorjı 1973: Snan [!] srid mdzod phug gi rtsa ba dan [!] spyi don gyı gsun [!] pod || Tasıı TSERING 1980: ’Dzam glin rgyas par bsad pa thag rin gsal bar mthon byed dur-	siglum_shape:2	policy:2	already_canonical_siglum
dollar_ś:'s:'s	dollar_ś	'$ (2)	'ś (2)	2	1	wts_1_34:514:93; wts_1_34:515:97	བསློངས་ bsgons pf. zu †'$9077 rundmachen. || བརྒྱུར་ bsgyur pf. und fut. zu ༈ '$97///7-.	orthography_scan:2	medium:2	review
dotless_i:alttıb:alttib	dotless_i	alttıb (2)	alttib (2)	2	1	wts_1_34:583:101; wts_1_34:618:11	"""ca alttıb. für Ichu. || & :cha alttıb. auch ca."	orthography_scan:2	low:2	review
dotless_i:apı:api	dotless_i	apı (2)	api (2)	2	1	wts_1_34:181:56; wts_1_34:711:67	apı nirvyapeksäh)“ (Bca 6.121b); vol sgeg || auf irgendeine Weise (skt. katham cid apı)	orthography_scan:2	low:1, medium:1	review
dotless_i:atı:ati	dotless_i	atı (1), Atı (1)	ati (1), Ati (1)	2	1	wts_1_34:663:74; wts_1_34:839:8	Lex. mahat (in Mvy 1063, 1406 u. ö.); atı? || Atı H	orthography_scan:2	low:2	review
dotless_i:atınth:atinth	dotless_i	AtıNth (2)	AtiNth (2)	2	1	wts_1_34:13:7; wts_1_34:839:10	AtıNth	orthography_scan:2	medium:2	review
dotless_i:avabhäsayantı:avabhäsayanti	dotless_i	avabhäsayantı (2)	avabhäsayanti (2)	2	1	wts_1_34:74:20; wts_1_34:177:156	tet (avabhäsayantı)“ (K12 43a2, skt. 37,27); || und Wirkung erleuchtet (avabhäsayantı)“	orthography_scan:2	low:2	review
dotless_i:brıs:bris	dotless_i	brıs (2)	bris (2)	2	1	wts_1_34:556:191; wts_1_34:850:131	མངོན་བྲིས་ mnon brıs pf. zeichnen. || zin brıs.	orthography_scan:2	medium:1, low:1	review
dotless_i:chın:chin	dotless_i	chın (2)	chin (2)	2	1	wts_1_34:53:87; wts_1_34:97:46	ཀི་ཀང་ 'ki kan Beiname des Rähu. -- vgl. chın. || ཀོང་ཅོ་ kon co, auch kon jo chın. Titel für Prinzes-	orthography_scan:2	medium:2	review
dotless_i:dalaı:dalai	dotless_i	Dalaı (2)	Dalai (2)	2	1	wts_1_34:182:189; wts_1_34:688:8	Dalaı Lama od. Königs. || Dalaı Lama“ (Dagy).	orthography_scan:2	low:1, medium:1	review
dotless_i:dolanjı:dolanji	dotless_i	Dolanjı (2)	Dolanji (2)	2	1	wts_1_34:32:120; wts_1_34:866:201	Tibetan Bonpo Monastic Centre (Dolanjı)	orthography_scan:2	low:2	review
dotless_i:dınar:dinar	dotless_i	dınar (2)	dinar (2)	2	1	wts_1_34:751:209; wts_1_34:909:191	ལྗོན་ ljon auch //0/7 dınar Kupfer. || 2: 216,2); ~ dınar ro sten 7:09 (metr.) „eine	orthography_scan:2	medium:1, low:1	review
dotless_i:gzrı:gzri	dotless_i	gzrı (2)	gzri (2)	2	1	wts_1_34:247:125; wts_1_34:922:186	gzrı min).	orthography_scan:2	medium:2	review
dotless_i:hım-:him-	dotless_i	Hım- (2)	Him- (2)	2	1	wts_1_34:76:179; wts_1_34:420:48	— ’gyur (metr.) „weil [ich] in allen vier Hım- || edlen Arhantis Yasahprajhä usw. am Hım-	orthography_scan:2	low:2	review
dotless_i:inı:ini	dotless_i	Inı (2)	Ini (2)	2	1	wts_1_34:727:11; wts_1_34:812:40	leben“ (Inı2 W53); mi ~ pa bäis bsnens pa || den alten Wegen“ (Inı2 W41); gtsug lag	orthography_scan:2	low:1, medium:1	review
dotless_i:ivı:ivi	dotless_i	Ivı (2)	Ivi (2)	2	1	wts_1_34:29:65; wts_1_34:863:59	Ivı	orthography_scan:2	low:2	review
dotless_i:kyıi:kyii	dotless_i	kyıi (2)	kyii (2)	2	1	wts_1_34:271:69; wts_1_34:1295:20	verbreitet“ (5751 35b3); rab rıb kyıi lin tog || Schicht“ (MTH3/3/2 5); drag {g}Zan kyıi ro	orthography_scan:2	medium:2	review
dotless_i:käsıkä:käsikä	dotless_i	Käsıkä (2)	Käsikä (2)	2	1	wts_1_34:45:56; wts_1_34:47:3	Jambudvipa sind Käsıkä, Kalasa und Ma- || heißt es: ‚In Jambudvipa sind Käsıkä, Kalasa	orthography_scan:2	low:2	review
dotless_i:lorı:lori	dotless_i	lorı (2)	lori (2)	2	1	wts_1_34:14:49; wts_1_34:738:112	snod beud kun gsal me lorı (verf. 1830). Ohne weiteren Zusatz bezeichnet das Kürzel || lorı » eine Schuld zurückzahlen.	orthography_scan:2	low:2	review
dotless_i:m.i.vı:m.i.vi	dotless_i	M.I.vı (2)	M.I.vi (2)	2	1	wts_1_34:694:15; wts_1_34:844:102	M.I.vı.2a	orthography_scan:2	low:2	review
dotless_i:mın:min	dotless_i	mın (2)	min (2)	2	1	wts_1_34:282:74; wts_1_34:651:126	Lex. mig 97 mın (Dagy). || mın (Dagy).	orthography_scan:2	medium:2	review
dotless_i:nımmt:nimmt	dotless_i	nımmt (2)	nimmt (2)	2	1	wts_1_34:577:206; wts_1_34:771:146	nımmt der Arme Zuflucht beim Vor- || „am Morgen nımmt er ein Bad“ (gZi 2:	orthography_scan:2	low:1, medium:1	review
dotless_i:pagına:pagina	dotless_i	pagına (2)	pagina (2)	2	1	wts_1_34:31:264; wts_1_34:866:83	pagına, paginae; Seite, Seiten	orthography_scan:2	low:2	review
dotless_i:reıs:reis	dotless_i	Reıs (2)	Reis (2)	2	1	wts_1_34:551:49; wts_1_34:649:165	1. ein Reıs. || 1. Reıs.	orthography_scan:2	low:2	review
dotless_i:rıb:rib	dotless_i	rıb (2)	rib (2)	2	1	wts_1_34:194:13; wts_1_34:271:69	rıb. || verbreitet“ (5751 35b3); rab rıb kyıi lin tog	orthography_scan:2	low:1, medium:1	review
dotless_i:rıl:ril	dotless_i	rıl (2)	ril (2)	2	1	wts_1_34:532:175; wts_1_34:532:222	ངུར་རིལ་ nur rıl || ངུར་རིལ་ nur rıl Wildente, Möwe.	orthography_scan:2	medium:2	review
dotless_i:scı:sci	dotless_i	scı (1), Scı (1)	sci (1), Sci (1)	2	1	wts_1_34:817:183; wts_1_34:942:133	ich dich rufe und es dir bekanntmache, scı || (Scı1U11 2012: 1397).	orthography_scan:2	low:2	review
dotless_i:seın:sein	dotless_i	seın (2)	sein (2)	2	1	wts_1_34:245:42; wts_1_34:955:172	hören, gehorsam seın. || Atem seın.	orthography_scan:2	low:2	review
dotless_i:skı:ski	dotless_i	skı (2)	ski (2)	2	1	wts_1_34:733:127; wts_1_34:753:28	Weltzeitalter einleiten (für skı. puskarä- || Vergeßlichkeit (skı. musitasmrti), Zer-	orthography_scan:2	low:2	review
dotless_i:spyı:spyi	dotless_i	spyı (2)	spyi (2)	2	1	wts_1_34:147:127; wts_1_34:346:200	ken niedergelegt“ (Tär 181,10); gras yıg spyı || des spyı dpon“ (Gesar 186,20).	orthography_scan:2	low:2	review
dotless_i:tcı:tci	dotless_i	Tcı (2)	Tci (2)	2	1	wts_1_34:580:175; wts_1_34:586:41	ཅི་ཞིག་འདྲ་ ci Zig ’dra Tcı ’dra. || Tcı cog, 10 cog.	orthography_scan:2	medium:1, low:1	review
dotless_i:türkısch:türkisch	dotless_i	türkısch (2)	türkisch (2)	2	1	wts_1_34:590:39; wts_1_34:866:220	türk. türkısch || türkısch	orthography_scan:2	low:2	review
dotless_i:tı:ti	dotless_i	Tı (2)	Ti (2)	2	1	wts_1_34:848:21; wts_1_34:848:23	Tı112 || Tı113	orthography_scan:2	low:2	review
dotless_i:tıb:tib	dotless_i	Tıb (1), tıb (1)	Tib (1), tib (1)	2	1	wts_1_34:842:67; wts_1_34:1134:65	54 (IOL Tıb N 1924); Faksimile, p. 55, Fig. 6. || 3. npr. ein tıb. Herrscher.	orthography_scan:2	low:2	review
dotless_i:tılal:tilal	dotless_i	TıLal (2)	TiLal (2)	2	1	wts_1_34:20:96; wts_1_34:850:11	TıLal	orthography_scan:2	low:2	review
dotless_i:xlıv:xliv	dotless_i	xlıv (2)	xliv (2)	2	1	wts_1_34:23:70; wts_1_34:857:58	xlıv	orthography_scan:2	low:2	review
dotless_i:yıb:yib	dotless_i	yıb (2)	yib (2)	2	1	wts_1_34:176:15; wts_1_34:634:220	སྐམ་ཡིབ་ skam yıb dünn, mager. || ~ yıb byas „ich bat um Unterkunft im	orthography_scan:2	medium:1, low:1	review
dotless_i:yıs:yis	dotless_i	yıs (2)	yis (2)	2	1	wts_1_34:641:95; wts_1_34:1193:100	entwässerter Milch“ (T1748 12833); ~ yıs || er 999 Söhne hatte“ (Liyl 17536); — yıs ...	orthography_scan:2	low:2	review
dotless_i:zıg:zig	dotless_i	zıg (1), Zıg (1)	zig (1), Zig (1)	2	1	wts_1_34:580:53; wts_1_34:711:181	ཅ ཞག €/ zıg || Saṃsāra [bestehen]“ (MSg 7,24); re Zıg ~	orthography_scan:2	medium:1, low:1	review
dotless_i:ı.s.v:i.s.v	dotless_i	ı.S.v (2)	i.S.v (2)	2	1	wts_1_34:735:52; wts_1_34:806:130	don „ı.S.v. durch das Locheisen gezogen“ || kyan 'byun „ı.S.v. Ehe vermitteln, erscheint	orthography_scan:2	low:2	review
dotless_i:ınan:inan	dotless_i	ınan (2)	inan (2)	2	1	wts_1_34:801:67; wts_1_34:899:37	Zin ’gro (metr.) „ınan soll nur ein Joch weit || „ınan soll zahlreiche Wasseropfer und drei-	orthography_scan:2	low:2	review
dotless_i:ıns:ins	dotless_i	ıns (2)	ins (2)	2	1	wts_1_34:134:157; wts_1_34:970:123	"reiste ıns ’""A-Za-Land; unterdessen erschien || der ıns Tibetische übersetzten"	orthography_scan:2	low:2	review
dotless_i:ıst:ist	dotless_i	ıst (2)	ist (2)	2	1	wts_1_34:329:111; wts_1_34:705:121	.. ༡ Zin ger (metr.) „Galle ıst abführend || für den das Wort das Höchste ıst“ (Mvy	orthography_scan:2	medium:1, low:1	review
google_tibetan_diacritic_disagreement:1:gñis	google_tibetan_diacritic_disagreement	1 (2)	gñis (2)	2	1	wts_1_34:967:125; wts_1_34:967:125	tshul kbrims ༡༨ (v. 1. Ita) ba 72/// (v. 1, gud)	google_unresolved_tibetan_context:2	medium:2	review
google_tibetan_diacritic_disagreement:bkah-than-sde-ina:bkah-than-sde-lṅa	google_tibetan_diacritic_disagreement	Bkah-than-sde-Ina (2)	Bkah-than-sde-lṅa (2)	2	1	wts_1_34:857:52; wts_1_34:857:55	— 1982: Bkah-than-sde-Ina. Dgah-Idan-phun-tshogs-glin [!] edition. Reproduced || — 1982a: Bkah-than-sde-Ina. Zhö edition. Reproduced from the collection of Prof.	google_unresolved_tibetan_context:2	medium:2	review
google_tibetan_diacritic_disagreement:bzan-po’i:bzaṅ-po'i	google_tibetan_diacritic_disagreement	bzan-po’i (2)	bzaṅ-po'i (2)	2	1	wts_1_34:589:116; wts_1_34:860:98	Werksammlungen Kun-tu bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar || bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar und mKha’-’gro gsan-ba ye-	google_unresolved_tibetan_context:2	medium:2	review
google_tibetan_diacritic_disagreement:gfäis:gñis	google_tibetan_diacritic_disagreement	gfäis (2)	gñis (2)	2	1	wts_1_34:695:72; wts_1_34:1173:94	dge ’dun sde gfäis spyan drans nas ... = gsol || 24,6); stigs ma’i — ’dir rgyal ba gfäis pa byon	google_unresolved_tibetan_context:2	medium:2	review
google_tibetan_diacritic_disagreement:in:ñin	google_tibetan_diacritic_disagreement	in (2)	ñin (2)	2	1	wts_1_34:1145:38; wts_1_34:1149:40	10.35d); ri $; sar bas — med pa / in mtshan || 10.35d); r2 si $ar bas — med pa / in mtshan	google_unresolved_tibetan_context:2	medium:2	review
google_tibetan_diacritic_disagreement:ze:ñe	google_tibetan_diacritic_disagreement	ze (2)	ñe (2)	2	1	wts_1_34:1108:45; wts_1_34:1149:44	men“ (Liy2 32); ze sdes — kho nar tshogs bsdu || wurde“ (Ahs 1.3.52a); — gis ze bar bcom pas	google_unresolved_tibetan_context:2	medium:2	review
google_tibetan_diacritic_disagreement:zu:źu	google_tibetan_diacritic_disagreement	Zu (2)	źu (2)	2	1	wts_1_34:1088:27; wts_1_34:1213:82	(MTH3/5/13 5); — ... dur sgrub Zu ma dgos || Zu (metr.) „in diesem [Leben] ist nichts gewiß, gewähre mir daher Gewißheit danach“	google_unresolved_tibetan_context:2	medium:2	review
google_tibetan_diacritic_disagreement:zus:źus	google_tibetan_diacritic_disagreement	Zus (2)	źus (2)	2	1	wts_1_34:589:40; wts_1_34:1100:28	’Phags pa khyim bdag drag $ul can gyis Zus pa Zes bya ba theg pa chen po’i || Lex. Zus dag byas pa’i yi ge la’anı „korrigierter	google_unresolved_tibetan_context:2	medium:2	review
unknown:isk:1sk	unknown	ISK (2)	1SK (2)	2	1	wts_1_34:852:53; wts_1_34:907:78	1-15). [Rol, ISK]) || (ISK 1: 214,3,4); sRye ’gro kun gyi spyi bos ~			siglum_policy_review
citation_or_siglum:1181:chandra	citation_or_siglum	1181 (1)	CHANDRA (1)	1	1	wts_1_34:835:39	rung nur noch in Ausnahmefällen Wörterbücher wie die von LOkesH (1181) 1959-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:118:rin	citation_or_siglum	118 (1)	RIN (1)	1	1	wts_1_34:859:54	[20 RjE 118 cHeNn 1982: mDo smad chos ’byun. Kan su’u: Mi rigs dpe skrun khan.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:1985:a	citation_or_siglum	1985 (1)	A (1)	1	1	wts_1_34:859:70	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:1:kth	citation_or_siglum	1 (1)	KTh (1)	1	1	wts_1_34:1084:8	hen läßt“ (KTh 1: 282,3); — skye Ius blans	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:1:p	citation_or_siglum	1 (1)	P (1)	1	1	wts_1_34:857:87	ti’s Nyäyabindu. Patna: K. 1? Jayaswal Research Institute (Tibetan Sanskrit Works	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:20:rdo	citation_or_siglum	20 (1)	RDO (1)	1	1	wts_1_34:859:54	[20 RjE 118 cHeNn 1982: mDo smad chos ’byun. Kan su’u: Mi rigs dpe skrun khan.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:330:ys	citation_or_siglum	330 (1)	Yś (1)	1	1	wts_1_34:240:64	(¥ 330); skyu ... -r beug „er steckte den	sigla_registry:1	policy:1	already_canonical_siglum
citation_or_siglum:477:bsad	citation_or_siglum	477 (1)	bśad (1)	1	1	wts_1_34:1173:12	rim bZin — ni drug tu ༡477 (metr.) „begin-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:521:gzi	citation_or_siglum	521 (1)	gZi (1)	1	1	wts_1_34:862:61	brjid rab tu 'bar ba’i mdo (Randtitel: gZi brjid). 12 vols. [Dolanji]. [521]	sigla_registry:1	policy:1	already_canonical_siglum
citation_or_siglum:618:sps	citation_or_siglum	618 (1)	SPS (1)	1	1	wts_1_34:857:25	Delhi: TAIC (618 3,1-12). [LC]	sigla_registry:1	policy:1	already_canonical_siglum
citation_or_siglum:a:a	citation_or_siglum	A (1)	A (1)	1	1	wts_1_34:859:70	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:aa:aa	citation_or_siglum	AA (1)	AA (1)	1	1	wts_1_34:12:32	AA Byams pa: Ses rab kyi pha rol tu phyin pa’i man nag gi bstan bcos mnon par rtogs pa’i	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:ba:ba	citation_or_siglum	ba (1)	bā (1)	1	1	wts_1_34:648:99	verweilen“ (Bca 9.163c); ba ra na si Zes bya	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:beud:beud	citation_or_siglum	BeuD (1)	BeuD (1)	1	1	wts_1_34:695:141	(BeuD 223,3).	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:bhukkh:bhukkh	citation_or_siglum	BhuKkh (1)	BhuKkh (1)	1	1	wts_1_34:1088:22	an, außer wenn einer umzieht“ (BhuKkh	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:bisära:bisara	citation_or_siglum	bisära (1)	bisāra (1)	1	1	wts_1_34:1213:7	bisära auf“ (Prav 8,22); — skad cig de nid la	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:bonpo:foundation	citation_or_siglum	Bonpo (1)	FOUNDATION (1)	1	1	wts_1_34:862:51	Tıreran Bonpo Founvarion 1966: The Tibetan classical textbook. ©.O. [Bon]	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:bsad:bsad	citation_or_siglum	b$ad (1)	bśad (1)	1	1	wts_1_34:1171:36	yin par b$ad (metr.) „dies wird von den Gelehrten als Zeitmaß für die Unterteilung er-	siglum_shape:1	policy:1	siglum_policy_review
citation_or_siglum:bus:bue	citation_or_siglum	Bus (1)	BUE (1)	1	1	wts_1_34:857:19	Lo Bus, Erberto 1981: „Statuary metals in Tibet and the Himälayas: History, tradition	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:bzan:bzan	citation_or_siglum	BZAN (1)	BZAN (1)	1	1	wts_1_34:1100:47	jonctif (sKAL BZAN ’GYUR MED 1992: 97), no-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:bzi:bzi	citation_or_siglum	bZi (1)	bZi (1)	1	1	wts_1_34:648:127	(KTh 1: 449,5); chu bZi ’dus pa’i mgo bo la	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:bzir:bzir	citation_or_siglum	bZir (1)	bZir (1)	1	1	wts_1_34:648:80	bZir Zugs pa’i sems can rnams „die Lebewesen, die in die vier Ströme eingetreten	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:bzur:bzur	citation_or_siglum	bZur (1)	bZur (1)	1	1	wts_1_34:1171:25	lich [zugleich]“ (Ahs 1.5.2c); bZur ba gZan /	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:card:card	citation_or_siglum	cARD (1)	cARD (1)	1	1	wts_1_34:859:65	RıcARD, Matthieu et al. 1994: The life of Shabkar. The autobiography ofa Tibetan Yogin.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:charoson:charoson	citation_or_siglum	cHaroson (1)	cHaroson (1)	1	1	wts_1_34:859:70	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:chenn:chenn	citation_or_siglum	cHeNn (1)	cHeNn (1)	1	1	wts_1_34:859:54	[20 RjE 118 cHeNn 1982: mDo smad chos ’byun. Kan su’u: Mi rigs dpe skrun khan.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:dacyas:dagyab	citation_or_siglum	Dacyas (1)	DAGYAB (1)	1	1	wts_1_34:860:90	—— /Dacyas, Loden Sherab 1978: Urkunden, Erlasse und Sendschreiben aus dem Besitz	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:demieville:demieville	citation_or_siglum	DEMIEVILLE (1)	DEMIEVILLE (1)	1	1	wts_1_34:974:12	DEMIEVILLE, Paul 1952: Le conczle de Lhasa. Une controverse sur le quietisme entre bouddhistes	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:devt:devt	citation_or_siglum	DevT (1)	DevT (1)	1	1	wts_1_34:860:54	stotra mit Prajnävarmans Kommentar. Wien: ATBS (WSTB 81). [Dev, DevT]	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:devätisaya:devatisaya	citation_or_siglum	Devätisaya (1)	Devātiśaya (1)	1	1	wts_1_34:860:53	— 2014: Eine buddhistische Kritik der indischen Götter. Samkarasvämins Devätisaya-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:dnul:dnul	citation_or_siglum	dNul (1)	dNul (1)	1	1	wts_1_34:589:48	dNul chu Dharmabhadra (1772-1851). Ed.: CHAMPA OSER 1973-1981.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:dorje:dorje	citation_or_siglum	DoRJe (1)	DoRJe (1)	1	1	wts_1_34:859:106	Sanje DoRJe 1973-1977: »Nying ma’i rgyud ben bdun. Collected Nyıng-ma pa tantras of	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:dyaghüsana:a	citation_or_siglum	DyAgHüsana (1)	A (1)	1	1	wts_1_34:12:40	Amarakosa. Ed.: ViıDyAgHüsana 1911; zitiert nach Seite und Strophe,	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:e:e	citation_or_siglum	E (1)	E (1)	1	1	wts_1_34:859:70	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:gangä:ganga	citation_or_siglum	gangä (1)	gangā (1)	1	1	wts_1_34:648:111	(VaiNth 208,1); ~ gangä „der Fluß Gangä“	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:gegenmudräs:gegenmudras	citation_or_siglum	Gegenmudräs (1)	Gegenmudrās (1)	1	1	wts_1_34:1126:29	maya) mittels Mudräs und Gegenmudräs“	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:gäcära:gacara	citation_or_siglum	gäcära (1)	gācāra (1)	1	1	wts_1_34:695:23	gäcära) Edites er Chapitre XII (Mädhyamika) edit et traduit. Kyoto: Zinbun Ra-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:haag:haag	citation_or_siglum	HaAG (1)	HaAG (1)	1	1	wts_1_34:857:3	ıHaAG PA TSHE RIN 1983: Myan yul stod smad bar gsum 07// no mtshar gtam gyi legs bsad	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:habe:sambh	citation_or_siglum	habe (1)	Śambh (1)	1	1	wts_1_34:268:112	38b4); gian skyon ran gi ༡༨“ (metr.) „ich habe	sigla_registry:1	policy:1	siglum_policy_review
citation_or_siglum:hann:hahn	citation_or_siglum	Hann (1)	HAHN (1)	1	1	wts_1_34:1100:57	nalisierte Sätze aneinander (vgl. Hann 1996:	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:hill:hill	citation_or_siglum	HiLL (1)	HiLL (1)	1	1	wts_1_34:240:10	HiLL, Nathan, „Personalpronomina in der Lebensbeschreibung des Mi la ras pa, Kapitel III“.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:hugh:e	citation_or_siglum	Hugh (1)	E (1)	1	1	wts_1_34:859:70	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:i:i	citation_or_siglum	I (1)	I (1)	1	1	wts_1_34:835:58	btags eingeordnet. Im Übrigen gelten die bereits in Faszikel I, pp. xv sowie xx-xxi	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:idanim:bhugr	citation_or_siglum	idanim (1)	BhuGr (1)	1	1	wts_1_34:1084:60	adhunä, sämpratam, idanim, etarhi, sadyah	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:iimeo:iimeo	citation_or_siglum	IIMEO (1)	IIMEO (1)	1	1	wts_1_34:859:84	Bu ston rnam thar. Roma: IIMEO(SOR 34).	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:ikhur:kriechbaum	citation_or_siglum	Ikhur (1)	KRIECHBAUM (1)	1	1	wts_1_34:268:212	Taraxacum, Ikhur mon (vgl.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:ini12:in12	citation_or_siglum	Ini12 (1)	In12 (1)	1	1	wts_1_34:1108:41	den Thron bestiegen hatte“ (Ini12 E21); —	sigla_registry:1	policy:1	already_canonical_siglum
citation_or_siglum:itn:itn	citation_or_siglum	ITN (1)	ITN (1)	1	1	wts_1_34:862:12	Publications, pp. 50-56. [ITN 1924]	siglum_shape:1	policy:1	already_canonical_siglum
