source_queue	volume	page	line	token_index	source_token	proposed_target	reference_marker_source	reference_marker_target	base_source_token	base_proposed_target	tibetan_witness	candidate_family	review_category	context_excerpt	evidence	confidence	suggested_action	score	score_explanation
corrected_text_scan	wts_1_34	827	152	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	སྙོམས་ཆུང་ sioms chun zufrieden, genügsam,	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	833	61	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	བསྙོད་ཆུང་ £3/707 chun	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	833	109	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	བསྙོད་ཆུང་ bsüod chun (zw.) schwach, beschei-	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	872	173	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཏམ་བུ་རའེ་ཆུང་མ་ tani bu ra’i chun ma Beiname	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	933	142	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ལྟས་ངན་ཆུང་བའི་བག་མ་ ltas man chun ba’i bag	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	941	179	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	སྟ་ཆུང་ sta chun Bez. für das Mondhaus gre	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	942	209	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	སྟག་བུ་ཆུང་ stag bu chun auch stag ’u chun eine	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	942	209	7	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	སྟག་བུ་ཆུང་ stag bu chun auch stag ’u chun eine	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	958	1	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	སྟོན་ཟླ་ཐ་ཆུང་ ston zla tha chun	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	958	18	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	སྟོན་ཟླ་ཐ་ཆུང་ ston zla tha chun auch ston zla tha	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	958	38	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	སྟོན་ཟླ་ཐ་ཆུང་ལ་ཐལ་བ་ ston zla tha chun la thal	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	981	58	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	ཐ་ཆུང་རྨུ་ལྟམ་ཐང་མོ་སྨན་ 77% chun )7?7// Ilcam	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	989	92	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཐང་ཆུང་ than chun npr. ein Ort.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	1024	88	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཐེག་ཆུང་སྐྱེས་བུ་ theg chun skyes bu Anhänger	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	1024	164	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཐེག་པ་ཆུང་ངུ་ theg pa chun rin das Kleine Fahr-	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	1024	185	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཐེག་པ་ཆེ་ཆུང་ theg pa che chun Großes und	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	1028	1	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཐེའུ་ཆུང་ the’u chun	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	1028	9	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཐེའུ་ཆུང་ the’n chun lmthe’u chun.	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	1028	9	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཐེའུ་ཆུང་ the’n chun lmthe’u chun.	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	1061	168	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	མཐེབ་ཆུང་ mtbeb chun	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	1062	27	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	མཐེའུ་ཆུང་ mthe’u chun auch the’u chun kleiner	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	1062	27	5	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	མཐེའུ་ཆུང་ mthe’u chun auch the’u chun kleiner	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	1066	95	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	མཐོང་ཆུང་བ་ mthon chun ba geringes Anse-	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	1160	32	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	དུད་ཆུང་ dud chun Steuer zahlender Bauer,	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	1321	89	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	དྲི་ཟའི་ན་ཆུང་ dri za’i na chun Beiname Sarasva-	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
