volume	page	line	token_index	tibetan_syllable	current_latin_token	integrity_status	integrity_pass	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	alignment_confidence	headword_transliteration_span_status	token_start	token_end	preceding_character	following_character	token_boundary_status	expected_high_confidence_features	observed_features	violated_rules	canonical_full_target	canonical_target_evidence	domain_context	damage_scope	marker_attached	context_excerpt
wts_1_34	49	162	3	ལ	la	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	15	17	 	;	token_boundary_secure						sanskrit_or_indic_transcription	none	no	ཀམ་པ་ལ་ kam pa la; vgl. kam ba la. - skt. kamba-
wts_1_34	49	182	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	14	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པ་ལ་སྐྱེས་ kam pa la skyes die Leute des
wts_1_34	49	182	2	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	18	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པ་ལ་སྐྱེས་ kam pa la skyes die Leute des
wts_1_34	49	182	3	ལ	la	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	21	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པ་ལ་སྐྱེས་ kam pa la skyes die Leute des
wts_1_34	49	182	4	སྐྱེས	skyes	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	24	29	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པ་ལ་སྐྱེས་ kam pa la skyes die Leute des
wts_1_34	49	188	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པ་ལྱ་ཀ་ kam pa Iya ka \kampi Iya ka.
wts_1_34	49	188	2	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	15	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པ་ལྱ་ཀ་ kam pa Iya ka \kampi Iya ka.
wts_1_34	49	188	3	ལྱ	Iya	marker_or_damage	no	no	none	blocked			marker_or_damage	probable_span	18	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	yes	ཀམ་པ་ལྱ་ཀ་ kam pa Iya ka \kampi Iya ka.
wts_1_34	49	188	4	ཀ	ka	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	22	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པ་ལྱ་ཀ་ kam pa Iya ka \kampi Iya ka.
wts_1_34	49	189	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	7	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་ kam po \kham po.
wts_1_34	49	189	2	པོ	po	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	11	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་ kam po \kham po.
wts_1_34	49	190	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	20	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་གངས་ཀྱི་རྭ་བ་ kam po gans kyi rwa ba, auch
wts_1_34	49	190	2	པོ	po	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	24	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་གངས་ཀྱི་རྭ་བ་ kam po gans kyi rwa ba, auch
wts_1_34	49	190	3	གངས	gans	final_feature_mismatch_only	no	yes	partial	unresolved			probable_alignment	probable_span	27	31	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་གངས་ཀྱི་རྭ་བ་ kam po gans kyi rwa ba, auch
wts_1_34	49	190	4	ཀྱི	kyi	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	32	35	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་གངས་ཀྱི་རྭ་བ་ kam po gans kyi rwa ba, auch
wts_1_34	49	190	5	རྭ	rwa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	36	39	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་གངས་ཀྱི་རྭ་བ་ kam po gans kyi rwa ba, auch
wts_1_34	49	190	6	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	40	42	 	,	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་གངས་ཀྱི་རྭ་བ་ kam po gans kyi rwa ba, auch
wts_1_34	49	206	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	22	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་རྗེ་བྲང་མིག་ཅན་ kam po re braṅ mig can ein
wts_1_34	49	206	2	པོ	po	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	26	28	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་རྗེ་བྲང་མིག་ཅན་ kam po re braṅ mig can ein
wts_1_34	49	206	3	རྗེ	re	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	29	31	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་རྗེ་བྲང་མིག་ཅན་ kam po re braṅ mig can ein
wts_1_34	49	206	4	བྲང	braṅ	transcription_integrity_pass	yes	no	sufficient	pass			secure_reviewed_alignment	probable_span	32	36	 	 	token_boundary_secure	ང:ṅ	ṅ		braṅ	reviewed_tibetan_exact_final_ng_consensus	ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་རྗེ་བྲང་མིག་ཅན་ kam po re braṅ mig can ein
wts_1_34	49	206	5	མིག	mig	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	37	40	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་རྗེ་བྲང་མིག་ཅན་ kam po re braṅ mig can ein
wts_1_34	49	206	6	ཅན	can	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	41	44	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་པོ་རྗེ་བྲང་མིག་ཅན་ kam po re braṅ mig can ein
wts_1_34	50	1	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་བ་ལ་ kam ba la
wts_1_34	50	1	2	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་བ་ལ་ kam ba la
wts_1_34	50	1	3	ལ	la	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	15	17	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་བ་ལ་ kam ba la
wts_1_34	50	3	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་བ་ལ་ kam ba la ein Näga-König; vgl. kam pa
wts_1_34	50	3	2	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་བ་ལ་ kam ba la ein Näga-König; vgl. kam pa
wts_1_34	50	3	3	ལ	la	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	15	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་བ་ལ་ kam ba la ein Näga-König; vgl. kam pa
wts_1_34	50	7	1	ཀ	kam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	9	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀ་བོ་ཛྫ་ kam bo dza, auch kambo dza das Land
wts_1_34	50	7	2	བོ	bo	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀ་བོ་ཛྫ་ kam bo dza, auch kambo dza das Land
wts_1_34	50	7	3	ཛྫ	dza	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	16	19	 	,	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀ་བོ་ཛྫ་ kam bo dza, auch kambo dza das Land
wts_1_34	50	14	1	ཀ	kam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	15	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀ་བོ་ཛྫ་སྐྱེས་ kam bo dza skyes Kambodschaner.
wts_1_34	50	14	2	བོ	bo	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	19	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀ་བོ་ཛྫ་སྐྱེས་ kam bo dza skyes Kambodschaner.
wts_1_34	50	14	3	ཛྫ	dza	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	22	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀ་བོ་ཛྫ་སྐྱེས་ kam bo dza skyes Kambodschaner.
wts_1_34	50	14	4	སྐྱེས	skyes	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	26	31	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀ་བོ་ཛྫ་སྐྱེས་ kam bo dza skyes Kambodschaner.
wts_1_34	50	17	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	13	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་མེ་ཀམ་མེ་ kam me kam me !ka me ka me.
wts_1_34	50	17	2	མེ	me	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་མེ་ཀམ་མེ་ kam me kam me !ka me ka me.
wts_1_34	50	17	3	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	20	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་མེ་ཀམ་མེ་ kam me kam me !ka me ka me.
wts_1_34	50	17	4	མེ	me	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	24	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་མེ་ཀམ་མེ་ kam me kam me !ka me ka me.
wts_1_34	50	19	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	14	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀམ་མེ་ཀེམ་མེ་ kam me kem me (skem pa?) häufı-
wts_1_34	50	19	2	མེ	me	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	18	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀམ་མེ་ཀེམ་མེ་ kam me kem me (skem pa?) häufı-
wts_1_34	50	19	3	ཀེམ	kem	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	21	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀམ་མེ་ཀེམ་མེ་ kam me kem me (skem pa?) häufı-
wts_1_34	50	19	4	མེ	me	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	25	27	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀམ་མེ་ཀེམ་མེ་ kam me kem me (skem pa?) häufı-
wts_1_34	50	24	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	14	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀམ་མེ་ཀོམ་མེ་ kam me kom me „[31[19“, „fur-
wts_1_34	50	24	2	མེ	me	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	18	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀམ་མེ་ཀོམ་མེ་ kam me kom me „[31[19“, „fur-
wts_1_34	50	24	3	ཀོམ	kom	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	21	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀམ་མེ་ཀོམ་མེ་ kam me kom me „[31[19“, „fur-
wts_1_34	50	24	4	མེ	me	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	25	27	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀམ་མེ་ཀོམ་མེ་ kam me kom me „[31[19“, „fur-
wts_1_34	50	34	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	7	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་ཚང་ kam tshaṅ \karma kam tshan.
wts_1_34	50	34	2	ཚང	tshaṅ	transcription_integrity_pass	yes	no	sufficient	pass			secure_reviewed_alignment	secure_complete_span	11	16	 	 	token_boundary_secure	ང:ṅ	ṅ		tshaṅ	reviewed_tibetan_exact_final_ng_consensus	ordinary_tibetan_lexical_or_compound	none	no	ཀམ་ཚང་ kam tshaṅ \karma kam tshan.
wts_1_34	50	36	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་ལཱ་ཤ་ kam la Sa ein großer Gletscher im We-
wts_1_34	50	36	2	ལཱ	la	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་ལཱ་ཤ་ kam la Sa ein großer Gletscher im We-
wts_1_34	50	36	3	ཤ	Sa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་ལཱ་ཤ་ kam la Sa ein großer Gletscher im We-
wts_1_34	50	48	1	ཀམས	kams	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམས་སེ་ཀམ་ kams se kam
wts_1_34	50	48	2	སེ	se	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམས་སེ་ཀམ་ kams se kam
wts_1_34	50	48	3	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	19	22	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམས་སེ་ཀམ་ kams se kam
wts_1_34	50	50	1	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	8	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམ་ཤེང་ kam sen, auch skam sen, kham śen ein
wts_1_34	50	50	2	ཤེང	sen	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	12	15	 	,	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	ཀམ་ཤེང་ kam sen, auch skam sen, kham śen ein
wts_1_34	50	86	1	ཀམློ	kambo	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	9	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམློ་ཛྫ་ kambo dza !kam bo dza.
wts_1_34	50	86	2	ཛྫ	dza	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	15	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམློ་ཛྫ་ kambo dza !kam bo dza.
wts_1_34	50	87	1	ཀམས	kams	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམས་སེ་ཀམ་ kams se kam descr. für die Erschei-
wts_1_34	50	87	2	སེ	se	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམས་སེ་ཀམ་ kams se kam descr. für die Erschei-
wts_1_34	50	87	3	ཀམ	kam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	19	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀམས་སེ་ཀམ་ kams se kam descr. für die Erschei-
wts_1_34	50	101	1	ཀྭའི	kwa’i	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	6	11	 	,	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀྭའི་ kwa’i, auch kwa’e, kwa yi, kwa ye, ka ༡/༩
wts_1_34	50	121	1	ཀའི	ka’i	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའི་སྤུ་ ka’i spu \kha’i spu.
wts_1_34	50	121	2	སྤུ	spu	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	14	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའི་སྤུ་ ka’i spu \kha’i spu.
wts_1_34	50	122	1	ཀའུ	ka’u	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	8	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ལི་ ka’u li Korea. - chin. [ཇཾ ཀཾ Kao-li.
wts_1_34	50	122	2	ལི	li	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ལི་ ka’u li Korea. - chin. [ཇཾ ཀཾ Kao-li.
wts_1_34	50	133	1	ཀའུ	ka’n	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	15	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ལི་དཀར་པོ་ ka’n li dkar po „weißes Korea“,
wts_1_34	50	133	2	ལི	li	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	20	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ལི་དཀར་པོ་ ka’n li dkar po „weißes Korea“,
wts_1_34	50	133	3	དཀར	dkar	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	23	27	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ལི་དཀར་པོ་ ka’n li dkar po „weißes Korea“,
wts_1_34	50	133	4	པོ	po	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	28	30	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ལི་དཀར་པོ་ ka’n li dkar po „weißes Korea“,
wts_1_34	50	140	1	ཀའུ	'ka’u	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	8	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ཧི་ 'ka’u hi N. eines chin. Ministers der
wts_1_34	50	140	2	ཧི	hi	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	14	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ཧི་ 'ka’u hi N. eines chin. Ministers der
wts_1_34	50	148	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	13	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་གྱིས་ཟུག་ kar gyis zug
wts_1_34	50	148	2	གྱིས	gyis	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	17	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་གྱིས་ཟུག་ kar gyis zug
wts_1_34	50	148	3	ཟུག	zug	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	22	25	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་གྱིས་ཟུག་ kar gyis zug
wts_1_34	50	153	1	ཀའུ	hi	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ཧི་ #¢¿ hi irrt. für tka’n li.
wts_1_34	50	153	2	ཧི	irrt	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	15	19	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀའུ་ཧི་ #¢¿ hi irrt. für tka’n li.
wts_1_34	50	155	1	ར	'kar	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	3	7	 	,	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ར་ 'kar, auch \ker descr., bedeutet in den nach-
wts_1_34	50	161	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	5	8	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	"ཀར་ ""kar in cp. auch für 1,754:"
wts_1_34	50	163	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	7	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཀར་ kar kar ('kar) ein Stechen, eine Art
wts_1_34	50	163	2	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཀར་ kar kar ('kar) ein Stechen, eine Art
wts_1_34	50	169	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	9	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཀར་བ་ kar kar ba ('kar) wohl für: aufwallen,
wts_1_34	50	169	2	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	13	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཀར་བ་ kar kar ba ('kar) wohl für: aufwallen,
wts_1_34	50	169	3	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཀར་བ་ kar kar ba ('kar) wohl für: aufwallen,
wts_1_34	50	180	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	14	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཀར་བྱེད་པ་ kar kar byed pa (ker ba) immer
wts_1_34	50	180	2	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	18	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཀར་བྱེད་པ་ kar kar byed pa (ker ba) immer
wts_1_34	50	180	3	བྱེད	byed	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	22	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཀར་བྱེད་པ་ kar kar byed pa (ker ba) immer
wts_1_34	50	180	4	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	27	29	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཀར་བྱེད་པ་ kar kar byed pa (ker ba) immer
wts_1_34	50	190	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	9	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀར་གྱིས་ kar gyis (547) plötzlich, schlagartig.
wts_1_34	50	190	2	གྱིས	gyis	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	ཀར་གྱིས་ kar gyis (547) plötzlich, schlagartig.
wts_1_34	50	195	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	13	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་གྱིས་ཟུག་ kar gyis zug ('kar) plötzlicher
wts_1_34	50	195	2	གྱིས	gyis	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	17	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་གྱིས་ཟུག་ kar gyis zug ('kar) plötzlicher
wts_1_34	50	195	3	ཟུག	zug	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	22	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་གྱིས་ཟུག་ kar gyis zug ('kar) plötzlicher
wts_1_34	51	1	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་བརྒྱུད་ kar breyud
wts_1_34	51	1	2	བརྒྱུད	breyud	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	missing_transliteration	15	21	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་བརྒྱུད་ kar breyud
wts_1_34	51	3	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	10	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་བརྒྱད་ kar brgyud Kurzf. für Ikarma bka’
wts_1_34	51	3	2	བརྒྱད	brgyud	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	14	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་བརྒྱད་ kar brgyud Kurzf. für Ikarma bka’
wts_1_34	51	6	1	ཀར	kar	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	7	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཀར་ཆག་ kar chag \dkar chag.
