reason	base_token	alternate_token	count	volume_count	sample_refs	sample_contexts
alternate_witness_google_loc_nasal_upgrade	ran	rañ	11	1	wts_1_34:177:85; wts_1_34:315:69; wts_1_34:375:127; wts_1_34:403:3; wts_1_34:593:98	g.yu ran yan snah ba mtha’ yas sam ... — la || ma’i ’od la ~ ba’am ran Aid pham nas ran gi || 92,16); na ran gi rgyags ci ’byor - gyis Sig
alternate_witness_google_loc_nasal_upgrade	rna	rṅa	11	1	wts_1_34:315:127; wts_1_34:315:134; wts_1_34:471:111; wts_1_34:558:54; wts_1_34:558:68	"ARTE ""khar rna eine Trommel, Gong. || lcags ""khar las grub pa’i rna „aus Bronze gefertigte Trommel“ (brDa); tshogs brda gton || glin bu rna g$arı dan „die Könige der Töne:"
alternate_witness_google_loc_nasal_upgrade	glan	glaṅ	11	1	wts_1_34:387:177; wts_1_34:395:8; wts_1_34:926:136; wts_1_34:926:200; wts_1_34:960:121	nicht erhalten“ (Mil 89,5); glan po che $i || གླང་བྲེས་ glan bres Kuhstall. || Lex. ndzo mo’i phru gu (brDa); glan dan
alternate_witness_google_loc_nasal_upgrade	rin	riṅ	11	1	wts_1_34:797:76; wts_1_34:811:80; wts_1_34:850:98; wts_1_34:990:76; wts_1_34:1016:21	rje geig »’i sku rin la (metr.) „zur Lebenszeit des alleinigen Herrschers gNa’-khri || (Ppu 113a); de rin ~ bar ma gyur tam „bist || mDo mkhar Zabs drun Tshe rin dban rgyal (1697-1763): Ne bar mkho
alternate_witness_citation_siglum	L$dz	Lśdz	10	1	wts_1_34:12:21; wts_1_34:27:81; wts_1_34:98:133; wts_1_34:590:138; wts_1_34:631:6	zu halten (Glu, L$dz, Tise usw.). || Sar rdza bkra $is rgyal mtshan | TiBETAN Bonpo Monasric CENTRE 1977 [L$dz], † Karmay 1972 || astrologischer Berechnungen“ (L$dz 194,1);
alternate_witness_google_loc_nasal_upgrade	slon	sloṅ	10	1	wts_1_34:87:207; wts_1_34:414:139; wts_1_34:660:155; wts_1_34:1065:193; wts_1_34:1065:193	byed pa ste rgyu yi kun slon dan dus kyi kun || den“ (K10 kha 26647); ~ nam dge slon ma ... || dge slon rnams kyan lam du gcan gzan ... ~
alternate_witness_google_loc_nasal_upgrade	yan	yañ	10	1	wts_1_34:108:140; wts_1_34:177:85; wts_1_34:177:131; wts_1_34:486:68; wts_1_34:994:145	ཀྲི་གཡང་སྐུ་ kri g.yanı sku \pri yanı khn. || g.yu ran yan snah ba mtha’ yas sam ... — la || — gnam gan yod pa yanı Ai ma gchig gi ’od la
alternate_witness_google_loc_nasal_upgrade	nan	nañ	10	1	wts_1_34:139:25; wts_1_34:184:119; wts_1_34:197:62; wts_1_34:339:137; wts_1_34:419:192	(IsKh 1: 96,5); rgyal po ran 97 — de’i nanı nas || dgu pa’i — nan gäugs bcas grub „er vollendete eine Portrait-Statue des 9. [Karma-pa] || skyabs ’gro skyes na nan pa pa yin no „wenn
alternate_witness_google_loc_nasal_upgrade	rlun	rluṅ	10	1	wts_1_34:198:201; wts_1_34:229:152; wts_1_34:368:75; wts_1_34:491:51; wts_1_34:598:153	(TTC); rlun nam / Ihags pa (TTC). || tshig sgrol ma’i (r. mas) rlun gis — (metr.) || su rlun zar - kyan rbeg (1. sbeg) pa med
alternate_witness_citation_cleanup	Doll	Dol1	10	1	wts_1_34:280:12; wts_1_34:461:23; wts_1_34:614:189; wts_1_34:622:47; wts_1_34:643:136	(Doll 56,8); bdag cag bag med par gyur pas || sen“ (Doll 58,16); bstan pa la mchod pa ~ || „schwere Regenfälle“ (Doll 11,3); lecı rtsub
alternate_witness_google_loc_nasal_upgrade	min	miñ	10	1	wts_1_34:315:208; wts_1_34:631:80; wts_1_34:654:75; wts_1_34:695:120; wts_1_34:981:127	Lex. mkhar ba’i dgra Zes khyab ’jug gi min || Lex. gsin rje la’an (brDa); gsin rje’i min || 2826, Abt. sgyu ma la sogs pa’i dpe’i min);
alternate_witness_google_loc_nasal_upgrade	gan	gañ	10	1	wts_1_34:337:204; wts_1_34:341:40; wts_1_34:341:49; wts_1_34:341:90; wts_1_34:496:105	(ViST 200,17); dnos po gan dan gan spyad pa || ses bya ba ni lcag pod dam / rgya can gan yanı || cha 84a7); phryugs la sogs pa gan yan run ba’ı
alternate_witness_google_loc_nasal_upgrade	nis	ñis	10	1	wts_1_34:346:162; wts_1_34:366:4; wts_1_34:404:146; wts_1_34:414:152; wts_1_34:540:146	8a2); bai ro tsa nar - nis brtsegs btins (metr.) || gZun sgrub nis ’gel ma theg pa’i chags ’jig la || brtan ’og tu nis ston lon / ~ ’og tu breyad
alternate_witness_google_loc_fricative_upgrade	gsin	gśin	10	1	wts_1_34:564:46; wts_1_34:564:46; wts_1_34:574:84; wts_1_34:581:39; wts_1_34:631:80	Lex. gsin 7767 min (brDa); ’chi bdag gsin rje || (Bb33 172,8); gsin po’i zas ~ tsam las „außer
alternate_witness_google_loc_nasal_upgrade	nas	ñas	9	1	wts_1_34:85:139; wts_1_34:213:48; wts_1_34:259:38; wts_1_34:388:139; wts_1_34:398:128	phyir / de bZin nid du nas bsad do (metr.) „das || na / nas de la — lan ci Zig bskur bar bya || nas Zan ia bzan ~ gsol du gäug go „ich will
alternate_witness_google_loc_nasal_upgrade	nam	ñam	9	1	wts_1_34:100:15; wts_1_34:320:205; wts_1_34:368:80; wts_1_34:370:125; wts_1_34:419:182	— ste nam thag pa (Dagy). || bsdams pa’i nam thag rnams (metr.) „die || meiden!“ (Suv 32,25); nam na bar ~ nas „er
alternate_witness_google_loc_nasal_upgrade	dnul	dṅul	9	1	wts_1_34:125:86; wts_1_34:752:188; wts_1_34:930:197; wts_1_34:944:113; wts_1_34:986:62	(AA 8.25c); g.yon pa dnul gyi dril bu — la || werden“ (brDa); ~ rgyr = dnul phar ishur ~ || ༨ I rin dnul sran 31/5 „eine in Leder
alternate_witness_google_loc_fricative_upgrade	sog	śog	9	1	wts_1_34:293:179; wts_1_34:324:186; wts_1_34:398:84; wts_1_34:470:169; wts_1_34:576:197	(S750 116); btsan pot’i) bkas - Sog sog ser po || rgya dpe - sog (r)kyan gcig „ein einzelnes, || gyi ~ byed pa la sog cig „komm, um über das
alternate_witness_google_loc_nasal_upgrade	son	soṅ	9	1	wts_1_34:349:84; wts_1_34:452:177; wts_1_34:706:67; wts_1_34:811:86; wts_1_34:1004:111	bza’ tsho bye bral la son na dgos pas „wenn || (brDa); ~ rigs Ina = Iha mi 977/$ dan nan son || rgyal khams -r ma son na (metr.) „wenn das
alternate_witness_google_loc_nasal_upgrade	mNa	mÑa	8	1	wts_1_34:25:124; wts_1_34:135:87; wts_1_34:274:56; wts_1_34:352:8; wts_1_34:470:68	po’i sbrani rci’i b£ud, auch mNa’ bdag Nanı gi Chos ’byuni genannt, verfaßt von Nanı Ralpa &an || yin „das ist die Stelle, an der mNa’-bdag-nan || mit der Amtsobliegenheit in mNa’-ris auf-
alternate_witness_google_loc_nasal_upgrade	spans	spaṅs	8	1	wts_1_34:85:138; wts_1_34:177:143; wts_1_34:457:187; wts_1_34:465:136; wts_1_34:482:99	"kun gäi yan / geun dan ’dzin pa spans pa’i || par spans nas su / —""itshogs la nam yan phyag || rgyags pa rab spans pa / sans rgyas (metr.)"
alternate_witness_google_loc_nasal_upgrade	sbran	sbraṅ	8	1	wts_1_34:106:61; wts_1_34:461:12; wts_1_34:571:151; wts_1_34:624:34; wts_1_34:845:72	"wurde“ (Prav 15,4); bun bas me tog sbran rtsi || wert ist“ (Bca 5.90a); sbran rtsi rgya chen || sbran ma ~ ""khor bar gyur na „wenn jemand"
alternate_witness_google_loc_nasal_upgrade	rdzin	rdziṅ	8	1	wts_1_34:131:92; wts_1_34:210:74; wts_1_34:235:14; wts_1_34:235:15; wts_1_34:381:115	ein Diskus“ (Lokn 194,6); rdzin mams ni — || skyed tshal ra ba rdzin bu’i ’gram / ne ba’i || Lex. rdzin mnan pa ni rdzın la chu — ba
alternate_witness_google_loc_nasal_upgrade	gzun	gzuṅ	8	1	wts_1_34:147:41; wts_1_34:292:159; wts_1_34:499:43; wts_1_34:629:97; wts_1_34:629:98	smon pa la 7//£ pas yons su bzun (v.\.gzun) ba || ཁྲག་གཤུང་ khrag gzun || Lex. rna ses kyi gzun bya’am rna ba’i ༡//// rna
alternate_witness_google_loc_nasal_upgrade	dun	duṅ	8	1	wts_1_34:156:46; wts_1_34:396:139; wts_1_34:417:87; wts_1_34:459:167; wts_1_34:932:80	Schenkelknochen“ (brDa); rkan dun gi glin || sgra rgyal rkan dun ~ „die Könige der Töne: || chu med pa’i sa phyogs „dgon dun: wasserlose Gegend“ (KlonD 728,2); ~ can = mya
alternate_witness_google_loc_fricative_upgrade	bsams	bśams	8	1	wts_1_34:200:108; wts_1_34:324:18; wts_1_34:421:25; wts_1_34:488:14; wts_1_34:752:111	nen Beinen“ (R1 ra 130b1); gdan bsams nas || ཞཁོས་བཤམ་ ’khos bsam auch mkhos bsams pf. || kyi dpun bsams tshar rjes „nachdem mit der
alternate_witness_google_loc_nasal_upgrade	sen	seṅ	8	1	wts_1_34:217:38; wts_1_34:499:38; wts_1_34:816:147; wts_1_34:845:51; wts_1_34:1108:90	Lex. spro sen nam dgun seh „Erfrischung || (Gesar 339,13); Zags pa’i a lo gi sen zer nas || Lex. - ba = san sen Zus pa’i don „1. $, ¥, zu
alternate_witness_google_loc_nasal_upgrade	gtsan	gtsaṅ	8	1	wts_1_34:337:117; wts_1_34:430:53; wts_1_34:648:144; wts_1_34:648:177; wts_1_34:811:222	776 ... gtsan ba nid kyı gnas su grags pa „der || thams cad gces „wenn man bei mgo gtsan die || Strom des Werdens usw.“ (Dagy); gtsan po
alternate_witness_citation_siglum	gZ1	gZi	8	1	wts_1_34:358:151; wts_1_34:491:23; wts_1_34:668:79; wts_1_34:719:24; wts_1_34:941:162	(onom.)“ (gZ1 2: 64,2). || Vögel und Spatzen“ (gZ1 2: 119,4). || Ritual des gtor-ma-Opfers“ (gZ1 3: 576,2).
alternate_witness_initial_i_to_l_translit	Iha	lha'i	8	1	wts_1_34:404:103; wts_1_34:654:112; wts_1_34:654:118; wts_1_34:685:200; wts_1_34:703:87	Lex. Iha’ı smad tshon ma (brDa, Dagy). || Lex. chu Iha’ı sin gi min (Dagy). || Lex. Iha’ı bu mo (brDa).
alternate_witness_google_loc_nasal_upgrade	phun	phuṅ	8	1	wts_1_34:421:32; wts_1_34:679:166; wts_1_34:726:212; wts_1_34:789:115; wts_1_34:789:116	»jorus (r. ru’) byus kyi don / ran srog phun || ཆོས་ཕུང་ chos phun Tchos kyı phun po. || mein“ (brDa); ’jig Ita = bdag dan phun po
alternate_witness_google_loc_nasal_upgrade	sdon	sdoṅ	8	1	wts_1_34:430:113; wts_1_34:752:72; wts_1_34:845:140; wts_1_34:941:228; wts_1_34:978:180	Lex. Ijon sin sdon bo dan yal ga „Stamm und || Lex. sin sdon skyes bZin pa dan bza’ sin „ein || Klu sgrub: Lugs kyi bstan bcos Ses rab sdon po / Nägärjuna: Nitisästra-
alternate_witness_google_loc_fricative_upgrade	bsags	bśags	7	1	wts_1_34:25:107; wts_1_34:568:19; wts_1_34:681:34; wts_1_34:740:24; wts_1_34:1068:154	Ma rgyud thugs rje /7/ ma’i bskan bsags dag po gcıg \ Sammlung Waddell [Magy] || cu rtsa lna’i spyan ~ ... bsags par bya’o „er || bsags pa’i (v. 1. par bya ba’i) ~ „die vier Ge-
alternate_witness_google_loc_nasal_upgrade	gans	gañs	7	1	wts_1_34:98:3; wts_1_34:421:147; wts_1_34:732:6; wts_1_34:843:133; wts_1_34:1062:83	— bya bas sku bla gans brag nas drans pa’ı mdo || Lex. lam du gans ’bab na - mi yod „wenn es || rman bran ni gans la - (metr.) „Pferde
alternate_witness_google_loc_nasal_upgrade	sdan	sdaṅ	7	1	wts_1_34:119:148; wts_1_34:341:4; wts_1_34:412:31; wts_1_34:419:120; wts_1_34:643:198	(Tär 14,18); garı Zig Ze sdanı gis khon ’khrugs te || gan la’an chags sdan gi rus thon pa „sie war || (Mvy 1936); Ze sdan med pa’i -’i risa ba =
alternate_witness_google_loc_nasal_upgrade	phren	phreṅ	7	1	wts_1_34:184:163; wts_1_34:387:121; wts_1_34:485:118; wts_1_34:850:106; wts_1_34:932:28	22 ང་ sku phren auch sku ’phren Kette, Folge der || གྲོང་གི་ཕྲེང་ལྡན་མ་ gron gi phren ldan ma Fluß, || Lex. - byed = breyu bya phren ba sogs -
alternate_witness_google_loc_fricative_upgrade	bzes	bźes	7	1	wts_1_34:210:116; wts_1_34:259:121; wts_1_34:259:145; wts_1_34:407:103; wts_1_34:801:166	སྐྱེད་བཞེས་ skyed bzes Nehmen, Übernahme. || 2. Gemahlin; - tu bzes bzw. - tu len zur || bzes tshul dan (metr.) „über die Herrlichkeit des Haushaltes und des Heiratens“
alternate_witness_google_loc_nasal_upgrade	sran	sraṅ	7	1	wts_1_34:339:12; wts_1_34:458:132; wts_1_34:465:28; wts_1_34:608:39; wts_1_34:609:149	pa „acht sran auf eine Handvoll Wasser gerechnet“ (Siddh 8.24); dkyıl ’khor ’dom gan || gyi zla ba = hor zla dgu pa dan sran khyim || Lex. lam kha’i - (brDa); lam gyi rgya sran
alternate_witness_google_loc_fricative_upgrade	bsig	bśig	7	1	wts_1_34:341:97; wts_1_34:370:123; wts_1_34:395:122; wts_1_34:898:22; wts_1_34:941:8	19); ~ spyi thad nas ran khrims ran bsig tu || གྱོང་བཤིག་ gyon bsig Zerstörung. || (Udr 23,20); lan ~ nas yul bsig „als Erwiderung richtete er ihr Land zugrunde“ (Liyl
alternate_witness_google_loc_nasal_upgrade	no	ño	7	1	wts_1_34:398:42; wts_1_34:496:105; wts_1_34:540:163; wts_1_34:1092:103; wts_1_34:1168:19	ran gi min yan 7777 - no (metr.) „man nennt || na ran la ... gser gyı > gan ... gnan no „mir || no(s?) rus gtugs pas sems can de ni mi thul
alternate_witness_google_loc_fricative_upgrade	su	śu	7	1	wts_1_34:399:56; wts_1_34:407:100; wts_1_34:888:69; wts_1_34:946:136; wts_1_34:980:32	འུ་པ་སྲི་གེའུ་ཤ་ gle’u bu si gle’u su ein chin. || (Bu 890,7); ~ lo ni su rtsa dgu khab tu bäugs || ist“ (Nägn 224,14); dkor mdzod ni su chos
alternate_witness_google_loc_fricative_upgrade	sis	śis	7	1	wts_1_34:412:21; wts_1_34:413:128; wts_1_34:413:202; wts_1_34:414:39; wts_1_34:917:133	dge’o = bkra $7$ bkra sis so „Segen, Segen!“ || Lex. bkra sis can (brDa). || Lex. bkra $is can (brDa); dge Zin bkra sis pa
alternate_witness_google_loc_nasal_upgrade	ner	ñer	7	1	wts_1_34:461:185; wts_1_34:690:203; wts_1_34:788:152; wts_1_34:789:116; wts_1_34:789:137	rde’u ner bZi ste „100 rgya-’dre-Steine und || (brDa); mchod chas = mchod pa’i ner mkho’i || (Udr 41,1); dban po ner Zi dran pa dan
alternate_witness_google_loc_nasal_upgrade	snar	sñar	7	1	wts_1_34:640:115; wts_1_34:1089:65; wts_1_34:1097:55; wts_1_34:1098:18; wts_1_34:1152:94	Lex. snar gnas pa bsgyur ba’am phebs pa’i || (MTH3/5/14 14); snar nas — tshon ’dus pas || Umfang“ (Debm 26b7); snar ’khod pa rnams
alternate_witness_google_loc_nasal_upgrade	gsun	gsuṅ	7	1	wts_1_34:843:164; wts_1_34:930:136; wts_1_34:1020:109; wts_1_34:1106:104; wts_1_34:1106:104	7: 237-253] bSlab bya dan gsun mgur gyi rim pa sna tshogs pa’i skor. || ’du can mi ’dra ba gsun Zes pa’i don no „ltag || ཐུབ་དབང་གསུང་སྐྱེས་ thub dban gsun skyes
alternate_witness_citation_siglum	$PS	SPS	6	1	wts_1_34:25:52; wts_1_34:25:57; wts_1_34:25:60; wts_1_34:25:73; wts_1_34:857:50	New Delhi: IAIC ($PS 38). || Delhi: IAIC ($PS 64). [Bu] || parts. New Delhi: TAIC ($PS 100). [KID, KlonD]
alternate_witness_google_loc_nasal_upgrade	non	ñon	6	1	wts_1_34:87:54; wts_1_34:371:111; wts_1_34:608:85; wts_1_34:1066:195; wts_1_34:1108:57	ཀུན་ཤེས་ཉོན་མོངས་དུག་སྲེག་ kun ses non mons dug || Hören“ (PT1287 96); las dan non mons pa || non mons chen po rab tu ~ (metr.) „der
alternate_witness_google_loc_fricative_upgrade	si	śi	6	1	wts_1_34:100:103; wts_1_34:234:155; wts_1_34:280:9; wts_1_34:387:35; wts_1_34:388:139	= ko 47 ga (1. kan si ka) (brDa); ko’u Si ka = || sdod sa sogs spos zın „den Standort usw. gewechselt haben“ (Dagy); — ’pho si dan gron || (Mil 101,10); > da lo ... mi man po si tshul
alternate_witness_google_loc_nasal_upgrade	brnan	brñan	6	1	wts_1_34:112:209; wts_1_34:465:109; wts_1_34:465:112; wts_1_34:632:204; wts_1_34:742:69	Nägas“ (Vdk 2: 362,6); — rgyags brnan btan || brnan btan bya Zin (metr.) „man bringe den || brnan cho ga btan (metr.) „man bringe
alternate_witness_google_loc_nasal_upgrade	bzans	bzaṅs	6	1	wts_1_34:258:149; wts_1_34:417:126; wts_1_34:616:12; wts_1_34:837:80; wts_1_34:986:114	།ཁང་བཟངས་ khan bzans auch khan bzan || kwa ’od mchog grags pas ... dpal bzans ’khar || lCe Khyi-’brug“ (Nel 1063); ~ khri bzans
alternate_witness_google_loc_nasal_upgrade	cin	ciṅ	6	1	wts_1_34:267:107; wts_1_34:455:186; wts_1_34:733:86; wts_1_34:1116:7; wts_1_34:1133:30	rgyun gyi = legs par dpyad cin „sie untersuchten sorgfältig die Quellen der mündli- || gtam rgyun gyi khuns legs par dpyad cin „sie || 2: 533,3); Ita ran nam yan mi - cin (metr.)
alternate_witness_citation_siglum	P$	Ps	6	1	wts_1_34:310:118; wts_1_34:340:28; wts_1_34:926:159; wts_1_34:970:172; wts_1_34:1059:132	brten (metr.) „in einem mit Wasser gefüllten See bleiben auch die Vögel“ (P$ 12d). || klugheit“ (P$ 1a); - ston pa kho nar Ita gyur || - ba (metr.) „jemand, der nach dem Künftigen schaut“ (P$ 23a); zla ba 77709 pa yod
alternate_witness_google_loc_nasal_upgrade	mnal	mṅal	6	1	wts_1_34:314:125; wts_1_34:314:133; wts_1_34:643:13; wts_1_34:676:67; wts_1_34:1088:83	’khran gyur pa = mnal gyi gnas skabs bZi pa || nicht“ (brDa); ’khran gyur pa = mnal gyi || Lex. tsbans pa (brDa, Dagy); - mnal =
alternate_witness_google_loc_nasal_upgrade	rdun	rduṅ	6	1	wts_1_34:346:61; wts_1_34:346:85; wts_1_34:488:143; wts_1_34:558:78; wts_1_34:558:96	gandi rdun byed kyı sin „ein Holz zum || Lex. gan dı’i the’u = gso sbyon ’dus par rdun || Lex. rgyob rgyob = rdun rdun (brDa); ~ cig
alternate_witness_google_loc_nasal_upgrade	nu	ṅu	6	1	wts_1_34:388:118; wts_1_34:997:204; wts_1_34:1016:58; wts_1_34:1102:89; wts_1_34:1107:104	zwei Häusern“ (brDa); khyim nun nu las || rgyal pos bu chu nu de ya ~ par btan ste / || ARE thun nu auch thu nu kurz.
alternate_witness_google_loc_nasal_upgrade	sgan	sgaṅ	6	1	wts_1_34:447:105; wts_1_34:489:96; wts_1_34:800:121; wts_1_34:905:213; wts_1_34:976:205	Lex. ’gram lcag = ’gram pa sganı la gZus pa Ita || སྒང་ཤ་ sgan 47 (zw.) Kiste. || mjin ba’am Itag ma dan sgan „Hals oder etwas Höheres und Erhöhung“ (brDa); ga’
alternate_witness_google_loc_nasal_upgrade	tshon	tshoṅ	6	1	wts_1_34:488:210; wts_1_34:813:19; wts_1_34:952:95; wts_1_34:1031:119; wts_1_34:1149:47	/ gdan ~ Ipags nam ’dzom (7. tshon) „die drei || 11,17); tshon pa khbe spog - pa „ein || dkar nag = tshon (r. tshan) „alle Landkreise
alternate_witness_google_loc_nasal_upgrade	skon	skoṅ	6	1	wts_1_34:518:27; wts_1_34:765:4; wts_1_34:839:62; wts_1_34:1004:111; wts_1_34:1013:1	Lex. -r = kha skon Ita bu’i phyogs Sig (7. || mgul rgyan tsinda ma nı’i phren mdzes dkal bzan re ba kun skon || beros ma’i kha skon. Ed.: TIBETAN CULTURAL Printing Press 1973, pp.
alternate_witness_google_loc_nasal_upgrade	sans	sañs	6	1	wts_1_34:555:128; wts_1_34:1086:29; wts_1_34:1089:91; wts_1_34:1108:16; wts_1_34:1130:13	zu mnon par rdzogs par sans rgya vollkom- || ma byon pa dan / —’i sans rgyas „alle vergangenen, zukünftigen und gegenwärtigen Bud- || — du / sans rgyas gsun mams yi ger ... btab
alternate_witness_google_loc_nasal_upgrade	myon	myoṅ	6	1	wts_1_34:606:78; wts_1_34:766:121; wts_1_34:767:65; wts_1_34:767:111; wts_1_34:767:146	gan Ze na / de’i phyir - hams su myon bar || ba = fams myon gi nus pa che ba „große || Lex. ~ ba = myon zin pa’am bya ba gan byas
alternate_witness_google_loc_nasal_upgrade	chun	chuṅ	6	1	wts_1_34:657:39; wts_1_34:660:1; wts_1_34:660:21; wts_1_34:685:79; wts_1_34:707:165	gdans can Zes bgyi ba bdag gi chun po grogs || ཆུང་མ་གསུམ་ཡོད་པ་ chun ma gsum yod pa || ཆུང་ཐད་པ་ chun zad pa npr. ein Nägakönig.
alternate_witness_google_loc_nasal_upgrade	dpan	dpaṅ	6	1	wts_1_34:664:44; wts_1_34:664:44; wts_1_34:664:119; wts_1_34:664:119; wts_1_34:800:86	Lex. che bi dan dpan po ste don ni dpan po || dpan (116 31,6); che gäi = 977” bo ni dpan
alternate_witness_google_loc_nasal_upgrade	glin	gliṅ	6	1	wts_1_34:850:66; wts_1_34:862:21; wts_1_34:1084:83; wts_1_34:1095:33; wts_1_34:1118:90	dKar ru grub chen bsTan ’dzin rin chen (geb. 1801): ’Dzam glin gans || Tasıı TSERING 1980: ’Dzam glin rgyas par bsad pa thag rin gsal bar mthon byed dur- || (MTH3/5/23 3); ’dzin dban ...bsam gtan glin
alternate_witness_google_loc_nasal_upgrade	mna	mṅa	5	1	wts_1_34:30:31; wts_1_34:959:243; wts_1_34:970:73; wts_1_34:970:204; wts_1_34:1211:17	Yons rdzogs bstan pa’i mna’ bdag skyabs rje yons ’dzin khri byan rdo rje chan chen po’i gsun 'bum ? || erlangt“ (Suv 119, 16); ~ mna’ ba’ı sion || 58,14); Jun rtogs - pa’i mna’ bdag „der
alternate_witness_initial_i_to_l_translit	Ihod	lhod	5	1	wts_1_34:135:17; wts_1_34:358:53; wts_1_34:811:50; wts_1_34:990:125; wts_1_34:990:138	chos ’di’i cha lag — cun Ihod pa „Teile dieser || Ihod gyis la sod cıg „entspanne dich und sa- || 10.22d); thams cad = ni / sbyor ba Ihod pa’ı
alternate_witness_google_loc_fricative_upgrade	ze	źe	5	1	wts_1_34:139:115; wts_1_34:301:8; wts_1_34:407:146; wts_1_34:664:56; wts_1_34:811:149	Lex. lcags skud brgyud gton rgyu’i ’phrin gyı ze || ba ste ~ ba dan don gcig „ze ’kham pa || Lex. dgun lo „Jahr“ (brDa); lo bdag gi ze sa
alternate_witness_google_loc_nasal_upgrade	drans	draṅs	5	1	wts_1_34:187:33; wts_1_34:369:92; wts_1_34:473:63; wts_1_34:1020:215; wts_1_34:1200:92	Geist“ (Rtdz-K 94,36); — rten spyan drans || sungene Gebete“ (brDa); dbyans su drans || rgyal po’i bu b{h}o dhi satwa spyan drans
alternate_witness_google_loc_nasal_upgrade	zan	zaṅ	5	1	wts_1_34:198:85; wts_1_34:198:153; wts_1_34:198:170; wts_1_34:292:83; wts_1_34:672:179	"’khums spu zan zin byed pa’i min „Bez. für: || ba’am bag ""khums spu zan zin byed pa’i min"
alternate_witness_google_loc_nasal_upgrade	srin	sriṅ	5	1	wts_1_34:210:42; wts_1_34:614:111; wts_1_34:614:117; wts_1_34:664:102; wts_1_34:664:111	— dan srin mo fd... mchod (metr.) „er verehrt Mutter und Schwester“ (Hev 1.5.2a). || lcam = chun ma’i Zes sa (Dagy); ~ ni srin mo || Lex. srin mo’i Ze sa „resp. für Schwester“
alternate_witness_google_loc_fricative_upgrade	bsal	bśal	5	1	wts_1_34:234:32; wts_1_34:234:32; wts_1_34:448:181; wts_1_34:482:51; wts_1_34:1116:67	Lex. ja sogs snod du — pa bsal bsal — „Tee || rgyu Zin ~ pa dan / grod pa bsal ba Ita bu
alternate_witness_google_loc_nasal_upgrade	gNa	gÑa	5	1	wts_1_34:295:5; wts_1_34:797:76; wts_1_34:797:80; wts_1_34:800:81; wts_1_34:801:81	gNa’-khri btsan-po genannt; dazu heißt es: || rje geig »’i sku rin la (metr.) „zur Lebenszeit des alleinigen Herrschers gNa’-khri || der Herrscher gNa’-khri btsan-po war“
alternate_witness_google_loc_nasal_upgrade	lcan	lcaṅ	5	1	wts_1_34:320:46; wts_1_34:471:65; wts_1_34:613:124; wts_1_34:613:132; wts_1_34:613:209	tu sruns Sig „schützt die königlichen Palastbezirke“ (Suv 55,11); lcan lo can gyi - kun || yul rgyal gyi lcan gseb na „im königlichen || ལྕང་སྐྱ་ lcan skya.
alternate_witness_google_loc_nasal_upgrade	skyon	skyoṅ	5	1	wts_1_34:327:23; wts_1_34:447:84; wts_1_34:1105:67; wts_1_34:1121:106; wts_1_34:1188:5	Lex. skyon ba’i don (brDa); mjug skyon bZin || འགྲམ་སྐྱོང་ ’gram skyon Schildkröte. || skyon ... la / rab tu — bas ’dud par bgyi
alternate_witness_google_loc_nasal_upgrade	byan	byaṅ	5	1	wts_1_34:339:176; wts_1_34:555:111; wts_1_34:644:8; wts_1_34:1129:94; wts_1_34:1141:13	war“ (Kl na 17647); gan gi tshe ... byan chub || bla na med pa yan dag par rdzogs pa’i byan || 20); byan sgo chu rol dan ’thab na / -r ’chi
alternate_witness_google_loc_nasal_upgrade	don	doṅ	5	1	wts_1_34:368:111; wts_1_34:732:80; wts_1_34:995:161; wts_1_34:995:162; wts_1_34:1211:97	don nas sprugs - cig (metr.) „mögen sie den || Lex. Jan Ijin mi gtsan ba’i rdzab don || Lex. sa don „Erdloch“ (TTC); ~ su beug pa
alternate_witness_google_loc_nasal_upgrade	gyon	gyoṅ	5	1	wts_1_34:370:63; wts_1_34:370:65; wts_1_34:370:85; wts_1_34:873:30; wts_1_34:1151:107	Lex. bskams pa’i rens po’am mi gyon po Ita || Mensch“ (brDa); ko ba dan mi gyon po Ita || ཀྱོང་ཕོ་ gyon po auch gyon ba hart, zäh, wider-
alternate_witness_google_loc_nasal_upgrade	mnam	mñam	5	1	wts_1_34:381:25; wts_1_34:618:52; wts_1_34:634:114; wts_1_34:810:163; wts_1_34:976:205	mnam du ’gro ba’i grogs „der Bootsmann, || mnam chu la bskol (metr.) „wenn man Gudüci mit Ingwer, Eisenhut [u. a.] zu glei- || mchod kyi bar la mnam bag thun re la ~
alternate_witness_google_loc_nasal_upgrade	spyan	spyaṅ	5	1	wts_1_34:382:58; wts_1_34:576:186; wts_1_34:660:44; wts_1_34:696:163; wts_1_34:1135:44	~ po = mi spyan po’am = po dan sa bon ~ po || ’u cag gi ra spyan gus ... » zos son zer lo „der || spyan ltogs ’dra na ~ ldan (metr.) „wenn er
alternate_witness_google_loc_nasal_upgrade	glen	gleṅ	5	1	wts_1_34:398:72; wts_1_34:398:72; wts_1_34:398:105; wts_1_34:719:150; wts_1_34:1202:26	གླེང་མོ་ glen mo auch glen po Rede, Unterhal- || གླེང་གཞི་ glen 97
alternate_witness_google_loc_nasal_upgrade	wan	waṅ	5	1	wts_1_34:414:172; wts_1_34:471:23; wts_1_34:471:23; wts_1_34:489:195; wts_1_34:1188:40	"(Bca 9.44b); rgya nag gi hwa San ke wan || rgya rje sras ’wan (r. kwan) pen ""wan »r Zugs"
