volume	page	line	token_index	tibetan_syllable	source	canonical_target	source_alignment_status	boundary_status	domain	damage_or_marker	operation_signature	source_edit_start	source_edit_end	target_edit_start	target_edit_end	source_structural_location	target_structural_role	tibetan_role	tibetan_feature	parent_structural_unit	target_component_rule_id	crosses_role_boundaries	extra_source_material	edit_specific_domain_condition	attribution_status
wts_1_34	1014	223	1	ཅི	ßen	ci	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ßen→ci	0	3	0	2	canonical_corresponding_span:root_consonant,vowel	root_consonant;vowel	root_consonant;vowel	i;ཅ	between_or_multi_role	CORPUS_63EB474B7A3F;RESIDUAL_F35506200778	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	131	6	2	ཅིག	Vor	cig	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB V→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཅ	role_span	RESIDUAL_F35506200778	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	131	6	2	ཅིག	Vor	cig	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB o→i	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	i	role_span	CORPUS_63EB474B7A3F	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	131	6	2	ཅིག	Vor	cig	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB r→g	2	3	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ག	role_span	CORPUS_9A673562CD7A	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	1178	90	3	ཅིག	dus	cig	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:1	SUB d→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཅ	role_span	RESIDUAL_F35506200778	no	no	unclear	structurally_attributed
wts_1_34	1178	90	3	ཅིག	dus	cig	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:1	SUB u→i	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	i	role_span	CORPUS_63EB474B7A3F	no	no	unclear	structurally_attributed
wts_1_34	1178	90	3	ཅིག	dus	cig	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:1	SUB s→g	2	3	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ག	role_span	CORPUS_9A673562CD7A	no	no	unclear	structurally_attributed
wts_1_34	709	64	3	ཅིག	wieviel	cig	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB w→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཅ	role_span	RESIDUAL_F35506200778	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	709	64	3	ཅིག	wieviel	cig	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE eviel→g	2	7	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ག	role_span	CORPUS_9A673562CD7A	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	581	171	10	ཅིག	’cig	cig	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:0	DEL ’	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	unclear	structurally_attributed
wts_1_34	170	48	3	ཅིག	’od	cig	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	SUB ’→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཅ	role_span	RESIDUAL_F35506200778	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	170	48	3	ཅིག	’od	cig	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	SUB o→i	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	i	role_span	CORPUS_63EB474B7A3F	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	170	48	3	ཅིག	’od	cig	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	SUB d→g	2	3	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ག	role_span	CORPUS_9A673562CD7A	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	582	161	0	ཅིང	cın	ciṅ	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB ı→i	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	i	role_span	CORPUS_63EB474B7A3F	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	582	161	0	ཅིང	cın	ciṅ	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB n→ṅ	2	3	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ང	role_span	SUFFIX_NG_TO_NDOT	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	826	236	4	ཅིང	stob	ciṅ	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:0	REPLACE stob→ciṅ	0	4	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	i;ང;ཅ	between_or_multi_role	CORPUS_63EB474B7A3F;RESIDUAL_F35506200778;SUFFIX_NG_TO_NDOT	yes	no	unclear	structurally_attributed
wts_1_34	575	144	2	ཅུག	cag	cug	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB a→u	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	u	role_span	CORPUS_84A74DBDD722	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	478	69	1	ཅོ	Art	co	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE Art→co	0	3	0	2	canonical_corresponding_span:root_consonant,vowel	root_consonant;vowel	root_consonant;vowel	o;ཅ	between_or_multi_role	CORPUS_16D4A9AA0695;RESIDUAL_F35506200778	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_9_m	104	76	1	ཅོ	ba	co	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB b→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཅ	role_span	RESIDUAL_F35506200778	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_9_m	104	76	1	ཅོ	ba	co	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB a→o	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	o	role_span	CORPUS_16D4A9AA0695	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	415	19	1	ཅོ	gu	co	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB g→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཅ	role_span	RESIDUAL_F35506200778	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	415	19	1	ཅོ	gu	co	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB u→o	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	o	role_span	CORPUS_16D4A9AA0695	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_9_m	54	1	3	ཅོ	kon	co	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB k→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཅ	role_span	RESIDUAL_F35506200778	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_9_m	54	1	3	ཅོ	kon	co	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL n	2	3	2	2	extra_source_material:token_final	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	484	32	1	ཅོ	laufen	co	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE laufen→co	0	6	0	2	canonical_corresponding_span:root_consonant,vowel	root_consonant;vowel	root_consonant;vowel	o;ཅ	between_or_multi_role	CORPUS_16D4A9AA0695;RESIDUAL_F35506200778	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	586	78	1	ཅོག	'cog	cog	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL '	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	576	18	4	ཅོག	ge	cog	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	INS co	0	0	0	2	canonical_corresponding_span:root_consonant,vowel	root_consonant;vowel	root_consonant;vowel	o;ཅ	between_or_multi_role	CORPUS_16D4A9AA0695;RESIDUAL_F35506200778	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	576	18	4	ཅོག	ge	cog	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	DEL e	1	2	3	3	extra_source_material:token_final	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	35	153	1	ཅོག	ka	cog	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ka→cog	0	2	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	o;ག;ཅ	between_or_multi_role	CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;RESIDUAL_F35506200778	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	208	44	4	ཅོད	gcod	cod	gloss_alignment_noise	token_boundary_secure	unclear	damage:0;marker:0	DEL g	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	unclear	structurally_attributed
wts_1_34	587	16	2	ཅོད	pan	cod	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB p→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཅ	role_span	RESIDUAL_F35506200778	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	587	16	2	ཅོད	pan	cod	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB a→o	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	o	role_span	CORPUS_16D4A9AA0695	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	587	16	2	ཅོད	pan	cod	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB n→d	2	3	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ད	role_span	CORPUS_DDC164B090C8	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	1260	49	4	ཅོན	bcos	con	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL b	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	1260	49	4	ཅོན	bcos	con	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB s→n	3	4	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ན	role_span	CORPUS_76CFA3FCFF21	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	622	18	1	ཆག	'chag	chag	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL '	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	639	119	1	ཆག	chig	chag	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB i→a	2	3	2	3	canonical_corresponding_span:vowel	vowel	vowel	a	role_span	CORPUS_01025FAF5D30	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_35_51	25	6	2	ཆག	chog	chag	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB o→a	2	3	2	3	canonical_corresponding_span:vowel	vowel	vowel	a	role_span	CORPUS_01025FAF5D30	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_9_m	22	57	2	ཆག	chog	chag	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB o→a	2	3	2	3	canonical_corresponding_span:vowel	vowel	vowel	a	role_span	CORPUS_01025FAF5D30	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	797	100	4	ཆག	pa	chag	gloss_alignment_noise	token_boundary_secure	unclear	damage:1;marker:0	REPLACE p→ch	0	1	0	2	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	unclear	structurally_attributed
wts_1_34	797	100	4	ཆག	pa	chag	gloss_alignment_noise	token_boundary_secure	unclear	damage:1;marker:0	INS g	2	2	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ག	role_span	CORPUS_9A673562CD7A	no	no	unclear	structurally_attributed
wts_1_34	930	104	4	ཆག	pa	chag	gloss_alignment_noise	token_boundary_secure	unclear	damage:1;marker:0	REPLACE p→ch	0	1	0	2	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	unclear	structurally_attributed
wts_1_34	930	104	4	ཆག	pa	chag	gloss_alignment_noise	token_boundary_secure	unclear	damage:1;marker:0	INS g	2	2	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ག	role_span	CORPUS_9A673562CD7A	no	no	unclear	structurally_attributed
wts_1_34	622	54	1	ཆག	’chag	chag	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL ’	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	626	190	1	ཆགས	'chags	chags	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL '	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	766	3	4	ཆགས	Aussehen	chags	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	REPLACE Au→chag	0	2	0	4	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	a;ག;ཆ	between_or_multi_role	CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;RESIDUAL_59F309DD5F15	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	766	3	4	ཆགས	Aussehen	chags	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	DEL sehen	3	8	5	5	extra_source_material:token_final	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	625	112	1	ཆགས	Ichags	chags	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	DEL I	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	765	126	4	ཆགས	fiams	chags	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:1	SUB f→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	765	126	4	ཆགས	fiams	chags	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:1	SUB i→h	1	2	1	2	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	765	126	4	ཆགས	fiams	chags	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:1	SUB m→g	3	4	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ག	role_span	CORPUS_9A673562CD7A	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	650	152	2	ཆགས	tshags	chags	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ts→c	0	2	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	626	95	1	ཆགས	’chags	chags	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL ’	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	626	199	1	ཆགས	’chags	chags	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL ’	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	73	72	3	ཆགས	’dod	chags	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ’dod→chags	0	4	0	5	canonical_corresponding_span:root_consonant,vowel,suffix_coda,post_suffix	post_suffix;root_consonant;suffix_coda;vowel	post_suffix;root_consonant;suffix_coda;vowel	a;ག;ཆ;ས	between_or_multi_role	CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46;RESIDUAL_59F309DD5F15	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	113	45	3	ཆང	bons	chaṅ	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	SUB b→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	113	45	3	ཆང	bons	chaṅ	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	SUB o→h	1	2	1	2	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	113	45	3	ཆང	bons	chaṅ	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	SUB n→a	2	3	2	3	canonical_corresponding_span:vowel	vowel	vowel	a	role_span	CORPUS_01025FAF5D30	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	113	45	3	ཆང	bons	chaṅ	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	SUB s→ṅ	3	4	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ང	role_span	SUFFIX_NG_TO_NDOT	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	629	151	1	ཆང	chans	chaṅ	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ns→ṅ	3	5	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ང	role_span	SUFFIX_NG_TO_NDOT	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	629	175	1	ཆང	chans	chaṅ	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ns→ṅ	3	5	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ང	role_span	SUFFIX_NG_TO_NDOT	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	116	4	3	ཆང	chuṅ	chaṅ	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB u→a	2	3	2	3	canonical_corresponding_span:vowel	vowel	vowel	a	role_span	CORPUS_01025FAF5D30	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	629	177	1	ཆད	'chad	chad	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL '	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	793	62	3	ཆད	Bestrafung	chad	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:0	REPLACE Bestr→ch	0	5	0	2	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	unclear	structurally_attributed
wts_1_34	793	62	3	ཆད	Bestrafung	chad	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:0	REPLACE fung→d	6	10	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ད	role_span	CORPUS_DDC164B090C8	no	no	unclear	structurally_attributed
wts_9_m	332	43	2	ཆད	Irma	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	REPLACE Irm→ch	0	3	0	2	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_9_m	332	43	2	ཆད	Irma	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	INS d	4	4	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ད	role_span	CORPUS_DDC164B090C8	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	1089	52	4	ཆད	da	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:1	INS cha	0	0	0	3	canonical_corresponding_span:root_consonant,vowel	root_consonant;vowel	root_consonant;vowel	a;ཆ	between_or_multi_role	CORPUS_01025FAF5D30;RESIDUAL_59F309DD5F15	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	1089	52	4	ཆད	da	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:1	DEL a	1	2	4	4	extra_source_material:token_final	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	570	206	4	ཆད	früher	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	REPLACE frü→c	0	3	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	570	206	4	ཆད	früher	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	SUB e→a	4	5	2	3	canonical_corresponding_span:vowel	vowel	vowel	a	role_span	CORPUS_01025FAF5D30	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	570	206	4	ཆད	früher	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	SUB r→d	5	6	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ད	role_span	CORPUS_DDC164B090C8	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	766	9	4	ཆད	pa	chad	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:0	REPLACE p→ch	0	1	0	2	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	unclear	structurally_attributed
wts_1_34	766	9	4	ཆད	pa	chad	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:0	INS d	2	2	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ད	role_span	CORPUS_DDC164B090C8	no	no	unclear	structurally_attributed
wts_1_34	631	87	1	ཆད	pa’i	chad	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE p→ch	0	1	0	2	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	631	87	1	ཆད	pa’i	chad	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ’i→d	2	4	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ད	role_span	CORPUS_DDC164B090C8	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_35_51	974	23	2	ཆད	phyani	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	SUB p→c	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_35_51	974	23	2	ཆད	phyani	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	DEL y	2	3	2	2	extra_source_material:internal	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_35_51	974	23	2	ཆད	phyani	chad	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	REPLACE ni→d	4	6	3	4	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ད	role_span	CORPUS_DDC164B090C8	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	761	1	2	ཆད	tshad	chad	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ts→c	0	2	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	473	179	2	ཆབ	tshab	chab	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ts→c	0	2	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཆ	role_span	RESIDUAL_59F309DD5F15	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	783	50	2	ཆར	neulich	char	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	DEL neuli	0	5	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
