signature_id	operation_signature	operation_type	source_sequence	target_sequence	parent_signature	tibetan_role	tibetan_feature	source_position_type	source_position_value	target_position_type	target_position_value	source_context_pattern	target_context_pattern	domain_condition	source_structural_location	target_structural_role	parent_structural_unit	crosses_role_boundaries	extra_source_material	forbidden_tibetan_roles	forbidden_tibetan_features	forbidden_tibetan_role_features	canonical_target_required	aligned_tibetan_required	exact_tibetan_identities	reviewed_atomic_supporting_syllables	reviewed_supporting_occurrences	reviewed_supporting_volumes	reviewed_page_ranges	historical_support	alternate_witness_support	legitimate_controls	conflicts	evidence_tier	authorization_status	rationale	parent_operation_reviewed_support	parent_operation_alternate_support	parent_operation_global_controls	conditioned_reviewed_support	conditioned_alternate_support	conditioned_controls	conditioned_conflicts
sig_INS_Sa	INS Sa	insertion		Sa																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_a	INS a	insertion		a																			yes	yes		0	0			0	15	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	15	0	0	15	0	0
sig_INS_ag	INS ag	insertion		ag																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_al	INS al	insertion		al																			yes	yes		0	0			0	3	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	3	0	0	3	0	0
sig_INS_am	INS am	insertion		am																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_an	INS an	insertion		an																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_ar	INS ar	insertion		ar																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_aṅ	INS aṅ	insertion		aṅ																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_b	INS b	insertion		b																			yes	yes		0	0			0	6	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	6	0	0	6	0	0
sig_INS_ba	INS ba	insertion		ba																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_bd	INS bd	insertion		bd																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_bda	INS bda	insertion		bda																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_br	INS br	insertion		br																			yes	yes		0	0			0	2	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	2	0	0	2	0	0
sig_INS_bra	INS bra	insertion		bra																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_bre	INS bre	insertion		bre																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_btsa	INS btsa	insertion		btsa																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_bu	INS bu	insertion		bu																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_bye	INS bye	insertion		bye																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_c	INS c	insertion		c																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_cha	INS cha	insertion		cha																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_cho	INS cho	insertion		cho																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_co	INS co	insertion		co																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_d	INS d	insertion		d																			yes	yes		0	0			0	9	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	9	0	0	9	0	0
sig_INS_da	INS da	insertion		da																			yes	yes		0	0			0	2	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	2	0	0	2	0	0
sig_INS_dag	INS dag	insertion		dag																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_dg	INS dg	insertion		dg																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_dm	INS dm	insertion		dm																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_dmi	INS dmi	insertion		dmi																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_dra	INS dra	insertion		dra																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_dzi	INS dzi	insertion		dzi																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_e	INS e	insertion		e																			yes	yes		0	0			0	5	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	5	0	0	5	0	0
sig_INS_g	INS g	insertion		g																			yes	yes		0	0			0	5	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	5	0	0	5	0	0
sig_INS_g.	INS g.	insertion		g.																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ga	INS ga	insertion		ga																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_god	INS god	insertion		god																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_gra	INS gra	insertion		gra																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_gs	INS gs	insertion		gs																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_gsu	INS gsu	insertion		gsu																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_gt	INS gt	insertion		gt																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_gu	INS gu	insertion		gu																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_gy	INS gy	insertion		gy																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_gyun	INS gyun	insertion		gyun																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_gźo	INS gźo	insertion		gźo																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_h	INS h	insertion		h																			yes	yes		7	7	wts_35_51	wts_35_51:266-1009	0	2	0	0	reviewed_atomic_candidate	candidate_review	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	7	2	0	7	2	0	0
sig_INS_higs	INS higs	insertion		higs																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_hr	INS hr	insertion		hr																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_huṅ	INS huṅ	insertion		huṅ																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_i	INS i	insertion		i																			yes	yes		0	0			0	38	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	38	0	0	38	0	0
sig_INS_il	INS il	insertion		il																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_is	INS is	insertion		is																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_j	INS j	insertion		j																			yes	yes		0	0			0	10	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	10	0	0	10	0	0
sig_INS_jes	INS jes	insertion		jes																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_k	INS k	insertion		k																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ka	INS ka	insertion		ka																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_kh	INS kh	insertion		kh																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_kha	INS kha	insertion		kha																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_khan	INS khan	insertion		khan																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_khy	INS khy	insertion		khy																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ku	INS ku	insertion		ku																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_kyi	INS kyi	insertion		kyi																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_l	INS l	insertion		l																			yes	yes		0	0			0	11	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	11	0	0	11	0	0
sig_INS_la	INS la	insertion		la																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_leg	INS leg	insertion		leg																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_m	INS m	insertion		m																			yes	yes		1	1	wts_1_34	wts_1_34:269-269	0	6	0	0	reviewed_atomic_candidate	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	1	6	0	1	6	0	0
sig_INS_ma	INS ma	insertion		ma																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_mju	INS mju	insertion		mju																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_n	INS n	insertion		n																			yes	yes		0	0			0	23	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	23	0	0	23	0	0
sig_INS_na	INS na	insertion		na																			yes	yes		0	0			0	2	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	2	0	0	2	0	0
sig_INS_ne	INS ne	insertion		ne																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_o	INS o	insertion		o																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_obs	INS obs	insertion		obs																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_og	INS og	insertion		og																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_or	INS or	insertion		or																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_os	INS os	insertion		os																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_p	INS p	insertion		p																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_pa	INS pa	insertion		pa																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ph	INS ph	insertion		ph																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_r	INS r	insertion		r																			yes	yes		12	13	wts_1_34;wts_35_51;wts_8_b;wts_9_m	wts_1_34:275-1127;wts_35_51:867-1098;wts_8_b:131-131;wts_9_m:330-330	0	13	0	0	reviewed_atomic_candidate	candidate_review	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	13	13	0	13	13	0	0
sig_INS_ra	INS ra	insertion		ra																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_rd	INS rd	insertion		rd																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_rg	INS rg	insertion		rg																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_rgy	INS rgy	insertion		rgy																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ri	INS ri	insertion		ri																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_rje	INS rje	insertion		rje																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_rt	INS rt	insertion		rt																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_rud	INS rud	insertion		rud																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_s	INS s	insertion		s																			yes	yes		0	0			0	11	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	11	0	0	11	0	0
sig_INS_sar	INS sar	insertion		sar																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_sd	INS sd	insertion		sd																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_sg	INS sg	insertion		sg																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_sgr	INS sgr	insertion		sgr																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ska	INS ska	insertion		ska																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_sky	INS sky	insertion		sky																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_so	INS so	insertion		so																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_su	INS su	insertion		su																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_sum	INS sum	insertion		sum																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_t	INS t	insertion		t																			yes	yes		0	0			0	10	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	10	0	0	10	0	0
sig_INS_tag	INS tag	insertion		tag																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_th	INS th	insertion		th																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_the	INS the	insertion		the																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_ti	INS ti	insertion		ti																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_to	INS to	insertion		to																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ts	INS ts	insertion		ts																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_tsh	INS tsh	insertion		tsh																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_tun	INS tun	insertion		tun																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_u	INS u	insertion		u																			yes	yes		0	0			0	6	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	6	0	0	6	0	0
sig_INS_ub	INS ub	insertion		ub																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ud	INS ud	insertion		ud																			yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_INS_ug	INS ug	insertion		ug																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_um	INS um	insertion		um																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ur	INS ur	insertion		ur																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_uṅ	INS uṅ	insertion		uṅ																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_y	INS y	insertion		y																			yes	yes		0	0			0	17	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	17	0	0	17	0	0
sig_INS_ya	INS ya	insertion		ya																			yes	yes		0	0			0	2	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	2	0	0	2	0	0
sig_INS_yar	INS yar	insertion		yar																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ye	INS ye	insertion		ye																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_yi	INS yi	insertion		yi																			yes	yes		0	0			0	3	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	3	0	0	3	0	0
sig_INS_yid	INS yid	insertion		yid																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_z	INS z	insertion		z																			yes	yes		0	0			0	3	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	3	0	0	3	0	0
sig_INS_ze	INS ze	insertion		ze																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ñ	INS ñ	insertion		ñ																			yes	yes		0	0			0	15	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	15	0	0	15	0	0
sig_INS_ñam	INS ñam	insertion		ñam																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ź	INS ź	insertion		ź																			yes	yes		2	5	wts_1_34;wts_35_51;wts_9_m	wts_1_34:510-510;wts_35_51:38-1120;wts_9_m:17-17	0	4	0	0	reviewed_atomic_candidate	candidate_review	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	5	4	0	5	4	0	0
sig_INS_źi	INS źi	insertion		źi																			yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_INS_ṅ	INS ṅ	insertion		ṅ																			yes	yes		0	0			0	9	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	9	0	0	9	0	0
sig_REPLACE_'D_to_b	REPLACE 'D→b	complex	REPLACE 'D→b																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_'R_to_k	REPLACE 'R→k	complex	REPLACE 'R→k																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_'R_to_t	REPLACE 'R→t	complex	REPLACE 'R→t																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_'b_to_d	REPLACE 'b→d	complex	REPLACE 'b→d																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_'c_to_k	REPLACE 'c→k	complex	REPLACE 'c→k																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_'dod_to_źiṅ	REPLACE 'dod→źiṅ	complex	REPLACE 'dod→źiṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_'dren_to_gi	REPLACE 'dren→gi	complex	REPLACE 'dren→gi																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_'dz_to_t	REPLACE 'dz→t	complex	REPLACE 'dz→t																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
