volume	page	line	token_index	tibetan_syllable	source_token	proposed_target	decision	echo_category	evidence	rationale	reviewing_batch	review_date	reconsideration_prerequisite
wts_9_m	227	53	8	ལོང	lon	loṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Damaged abbreviation does not independently establish the echo.	tibetan_long_same_entry_echo_batch_20260726	2026-07-26	Independent lexical evidence
wts_1_34	48	99	3	ཀིང	kin	kiṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	The extra kin is not independently aligned with the single Tibetan ཀིང syllable.	tibetan_king_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_1_34	54	18	5	ཀིང	kin	kiṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Alternate compound explicitly retains ཀིང.	tibetan_king_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	54	18	8	ཀིང	kin	kiṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Second alternate compound explicitly retains ཀིང.	tibetan_king_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	54	70	8	ཀིང	kin	kiṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Alternate expression explicitly retains ཀིང.	tibetan_king_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	912	52	7	གདོང	gdon	gdoṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	The expression after auch explicitly repeats གདོང.	tibetan_gdong_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	914	71	5	གདོང	gdon	gdoṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Marker-attached damaged expression remains unresolved.	tibetan_gdong_same_entry_echo_batch_20260726	2026-07-26	Independent marker reconstruction
wts_35_51	425	11	5	གདོང	gdon	gdoṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Marker-attached damaged expression remains unresolved.	tibetan_gdong_same_entry_echo_batch_20260726	2026-07-26	Independent marker reconstruction
wts_35_51	646	46	5	གདོང	gdon	gdoṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	The expression after auch explicitly repeats གདོང.	tibetan_gdong_same_entry_echo_batch_20260726	2026-07-26	none
wts_35_51	649	10	4	གདོང	gdon	gdoṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Marker-attached damaged expression remains unresolved.	tibetan_gdong_same_entry_echo_batch_20260726	2026-07-26	Independent marker reconstruction
wts_1_34	387	114	2	གྲོང	gron	groṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Damaged preceding material does not independently establish this echo.	tibetan_grong_same_entry_echo_batch_20260726	2026-07-26	Independent entry reconstruction
wts_1_34	388	9	4	གྲོང	gron	groṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	The expression after auch explicitly repeats གྲོང.	tibetan_grong_same_entry_echo_batch_20260726	2026-07-26	none
wts_35_51	820	13	2	བཏང	btan	btaṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	The reference expression is not independently aligned with བཏང.	tibetan_btang_same_entry_echo_batch_20260726	2026-07-26	Independent reference analysis
wts_35_51	828	51	5	བཏང	btan	btaṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	The expression after auch explicitly repeats བཏང.	tibetan_btang_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	704	60	5	འཆིང	chin	chiṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	The expression after auch explicitly repeats འཆིང.	tibetan_aching_same_entry_echo_batch_20260726	2026-07-26	none
wts_9_m	119	38	4	འཆིང	chin	chiṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	The later token is not independently identified as འཆིང.	tibetan_aching_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_1_34	467	145	5	ཕྲེང	phren	phreṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	The expression after auch explicitly repeats ཕྲེང.	tibetan_phreng_same_entry_echo_batch_20260726	2026-07-26	none
wts_35_51	1074	47	5	ཕྲེང	phren	phreṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	The expression after auch explicitly repeats ཕྲེང.	tibetan_phreng_same_entry_echo_batch_20260726	2026-07-26	none
wts_8_b	375	14	7	འཕྲེང	phren	phreṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Damaged marker-attached comparison is not independently secure.	tibetan_aphreng_same_entry_echo_batch_20260726	2026-07-26	Independent reference reconstruction
wts_1_34	157	78	4	ཐུང	thun	thuṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Marker-attached later thun is not independently established as ཐུང.	tibetan_thung_same_entry_echo_batch_20260726	2026-07-26	Independent marker reconstruction
wts_1_34	743	147	5	འབྲང	bran	braṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_abrang_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_1_34	748	84	6	འབྲང	bran	braṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_abrang_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_8_b	284	19	3	བྲེང	bren	breṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_breng_same_entry_echo_batch_20260726	2026-07-26	none
wts_8_b	512	13	2	འབྲེང	bren	breṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_abreng_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_8_b	512	33	4	འབྲེང	bren	breṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_abreng_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	1017	200	3	མོང	mon	moṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_mong_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_9_m	254	15	5	མོང	mon	moṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_mong_same_entry_echo_batch_20260726	2026-07-26	none
wts_9_m	254	24	4	མོང	mon	moṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_mong_same_entry_echo_batch_20260726	2026-07-26	none
wts_8_b	113	24	6	བོང	bon	boṅ	accepted	cross_reference_probable	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_bong_same_entry_echo_batch_20260726	2026-07-26	none
wts_8_b	113	38	6	བོང	bon	boṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_bong_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	357	33	5	འཕང	phan	phaṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_aphang_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	754	150	7	ལང	lan	laṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_lang_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	739	47	4	དཔུང	dpun	dpuṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_dpung_same_entry_echo_batch_20260726	2026-07-26	none
wts_35_51	740	75	4	དཔུང	dpun	dpuṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_dpung_same_entry_echo_batch_20260726	2026-07-26	none
wts_35_51	683	26	5	མིང	min	miṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_ming_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_1_34	528	116	2	སྤོང	spoh	spoṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_spong_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	549	75	6	བཀང	bkan	bkaṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_bkang_same_entry_echo_batch_20260726	2026-07-26	none
wts_35_51	550	4	3	བཀང	bkan	bkaṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_bkang_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	550	4	5	བཀང	bkan	bkaṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_bkang_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	550	9	5	བཀང	bkan	bkaṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_bkang_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_1_34	699	12	4	བཟུང	bzun	bzuṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_bzung_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_1_34	744	30	5	བཟུང	bzun	bzuṅ	deferred	damaged_reference	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_bzung_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	428	32	7	རྫོང	rdzon	rdzoṅ	deferred	cross_reference_probable	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_rdzong_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	883	14	4	རྫོང	rdzon	rdzoṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_rdzong_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	883	52	6	རྫོང	rdzon	rdzoṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_rdzong_same_entry_echo_batch_20260726	2026-07-26	none
wts_8_b	495	44	5	རྫོང	rdzon	rdzoṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_rdzong_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_1_34	584	152	4	སྤྱང	spyan	spyaṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_spyang_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_1_34	616	95	7	སྤྱང	spyan	spyaṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_spyang_same_entry_echo_batch_20260726	2026-07-26	none
wts_35_51	294	74	5	སྡོང	sdon	sdoṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_sdong_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	682	2	6	སྡོང	sdon	sdoṅ	accepted	cross_reference_probable	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_sdong_same_entry_echo_batch_20260726	2026-07-26	none
wts_35_51	584	31	6	སྤང	span	spaṅ	accepted	cross_reference_probable	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_spang_same_entry_echo_batch_20260726	2026-07-26	none
wts_35_51	599	27	5	སྤང	span	spaṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_spang_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	720	15	4	སྐོང	skon	skoṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_skong_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_35_51	768	27	5	སྐོང	skon	skoṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_skong_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	109	16	2	ཀྲུང	krun	kruṅ	rejected	uncertain	same_line_entry_structure_after_positional_alignment	Manual review established that this krun represents Tibetan ཀླང, not an exact repetition of ཀྲུང.	tibetan_krung_same_entry_echo_batch_20260726	2026-07-26	different_lemma_or_non_echo
wts_1_34	804	213	4	གསུང	gsun	gsuṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Frozen echo lacks independent exact lemma identity.	tibetan_gsung_same_entry_echo_batch_20260726	2026-07-26	Independent entry evidence
wts_8_b	307	24	4	བླང	blan	blaṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	tibetan_blang_same_entry_echo_batch_20260726	2026-07-26	none
wts_1_34	720	3	4	ལྔང	ldan	ldaṅ	rejected	uncertain	same_line_entry_structure_after_positional_alignment	Manual review establishes that the candidate is not an exact repetition of this Tibetan lemma.	tibetan_lngang_same_entry_echo_batch_20260727	2026-07-27	different_lemma_or_non_echo
wts_8_b	571	65	4	སྦྲང	sbran	sbraṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_sbrang_same_entry_echo_batch_20260727	2026-07-27	none
wts_8_b	573	8	6	སྦྲང	sbran	sbraṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_sbrang_same_entry_echo_batch_20260727	2026-07-27	none
wts_8_b	576	44	4	སྦྲང	sbran	sbraṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_sbrang_same_entry_echo_batch_20260727	2026-07-27	none
wts_35_51	24	46	4	གདུང	gdun	gduṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_gdung_same_entry_echo_batch_20260727	2026-07-27	none
wts_35_51	30	68	4	གདེང	gden	gdeṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_gdeng_same_entry_echo_batch_20260727	2026-07-27	none
wts_35_51	105	33	5	མདུང	mdun	mduṅ	accepted	cross_reference_probable	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_mdung_same_entry_echo_batch_20260727	2026-07-27	none
wts_35_51	720	49	5	དཔང	dpan	dpaṅ	accepted	cross_reference_probable	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_dpang_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	1338	49	5	དབྱུང	dbyun	dbyuṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_dbyung_same_entry_echo_batch_20260727	2026-07-27	none
wts_35_51	526	13	5	དབྱུང	dbyun	dbyuṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	final_ng_dbyung_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_35_51	943	33	6	ཡོང	yon	yoṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_yong_same_entry_echo_batch_20260727	2026-07-27	none
wts_35_51	1048	25	5	ལྷུང	lhun	lhuṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	final_ng_lhung_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_35_51	269	29	5	སྡང	sdan	sdaṅ	accepted	cross_reference_probable	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_sdang_same_entry_echo_batch_20260727	2026-07-27	none
wts_35_51	242	1	4	ཁྱུང	khyun	khyuṅ	accepted	uncertain	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_khyung_same_entry_echo_batch_20260727	2026-07-27	none
wts_8_b	143	8	2	ཁྱུང	khyun	khyuṅ	accepted	uncertain	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_khyung_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	107	133	6	ཏང	tan	taṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	final_ng_tang_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	1338	33	5	ཕྱུང	phyun	phyuṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_phyung_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	198	137	7	བུང	bun	buṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_bung_same_entry_echo_batch_20260727	2026-07-27	none
wts_35_51	428	8	4	ཚོང	tshon	tshoṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_tshong_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_35_51	1100	46	6	འཕོང	phon	phoṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_aphong_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	597	84	5	རོང	ron	roṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_rong_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	946	86	4	སྟང	stan	staṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_stang_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	583	77	4	ཀྱང	kyan	kyaṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_kyang_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	929	151	5	ཀྱང	kyan	kyaṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_kyang_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	195	82	3	སང	san	saṅ	resolved_elsewhere	direct_repeated_tibetan_alignment	same_line_entry_structure_after_positional_alignment	This frozen echo identity is already handled by another reviewed exact decision.	source_compatible_sang_same_entry_echo_batch_20260727	2026-07-27	already_resolved_exact_identity
wts_1_34	1181	92	5	སང	san	saṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_sang_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	1236	7	5	སང	san	saṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_sang_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	1236	7	8	སང	san	saṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_sang_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	1287	32	5	སང	san	saṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_sang_same_entry_echo_batch_20260727	2026-07-27	none
wts_35_51	1106	46	3	སང	san	saṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_sang_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_8_b	433	66	3	སང	san	saṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_sang_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	891	140	6	ཤིང	Sin	Siṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_shing_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	919	157	4	ཤིང	Sin	Siṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_shing_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_8_b	493	24	5	ཤིང	Sin	Siṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_shing_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_8_b	49	49	5	ཤིང	sih	siṅ	resolved_elsewhere	direct_repeated_tibetan_alignment	same_line_entry_structure_after_positional_alignment	This frozen echo identity is already handled by another reviewed exact decision.	source_compatible_shing_same_entry_echo_batch_20260727	2026-07-27	already_resolved_exact_identity
wts_1_34	107	127	4	ཤིང	sin	siṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_shing_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	131	65	5	ཤིང	sin	siṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_shing_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	328	31	5	ཤིང	sin	siṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_shing_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	329	48	4	ཤིང	sin	siṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_shing_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	752	76	7	ཤིང	sin	siṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_shing_same_entry_echo_batch_20260727	2026-07-27	none
wts_8_b	366	63	3	ཀློང	klon	kloṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	source_compatible_klong_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	629	69	5	འཚོང	tshon	tshoṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	source_compatible_atshong_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	109	88	2	ཀྲོང	kron	kroṅ	resolved_elsewhere	direct_repeated_tibetan_alignment	same_line_entry_structure_after_positional_alignment	This frozen echo identity is already handled by another reviewed exact decision.	one_anchor_krong_same_entry_echo_batch_20260727	2026-07-27	already_resolved_exact_identity
wts_1_34	918	174	6	རྟིང	rtin	rtiṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	one_anchor_rting_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	919	3	6	རྟིང	rtin	rtiṅ	deferred	cross_reference_probable	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	one_anchor_rting_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	219	44	7	བགྲང	bgran	bgraṅ	accepted	cross_reference_probable	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	one_anchor_bgrang_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	219	127	6	བགྲང	bgran	bgraṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	one_anchor_bgrang_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	424	178	4	བགྲང	bgran	bgraṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	one_anchor_bgrang_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	547	174	4	བགྲང	bgran	bgraṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	one_anchor_bgrang_same_entry_echo_batch_20260727	2026-07-27	independent_lemma_identity_not_established
wts_1_34	560	16	5	བགྲང	bgran	bgraṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	one_anchor_bgrang_same_entry_echo_batch_20260727	2026-07-27	none
wts_1_34	1297	12	3	དྲང	dran	draṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	historical_witness_drang_same_entry_echo_batch_20260728	2026-07-28	none
wts_1_34	1298	81	4	དྲང	dran	draṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	historical_witness_drang_same_entry_echo_batch_20260728	2026-07-28	none
wts_1_34	1302	90	5	དྲང	dran	draṅ	accepted	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	Entry structure independently establishes the same Tibetan lemma.	historical_witness_drang_same_entry_echo_batch_20260728	2026-07-28	none
wts_35_51	813	40	3	དྲང	dran	draṅ	deferred	uncertain	same_line_entry_structure_after_positional_alignment	Current evidence does not independently establish exact same-lemma identity.	historical_witness_drang_same_entry_echo_batch_20260728	2026-07-28	independent_lemma_identity_not_established
