volume	page	line	token_index	tibetan_syllable	original_source	applied_target	correction_reason	correction_batch	target_integrity_status	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	blocked_reason	violated_transcription_feature	proposed_disposition	context_excerpt
wts_1_34	159	106	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་ཚེགས་ rkaṅ tshegs
wts_1_34	159	131	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་ཚེགས་ rkaṅ tshegs schlimmes Fußleiden.
wts_1_34	159	136	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་མཛེས་ rkaṅ mdzes Asokabaum.
wts_1_34	159	140	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་བཞག་ rkaṅ bźag Oberschenkel.
wts_1_34	159	144	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་བཞི་པ་ rkaṅ //7/ pa Vierbeiner.
wts_1_34	159	161	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་བཞིའི་ནོར་ལྡན་ rkaṅ /?2// nor ldan „dessen Be-
wts_1_34	159	174	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་འོག་ rkaṅ ’og Unterwelt.
wts_1_34	159	183	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་ཡང་ཧོར་ rkaṅ yaṅ hor ein Volksstamm (?).
wts_1_34	159	189	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་རིང་ rkaṅ riṅ eine Art Vogel.
wts_1_34	159	189	2	རིང	rin	riṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_ring_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་རིང་ rkaṅ riṅ eine Art Vogel.
wts_1_34	159	194	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་ལག་འགྱས་པ་ rkaṅ lag ’gyus pa Bez. des fünf-
wts_1_34	159	204	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་ཤར་བ་ rkaṅ Sar ba Fußsoldat.
wts_1_34	159	207	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་ཤུ་ rkaṅ śu eine Krankheit am Fuß, Fußge-
wts_1_34	160	1	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་གསུམ་པ་ rkaṅ gsum pa
wts_1_34	160	11	1	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐང་གསུམ་པ་ rkaṅ gsum pa.
wts_1_34	162	188	3	བྲང	bran	braṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_brang_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	རྐོང་རྗེ་བྲང་དཀར་ rkon rje braṅ dkar tkon rje bran
wts_1_34	163	54	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་རྐྱང་ rkyaṅ rkyaṅ
wts_1_34	163	54	2	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་རྐྱང་ rkyaṅ rkyaṅ
wts_1_34	163	99	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་རྐྱང་ rkyaṅ rkyaṅ allein, ausschließlich, nur.
wts_1_34	163	99	2	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་རྐྱང་ rkyaṅ rkyaṅ allein, ausschließlich, nur.
wts_1_34	163	106	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་ངེ་ཅོ་ངེ་བ་ rkyaṅ ne co ne ba
wts_1_34	163	112	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་ངེ་ཅོ་ངེ་བ་ rkyaṅ ne co ne ba auch rkyaṅ ne con
wts_1_34	163	118	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་བཅད་ rkyaṅ bcad Gürtel.
wts_1_34	163	126	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་ཐང་ rkyaṅ thaṅ.
wts_1_34	163	126	2	ཐང	than	thaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_thang_consensus_clean_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	རྐྱང་ཐང་ rkyaṅ thaṅ.
wts_1_34	163	141	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་དེད་ rkyaṅ ded Konzentration.
wts_1_34	163	154	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་འདེབས་ rkyaṅ ’debs weite Ebene.
wts_1_34	163	157	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་ནུལ་ rkyaṅ nul Iskyan nul.
wts_1_34	163	158	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་པ་ rkyaṅ pa.
wts_1_34	163	164	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་པ་ rkyaṅ pa
wts_1_34	164	1	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་པ་ ’rkyaṅ pa
wts_1_34	164	15	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་པོ་ rkyaṅ po kiang-farben; Pferd mit dem
wts_1_34	164	22	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་ཕུག་ rkyaṅ phug Wassergefäß.
wts_1_34	164	31	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་མ་ rkyaṅ ma linker Hauptkanal bzw. linke
wts_1_34	164	35	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་ཝོ་གཉའ་བ་ཅན་ rkyaṅ wo gfia’ ba can eine Art
wts_1_34	164	44	1	རྐྱང	rkyan	rkyaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkyang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱང་སེར་ rkyaṅ ser erdfarben.
wts_1_34	165	180	3	སོང	son	soṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_song_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	རྐྱེན་ཁར་སོང་ rkyen khar soṅ pf. sich mitreißen
wts_1_34	176	149	2	ཁུང	khun	khuṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_khung_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐར་ཁུང་ skar khuṅ auch dkar khuṅ, alttib. skar
wts_1_34	180	59	3	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐལ་བ་བཟང་པོ་ skal ba bzaṅ po auch skal ba bzani
wts_1_34	184	156	3	གནང	gnan	gnaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_gnang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐུ་ཕེབས་གནང་བ་ sku phebs gnaṅ ba das Eintreten
wts_1_34	185	52	2	དབང	dban	dbaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_dban_consensus_batch_20260719	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐུ་དབང་ sku dbaṅ resp. Gewalt, Macht; — btsan
wts_1_34	186	120	3	རིང	rin	riṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_ring_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐུ་ཡི་རིང་ལ་ sku yi riṅ la resp. zu Lebzeiten, zu
wts_1_34	187	17	2	གསུང	gsun	gsuṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_gsung_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐུ་གསུང་ཐུགས་ sku gsuṅ thugs resp. Körper, Rede
wts_1_34	189	151	2	སྟོང	ston	stoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_stong_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐེ་སྟོང་ ske stoṅ ohne Halsschmuck.
wts_1_34	189	160	4	གཏོང	gton	gtoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_gtong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐེ་མིག་ལ་གཏོང་ ske mig la gtoṅ „Abschneiden des
wts_1_34	190	7	2	འཆིང	chin	chiṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_aching_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐེད་འཆིང་ sked chiṅ Gürtel.
wts_1_34	190	51	4	མང	man	maṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_mang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐེམ་པོ་སུལ་མང་ skem po sul maṅ
wts_1_34	190	96	4	མང	man	maṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_mang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐེམ་པོ་སུལ་མང་ skem po sul maṅ eine Art Myro-
wts_1_34	190	198	1	སྐོང	skon	skoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐོང་ ’skoṅ pf. 1/5/50/7$ herbeirufen.
wts_1_34	190	209	1	སྐོང	skon	skoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐོང་ཚེ་ skoṅ tshe (zw.) geflochtene Bambuskör-
wts_1_34	193	56	2	ཐང	than	thaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_thang_consensus_clean_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐོས་ཐང་ skos thaṅ \bskos than.
wts_1_34	195	57	2	སེང	sen	seṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_seng_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱ་སེང་ skya seṅ
wts_1_34	195	82	3	སང	san	saṅ	reviewed_tibetan_exact_final_ng_source_compatible	source_compatible_sang_consensus_batch_20260727	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱ་སང་སང་ skya sari saṅ.
wts_1_34	195	96	2	སེང	sen	seṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_seng_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱ་སེང་ skya seṅ auch skya bsen.
wts_1_34	195	116	2	སེང	sen	seṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_seng_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱ་སེང་སེང་པོ་ skya seṅ seṅ po auch skya bo seṅ seṅ
wts_1_34	195	116	3	སེང	sen	seṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_seng_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱ་སེང་སེང་པོ་ skya seṅ seṅ po auch skya bo seṅ seṅ
wts_1_34	197	103	3	སོང	son	soṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_song_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱབས་སུ་སོང་ skyabs su soṅ
wts_1_34	197	105	3	སོང	son	soṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_song_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱབས་སུ་སོང་ skyabs su soṅ pf. zu Tskyabs su ’gro
wts_1_34	198	102	2	ལྡང	ldan	ldaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_ldang_consensus_batch_20260727	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱི་ལྡང་ skyi ldaṅ.
wts_1_34	198	137	2	བུང	bun	buṅ	reviewed_tibetan_exact_final_ng_source_compatible	source_compatible_bung_consensus_batch_20260727	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱི་བུང་ skyi buṅ auch skyi ’buns, skyi buṅ furcht-
wts_1_34	199	164	2	ཐང	than	thaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_thang_later_damage_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱིན་ཐང་ skyin thaṅ auch skyin dan, skyin 777
wts_1_34	200	51	2	ཀྲུང	krun	kruṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_krung_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱིལ་ཀྲུང་ skyil kruṅ
wts_1_34	200	90	2	ཀྲུང	krun	kruṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_krung_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱིལ་ཀྲུང་ skyil kruṅ auch skyil mo dkrun, skyil mo
wts_1_34	200	105	2	ཀྲུང	krun	kruṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_krung_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱིལ་ཀྲུང་ skyil kruṅ
wts_1_34	200	161	3	ཀྲུང	krun	kruṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_krung_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱིལ་མོ་ ཀྲུང་ skyil mo kruṅ, skyil mo dkruṅ 76/597///
wts_1_34	208	47	5	དུང	dun	duṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_dung_consensus_batch_20260719	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱེ་བ་ལྔ་པའི་དུང་ skye ba lṅa pa’i duṅ nach rechts
wts_1_34	208	65	4	དབང	dban	dbaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_dban_consensus_batch_20260719	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	སྐྱེ་བ་ལ་དབང་བ་ shye ba la dbaṅ ba die Macht über
wts_1_34	210	132	2	ཤིང	sin	siṅ	reviewed_tibetan_exact_final_ng_source_compatible	source_compatible_shing_consensus_batch_20260727	reviewed_transcription_exception	yes	partial	blocked	source_variant_requires_manual_review	family_block	reviewed_exception		blocked	སྐྱེད་ཤིང་ skyed siṅ gezogener, gepflanzter Baum.
wts_1_34	211	115	2	ཤིང	Sin	Siṅ	reviewed_tibetan_exact_final_ng_source_compatible	source_compatible_shing_consensus_batch_20260727	reviewed_transcription_exception	yes	partial	blocked	source_variant_requires_manual_review	family_block	reviewed_exception		blocked	སྐྱེར་ཤིང་ skyer Siṅ Tskyer pa.
wts_1_34	212	1	2	ཆང	chan	chaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_chang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱེལ་ཆང་ skyel chaṅ
wts_1_34	212	3	2	ཆང	chan	chaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_chang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱེལ་ཆང་ skyel chaṅ Abschiedstrunk.
wts_1_34	215	144	3	སེང	sen	seṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_seng_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱེས་བུའི་སེང་གེ་ skyes bu’i seṅ ge „ein Mann wie
wts_1_34	215	185	2	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱེས་བཟང་ skyes bzaṅ Geschenk, Gabe.
wts_1_34	217	62	2	སེང	sen	seṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_seng_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོ་སེང་བ་ skyo seṅ ba traurig, verdrießlich.
wts_1_34	217	151	1	སྐྱོང	skyon	skyoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skyong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོང་ skyoṅ pf. ibskyans fur. Ibskyan imp.
wts_1_34	217	159	1	སྐྱོང	skyon	skyoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skyong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོང་ skyoṅ
wts_1_34	218	1	1	སྐྱོང	skyon	skyoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skyong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོང་དར་ skyoṅ dar
wts_1_34	218	16	1	སྐྱོང	skyon	skyoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skyong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོང་དར་ skyoṅ dar Verantwortung.
wts_1_34	218	25	1	སྐྱོང	skyon	skyoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skyong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོང་བ་པོ་ skyoṅ ba po.
wts_1_34	218	38	1	སྐྱོང	skyon	skyoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skyong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོང་བྱེད་ skyoṅ byed Ernährer.
wts_1_34	218	41	1	སྐྱོང	skyon	skyoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skyong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོང་མ་ skyoṅ ma Mutter.
wts_1_34	218	44	1	སྐྱོང	skyon	skyoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skyong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོང་རབ་ skyoṅ rab Betreuung.
wts_1_34	218	130	3	ཤིང	sin	siṅ	reviewed_tibetan_exact_final_ng_source_compatible	source_compatible_shing_consensus_batch_20260727	reviewed_transcription_exception	yes	partial	blocked	source_variant_requires_manual_review	family_block	reviewed_exception		blocked	སྐྱོད་བྱེད་ཤིང་ skyod byed siṅ Ruder.
wts_1_34	219	44	2	བགྲང	bgran	bgraṅ	reviewed_tibetan_exact_final_ng_source_compatible	one_anchor_bgrang_consensus_batch_20260727	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོན་བགྲང་ skyon bgraṅ Kurzf. für skyon du bgraṅ
wts_1_34	219	127	3	བགྲང	bgran	bgraṅ	reviewed_tibetan_exact_final_ng_source_compatible	one_anchor_bgrang_consensus_batch_20260727	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོན་དུ་བགྲང་བ་ skyon du bgraṅ ba Tskyon bgran.
wts_1_34	221	1	2	སྦྱང	sbyan	sbyaṅ	reviewed_tibetan_exact_final_ng_consensus	final_ng_sbyang_consensus_batch_20260727	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོར་སྦྱང་ skyor sbyaṅ
wts_1_34	221	19	2	སྦྱང	sbyan	sbyaṅ	reviewed_tibetan_exact_final_ng_consensus	final_ng_sbyang_consensus_batch_20260727	transcription_integrity_pass	no	sufficient	pass					validated	སྐྱོར་སྦྱང་ skyor sbyaṅ wiederholen.
wts_1_34	222	9	4	སྲིང	srin	sriṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_sring_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	སྐྲ་ཅན་གྱི་སྲིང་མོ་ skra can gyi sriṅ mo Beiname der
wts_1_34	222	118	2	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐྲ་བཟང་ skra bzaṅ.
wts_1_34	224	17	2	རྐང	rkan	rkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_rkang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	སྐུའི་རྐང་རྟེན་ skra’i rkaṅ rten Trkan rten.
wts_1_34	229	163	2	གཏོང	gton	gtoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_gtong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	བསྐུལ་གཏོང་ bskul gtoṅ Anforderung; irrt. Tbkul
wts_1_34	230	39	2	སློང	slon	sloṅ	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	བསྐུལ་སློང་ bskul sloṅ Anregung.
wts_1_34	232	1	2	ཁང	khan	khaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_khang_consensus_batch_20260719	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	བསྐོར་ཁང་ bskor khaṅ
wts_1_34	232	10	2	ཁང	khan	khaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_khang_consensus_batch_20260719	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	བསྐོར་ཁང་ bskor khaṅ Gebäude für rituelle Um-
wts_1_34	232	78	2	ཐང	than	thaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_thang_consensus_clean_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	བསྐོལ་ཐང་ bskol thaṅ auch bskol ba’i than med.,
wts_1_34	233	1	2	ཐང	than	thaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_thang_consensus_clean_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	བསྐོས་ཐང་ bskos thaṅ
wts_1_34	233	10	2	ཐང	than	thaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_thang_consensus_clean_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	བསྐོས་ཐང་ bskos thaṅ auch skos than Bestim-
wts_1_34	233	23	4	མིང	min	miṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_ming_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	བསྐོས་ཐོབ་ཀྱི་མིང་ bskos thob kyi miṅ Funktions-
wts_1_34	241	159	2	སྐོང	skon	skoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཁ་སྐོང་ kba skoṅ
wts_1_34	241	172	2	བཀང	bkan	bkaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bkang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	།ཁ་བཀང་ kba bkaṅ pf. ergänzen, auffüllen.
wts_1_34	241	195	2	སྐོང	skon	skoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_skong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཁ་སྐོང་ kha skoṅ auch kha skons.
wts_1_34	245	182	3	བྱང	byan	byaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_byang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཁ་ཏོན་བྱང་བ kha ton byaṅ ba redegewandt.
wts_1_34	248	15	2	གདང	gdan	gdaṅ	reviewed_tibetan_exact_final_ng_source_compatible	source_compatible_gdang_consensus_batch_20260727	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	།ཁ་གདང་ kha gdaṅ den Mund öffnen.
