tibetan_syllable	source	canonical_target	occurrence_count	current_alignment_status	rescue_category	layout_evidence	canonical_agreement_diagnostic_only	upgrade_authorized	blocker	sample_contexts
ཆུམ	pa	chum	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འཇིགས་ཆུམ་ཆུམ་པ་ 7:95 chum chum pa Tchum
ཆུས	'chus	chus	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆུས་ 'chus imp. zu 1¿#// schöpfen.
ཆེན	Isbag	chen	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བག་ཆེན་ bagchen Isbag chen.
ཆེན	bdun	chen	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉེ་བའི་རིན་ཆེན་བདན་ 776 ba’i rin chen bdun sieben
ཆེན	bu	chen	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"།ཆེན་ bu chen ""großer Sohn"", Bez. für her-"
ཆེན	dbyar	chen	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆེན་ dbyar giras chen Regenman-
ཆེན	dra	chen	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དྲ་ཆེན་པོ་ mu dra chen po npr. Gründer
ཆོ	SAN	cho	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆོ་ SAN cho chad pa
ཆོ	choga	cho	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྨན་གྱི་ཆོ་ག་ sman gi choga Heilverfahren.
ཆོ	co	cho	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བྱིའུ་ཆོ་ག་ cocoga co ka.
ཆོ	ga	cho	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འཆི་བྭ་བ་བའི་ཆོ་ ག་ #/ ba bin ba’i cho ga Ritual
ཆོག	'chog	chog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆོག་ 'chog
ཆོག	abschließende	chog	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྗེས་ཆོག་ 7705 chog abschließende Verrichtun-
ཆོག	ey	chog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	a5 AN’ ཆོག་མི་ཤེས་ ey bita bas chog mi ses pa
ཆོག	’chog	chog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆོག་ ’chog
ཆོམ	rnom	chom	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"ཆོམ"" rnom Habgier."
ཆོལ	’chol	chol	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆོལ” ’chol verwirrt sein; vgl. I”’chol.
ཆོས	'chos	chos	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆོས་ 'chos
ཆོས	rgyal	chos	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐ་འོག་ཆོས་རྒྱལ་པོ་ tha 09 chos rgyal po Beiname
ཆོས	skya	chos	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	་ཆོས་ skya chos auf weißem Papier geschriebe-
ཇ	Bündel	ja	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྤ་ཇ་ sbaja Bündel.
ཇ	dza	ja	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཀ་རན་ཇ་ ka ran dza †/©¢ randza.
ཇ	pa’i	ja	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	Lex. ’khyug /ཇ//7//£ pa’i ’od (brDa, ähnl.
ཇ	skad	ja	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཇ་སྐད་ 77 skad mit einem Verb des Sprechens;
ཉག	al	ñag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"ཉག al"" og ma Schmutz; vgl. ¦1?2702 ma."
ཉག	flag	ñag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉག་བསྐྱང་ flag bskyan Sturheit. || ཉག་ཉོག་ flag 7709 Schmutz, Unreines, Abfall;
ཉག	po	ñag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉག་པོ་ 7749 po Senke, Vertiefung.
ཉག	riag	ñag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འབྲས་ཉག་ 'bras riag cin Reiskorn.
ཉག	sa	ñag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འབྱལ་ཉག་ byobyol sa
ཉག	thag	ñag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉག་ཐག་པ་ 7697 thag pa Verantwortlicher für ཉག་མ་ flag ma.
ཉུང	nun	ñuṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉུང་ཀར་ nun kar [/7//77.4 kar.
ཏང	Ibur	taṅ	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བུར་ཏང་ burtan Ibur liaṅ.
ཏང	par	taṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏང་པར་ “༩ par Melasse, die in einer Schale in
ཏམ	gtam	tam	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏམ་བརྗོད་ gtam brjod auch gtam du brjod pa || 7 ཏམ་འདྲེ་ gtam ’dre
ཏར	tur	tar	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"ཏར་ ""tur Mühe, Fleiß; vgl. Tu re. || ཏར་ཀུད་ tur kloyud sehr präsent. || ཏར་ཏ་ར་ tur tar schnell."
ཏར	turre	tar	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏར་ར་ turre tu re.
ཏལ	ba	tal	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏལ་བ་ 77/ ba Ozean; vgl. 174 /¢'?/.
ཏལ	til	tal	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏལ་འབུ་ til ’bru $©653011114011160[101]) übertr.
ཏལ	tul	tal	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏལ་དྲི་ཅན་ tul dri can faulig riechend. || ཏལ་པ་ tul pa Lachen.
ཏི	tai	ti	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏི་ལོ་པ་ tai lo pa.
ཏི	tpoti	ti	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྤོ་ཏི་ spoti tpoti.
ཏི	tri	ti	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏི་ཀ་ tri ka auch trik, prik. || ཏི་བྱེད་ཏ་ tri byed ta eine Heilpflanze; vgl. །/༡7 || ཏི་ཤཱ་རྩེ་གསུམ་ tri 477 7750 gsum Lanze mit drei
ཏིག	g	tig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དན་ཏིག་ d g npr. ein Berg; Ri-bo Dan-tig
ཏིག	ti	tig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མུ་ཏིག་འབྱུང་གནས་ mu ti g bym gnas Bez. für
ཏིག	tıg	tig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྙིང་ཏིག་ säin tıg Essenz, etwas Essentielles;
ཏིང	in	tiṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏིང་ཤགས་ 1in Sags
ཏེ	EIT	te	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏེ་བོཿ EIT te por auch te bor.
ཏེ	Ziffer	te	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏེ་ ¦¢ Ziffer 99.
ཏེ	bor	te	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏེ་བོར་ € bor Tte por.
ཏེ	smra	te	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྙིང་གཞོས་ཏེ་སྨྲ་བ་ sAin 970$ te smra ba vertrau-
ཏེ	spyi	te	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	་ཏེ་ spyi ti
ཏེ	tre	te	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏེ་མ་བུ་ཀ་ tre ma bu ka auch tre ma, tre ma bu
ཏེ	trye	te	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏེ་མ་བུ་ཀ་ trye ma bu ka Ttre ma bu ka.
ཏེ	’te	te	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏེ་ ’te ¦ ༩.
ཏོ	'to	to	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོ་ལ་ 'to la ein Gewicht, skt. tola. || ཏོ་ལེ་ 'to le in ~ byed etw. schaffen.
ཏོ	tmu	to	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མུལ་ཏོ་བ་ multoba tmu Ito ba.
ཏོ	tro	to	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོ་པ་ཏི་ tro pa ti
ཏོག	'tog	tog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོག་ 'tog.
ཏོག	ia	tog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོག་ ia yi tog Beiname Märas bzw.
ཏོག	me	tog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོག་མཆོག་ me tog mchog Bez. für Safran || ཏོག་འཇུག་ me tog jung Bez. für Insekt, Biene. || ཏོག་ཏོག་ me tog tog.
ཏོག	metogthod	tog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོག་ཐོད་ metogthod cin Blumenkranz, der
ཏོར	gtor	tor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོར་ཁྲ་ཏག་ཏ་གཏོང་ gtor brlag du gton vernich-
ཏོར	ka	tor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོར་ ka tor, auch ka to ra 6111 Gefäß, Schüssel. —
ཏོལ	'tol	tol	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོལ་ 'tol,
ཏོལ	jmdn	tol	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བསྟོན་ཏོལ་ 5577077 tol jmdn. wissentlich falsch
ཏྲ	ta	tra	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	པར་པ་ཏྲ་ par pa ta eine Heilpflanze, skt. pa-
ཐགས	chags	thags	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐགས་ chags
ཐང	Ithon	thaṅ	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐང་ Ithon
ཐང	tbari	thaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མུན་ཐང་ mu tbari npr. ein See in Indien nahe
ཐད	TS	thad	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐད་ཞ TS ཏྱ a Mineral, „chalk-dust“
ཐད	ihad	thad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐད་ཀ་པ་ ihad ka pa
ཐད	sad	thad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉིས་ཐད་ nis sad das doppelte Satzzeichen.
ཐད	tbad	thad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐད་དྲང་ tbad draṅ direkt, unmittelbar.
ཐབ	'Rhab	thab	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	།ཐབ་ 'Rhab.
ཐབ	je	thab	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	* “ ཐབ 2: je རའ ལི འད
ཐབ	zab	thab	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཏིང་ཐབ་ gtiṅ zab Tiefe; tief, tiefgründig.
ཐབས	Habs	thabs	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐབས་ཀྱི་ལམ་ Habs kyi lm
ཐབས	Schlacht	thabs	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ནོལ་ཐབས་ nolthabs Schlacht.
ཐམས	cad	thams	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྣམ་པ་ཐམས་ཅད་ man pathams cad alle Arten;
ཐམས	rhams	thams	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐམས་ཅད་སྒྲོལ་ rhams cad sgrol
ཐམས	tbams	thams	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐམས་ཤད་ tbams Sad Tthams cad.
ཐར	Be	thar	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འདས་རྗེས་ཀྱི་རྣམ་ཐར་ rjes kyi nam thar Be-
ཐར	rar	thar	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐར་གྱིས་ཞག་པ་ rar gyis zug pa ཐར་བོན་ har bon
ཐལ	togthalino	thal	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོག་ཐལ་མོ་ me togthalino Blütenstaub.
ཐིག	Zeichnung	thig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ནག་ཐིག་ nagthig Zeichnung, Skizze, Entwurf.
ཐིག	tig	thig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐིག་ལེ་ tig le.
ཐིག	zig	thig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟག་ཐིག་ག་པུར་ stag zig ga pur ein Heilmittel;
ཐིམ	tbim	thim	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐིམ་བུ་ tbim bu 6171 Hohlmaß.
ཐུང	ungeduldig	thuṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ངང་ཐུང་ ༡༩༧༩ thun ungeduldig, aufbrausend.
ཐུད	Tee	thud	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ང་ཐུད་ ja //2//7 Tee, Käse und Butter.
ཐུན	N	thun	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐུན་པ་དང་ཞག N ba med pa ein Sa-
ཐུན	ehun	thun	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐུན་གསེང་ ehun gsen
ཐུན	han	thun	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐུན་ han
ཐུན	hun	thun	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐུན་ hun.
ཐུན	tbun	thun	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐུན་མ་ tbun ma Bez. für Nacht. || ཐུན་མོང་ཀུད་མེད་ tbun moṅ bud med Bez. für || ཐུན་གསེང་ tbun gsen Pause.
ཐུབ	hub	thub	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆིག་ཐུབ་ chig hub
ཐུབ	mithub	thub	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	་མི་ཐུབ་པ་ smra mithub pa unsagbar.
ཐུབ	tbub	thub	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐུབ་ཆོད་ tbub chod.
ཐུམ	no	thum	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐུམ no zum
ཐུར	tbur	thur	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྤྲུབས་ཐུར་ sbubs tbur
ཐུར	tur	thur	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྨོས་བྱེད་ཐུར་མ་ myos byed tur ma cin Vogel.
ཐེག	pa	theg	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མི་ཡི་ཐེག་པ་ mi yitheg pa Beiname des Gottes
ཐེན	pf	then	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐེན་ 2/06)/ pf. und imp. zu V’then.
ཐེབས	Hhebs	thebs	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐེབས་ Hhebs
ཐེར	her	ther	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐེར་པོ་ her po
ཐོ	Tagebuch	tho	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉིན་ཐོ་ 77:༡7 tho Tagebuch.
ཐོ	We	tho	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོ་བྭ་ཀྱིད་བདག་ We gyid bdag Ttheb ’myin pa
ཐོ	btsun	tho	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོ་བཙུན་ 700 btsun Rekrutierung,
ཐོ	pho	tho	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"schütteten sie auf die Erde"" (161 kha 6635); ཐོ་སྲེས་པ་ pho skyes pa Tskyes pa 2."
ཐོ	ri	tho	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སེཏོག་གི་རི་ཐོ་ me tog gi ri bo npr. ein Buddha.
ཐོ	tbo	tho	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོ་ཁོངས་ tbo kbons Bereich. || འབྱོར་ཐོ་ 'byor tbo Enipfangsbestätigung.
ཐོག	Isten	thog	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟེང་གི་ཐོག་ steṅ 07 thog Isten thog.
ཐོག	lcam	thog	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོག་ལྕམ་ 7709 lcam Dach, Deckenbalken.
ཐོག	ma	thog	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོག་མ་ 5709 ma Anfang, Anbeginn, erstes || ཐོག་མ་དངས་པ་ 7709 ma drans pa 1thog drans.
ཐོག	sgra	thog	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོག་སྒྲ་ 7709 sgra Donner, Krachen des Blitzes.
ཐོད	Moschusduft	thod	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དྲི་ཡི་ཐོད་ dri yithod Moschusduft.
ཐོད	cin	thod	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོག་ཐོད་ metogthod cin Blumenkranz, der
ཐོད	tod	thod	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	པོ་ཀ་བདད་ཐོད་ངདཀའར་ pbo Klu bind tod dkar
ཐོན	Yhon	thon	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོན་ Yhon imp. zu !’don, auch Nf. zu pf.
ཐོན	kor	thon	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོན་ཀོར་ 7/00?7 kor །/060 kor.
ཐོན	tbon	thon	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོན་སྐོར་ tbon skor Ttho kor.
ཐོན	zu	thon	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"ཕྱིར་ཐོན་ imp. zu [/?/77//7 ""don her-"
ཐོབ	erlangen	thob	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	Rat geben?“ (Lokn 96,29). ཉེ་བར་ཐོབ་ ༡76 bar thob erlangen.
ཐོབ	gi	thob	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	nDemmegz ་རྗེས་ ཐོབ་པ་ bdag gi don rjes su thob
ཐོབ	hob	thob	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"ཐོབ་ hob || ཐོབ་ཀྱིས་འཇལ་བ་ 1hob kyis ""al ba"
ཐོམ	zom	thom	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཅོང་ཐོམ་ gcon zom Abnutzung, Verschleiß. || ཆུ་ཐོམ་ chu zom Wassergefäß aus Holz.
ཐོར	tbor	thor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོར་ཡན་པ་ tbor yan pa eine ansteckende
ཐོས	pa’	thos	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོས་པའི་ནོར་ 7705 pa’ nor „Reichtum der
དཀར	Reittier	dkar	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	་ནཀ་ཆིང་དཀར་ b 3 ?7// dkar Reittier 01
དཀར	brag	dkar	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"བྲག་དཀར་ ""Er brag dkar /?7/7 rgod npr. 011] 07/ || ་ལམ་བྲག་དཀར་ smon lam brag dkar npr. ein"
དཀར	dar	dkar	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྤུ་དཀར་ spn dar
དཀར	dikar	dkar	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཏོག་དཀར་ tog dikar
དཀར	gar	dkar	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྒྱ་དཀར་ ༡9༧ dkar 17797/% gar.
དཀར	klarer	dkar	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དག་པའི་རྡོ་དཀར་ dag pa’i ༡:40 dkar klarer, reiner
དཀར	p	dkar	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲལ དཀར་ gr p
དཀུ	deu	dku	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དཀུ་བོ་ deu bo, alttib. dku’ bo schlau.
