volume	page	line	token_index	tibetan_syllable	source	canonical_target	current_alignment_status	rescue_category	line_zone	tibetan_token_ordinal	latin_token_ordinal	token_start	token_end	boundary_status	damage_scope	marker_attached	layout_signature	positive_layout_support	negative_layout_collisions	upgrade_authorized	blocker	context_excerpt
wts_9_m	213	7	4	ཐོ	ri	tho	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	4	26	28	token_boundary_secure	none	no	headword_line|probable_span|token_index=4|preceding=space|following=space	20	1	no	layout_pattern_not_zero_collision_high_support	སེཏོག་གི་རི་ཐོ་ me tog gi ri bo npr. ein Buddha.
wts_1_34	1029	126	1	ཐོ	tbo	tho	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	9	12	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཐོ་ཁོངས་ tbo kbons Bereich.
wts_8_b	478	62	2	ཐོ	tbo	tho	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	16	19	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	འབྱོར་ཐོ་ 'byor tbo Enipfangsbestätigung.
wts_1_34	948	153	4	ཐོག	Isten	thog	boundary_or_damage	marker_attached	example_tibetan_latin	unavailable	4	26	31	token_boundary_secure	latin_headword_overlap	yes	example_tibetan_latin|gloss_intrusion|token_index=4|preceding=space|following=space	1	14	no	layout_pattern_not_zero_collision_high_support	སྟེང་གི་ཐོག་ steṅ 07 thog Isten thog.
wts_1_34	1032	167	2	ཐོག	lcam	thog	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	2	14	18	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=2|preceding=space|following=space	3	40	no	layout_pattern_not_zero_collision_high_support	ཐོག་ལྕམ་ 7709 lcam Dach, Deckenbalken.
wts_1_34	1033	101	2	ཐོག	ma	thog	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	2	12	14	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=2|preceding=space|following=space	3	40	no	layout_pattern_not_zero_collision_high_support	ཐོག་མ་ 5709 ma Anfang, Anbeginn, erstes
wts_1_34	1034	6	2	ཐོག	ma	thog	boundary_or_damage	damaged_ocr	tibetan_latin_mixed	unavailable	2	18	20	token_boundary_secure	damage_before_latin_alignment	no	tibetan_latin_mixed|ambiguous_span|token_index=2|preceding=space|following=space	2	0	no	layout_pattern_not_zero_collision_high_support	ཐོག་མ་དངས་པ་ 7709 ma drans pa 1thog drans.
wts_1_34	1032	159	2	ཐོག	sgra	thog	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	2	14	18	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=2|preceding=space|following=space	3	40	no	layout_pattern_not_zero_collision_high_support	ཐོག་སྒྲ་ 7709 sgra Donner, Krachen des Blitzes.
wts_1_34	1323	8	3	ཐོད	Moschusduft	thod	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	3	23	34	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=3|preceding=space|following=other	5	1	no	layout_pattern_not_zero_collision_high_support	དྲི་ཡི་ཐོད་ dri yithod Moschusduft.
wts_9_m	214	84	2	ཐོད	cin	thod	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	19	22	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	ཏོག་ཐོད་ metogthod cin Blumenkranz, der
wts_35_51	934	67	4	ཐོད	tod	thod	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	4	33	36	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=4|preceding=space|following=space	4	0	no	layout_pattern_not_zero_collision_high_support	པོ་ཀ་བདད་ཐོད་ངདཀའར་ pbo Klu bind tod dkar
wts_1_34	1038	229	1	ཐོན	Yhon	thon	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	5	9	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཐོན་ Yhon imp. zu !’don, auch Nf. zu pf.
wts_1_34	1039	171	4	ཐོན	kor	thon	boundary_or_damage	damaged_ocr	tibetan_only	unavailable	4	16	19	token_boundary_secure	latin_headword_overlap	no	tibetan_only|missing_transliteration|token_index=4|preceding=space|following=space	4	0	no	layout_pattern_not_zero_collision_high_support	ཐོན་ཀོར་ 7/00?7 kor །/060 kor.
wts_35_51	1009	45	2	ཐོན	zu	thon	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	15	17	token_boundary_secure	later_gloss_or_commentary	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	"ཕྱིར་ཐོན་ imp. zu [/?/77//7 ""don her-"
wts_1_34	786	173	9	ཐོབ	erlangen	thob	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	9	50	58	token_boundary_secure	tibetan_headword_overlap	no	example_tibetan_latin|gloss_intrusion|token_index=9|preceding=space|following=other	0	1	no	layout_pattern_not_zero_collision_high_support	Rat geben?“ (Lokn 96,29). ཉེ་བར་ཐོབ་ ༡76 bar thob erlangen.
wts_35_51	45	50	3	ཐོབ	gi	thob	probable_transcription_outlier	probable_headword_span	tibetan_latin_mixed	unavailable	3	28	30	token_boundary_secure	none	no	tibetan_latin_mixed|ambiguous_span|token_index=3|preceding=space|following=space	1	0	no	layout_pattern_not_zero_collision_high_support	nDemmegz ་རྗེས་ ཐོབ་པ་ bdag gi don rjes su thob
wts_1_34	1041	1	1	ཐོབ	hob	thob	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	5	8	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=other	27	0	no	layout_pattern_not_zero_collision_high_support	ཐོབ་ hob
wts_1_34	1045	18	0	ཐོབ	hob	thob	probable_transcription_outlier	probable_headword_span	tibetan_latin_mixed	unavailable	0	17	20	token_boundary_secure	none	no	tibetan_latin_mixed|ambiguous_span|token_index=0|preceding=other|following=space	0	0	no	layout_pattern_not_zero_collision_high_support	"ཐོབ་ཀྱིས་འཇལ་བ་ 1hob kyis ""al ba"
wts_1_34	597	75	2	ཐོམ	zom	thom	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	15	18	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	གཅོང་ཐོམ་ gcon zom Abnutzung, Verschleiß.
wts_1_34	651	128	2	ཐོམ	zom	thom	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	12	15	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	ཆུ་ཐོམ་ chu zom Wassergefäß aus Holz.
wts_1_34	1047	60	1	ཐོར	tbor	thor	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	10	14	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཐོར་ཡན་པ་ tbor yan pa eine ansteckende
wts_1_34	1048	163	2	ཐོས	pa’	thos	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	2	18	21	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=2|preceding=space|following=space	3	40	no	layout_pattern_not_zero_collision_high_support	ཐོས་པའི་ནོར་ 7705 pa’ nor „Reichtum der
wts_8_b	252	36	5	དཀར	Reittier	dkar	boundary_or_damage	damaged_ocr	tibetan_only	unavailable	5	27	35	token_boundary_secure	latin_headword_overlap	no	tibetan_only|missing_transliteration|token_index=5|preceding=space|following=space	0	0	no	layout_pattern_not_zero_collision_high_support	་ནཀ་ཆིང་དཀར་ b 3 ?7// dkar Reittier 01
wts_8_b	254	64	2	དཀར	brag	dkar	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	13	17	token_boundary_secure	later_gloss_or_commentary	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	"བྲག་དཀར་ ""Er brag dkar /?7/7 rgod npr. 011] 07/"
wts_9_m	381	31	3	དཀར	brag	dkar	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	3	22	26	token_boundary_secure	none	no	headword_line|probable_span|token_index=3|preceding=space|following=space	75	3	no	layout_pattern_not_zero_collision_high_support	་ལམ་བྲག་དཀར་ smon lam brag dkar npr. ein
wts_35_51	777	1	2	དཀར	dar	dkar	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	13	16	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=other	29	0	no	layout_pattern_not_zero_collision_high_support	སྤུ་དཀར་ spn dar
wts_1_34	459	133	4	དཀར	gar	dkar	boundary_or_damage	damaged_ocr	tibetan_only	unavailable	4	26	29	token_boundary_secure	tibetan_headword_overlap	no	tibetan_only|missing_transliteration|token_index=4|preceding=space|following=other	2	0	no	layout_pattern_not_zero_collision_high_support	རྒྱ་དཀར་ ༡9༧ dkar 17797/% gar.
wts_1_34	1099	24	5	དཀར	klarer	dkar	boundary_or_damage	damaged_ocr	headword_line	unavailable	5	35	41	token_boundary_secure	latin_headword_overlap	no	headword_line|secure_complete_span|token_index=5|preceding=space|following=other	9	0	no	layout_pattern_not_zero_collision_high_support	དག་པའི་རྡོ་དཀར་ dag pa’i ༡:40 dkar klarer, reiner
wts_1_34	508	114	2	དཀར	p	dkar	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	13	14	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=other	29	0	no	layout_pattern_not_zero_collision_high_support	སྒྲལ དཀར་ gr p
wts_1_34	126	12	1	དཀུ	deu	dku	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	8	11	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དཀུ་བོ་ deu bo, alttib. dku’ bo schlau.
wts_1_34	539	54	4	དཀུ	sku	dku	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	4	25	28	token_boundary_secure	none	no	headword_line|probable_span|token_index=4|preceding=space|following=other	8	0	no	candidate_zero_collision_layout_needs_exact_review	ངོ་ཁྲོ་ཉི དཀུ་ no bo nid sku
wts_1_34	417	92	1	དཀོན	dgon	dkon	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	10	14	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དཀོན་སྡེ་ dgon sde Rloster.
wts_1_34	126	178	1	དཀོན	ädkon	dkon	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	11	16	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དཀོན་མཆོག་ ädkon mchog sprin N. eines
wts_1_34	62	97	3	དཀྱིལ	dkeyil	dkyil	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	3	23	29	token_boundary_secure	none	no	headword_line|probable_span|token_index=3|preceding=space|following=space	75	3	no	layout_pattern_not_zero_collision_high_support	ཀུན་གྱི་དཀྱིལ་ kun gyi dkeyil (genaue Bed. unsi-
wts_1_34	128	150	2	དཀྱིལ	dkrun	dkyil	boundary_or_damage	damaged_ocr	tibetan_latin_mixed	unavailable	2	17	22	token_boundary_secure	damage_before_latin_alignment	no	tibetan_latin_mixed|ambiguous_span|token_index=2|preceding=space|following=space	2	0	no	layout_pattern_not_zero_collision_high_support	དཀྱིལ་དཀྲུང་ 497 dkrun \skyil krun.
wts_1_34	131	147	1	དཀྲུམ	'dkrum	dkrum	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	7	13	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དཀྲུམ་ 'dkrum auch krums Fleisch.
wts_1_34	578	155	2	དགར	aufs	dgar	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	14	18	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	ཅ་དགར་ “ dgar aufs Geratewohl, nach
wts_1_34	408	200	1	དགར	dgur	dgar	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	5	9	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དགར་ dgur \sgur.
wts_1_34	407	140	1	དགུང	dgun	dguṅ	boundary_or_damage	damaged_ocr	headword_line	unavailable	1	10	14	token_boundary_secure	latin_headword_overlap	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དགུང་མཉམ་ dgun 77777:777 resp. gleichaltrig.
wts_1_34	413	23	2	དགེ	ba’i	dge	boundary_or_damage	damaged_ocr	tibetan_latin_mixed	unavailable	2	23	27	token_boundary_secure	damage_before_latin_alignment	no	tibetan_latin_mixed|ambiguous_span|token_index=2|preceding=space|following=space	2	0	no	layout_pattern_not_zero_collision_high_support	དགེ་བའི་བཞེས་གཉེན་ 42༩ ba’i bśes gñen \dge
wts_9_m	315	31	2	དགེ	de	dge	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	13	15	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	དམུ་དགེ་ dom de m
wts_9_m	191	35	2	དགེ	zu	dge	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	20	22	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	སྐུབུ་དགེ་བ་གསལ་ mu zu dge ba gsal npr. Or-
wts_8_b	517	66	2	དགོན	deon	dgon	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	18	22	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	འབྲོག་དགོན་ 'brog deon auch — pa abgelegener
wts_9_m	19	3	2	དགོན	deon	dgon	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	11	15	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	མ་དགོན་ ma deon Hauptkloster.
wts_35_51	1003	13	2	དགྲ	Tphyi	dgra	boundary_or_damage	marker_attached	headword_line	unavailable	2	18	23	token_boundary_secure	none	yes	headword_line|secure_complete_span|token_index=2|preceding=space|following=space	526	0	no	layout_pattern_not_zero_collision_high_support	ཕྱིའི་དགྲ་ ༼ dera Tphyi dera.
wts_9_m	22	40	5	དགྲ	d	dgra	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	5	39	40	token_boundary_secure	none	no	headword_line|probable_span|token_index=5|preceding=space|following=space	3	0	no	candidate_zero_collision_layout_needs_exact_review	མ་ཆགས་སྟོང་གི་དགྲ་ལྷ་ ma chags stoṅ gi d gra lha
wts_35_51	147	28	2	དང	'dra	daṅ	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	21	25	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	འདི་དང་འདྲ་བ་ 'didan 'dra ba Vdi 'dra.
wts_9_m	19	68	2	དང	Imar	daṅ	boundary_or_damage	marker_attached	tibetan_only	unavailable	2	14	18	token_boundary_secure	none	yes	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	མ།་དང་ margad Imar gad.
wts_1_34	1106	9	1	དང	dangon	daṅ	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	8	14	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དང་གོང་ dangon in thugs kyi — Brust.
wts_9_m	198	40	3	དང	dari	daṅ	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	3	23	27	token_boundary_secure	none	no	headword_line|probable_span|token_index=3|preceding=space|following=space	75	3	no	layout_pattern_not_zero_collision_high_support	མུན་པ་དང་བྲལ་བ་ mun pa dari bral ba npr. ein
wts_35_51	862	29	3	དང	gya	daṅ	probable_transcription_outlier	probable_headword_span	tibetan_latin_mixed	unavailable	3	14	17	token_boundary_secure	none	no	tibetan_latin_mixed|ambiguous_span|token_index=3|preceding=space|following=space	1	0	no	layout_pattern_not_zero_collision_high_support	"nas ""vicke དང gya (r.g.yo) ba man po ="
wts_1_34	1060	200	3	དང	med	daṅ	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	3	17	20	token_boundary_secure	none	no	headword_line|probable_span|token_index=3|preceding=space|following=space	75	3	no	layout_pattern_not_zero_collision_high_support	ཐུན་པ་དང་ཞག N ba med pa ein Sa-
wts_1_34	766	96	4	དང	sbyar	daṅ	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	4	25	30	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=4|preceding=space|following=space	1	14	no	layout_pattern_not_zero_collision_high_support	ཉམས་དང་སྦྱར་ /76/775 daṅ sbyar pf. und fur, zu
wts_1_34	766	104	4	དང	sbyor	daṅ	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	4	27	32	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=4|preceding=space|following=space	1	14	no	layout_pattern_not_zero_collision_high_support	ཉམས་དང་སྦྱོར་ 77:77775 daṅ sbyor pf. und fur.
wts_35_51	194	74	1	དད	N	dad	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	3	4	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	དད N S Gottheit der Bon-po.
wts_1_34	388	1	2	དད	dud	dad	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	14	17	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=other	29	0	no	layout_pattern_not_zero_collision_high_support	གྲོང་དད་ groṅ dud
wts_1_34	388	3	2	དད	dud	dad	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	14	17	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	གྲོང་དད་ groṅ dud Hauswesen, Haushalt.
wts_1_34	559	45	3	དད	dud	dad	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	3	19	22	token_boundary_secure	none	no	headword_line|probable_span|token_index=3|preceding=space|following=space	75	3	no	layout_pattern_not_zero_collision_high_support	རྔ་མོ་དད་ཀ་ rna mo dud ka ein Wurm.
wts_35_51	68	48	1	དད	ne	dad	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	6	8	token_boundary_secure	later_gloss_or_commentary	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	དད ཁྱ ne Gottheit (Neb 321), skt.
wts_1_34	1116	23	1	དན	'dan	dan	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	4	8	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དན་ 'dan Übereinkommen.
wts_1_34	1117	58	1	དན	'dan	dan	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	9	13	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དན་རོགས་ 'dan rogs auch dan grogs Ehemann,
wts_35_51	1081	46	1	དན	A	dan	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	5	6	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	= དན A die vier edlen Wahrhei-
wts_1_34	1263	37	1	དན	a	dan	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	6	7	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	དན་གཉ a Südosten der tibetischen Pro-
wts_1_34	1116	74	1	དན	d	dan	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	8	9	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	དན་ཏིག་ d g npr. ein Berg; Ri-bo Dan-tig
wts_1_34	1116	29	2	དན	zw	dan	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	2	9	11	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=2|preceding=other|following=other	0	0	no	layout_pattern_not_zero_collision_high_support	དན་ 42: (zw.) Bürge, vgl. 1’gtan pa, ldan po.
wts_1_34	1061	99	5	དཔལ	Imthu	dpal	boundary_or_damage	marker_attached	example_tibetan_latin	unavailable	5	27	32	token_boundary_secure	tibetan_headword_overlap	yes	example_tibetan_latin|gloss_intrusion|token_index=5|preceding=space|following=space	0	1	no	layout_pattern_not_zero_collision_high_support	མཐུའི་དཔལ་ ༡77//7//?7 dpal Imthu dpal 2.
wts_35_51	745	53	1	དཔེ	ddpe	dpe	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	15	19	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	"དཔེ་ཉེར་འཇལ་བ་ ddpe ner ba ""etwas mit"
wts_35_51	746	19	1	དཔེ	dpebyad	dpe	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	9	16	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དཔེ་བྱད་ dpebyad Kennzeichen, Merkmal, Ne-
wts_35_51	748	4	1	དཔེ	dpehara	dpe	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	9	16	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	དཔེ་ཧ་ར་ dpehara tpe har.
wts_35_51	747	63	1	དཔེ	dperis	dpe	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	9	15	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	དཔེ་རིས་ dperis Muster, Vorlage, Skizze.
wts_35_51	282	31	2	དཔོན	Anführer	dpon	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	16	24	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	སྡུད་དཔོན་ dpon Anführer einer Heeres-
wts_35_51	293	1	2	དཔོན	po	dpon	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	21	23	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	སྡེའི་དཔོན་པོ་ ddpon po sder mo
wts_1_34	177	120	2	དཔྱད	dpyadpa	dpyad	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	17	24	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	སྐར་དཔྱད་པ་ skar dpyadpa Astrologe, Astronom.
wts_35_51	759	26	1	དཔྱད	kyi	dpyad	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	8	11	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དཔྱད ཧུ kyi dus.
wts_8_b	367	45	1	དབལ	'dbal	dbal	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	5	10	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=other	0	0	no	layout_pattern_not_zero_collision_high_support	དབལ་ 'dbal
wts_8_b	368	33	1	དབལ	dbalgyigsas	dbal	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	13	24	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དབལ་གྱི་གསས་ dbalgyigsas Idbal gsas.
wts_8_b	375	16	1	དབུ	dbubacan	dbu	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	10	18	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དབུ་བ་ཅན་ dbubacan Ububa can.
wts_8_b	372	6	1	དབུ	dbugur	dbu	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	9	15	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དབུ་གུར་ dbugur resp. Zelt.
wts_8_b	372	63	1	དབུ	dbulcog	dbu	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	10	17	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དབུ་ལྕོག་ dbulcog Haarknoten, Haarschmuck,
wts_8_b	375	22	1	དབུ	ddbu	dbu	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	10	14	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དབུ་འབོག་ ddbu 'bog eine Kopfbedeckung ~
wts_8_b	371	10	1	དབུ	dlyu	dbu	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	10	14	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དབུ་སྐོར་ dlyu skor pf. und fur. !dbu bskor irre-
wts_8_b	383	82	1	དབུག	'byind	dbug	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	8	14	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=other	0	0	no	layout_pattern_not_zero_collision_high_support	དབུག རྒ 'byind, fur. tdbugs dbyun.
wts_8_b	381	21	1	དབུག	dbugsna	dbug	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	9	16	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དབུག་སྣ་ dbugsna Nüstern.
wts_8_b	383	39	1	དབུགས	dbags	dbugs	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	11	16	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	"དབུགས་བྲལ་ dbags bral ""vom Atem getrennt"","
wts_8_b	382	23	1	དབུགས	dbugsnan	dbugs	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	10	18	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	དབུགས་ངན་ dbugsnan abgehender Darmwind,
