tibetan_syllable	latin_form	volume	page	line	token_index	provenance_class	canonical_teaching_status	correction_evidence_scope	domain_context	alignment_confidence	headword_transliteration_span_status	context_excerpt
ཐས	khas	wts_1_34	264	118	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	།ཐས་དམན་ khas dman der Arme.
ཐས	thos	wts_9_m	63	64	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	མང་དུ་ཐས་པ་ maṅ du thos pa auch maṅ thos,
ཐས	zas	wts_1_34	463	177	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྒྱ་མཚོ་།ཁམ་ཐས་ rgya mtsho kham zas ein See-
ཐཱ	tha	wts_1_34	870	53	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཏ་ཐཱ་ག་ཏ་ ta tha ga ta.
ཐཱ	thä	wts_1_34	872	75	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཏདྷ་ཐཱ་ tadya thä nämlich; von ski. tadyatha.
ཐཱྱོང	bhriigara	wts_8_b	339	4	1	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	sanskrit_or_indic_transcription	secure_positional_alignment	secure_complete_span	ཐཱྱོང་ག་ར་ bhriigara Wasserkrug, skt. bhrrigara.
ཐི	li	wts_9_m	188	11	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	missing_transliteration	མུ་ཐི་ལི་ muthbi li Perlenkette.
ཐི	tbi	wts_1_34	1001	215	1	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ཐི་བ་ tbi ba Taube.
ཐི	the	wts_1_34	1023	1	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐི་གཱ་ the gut
ཐི	the	wts_1_34	1023	102	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐི་ཚོམ་ལོག་གེ་བ་ the tsbom log ge ba
ཐི	the	wts_1_34	1023	152	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐི་སེ་ the se
ཐི	the	wts_1_34	1029	135	3	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	ཐོ་གན་ཐི་མུར་ tho gan the mur npr. Toyan-
ཐི	thi	wts_1_34	1001	167	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐི་བ་ thi ba
ཐི	thi	wts_1_34	1001	213	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐི་གེ་ thi ge 1770: ge.
ཐི	thi	wts_8_b	148	65	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	བྱ་ཐི་བ་ bya thi ba auch bya thib Taube.
ཐི	thi	wts_8_b	197	1	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	བྱི་ཐི་རྣམ་འཇོམས་ byi thi rnam joms
ཐི	thi	wts_8_b	197	2	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ི་ཐི་རྣམ་འཇོམས་ byi thi rnam 'joms ein kleiner
ཐི	thi	wts_9_m	188	1	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	མུ་ཐི་ལི་ mu thi li
ཐིག	'thig	wts_1_34	1002	3	1	unknown	not_teaching_evidence	other	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་ 'thig
ཐིག	Zeichnung	wts_35_51	374	19	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནག་ཐིག་ nagthig Zeichnung, Skizze, Entwurf.
ཐིག	ehig	wts_1_34	1002	58	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	བྲིག་ཐིག་ཐིག eig ehig thig
ཐིག	tbig	wts_35_51	295	15	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྡོང་ཐིག་ sdoṅ tbig Docht.
ཐིག	thig	wts_1_34	37	104	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཀ་ཐིག་ ka thig
ཐིག	thig	wts_1_34	37	106	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཀ་ཐིག་ ka thig (¢ oder kha?) Bed. unsicher, viel-
ཐིག	thig	wts_1_34	87	75	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཀུན་ཤེས་ཐིག་པོ་ kun ses thig po, auch kun śes 7779 le
ཐིག	thig	wts_1_34	87	88	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཀུན་ཤེས་ཐིག་ལེ་ kun ses thig le Tkun śes thig po.
ཐིག	thig	wts_1_34	91	175	2	historical_other_postprocess	supporting_but_derived	other	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཀེར་ཐིག་ ker thig gerade Linie.
ཐིག	thig	wts_1_34	341	178	2	historical_other_postprocess	supporting_but_derived	other	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	གངས་ཐིག་ gans thig Kieselzinkerz.
ཐིག	thig	wts_1_34	456	46	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྒན་པོའི་ཐིག་ rgan po’i thig Bez. für Regenbo-
ཐིག	thig	wts_1_34	659	29	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཆུང་ཐིག་ chuṅ thig kleiner, sehr klein.
ཐིག	thig	wts_1_34	712	71	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཇུ་ཐིག་ ja thig auch /// tig Knotenschnur; eine
ཐིག	thig	wts_1_34	1002	54	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་རྐྱལ་ thig r,
ཐིག	thig	wts_1_34	1002	58	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	བྲིག་ཐིག་ཐིག eig ehig thig
ཐིག	thig	wts_1_34	1002	72	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་སྐུད་ thig skud Faden, Konstruktionsfaden
ཐིག	thig	wts_1_34	1002	88	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་གུ་ thig gu Tthi gu.
ཐིག	thig	wts_1_34	1002	91	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་ཆེན་ thig chen große Linie, Achse; gerader
ཐིག	thig	wts_1_34	1002	108	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	བྲིག་ཐིག་ཐིག thig thig thig onom. für das Flie-
ཐིག	thig	wts_1_34	1002	108	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	བྲིག་ཐིག་ཐིག thig thig thig onom. für das Flie-
ཐིག	thig	wts_1_34	1002	148	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་པ་ thig pa \thigs pa.
ཐིག	thig	wts_1_34	1002	159	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་ཚགས་ thig tshags \thigs tshags.
ཐིག	thig	wts_1_34	1003	1	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་ལེ་དཀར་ལྔན་ thig le dkar ldan
ཐིག	thig	wts_1_34	1003	67	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་ལེ་མཆོག་མ་ thig le mchog ma \thig lei
ཐིག	thig	wts_1_34	1003	71	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་ལི་ལྟ་བུ་རྒྱན་ thig le lta bu rgyan Tthig le 7,
ཐིག	thig	wts_1_34	1003	73	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་ལེ་དྲུག་པ་ thig le drug pa Beiname Visnus.
ཐིག	thig	wts_1_34	1003	99	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་ལེའི་སྣ་ thig le’i sna Bez. für Schlange.
ཐིག	thig	wts_1_34	1003	107	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིག་ཤིང་ thig siṅ Meßstab,.
ཐིག	thig	wts_1_34	1298	74	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	དྲང་ཐིག་ draṅ thig geradlinig.
ཐིག	thig	wts_35_51	226	15	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྡུལ་གྱི་ཐིག་ལེ་ rdul gyi thig le Bez. für Mond
ཐིག	thig	wts_35_51	422	51	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ནམ་མཁའི་ཐིག་ལེ་ nam mkha'i thig le Bez. für
ཐིག	thig	wts_8_b	147	23	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	བྱ་སྒོང་སེར་ཐིག་ bya sgoṅ ser thig Eigelb, Dotter.
ཐིག	thig	wts_9_m	374	19	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྤེ་ཐིག་ sme thig Muttermal.
ཐིག	tig	wts_1_34	1002	174	1	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	missing_transliteration	ཐིག་ལེ་ tig le.
ཐིག	zig	wts_1_34	943	90	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	missing_transliteration	སྟག་ཐིག་ག་པུར་ stag zig ga pur ein Heilmittel;
ཐིགས	thigs	wts_1_34	646	87	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཆུ་ཐིགས་ chu thigs auch ~ pa Wassertropfen.
ཐིགས	thigs	wts_1_34	695	82	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	མཆོད་ཐིགས་ mchod thigs Hinzugeben von
ཐིགས	thigs	wts_1_34	1003	113	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིགས་པ་ thigs pa
ཐིགས	thigs	wts_1_34	1003	115	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིགས་པ་ thigs pa auch thig pa Tropfen, Regen-
ཐིགས	thigs	wts_1_34	1003	182	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིགས་ཚག་ thigs tsbag auch thig tshags, thigs
ཐིང	Sin	wts_1_34	328	80	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	འའི་ཐིང་རལ་པ་ཅན་ ’khri Sin ral pa can eine
ཐིང	mtbin	wts_1_34	1056	55	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	unclear	gloss_or_prose_noise	gloss_intrusion	N ཐིང་ཤུན་ mtbin Sun
ཐིང	thin	wts_1_34	737	94	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	འཇོན་ཐིང་མ་ Jon thin ma (zw.) krumm, lahm.
ཐིད	thed	wts_1_34	1026	21	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིད་ལ་སྐྱར་ thed la skyur wegwerfen, aufgeben.
ཐིབ	thib	wts_8_b	41	29	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	བན་པ་ཐིབ་སྤྱི་ ban pa thib spyi auch ban pa thig
ཐིབས	thibs	wts_1_34	1004	42	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིབས་བྲིབས་ thibs thibs.
ཐིབས	thibs	wts_1_34	1004	86	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིབས་སྲི་ thibs sri ein Dämon.
ཐིམ	tbim	wts_1_34	1004	144	1	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	missing_transliteration	ཐིམ་བུ་ tbim bu 6171 Hohlmaß.
ཐིམ	thim	wts_1_34	1004	113	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིམ་བུ་ thim bu
ཐིམ	thim	wts_35_51	304	70	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	བརྡ་ཐིམ་ brda thim
ཐིར	cher	wts_1_34	1028	127	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིར་ཕྱུག་ cher phrug
ཐིར	ther	wts_1_34	1028	96	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐིར་བྲེར་ ther ther weit.
ཐིལ	thil	wts_8_b	543	1	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྤེན་ཚ་ཐིལ་ sben tsha thil
ཐིལ	thil	wts_8_b	543	7	3	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	སྤེན་ཚ་ཐིལ་ sben tsha thil npr. ein Kloster.
ཐུ	tUhu	wts_1_34	283	12	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཀྱི་ཐུ་ khyi tUhu auch khyi mthu scharfer, wilder
ཐུ	tbu	wts_1_34	990	5	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐང་ཤུ་ཐུ་ཧན་ thaṅ Su tbu han
ཐུ	thu	wts_1_34	990	104	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐང་ཤྭ་ཐུ་ཧན་ thaṅ Su thu han ein chinesischer
ཐུ	thu	wts_1_34	1004	167	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུ་ *thu sammeln; vgl. Y’ihu.
ཐུ	thu	wts_1_34	1005	171	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུ་གཤམ་ thu gsam Saum am Kleidungsstück.
ཐུ	thu	wts_1_34	1132	96	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	དར་ཐུ་ཁད་ dar thu khad vermutl. ein Schmuck
ཐུ	thu	wts_9_m	26	44	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	མ་ཐུ་ར་ ma thu ra
ཐུ	thug	wts_35_51	202	25	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	འདོམ་ཐུ . dom thug.
ཐུ	thugs	wts_1_34	1014	9	1	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུ ས་དཔང་པར་ཁྲེང་། thugs dbyun bar byed sich
ཐུག	'thug	wts_1_34	1006	111	1	unknown	not_teaching_evidence	other	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་པ་ 'thug pa Suppe.
ཐུག	'thug	wts_1_34	1006	148	1	unknown	not_teaching_evidence	other	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་པོ་ 'thug po Ziegenbock.
ཐུག	ihug	wts_1_34	1006	161	1	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ཐུག་ས་ ihug sa
ཐུག	lhug	wts_1_34	1005	178	1	historical_other_postprocess	supporting_but_derived	other	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་ lhug
ཐུག	po	wts_1_34	1006	154	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	unclear	gloss_or_prose_noise	gloss_intrusion	ཐུག་པོ་ འ//7//9 po in ’bras ~ che Reiskorn.
ཐུག	thng	wts_1_34	1006	1	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་ thng
ཐུག	thng	wts_1_34	1006	91	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་ཐུབ་ thng thub.
ཐུག	thug	wts_1_34	246	147	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	།ཁ་ཐུག་་ Rba thug direkt, geradewegs.
ཐུག	thug	wts_1_34	356	142	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	གོ་ཐུག་རྒྱལ་པོ་ go thug rgyal po ein Titel,
ཐུག	thug	wts_1_34	538	72	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ངོ་ཐུག་ no thug treffen.
ཐུག	thug	wts_1_34	632	1	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཆན་ཐུག་ chan thug
ཐུག	thug	wts_1_34	632	9	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཆན་ཐུག་ chan thug eine Suppe.
ཐུག	thug	wts_1_34	735	76	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	འཇུར་ཐུག་ jur thug ein Schmiedewerkzeug.
ཐུག	thug	wts_1_34	873	158	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཏ་ཐུག ti thug 19// thug.
ཐུག	thug	wts_1_34	889	63	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	གཏི་ཐུག་ gti thug auch ti //?//0 dumm.
ཐུག	thug	wts_1_34	911	202	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྟ་ཐུག་ rta thug Hengst.
ཐུག	thug	wts_1_34	986	6	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐག་ཐུག་ thag thug genau, richtig.
ཐུག	thug	wts_1_34	1006	55	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་སྔོར་ thug sdor
ཐུག	thug	wts_1_34	1006	71	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་ *thug kräftig.
ཐུག	thug	wts_1_34	1006	78	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་།ཁར་ thug khar auch thug gar eine
ཐུག	thug	wts_1_34	1006	86	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་ཐུག་ thug thug onom. für klopfen.
ཐུག	thug	wts_1_34	1006	86	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་ཐུག་ thug thug onom. für klopfen.
ཐུག	thug	wts_1_34	1006	103	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་སྔོར་ thug sdor Suppeneinlage.
ཐུག	thug	wts_1_34	1006	135	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་པ་ !thug pa Gewürznelkenbaum.
ཐུག	thug	wts_1_34	1006	167	1	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	marker_or_damage	secure_complete_span	ཐུག་འཛཕྲད་ thug 70/777 begegnen, treffen.
ཐུག	thug	wts_1_34	1006	172	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་མེད་ thug med.
ཐུག	thug	wts_1_34	1006	190	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་མེད་ལས་བསླེས་པ་ thug med las bsgres pa
ཐུག	thug	wts_1_34	1006	197	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་ཚད་ thug tshad (zw.).
ཐུག	thug	wts_1_34	1006	207	1	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	marker_or_damage	secure_complete_span	ཐུག་གཤེར་ thug 0407 Gerichtsverhandlung.
ཐུག	thug	wts_1_34	1006	215	1	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐུག་ས་ thug sa Berührungspunkt,
ཐུག	thug	wts_1_34	1038	78	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཐོད་ཐུག་ thod thug.
