volume	page	line	token_index	tibetan_syllable	source_token	proposed_target	general_canonical_tier	general_source_alignment_status	required_signatures	signature_applicability	prior_identity_decision	final_ng_evidence_class	effective_disposition	context_excerpt
wts_1_34	541	84	2	སང	srun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངོ་སང་ no srun pf. und fut. ro bsrun jmdm.
wts_1_34	544	136	2	གདང	gdun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	དྱངུལ་གདང་བརརྐྱད་ dnul gdun brgyad eine Kal-
wts_1_34	544	163	2	སང	sran		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	དྭྱངལ་སང་ drul sran
wts_1_34	544	204	2	སང	sran		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	དྭངལ་སང་ dnul sran eine Währung.
wts_1_34	552	31	3	ཝང	ldan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མངོན་དྭ་ཝང་བ་ mnon du ldan ba ehrerbietiges
wts_1_34	552	37	3	ཕྱང	phyun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མངོན་ད་ཕྱང་ mnon du phyun pf. enthüllen,
wts_1_34	552	131	4	འོང	herbeikommen		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	མངོན་ང་འོང་ mnon du 07? herbeikommen.
wts_1_34	571	102	5	བཏང	vergegenwärtigen		canonical_independent_strong	boundary_or_damage		none	none	source_compatible_damaged_context	no_supported_target	སྔོན་ད་བཏང་ $?7077 du btaṅ vergegenwärtigen.
wts_1_34	575	168	2	ཀེང	ken		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཅང་ཀེང་ caṅ ken
wts_1_34	575	211	2	ཀེང	ken		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཅང་ཀེང་ can ken die chin. Regierungsdevise &
wts_1_34	576	55	3	ཤང	Sun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཅང་འེ་ཤང་ can ’e Sun npr.
wts_1_34	582	161	1	ཅིང	cın		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཅིང་ cın
wts_1_34	583	77	2	ཀྱང	Ryan		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཅིས་ཀྱང་ cis Ryan Tcinas kyan.
wts_1_34	584	72	2	སྲིང	sin		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཅུང་སྲིང་ cun sin eine Speise.
wts_1_34	586	209	1	ཅང	con		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	"ཅང"" con 27 auch cun Zi, con Zu, gcon Zı ein"
wts_1_34	594	72	1	གཅུང	geun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཅུང་ geun
wts_1_34	597	73	2	ང	gcon		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	a ང་ཞེ་ gcon Zi Tcon Zi.
wts_1_34	613	138	1	ང	lcan		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ང་ར * lcan rüid Weidenkätzchen.
wts_1_34	615	137	1	ལྕང	lcun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ལྕང་མོ་ lcun mo Fingerhut.
wts_1_34	628	98	1	ང	chan		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	"ང་ཅན"" chan can Weinbecher; vgl. chin. &"
wts_1_34	632	143	2	ཁང	khun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཆཁྲ་།ཁང་ chab khun Abfluß, Toilette.
wts_1_34	639	140	2	སྔང	san		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཆེང་སྔང་ chin san auch ’chin san, phyin san
wts_1_34	642	121	1	པང	Daseinsbereichen		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	པང Daseinsbereichen.
wts_1_34	645	135	2	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཆུ་ཏང་རན chu tin ron npr. eine Nägini.
wts_1_34	651	78	2	ཞང	Zin		canonical_reviewed	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཆུ ཞང་ chu Zin Reisfeld.
wts_1_34	654	51	2	ཤང	Sin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཆུ་ཤང་ ch Sin.
wts_1_34	654	115	2	ཤང	Sin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཆུ་ཤང་ཆ cha Sin ma.
wts_1_34	655	124	3	གྲང	gron		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཆུ་ཨུན་གྲང་ཏྱར་ chu srin gron khyer
wts_1_34	665	57	2	སྙིང	shin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཆེད་སྙིང་ ched shin
wts_1_34	680	22	4	ང	klon		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	EN བེངས་ཀོང་ང་བཤགས་ chos dbyins klon du
wts_1_34	695	99	2	སྔོང	sdon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མཆོད་སྔོང་ mchod sdon
wts_1_34	695	124	2	སྔོང	sdon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མཆོད་སྔོང་ mchod sdon.
wts_1_34	696	1	2	སྔོང	sdon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མཆོད་སྔོང་ཅན་ mchod sdon can
wts_1_34	696	13	2	སྔོང	sdon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མཆོད་སྔོང་ཅན་ mchod sdon can Bez. für Was-
wts_1_34	699	12	2	འཆང	bzun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	འཆང་བཟུང་ (9) bzun Tchan bzun.
wts_1_34	699	12	3	བཟུང	Tchan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_marker_attached	no_supported_target	འཆང་བཟུང་ (9) bzun Tchan bzun.
wts_1_34	699	13	3	བངས	Tchan		provisional	not_in_general_outlier_queue		none	none	source_compatible_marker_attached	no_supported_target	འཆང་བྱ་བངས་ 'chaṅ bzuns Tchan bzun.
wts_1_34	704	85	2	སྔང	san		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	འཆིང་སྔང་ chiṅ san Tchin san.
wts_1_34	707	122	2	མདང	mdon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཇ་མདང་ ja mdon auch ja ldon Butterfaß, um
wts_1_34	717	1	2	སྙིང	shin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མཇུག་སྙིང་ mjug shin
wts_1_34	717	4	2	སྙང	sin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	"མཇུག་སྙང་ ming sin auch ""ug säin Herzstück"
wts_1_34	720	3	2	ལྔང	ljan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	འཇམ་ལྔང་འདབ་ལྡན་ am ljan ’dab ldan Bez. für
wts_1_34	724	164	3	རྐྱང	rgyan		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	འཇིག་རྟེན་རྐྱང་ཕན་ ig rten rgyan phan
wts_1_34	724	212	3	རྐྱང	rgyan		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	འཇིག་རྟེན་རྐྱང་ཕན་ ig rten rgyan phan auch ’jig
wts_1_34	743	75	2	གདང	gdun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	རྗེས་གདང་ rjes gdun 1765 su gdun.
wts_1_34	748	84	3	འབྲང	bren		canonical_feature_composed	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	རྫཾས་སུ་འབྲང་ rjes su bren Trjes su ’bran.
wts_1_34	750	88	1	ལྗང	han		canonical_reviewed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ལྗང་ཁ་ han khn.
wts_1_34	750	101	1	ལྗང	han		canonical_reviewed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ལྗང་ལྔོའི་བུ་ han sho’i bu
wts_1_34	750	176	1	ལྗང	ljan		canonical_reviewed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ལྗང་ཚགས་ ljan tshags Sieb.
wts_1_34	750	181	1	ལྗང	han		canonical_reviewed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ལྗང་ཡུལ་ han yul jan.
wts_1_34	750	187	1	ལྗང	han		canonical_reviewed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ལྗང་ལོ་ han lo alttib. für t/can lo 2 Haarlocke.
wts_1_34	750	192	1	ལྔང	lan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ལྔང་སེར་ཅན་ lan ser can Bez. für Dürvä-Gras.
wts_1_34	772	228	3	ཤང	Sin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཉ མའ་ཤང་ ni ma’ Sin eine Pflanze.
wts_1_34	780	190	1	ཉུང	nun		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཉུང་ཀར་ nun kar [/7//77.4 kar.
wts_1_34	787	13	3	གདང	gdun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཉེ་བར་གདང་བ་ fie bar gdun ba starke Schmer-
wts_1_34	801	53	2	ཤང	Sin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཉའ་ཤང་གང་ཅམ་ལྟ་བ་ gia’ Sin gaṅ tsam lta ba
wts_1_34	814	160	1	སྙང	shan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙང་སྙོང་ shan sion sinnlos, 111111061༽༣61110,
wts_1_34	817	219	4	ལྟོང	hören		provisional	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	སྙན་ལྟོང་ san //90/7 hören, erfahren.
wts_1_34	819	36	1	སྙིང	sun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ sun.
wts_1_34	819	152	1	སྙིང	snin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ཀ་ snin ka Isnin ga.
wts_1_34	819	155	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ཁམས་ཅན་ säin khams can.
wts_1_34	820	25	1	སྙིང	snin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་གི་ཡན་ལག་འགྲམས་ snin gi yan lag ’grams
wts_1_34	820	41	1	སྙིང	sun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	སྙིང་གློགས་ sun 07095 Herzensfreund, enger
wts_1_34	820	91	1	སྙང	sin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙང་ཆུ་ sin chu eine Herzkrankheit.
wts_1_34	821	1	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་རྗེ་བ་ säin rje ba
wts_1_34	821	18	1	སྙིང	snin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	སྙིང་རྗེའི་ལྷ་ snin 770/ //༡% Beiname Avalokite-
wts_1_34	821	25	2	སྙང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙང་2 säin fie treu, loyal sein, nahestehen.
wts_1_34	821	43	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ཏིག་ säin tıg Essenz, etwas Essentielles;
wts_1_34	821	51	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་གཏམ་ säin gtam Ratschlag, vertrauliches,
wts_1_34	821	61	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་སྟོབས་ säin stobs
wts_1_34	821	118	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་སྟོབས་ཅན་ säin stobs can Beiname Brah-
wts_1_34	821	169	1	སྙིང	snin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་འཐིབས་པ་ snin ’thibs pa verwirrt, betrübt.
wts_1_34	821	186	1	སྙིང	snin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་གདོས་ snin gdos {.5/7//? sdos
wts_1_34	822	9	1	སྙང	Min		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙང་ནད་ Min nad Herzerkrankung, Herz-
wts_1_34	822	162	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ཕུར་ säin phur
wts_1_34	822	191	1	སྙང	sin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙང་པ་ཡ་ག་དྲག་མ་ sin po yi ge drug ma der
wts_1_34	822	200	1	སྙང	sh		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙང་པོའ་།ཁང་པ་ sh po’i khaṅ pa Bez. für
wts_1_34	822	213	1	སྙིང	szin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ཕྲ་ང་ szin phur vollkommen, eindringlich
wts_1_34	822	213	3	ང	vollkommen		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ཕྲ་ང་ szin phur vollkommen, eindringlich
wts_1_34	823	13	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་འཕྱོས་པ་ säin ’pbyos pa eine Herzkrank-
wts_1_34	823	38	1	སྙང	sin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙང་མ་ sin ma (zw.) Blüten; vgl. Isie ma.
wts_1_34	823	49	3	སང	sen		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙང་རྩ་སང་བ་ SAN risa sen ba erleichtert, er-
wts_1_34	823	81	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ཚིམ་ säin tshim.
wts_1_34	823	135	1	སྙིང	sAin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	སྙིང་གཞོས་ཏེ་སྨྲ་བ་ sAin 970$ te smra ba vertrau-
wts_1_34	823	187	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་རུལ་པོ་ säin rul po herzloser Mensch.
wts_1_34	824	3	1	སྙང	san		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙང་རླུང་ san rluṅ
wts_1_34	824	6	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་རླང་ säin rlun Betrübnis, Ärger, Ver-
wts_1_34	824	21	1	སྙིང	sAin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ལས་ sAin las Sorge.
wts_1_34	824	32	1	སྙིང	sAin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་ཤ་ sAin śa das Organ Herz.
wts_1_34	824	46	1	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྙིང་བསྲལ་ཅན་ säin bsral can hartherzig, mu-
wts_1_34	873	53	2	གདང	gdun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏལ་གདང་ tal gdun ein Balken.
wts_1_34	874	161	1	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་གོར་ tin gor Melasse, die in einer Schale in
wts_1_34	875	53	1	ཏིང	tun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏིང་ངེ་འཛིན་་ tun ne ’dzin ...
wts_1_34	875	135	1	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་ཏང་ tin tin (0110111, ein Laut.
wts_1_34	875	135	2	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་ཏང་ tin tin (0110111, ein Laut.
wts_1_34	875	140	1	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་ཏང་མ་ tin tin ma ein Vogel.
wts_1_34	875	140	2	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་ཏང་མ་ tin tin ma ein Vogel.
wts_1_34	875	144	1	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་ཏང་ཤགས་ tin tin Sags 1///7 6:95.
wts_1_34	875	144	2	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་ཏང་ཤགས་ tin tin Sags 1///7 6:95.
wts_1_34	875	154	1	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་ནམ་ tin nam Zi. Wasser, Ozean.
wts_1_34	875	163	1	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་ནམ་རྒྱལ་མོ་ tin nam rgyal mo npr. eine
wts_1_34	875	175	1	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་འཛན་ tin 7/7//7 Yiin ne 'dzin.
wts_1_34	876	3	1	ཏང	tin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཏང་ཤ་ tin so
wts_1_34	882	57	1	གཏང	gran		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཏང་ gran
wts_1_34	889	172	1	གཏིང	gein		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཏིང་ཀློ་ gein klo
wts_1_34	889	178	1	གཏང	gtin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཏང་ gtin Tiefe, Grund, Boden; ~ rin tief; ~
wts_1_34	890	30	1	གཏང	gun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཏང་དཔག་ gun dpag fur. zu gti dpog_ er-
wts_1_34	890	44	1	གཏང	gtin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཏང་དཔག་ gtin dpog fur. gtin dpag ergründen.
wts_1_34	890	128	1	གཏང	gtin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཏང་སླེབས་ gtin slebs ergründen.
wts_1_34	896	168	1	གཏང	gron		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཏང་ཕགས་ gron phogs
wts_1_34	897	40	1	གཏང	gton		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གཏང་ བའ ནོར་ gton ༼/¢'/7 nor Besitz der Frei-
wts_1_34	899	86	5	གཏོང	vernich		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཏོར་ཁྲ་ཏག་ཏ་གཏོང་ gtor brlag du gton vernich-
wts_1_34	906	80	1	བཏུང	btin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	བཏུང btin auch btins pf. zu \’din ausbreiten,
wts_1_34	906	158	1	བཏང	btun		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བཏང་ btun
wts_1_34	906	177	1	བཏང	btun		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བཏང་ btun fur. zu 1⁄7//0)//) trinken; ༡༨ ba Ge-
wts_1_34	911	188	2	ལྗང	Ijan		canonical_reviewed	boundary_or_damage		none	none	source_compatible_marker_attached	no_supported_target	རྟ་ལྗང་དབང་པོ་ rta Ijan dbaṅ po.
wts_1_34	914	71	3	གདོང	can		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	རྟ་ཡི་གདོང་ཅན་ rta ༡// gdon can Trta gdon can.
wts_1_34	919	1	1	རྟིང	yein		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	རྟིང་འབྲང་བ་ yein ’braṅ ba
wts_1_34	921	146	5	སྙིང	Irten		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_marker_attached	no_supported_target	རྟེན་སྙིང་ rten $5/7//7 Irten ’brel süin po.
wts_1_34	921	165	2	མདང	mdun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	རྟེན་མདང་ rten mdun Lanze für ein Medium
wts_1_34	940	182	1	ལྟོང	Iton		provisional	not_in_general_outlier_queue		none	none	source_compatible_marker_attached	no_supported_target	ལྟོང་མཛེས་ Iton mdzes Bez. für Pfeil.
wts_1_34	943	120	3	ཆུང	ch		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	སྟག་འུ་ཆུང་ stag u ch
wts_1_34	944	104	1	ང	stan		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ང་ཀྲེའ།” stan zil auch stans zil ein Mineral,
wts_1_34	948	208	2	འབུང	thun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྟིང་འབུང་ sten thun Bez. für Wasserlilie; -
wts_1_34	952	198	1	སྔོང	ston		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྔོང་བརང་འྲཆི་བདག་ ston bdud ’chi bdag eine
wts_1_34	961	156	2	བྲང	bzan		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	སྟོབས་བྲང་ལྷ་མོ་ stobs bzan lba mo Beiname
wts_1_34	986	11	2	མདང	mdun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཐག་མདང་ thag mdun Wurfspieß.
wts_1_34	989	113	1	ཐང	lhan		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཐང་ཆོད་ lhan chod
wts_1_34	989	116	1	ཁང	than		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁང་ཆོང་ than chod entschieden, entschlossen
wts_1_34	989	216	1	བང	than		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	བང་ཉོ།། than mo eine Gruppe von Gottheiten.
wts_1_34	992	66	2	ཁང	khun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁྲབ་།ཁང་ thab khun Feuerplatz, Herd.
wts_1_34	999	202	2	ཀོང	gon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཀྲཁ།་ཀོང་ thal gon der Bereich zwischen den
wts_1_34	1001	9	2	ཀྱང	byun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཐལ་ཀྱང་ thal byun geradewegs; ༡ du ’gro glatt
wts_1_34	1001	169	2	རྨང	rlun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཐལ་རྨང་ thal rlun Sandsturm.
wts_1_34	1004	7	1	བིང	thin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	བིང་ ཡུག་ thin yug eine hohe Zahl.
wts_1_34	1004	15	1	ཐང	thin		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཐང་ཤང་ thin sin ein blauer Farbstoff.
wts_1_34	1015	194	4	བང	thun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	Dämonen besessen sein. བང་ thun alttib. auch thune kurz, klein sein; ༡
wts_1_34	1017	200	2	མོང	thun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	"ཐུན་མོང་ EN"" thun mon chos."
wts_1_34	1028	18	3	རྐང	bran		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བའུ་བང་རྐང་གཅུག་ lhe u bran rkan geig ein für
wts_1_34	1033	42	2	དུང	drun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཐོག་དུང་ thog drun hoch und niedrig; Höhe.
wts_1_34	1036	55	1	ཐང	Ithon		canonical_independent_strong	boundary_or_damage		none	none	source_compatible_marker_attached	no_supported_target	ཐང་ Ithon
wts_1_34	1036	167	1	ང	thon		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ང་ཐང་ thon thon
wts_1_34	1036	167	2	ཐང	thon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ང་ཐང་ thon thon
wts_1_34	1036	214	2	བོང	thon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཐོང་བོང་ thon thon Lebensalter; jugendlich.
wts_1_34	1037	19	1	བོང	thon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བོང་མི་ཁྲ་ thon mi ba.
wts_1_34	1049	50	1	མཐང	mthan		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མཐང་སྤྲད་པ་ mthan sprad pa
wts_1_34	1049	71	1	མཐང	mthan		provisional	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	མཐང་གོས་ mthan 905 Rock, Unterteil des
wts_1_34	1049	98	1	མཐང	mthan		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མཐང་སྤྲད་པ་ mthan sprad pa Bez. für Ge-
