volume	page	line	token_index	tibetan_syllable	captured_token	token_start	token_end	preceding_character	following_character	boundary_status	context_excerpt
wts_1_34	144	11	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་སློབ་ bka’ slob resp. Anweisung, Unterwei-
wts_1_34	144	15	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་བསྲུང་ bka’ bsruṅ tbka’ srun.
wts_1_34	147	150	2	འཇའ	ja	16	18	’	’	token_boundary_ambiguous	བཀོད་འཇའ་ bkod ’ja’
wts_1_34	164	35	3	གཉའ	gfia	27	31	 	’	token_boundary_ambiguous	རྐྱང་ཝོ་གཉའ་བ་ཅན་ rkyaṅ wo gfia’ ba can eine Art
wts_1_34	167	178	2	མའི	ma	22	24	 	’	token_boundary_ambiguous	ལྐོག་མའི་ལྷ་གོར་ lkog ma’: lha gor eine Erkrankung
wts_1_34	177	53	2	མདའ	mda	14	17	 	’	token_boundary_ambiguous	སྐར་མདའ་ skar mda’
wts_1_34	177	96	2	མདའ	mda	14	17	 	’	token_boundary_ambiguous	སྐར་མདའ་ skar mda’ Sternschnuppe, Meteor.
wts_1_34	192	199	1	སྐར	XX	4	6	 	'	token_boundary_ambiguous	སྐར XX' skor rer zeitweise, manchmal.
wts_1_34	194	59	2	མདའ	mda	14	17	 	’	token_boundary_ambiguous	སྐྱ་མདའ་ skya mda’ divin. einer der sieben
wts_1_34	196	104	2	བཅའ	bca	18	21	 	’	token_boundary_ambiguous	སྐྱབས་བཅའ་ skyabs bca’
wts_1_34	196	111	2	བཅའ	bca	18	21	 	’	token_boundary_ambiguous	སྐྱབས་བཅའ་ skyabs bca’ auch skyabs ’cha’ Schutz
wts_1_34	196	124	2	འཆའ	cha	19	22	’	’	token_boundary_ambiguous	སྐྱབས་འཆའ་ skyabs ’cha’ Tskyabs bca’.
wts_1_34	198	168	2	གཡའ	g.ya	15	19	 	’	token_boundary_ambiguous	སྐྱི་གཡའ་ skyi g.ya’ vor Angst erzittern.
wts_1_34	207	96	3	མཐའ	mtha	27	31	 	’	token_boundary_ambiguous	སྐྱེ་ལྡན་མཐའ་ཡས་ skye ldan mtha’ yas Dürvä-Gras.
wts_1_34	215	122	2	བུའི	bu	27	29	 	’	token_boundary_ambiguous	སྐྱེས་བུའི་ཁྱུ་མཆོག་ skyes bu’! khbyn mchog auch
wts_1_34	236	63	2	པའི	pa	25	27	 	’	token_boundary_ambiguous	བསྐྱེད་པའི་རིམ་པ་ bskyed pa’ rim pa, Kurzf. bskyed
wts_1_34	250	44	2	བའི	ba	18	20	 	’	token_boundary_ambiguous	ཁ་བའི་མིང་ཅན་ kha ba’! miṅ can Kampfer.
wts_1_34	254	44	2	ག	g.ya	15	19	 	’	token_boundary_ambiguous	།ཁ་ག་ཡའ་བ་ kha g.ya’ ba juckende Hautkrank-
wts_1_34	281	172	3	དགའ	dga	25	28	 	’	token_boundary_ambiguous	ཁྱབ་འཇུག་དགའ་མ་ Rhyab ug dga’ ma Beiname
wts_1_34	282	11	2	མ	mtha	17	21	 	’	token_boundary_ambiguous	ཁྱབ་མ་བཐའ་ khyab mtha’ Ausmaß.
wts_1_34	287	138	2	དགའ	dga	15	18	 	’	token_boundary_ambiguous	ཏུར་དགའ་ khyur dga’ Nomade.
wts_1_34	305	113	1	མ	mkha	17	21	 	’	token_boundary_ambiguous	མ།བའ་འགོ་ སྐྱེས་ mkha’ ’gro skyes Räksasa.
wts_1_34	305	133	1	མ	mkha	13	17	 	’	token_boundary_ambiguous	མ།བའ་འགྲོ་མ་ mkha’ ’gro ma Däkini.
wts_1_34	305	188	1	མ	mkha	15	19	 	’	token_boundary_ambiguous	མ།ཁའ་སྒྲིབ་ཅན་ mkha’ sgrib can Beiname des
wts_1_34	306	37	1	མཁའ	mkha	17	21	 	’	token_boundary_ambiguous	མཁའ་ལྫིང་དཀར་པོ་ mkha’ ldin dkar po eine
wts_1_34	306	43	1	མཁཁའ	mkha	21	25	 	’	token_boundary_ambiguous	མཁཁའ་ཝྲིང་བྱ་ཡི་མིག་ mkha’ ldin bya yi mig eine
wts_1_34	306	56	1	མ	mkha	18	22	 	’	token_boundary_ambiguous	མ།བའ་ཝྫིང་དབང་པོ་ mkha’ ldin dban po Beiname
wts_1_34	306	69	1	མ	mkha	10	14	 	’	token_boundary_ambiguous	མ།ཁའ་གནས་ mkha’ gnas Götterwohnsitz.
wts_1_34	306	72	1	མ	mkha	10	14	 	’	token_boundary_ambiguous	མ།བའ་སྣང་ mkha’ snarn Glühwürmchen.
wts_1_34	310	54	1	མ	mkha	17	21	 	’	token_boundary_ambiguous	མ།ཁའ་མོང་ངཔང་ལོ་ mkha’ spyod dban po Beina-
wts_1_34	310	66	1	མ	mkha	12	16	 	’	token_boundary_ambiguous	མ།བའ་འཕྲིང་ mkha’ ’phrih Behälter für Holz-
wts_1_34	310	73	1	མ	mkha	13	17	 	’	token_boundary_ambiguous	མ།ཁའ་དབྱིངས་ mkha’ dbyins Himmelsraum.
wts_1_34	310	79	1	མ	mkha	10	14	 	’	token_boundary_ambiguous	མ།བའ་དམག་ mkha’ dmag Soldat der Luftwaffe.
wts_1_34	310	109	1	མ	mkha	13	17	 	’	token_boundary_ambiguous	མ།ཁའ་ལ་འཁོར་ mkha’ la ’khor ↓ mkhar ’khor.
wts_1_34	310	123	1	མ	mkha	12	16	 	’	token_boundary_ambiguous	མ།ཁའ་ལ་གནས་ mkha’ la gnas \mkhar gnas.
wts_1_34	310	125	1	མ	mkha	17	21	 	’	token_boundary_ambiguous	མ།ཁའ་ལ་རྱར་འགྲོ་ mkha’ la myur ’gro Pfeil.
wts_1_34	311	3	1	མ	mkha	9	13	 	’	token_boundary_ambiguous	མ།ཁའ་ལམ་ mkha’ lam Himmel.
wts_1_34	311	29	4	པ	tmkha	27	32	 	’	token_boundary_ambiguous	མ།འའི་ཟིལ་པ་ mkha’i zil pa tmkha’ zil.
wts_1_34	311	30	3	རླངས	mkha	27	31	 	’	token_boundary_ambiguous	མ།ཁའི་རླངས་ mkha’i rlans ↑ mkha’ rlans.
wts_1_34	316	1	3	མཛའ	mdza	25	29	 	’	token_boundary_ambiguous	ཞའཁར་བའི་མཛའ་བོ har ba’i mdza’ bo
wts_1_34	316	3	3	མཛའ	mdza	26	30	 	’	token_boundary_ambiguous	འཁར་བའི་མཛའ་བོ ’khar ba’i mdza’ bo Bez. für
wts_1_34	316	9	3	མཛའ	mdza	28	32	 	’	token_boundary_ambiguous	ཞའཁར་བའི་མཛའ་མོ་ 'khar ba’i mdza’ mo Bez. für
wts_1_34	338	4	2	དགའ	dga	17	20	 	’	token_boundary_ambiguous	གང་དགའ་བྱེད་ gaṅ dga’ byed.
wts_1_34	342	32	3	མཛའ	mdza	27	31	 	’	token_boundary_ambiguous	གངས་སྡྲལ་མཛའ་མོ་ gans sbal mdza’ mo ein
wts_1_34	348	116	3	དགོའ	dga	18	21	 	’	token_boundary_ambiguous	གར་ལ་དགོའ་ gar la dga’
wts_1_34	348	121	3	དགའ	dega	17	21	 	’	token_boundary_ambiguous	གར་ལ་དགའ་ gar la dega’ DBeiname des
wts_1_34	367	40	2	འདའ	da	16	18	’	’	token_boundary_ambiguous	གྱིན་འདའ་ gyin ’da’.
wts_1_34	373	65	2	པའི	pa	23	25	 	’	token_boundary_ambiguous	གྲགས་པའི་མུ་ཀུད་ grags pa’ mn khyud Beiname
wts_1_34	382	162	2	མཐའ	mtha	15	19	 	’	token_boundary_ambiguous	གྲུབ་མཐའ་ grub mtha’
wts_1_34	382	206	2	མ	mtha	14	18	 	’	token_boundary_ambiguous	གབ་མ་བའ་ grub mtha’ Lehrsystem, phil. Sys-
wts_1_34	399	167	3	དགའ	dga	20	23	 	’	token_boundary_ambiguous	གློ་བ་དགའ་བ་ glo ba dga’ ba
wts_1_34	399	199	3	དགའ	dga	20	23	 	’	token_boundary_ambiguous	གློ་བ་དགའ་བ་ glo ba dga’ ba erfreut; glo ba mi
wts_1_34	401	157	1	གྷ	N	6	7	 	’	token_boundary_ambiguous	གྷ དྲ N’ gha dri sa ein Getreide.
wts_1_34	402	56	2	དཀའ	dka	16	19	 	’	token_boundary_ambiguous	དགང་དཀའ་བ་ dgan dka’ ba
wts_1_34	402	102	2	དཀའ	dka	16	19	 	’	token_boundary_ambiguous	དགང་དཀའ་བ་ dgan dka’ ba Unersättlichkeit;
wts_1_34	402	168	1	དགོའ	dga	6	9	 	’	token_boundary_ambiguous	དགོའ་ dga’
wts_1_34	402	173	1	དགའ	dga	5	8	 	’	token_boundary_ambiguous	དགའ་ dga’ sich an etw. freuen, etw. mögen; ~
wts_1_34	403	1	1	དགའ	dga	11	14	 	’	token_boundary_ambiguous	དགའ་སྐྱེས་ dga’ skyes
wts_1_34	403	45	1	དགའ	dga	11	14	 	’	token_boundary_ambiguous	དགའ་སྐྱེས་ dga’ skyes Bez. für eine Gottheit.
wts_1_34	403	50	1	དགའ	dga	10	13	 	’	token_boundary_ambiguous	དགའ་སྟེན་ dga’ ston
wts_1_34	403	52	1	དགའ	dga	11	14	 	’	token_boundary_ambiguous	དགའ་བརྐྱང་ dga’ brkyan auch ~ pa eine hohe
wts_1_34	403	59	1	དགའ	dga	11	14	 	’	token_boundary_ambiguous	དགའ་འཁྱིལ་ dga’ ’khyil Bez. für ein glückver-
wts_1_34	403	68	1	དགའ	dga	9	12	 	’	token_boundary_ambiguous	དགའ་མགུ་ dga’ mgu.
wts_1_34	403	100	1	དགའ	dga	10	13	 	’	token_boundary_ambiguous	དགའ་སྟོན་ dga’ ston Freudenfest, Fest, Trink-
wts_1_34	403	109	1	དགའ	dga	12	15	 	’	token_boundary_ambiguous	དགའ་སྟོན་མ་ dga’ son ma
wts_1_34	403	128	1	དགའ	dga	12	15	 	’	token_boundary_ambiguous	དགའ་སྟོན་མ་ dga’ ston ma Beiname der Umä.
wts_1_34	403	131	1	དགའ	dga	11	14	 	’	token_boundary_ambiguous	དགའ་སྟོབས་ dga’ stobs N. einer Frau.
wts_1_34	403	137	1	དགའ	dga	9	12	 	’	token_boundary_ambiguous	དགའ་འདན་ dga’ ’dun angenehme Gesellschaft.
wts_1_34	403	162	1	དགའ	dga	16	19	 	’	token_boundary_ambiguous	དགའ་ལྡན་ཕོ་བྲང་ dga’ ldan pho braṅ
wts_1_34	403	204	1	དགའ	dga	16	19	 	’	token_boundary_ambiguous	དགའ་ལྡན་བདག་པོ་ dga’ /7%/7 bdag po Beiname
wts_1_34	403	209	1	དགའ	dga	16	19	 	’	token_boundary_ambiguous	དགའ་ལྔན་ཕོ་བྲང་ dga’ ldan pho braṅ Bez. für die
wts_1_34	404	1	1	དགའ	dga	16	19	 	’	token_boundary_ambiguous	དགའ་ལྡན་གཙོ་བོ་ dga’ ldan gtso bo
wts_1_34	404	6	1	དགའ	dga	16	19	 	’	token_boundary_ambiguous	དགའ་ལྡན་གཙོ་བོ་ dga’ ldan 9750 bo Beiname des
wts_1_34	404	11	1	དགའ	dga	15	18	 	’	token_boundary_ambiguous	དགའ་ལྡན་བཞུགས་ dga’ ldan bzZugs Beiname des
wts_1_34	404	16	1	དགའ	dga	9	12	 	’	token_boundary_ambiguous	དགའ་སྣང་ dga’ snaṅ Glücksgefühl.
wts_1_34	404	23	1	དགའ	dga	10	13	 	’	token_boundary_ambiguous	དགའ་སྤྲོ་ dga’ spro Freude.
wts_1_34	404	28	1	དགའ	dga	10	13	 	’	token_boundary_ambiguous	དགའ་འཕེལ་ dga’ ’phel Beiname des (2311663.
wts_1_34	404	31	1	དགའ	dga	7	10	 	’	token_boundary_ambiguous	དགའ་བ་ dga’ ba.
wts_1_34	404	50	1	དགའ	dga	15	18	 	’	token_boundary_ambiguous	དགའ་བའི་བུ་མོ་ dga’ ba’i bu mo
wts_1_34	404	55	1	དགོའ	dga	14	17	 	’	token_boundary_ambiguous	དགོའ་བ་བྱར་པ་ dga’ ba /7727/% pa Beiname
wts_1_34	404	60	1	དགའ	dga	12	15	 	’	token_boundary_ambiguous	དགའ་བ་སྤེལ་ dga’ ba spel Beiname des Ganesa.
wts_1_34	404	62	1	དགའ	dga	14	17	 	’	token_boundary_ambiguous	དགའ་བ་སྤོང་བ་ dga’ ba spoṅ ba ein Samädhi.
wts_1_34	404	65	1	དགའ	dga	12	15	 	’	token_boundary_ambiguous	དགའ་བ་འཕེལ་ dga’ ba ’phel N. des Maheśvara.
wts_1_34	404	68	1	དགའ	dga	11	14	 	’	token_boundary_ambiguous	དགའ་བ་ཟ་བ་ dga’ ba za ba Bez. für das Medi-
wts_1_34	404	73	1	དགའ	dga	16	19	 	’	token_boundary_ambiguous	དགའ་བའི་སྐྲ་ཅན་ dga’ ba’i skra can Beiname des
wts_1_34	404	82	1	དགའ	dga	12	15	 	’	token_boundary_ambiguous	དགའ་བའི་དས་ dga’ ba’i dus Bez. für Herbst.
wts_1_34	404	84	1	དགའ	dga	15	18	 	’	token_boundary_ambiguous	དགའ་བའི་བུ་མོ་ dga’ ba’i bu mo Beiname der
wts_1_34	404	93	1	དགའ	dga	16	19	 	’	token_boundary_ambiguous	དགའ་བའི་དབང་པོ་ dga’ ba’i dbaṅ po Beiname
wts_1_34	404	99	1	དགའ	dga	18	21	 	’	token_boundary_ambiguous	དགའ་བའི་ཤིང་རྟ་མ་ dga’ ba’i Siṅ rta ma göttliche
wts_1_34	404	105	1	དགའ	dga	15	18	 	’	token_boundary_ambiguous	དགའ་བའི་ས་གཞི་ dga’ ba’i sa gźi Bez. für Frau.
wts_1_34	404	108	1	དགའ	dga	14	17	 	’	token_boundary_ambiguous	དགའ་བར་རོལ་པ་ dga’ bar rol pa Koitus.
wts_1_34	404	111	1	དགའ	dga	12	15	 	’	token_boundary_ambiguous	དགའ་བས་རྒྱ་ dga’ bas rgyu Bez. für Krähe.
wts_1_34	404	114	1	འུ	dga	9	12	 	’	token_boundary_ambiguous	འུ་བྲེང་ dga’ byed Kurzf. für dga’ bar byed pa
wts_1_34	404	153	1	དགའ	dga	11	14	 	’	token_boundary_ambiguous	དགའ་འབྱམས་ dga’ ’byams
wts_1_34	404	171	1	དགའ	dga	22	25	 	’	token_boundary_ambiguous	དགའ་བྱེད་ཀྱིས་མཆོད་པ་ dga’ byed kyis mchod pa
wts_1_34	404	179	1	འ	dga	15	18	 	’	token_boundary_ambiguous	འ་ཀྲེང་ གཱ་ཁོ་ dga’ byed dgra bo Beiname des
wts_1_34	404	183	1	དགའ	dga	14	17	 	’	token_boundary_ambiguous	དགའ་བྱེད་དྭས་ dga’ byed dus Bez. für Frühling.
wts_1_34	404	190	1	དགའ	dga	12	15	 	’	token_boundary_ambiguous	དགའ་བྱེད་མ་ dga’ byed ma vorzügliche Frau,
wts_1_34	405	1	1	དགའ	dga	8	11	 	’	token_boundary_ambiguous	དགའ་ཆཨ་ dga’ ma
wts_1_34	405	4	1	དགའ	dga	7	10	 	’	token_boundary_ambiguous	དགའ་མ་ dga’ ma Geliebte; Liebesfreude.
wts_1_34	405	19	1	དགའ	dga	16	19	 	’	token_boundary_ambiguous	དགའ་མའི་བདག་པོ་ dga’ ma’i bdag po Beiname
wts_1_34	405	25	1	དགའ	dga	13	16	 	’	token_boundary_ambiguous	དགའ་མེད་རབས་ dga’ med rlabs Leid in
wts_1_34	405	31	1	དགའ	dga	8	11	 	’	token_boundary_ambiguous	དགའ་མོ་ dga’ mo.
wts_1_34	405	55	1	དགའ	dga	17	20	 	’	token_boundary_ambiguous	དགའ་རབ་དཔང་རམྱག་ dga’ rab dban phyug
wts_1_34	405	57	1	དགའ	dga	8	11	 	’	token_boundary_ambiguous	དགའ་ཆལ་ dga’ tshal Garten, Göttergarten.
wts_1_34	405	67	1	དགའ	dga	10	13	 	’	token_boundary_ambiguous	དགའ་འཛིན་ dga’ ’dzin Beiname des Visnu.
wts_1_34	405	76	1	དགའ	dga	8	11	 	’	token_boundary_ambiguous	དགའ་ཡས་ dga’ yas eine Zahl.
wts_1_34	405	81	1	འ	dga	14	17	 	’	token_boundary_ambiguous	འ་ཀ་ྲིང་ངེ་ལ་ dga’ g.yen ne ba froh, fröh-
wts_1_34	405	85	1	དགའ	dga	8	11	 	’	token_boundary_ambiguous	དགའ་རབ་ dga’ 7:77 beachtlich, einigermaßen,
wts_1_34	405	107	1	དགའ	dga	10	13	 	’	token_boundary_ambiguous	དགའ་བཤེས་ dga’ bes
wts_1_34	405	109	1	དགའ	dga	10	13	 	’	token_boundary_ambiguous	དགའ་བཞེས་ dga’ bses gute Bekannte, Leute die
wts_1_34	405	117	1	དགའ	dga	8	11	 	’	token_boundary_ambiguous	དགའ་བས་ dga’ bsu Begrüßung.
wts_1_34	406	115	2	མཐའ	mtha	13	17	 	’	token_boundary_ambiguous	དྭག་མཐའ་ dgn mtha’ das kleine Einmaleins.
wts_1_34	415	100	2	མཐའ	mtha	15	19	 	’	token_boundary_ambiguous	དགོང་མཐའ་ dgon mtha’ spät.
wts_1_34	422	144	2	བཤའ	bsa	13	16	 	’	token_boundary_ambiguous	བགོ་བཤའ་ bgo bsa’ Anteil, Teil; ~ byed auf-
wts_1_34	434	59	1	འགའ	ga	6	8	’	’	token_boundary_ambiguous	འགའ་ ’ga’
wts_1_34	434	111	1	འགའ	ga	13	15	’	’	token_boundary_ambiguous	འགའ་ཏི་ཤགས་ ’ga’ ti śags
wts_1_34	434	150	1	འགའ	ga	8	10	’	’	token_boundary_ambiguous	འགའ་ཚ་ ’ga’ tsha eine Rinderart.
wts_1_34	435	1	1	འགའ	ga	9	11	’	’	token_boundary_ambiguous	འགའ་རེ་ ’ga’ re
wts_1_34	435	3	1	འགའ	ga	9	11	’	’	token_boundary_ambiguous	འགའ་རེ་ ’ga’ re einige.
wts_1_34	435	22	1	འགའ	ga	9	11	’	’	token_boundary_ambiguous	འགའ་ཤས་ ’ga’ 47$ einige.
wts_1_34	453	70	2	བའི	ba	20	22	 	’	token_boundary_ambiguous	འགྲོ་བའི་སྲོག་ ’gro ba’ srog Bez. für Wind.
wts_1_34	456	68	1	གན	AAN	3	6	 	’	token_boundary_ambiguous	གན AAN’ rgan rims der Bereich, wo in einer
wts_1_34	462	133	4	འཆའ	cha	35	38	’	’	token_boundary_ambiguous	རྒྱ་ཕིབས་གནས་འཆའ་ rgya phibs gnas ’cha’ Bez.
wts_1_34	463	183	3	དགའ	dga	24	27	 	’	token_boundary_ambiguous	རྒྱ་མཚོ་དགའ་ rgya mtsho dga’ Bez. für Mond.
wts_1_34	464	12	3	མཐའ	mtha	31	35	 	’	token_boundary_ambiguous	རྒྱ་མཚོའི་མཐའ་ཅན་ rgya mtsho’i mtha’ can eine
wts_1_34	464	83	2	བཟའ	bza	14	17	 	’	token_boundary_ambiguous	རྒྱ་བཟའ་ rgya bza’ auch rgya mo bza’ Bez. für
wts_1_34	468	127	2	བཅའ	bca	16	19	 	’	token_boundary_ambiguous	རྒྱབ་བཅའ་ rgyab bca’ fut. zu Irgyab ’cha’ Un-
wts_1_34	470	1	2	དཀའ	dka	18	21	 	’	token_boundary_ambiguous	རྒྱལ་དཀའ་བ་ rgyal dka’ ba
wts_1_34	470	10	2	དཀའ	dka	18	21	 	’	token_boundary_ambiguous	རྒྱལ་དཀའ་བ་ rgyal dka’ ba.
wts_1_34	473	15	2	བའི	ba	23	25	 	’	token_boundary_ambiguous	རྒྱལ་བའི་རྨྱ་གུ་ rgyal ba’ myn gu Bez. für
wts_1_34	509	58	2	དཀའ	dka	18	21	 	’	token_boundary_ambiguous	བྒམལ་དཀའ་བ་ brgal dka’ ba.
wts_1_34	526	125	2	པའི	pa	18	20	 	’	token_boundary_ambiguous	ངང་པའི་རྐང་པ་ nah pa’ rkaṅ pa Bez. für
wts_1_34	528	92	2	པའི	pa	18	20	 	’	token_boundary_ambiguous	ངན་པའི་ཟས་ཅན་ han pa’ zas can Bez. für
wts_1_34	535	1	2	པའི	pa	17	19	 	’	token_boundary_ambiguous	ངེས་པའི་ཚིག་ nes pa’ ishig
wts_1_34	537	145	2	དགའ	dga	11	14	 	’	token_boundary_ambiguous	ངོ་དགའ་ no dga’ schmeicheln.
wts_1_34	548	1	1	མངའ	para	9	13	 	’	token_boundary_ambiguous	མངའ་།ུལ་ para’ khul
wts_1_34	548	73	1	མངའ	mna	11	14	 	’	token_boundary_ambiguous	མངའ་།ཁོངས་ mna’ khons.
wts_1_34	548	96	1	མངའ	mna	12	15	 	’	token_boundary_ambiguous	མངའ་བསྒྱུར་ mna’ bsgyur pf. verfügen.
wts_1_34	548	132	1	མངའ	mna	9	12	 	’	token_boundary_ambiguous	མངའ་བདག་ mna’ bdag Herrscher, Oberhaupt,
wts_1_34	548	165	1	མངའ	mna	9	12	 	’	token_boundary_ambiguous	མངའ་ཕུལ་ mna’ phul pf. weihen.
wts_1_34	548	172	1	མངའ	mna	9	12	 	’	token_boundary_ambiguous	མངའ་དབང་ mna’ dbaṅ Macht.
wts_1_34	548	208	1	མངའ	mna	9	12	 	’	token_boundary_ambiguous	མངའ་ཞབས་ mna’ Zabs Untertan.
wts_1_34	549	3	1	མངའ	mna	9	12	 	’	token_boundary_ambiguous	མངའ་འོག་ mna’ ’og unter der Herrschaft; auch
wts_1_34	549	55	1	མངའ	ana	10	13	 	’	token_boundary_ambiguous	མངའ་གསོལ་ ana’ gsol
wts_1_34	549	97	1	མངའ	mna	10	13	 	’	token_boundary_ambiguous	མངའ་གསོལ་ mna’ gsol.
wts_1_34	551	81	2	དགའ	dga	15	18	 	’	token_boundary_ambiguous	མངོན་དགའ་ mnon dga’ auch mhon par dga’ ba
wts_1_34	552	177	3	དགའ	dga	21	24	 	’	token_boundary_ambiguous	མངོན་པར་དགའ་ yon par dga’
wts_1_34	552	189	2	པའི	pa	22	24	 	’	token_boundary_ambiguous	མངོན་པའི་ངྭ་རུལ་ mnon pa’ na rgyal Stolz,
wts_1_34	571	206	2	པོའི	po	23	25	 	’	token_boundary_ambiguous	སྔོན་པོའི་ཕུང་པོ་ shon po’ phuṅ po Bez. für
wts_1_34	601	111	1	བཅའ	bea	12	15	 	’	token_boundary_ambiguous	བཅའ་།ཁྲིམས་ bea’ khrims
wts_1_34	601	130	1	བཅའ	bca	11	14	 	’	token_boundary_ambiguous	བཅའ་ཁྲིམས་ bca’ khrims Gesetz, Vorschrift.
wts_1_34	601	140	1	བཅའ	bca	11	14	 	’	token_boundary_ambiguous	བཅའ་འགྲིག་ bca’ ’grig vollständig, planmäßig.
wts_1_34	601	145	1	བཅའ	bca	8	11	 	’	token_boundary_ambiguous	བཅའ་སྒ་ bca’ sga lngwer.
wts_1_34	601	165	1	བཅའ	boa	11	14	 	’	token_boundary_ambiguous	བཅའ་འབྱེད་ boa’ ’byed
wts_1_34	601	179	1	བཅའ	bca	9	12	 	’	token_boundary_ambiguous	བཅའ་ཆོག་ bca’ chog ein Verwünschungsritual.
wts_1_34	601	185	1	བཅའ	bca	10	13	'	’	token_boundary_ambiguous	བཅའ་བདར་ 'bca’ bdar.
wts_1_34	601	206	1	བཅའ	bca	10	13	?	’	token_boundary_ambiguous	བཅའ་བདར་ ?bca’ bdar drängen, auf etw. be-
wts_1_34	601	214	1	བཅའ	bca	10	13	 	’	token_boundary_ambiguous	བཅའ་སྡོད་ bca’ sdod ständiger Wohnsitz.
wts_1_34	601	218	1	བཅའ	bca	11	14	 	’	token_boundary_ambiguous	བཅའ་འབྱེད་ bca’ ?7)/༩༩ aufgeben, wider-
wts_1_34	602	3	1	བཅའ	bca	8	11	 	’	token_boundary_ambiguous	བཅའ་རེ་ bca’ rdzi Feldhüter.
wts_1_34	602	6	1	བཅའ	bca	9	12	 	’	token_boundary_ambiguous	བཅའ་གཞི་ bca’ gźi Vorbereitung.
wts_1_34	602	15	1	བཅའ	bca	11	14	 	’	token_boundary_ambiguous	བཅའ་བཞུགས་ bca’ bzugs ständiger Wohnsitz.
wts_1_34	602	22	1	བཅའ	bea	9	12	 	’	token_boundary_ambiguous	བཅའ་ཡིག་ bea’ ༡༩ Verfügung, Vorschrift,
wts_1_34	602	48	1	བཅའ	bca	8	11	 	’	token_boundary_ambiguous	བཅའ་ལག་ bca’ lag †©% lag.
wts_1_34	612	98	2	མདའ	mda	16	19	 	’	token_boundary_ambiguous	ལྕགས་མདའ་ lcags mda’ auch lcags kyi mda’.
wts_1_34	630	178	2	མཐའ	mtha	13	17	 	’	token_boundary_ambiguous	ཆད་མཐའ་ chad mtha’ Nihilismus; vgl. t'chad
wts_1_34	635	73	2	དགའ	dga	13	16	 	’	token_boundary_ambiguous	ཆར་དགའ་ char dga’ Bez. für Schwalbe.
wts_1_34	660	123	2	འཛའ	dza	15	18	’	’	token_boundary_ambiguous	ཆུད་འཛའ་ chud ’dza’ verschwendet werden.
wts_1_34	661	196	2	མདའ	mda	16	19	 	’	token_boundary_ambiguous	ཆུམས་མདའ་ chums mda’ ein Gebiet.
wts_1_34	665	78	2	འགའ	ga	15	17	’	’	token_boundary_ambiguous	ཆེད་འགའ་ ched ’ga’ gelegentlich, manchmal.
wts_1_34	674	94	3	དཔའ	dpa	25	28	 	’	token_boundary_ambiguous	ཆོས་ཀྱི་དཔའ་མོ་ chos kyi dpa’ mo ]€11131116
wts_1_34	688	17	2	དགའ	dga	16	19	 	’	token_boundary_ambiguous	མཆོག་དགའ་ mchog dga’ ↓ mchog tu 797.
wts_1_34	688	68	3	དགའ	dga	21	24	 	’	token_boundary_ambiguous	མཆོག་ཏ་དགའ་ mchog tu dga’ auch mchog dga’
wts_1_34	697	166	1	མཆོད	Na	6	8	 	’	token_boundary_ambiguous	མཆོད་ Na’ mchod yon
wts_1_34	714	155	5	བཟའ	bza	31	34	 	’	token_boundary_ambiguous	ཇོ་མོ་ཡང་གྷ་བཟའ་ jo mo yaṅ gha bza’ Beiname
wts_1_34	715	84	1	མཇའ	mja	9	12	 	’	token_boundary_ambiguous	མཇའ་ཆོན་ mja’ tshon 1777” tshon.
wts_1_34	720	31	2	པའི	pa	21	23	 	’	token_boundary_ambiguous	འཇམ་པའི་རྡོ་རྗེ་ Jam pa’ rdo rje Beiname
wts_1_34	720	38	2	པའི	pa	17	19	 	’	token_boundary_ambiguous	འཇམ་པའི་དབངས་ am pa’ dbyans Nam
wts_1_34	721	128	1	འཇའ	ja	6	8	 	’	token_boundary_ambiguous	(འཇའ་ ja’ pf. Yjas.
wts_1_34	721	142	1	འཇའ	ja	17	19	 	’	token_boundary_ambiguous	འཇའ་ཀློང་ཡེ་ཤེས་ ja’ kloṅ ye śes ein ritueller
wts_1_34	721	145	1	འཇའ	ja	10	12	 	’	token_boundary_ambiguous	འཇའ་གདེག་ ja’ gdeg ein Hausdach heben.
wts_1_34	721	154	1	འཇའ	ja	9	11	 	’	token_boundary_ambiguous	འཇའ་པྲང་ ja’ pani ein konisches Brokatstück,
wts_1_34	721	159	1	འཇའ	ja	11	13	""""	’	token_boundary_ambiguous	"འཇའ་རབྲོ་ ""ja’ bo Regenbogen."
wts_1_34	721	183	1	འཇའ	ja	9	11	 	’	token_boundary_ambiguous	འཇའ་དམར་ ja’ dmar Bez. für die roten
wts_1_34	721	187	1	འཇའ	ja	9	11	 	’	token_boundary_ambiguous	འཇའ་ཚོན་ ja’ tsbon auch mja’ tshon Regen-
wts_1_34	721	214	1	འཇའ	ja	11	13	 	’	token_boundary_ambiguous	འཇའ་གཟུགས་ ja’ gzugs Form eines Regenbo-
wts_1_34	722	3	1	འཇཛའ	Ja	10	12	 	’	token_boundary_ambiguous	འཇཛའ་རིས་ Ja’ ris Form eines Regenbogens.
wts_1_34	722	6	1	འཇའ	ja	8	10	 	’	token_boundary_ambiguous	འཇའ་ལི་ ja’ li ]?0711] eines Regenbogens.
