source_queue	volume	page	line	token_index	source_token	proposed_canon	work_title	intro_line_ref	status	context_excerpt	suggested_action
corrected_text_scan	wts_35_51	877	27		rol	Rol	Rol siglum	abbr_lit_4	active	kyi pha rol tu phyin pa, skt. Prajñāpāra-	siglum_policy_review
corrected_text_scan	wts_35_51	877	32		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. pha rol phyin pa = ses rab kyi — ste (brDa,	siglum_policy_review
corrected_text_scan	wts_35_51	877	39		rol	Rol	Rol siglum	abbr_lit_4	active	sechs Vollkommenheiten (Ipha rol tu phyin	siglum_policy_review
corrected_text_scan	wts_35_51	877	52		rol	Rol	Rol siglum	abbr_lit_4	active	859 བྱུག auch — po, pha rol du phyin	siglum_policy_review
corrected_text_scan	wts_35_51	878	58		rol	Rol	Rol siglum	abbr_lit_4	active	daṅ / stobs dan blo gros pha rol gnon (metr.)	siglum_policy_review
corrected_text_scan	wts_35_51	878	68		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	"gs gi Ings skyed byed — (metr.) ""o du Ge-"	siglum_policy_review
corrected_text_scan	wts_35_51	878	81		rol	Rol	Rol siglum	abbr_lit_4	active	ཕ་རོལ་ཕྱི zy pba rol phyin pa Kurzf. für [/)/?:7	siglum_policy_review
corrected_text_scan	wts_35_51	894	54		rol	Rol	Rol siglum	abbr_lit_4	active	152,18); des pha rol (7// dinag — nas bzlog par	siglum_policy_review
corrected_text_scan	wts_35_51	895	80		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. kan = — lta bu phar kba'am pha rol gyi	siglum_policy_review
corrected_text_scan	wts_35_51	896	13		rol	Rol	Rol siglum	abbr_lit_4	active	"Lex. — na = pha rol na ""auf der anderen Sei-"	siglum_policy_review
corrected_text_scan	wts_35_51	896	35		rol	Rol	Rol siglum	abbr_lit_4	active	"Lex. ~ su = pha rol gyi 'gram la ""am anderen"	siglum_policy_review
corrected_text_scan	wts_35_51	896	55		rol	Rol	Rol siglum	abbr_lit_4	active	pbyin, pha rol tu phyin pa.	siglum_policy_review
corrected_text_scan	wts_35_51	896	65		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. pha rol tu phyin la'am (brDa); pha rol	siglum_policy_review
corrected_text_scan	wts_35_51	896	65		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. pha rol tu phyin la'am (brDa); pha rol	siglum_policy_review
corrected_text_scan	wts_35_51	897	5		rol	Rol	Rol siglum	abbr_lit_4	active	2. für ses rab kyi pha rol tu phyin pa,	siglum_policy_review
corrected_text_scan	wts_35_51	897	78		ins	Ins	Inscription sources	abbr_lit_2	active	"ten sich gegenseitig ins Gesicht"" (PhBNth"	siglum_policy_review
corrected_text_scan	wts_35_51	898	11		rol	Rol	Rol siglum	abbr_lit_4	active	"ng rten pha rol — gi (metr.) ""lassen wir das"	siglum_policy_review
corrected_text_scan	wts_35_51	900	14		ViST	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"meist bei anderen Schaden und Pein"" (ViST"	siglum_policy_review
corrected_text_scan	wts_35_51	901	44		rol	Rol	Rol siglum	abbr_lit_4	active	"aus angreift"" (brDa); phas rgol = — ste pha rol"	siglum_policy_review
corrected_text_scan	wts_35_51	909	4		ins	Ins	Inscription sources	abbr_lit_2	active	la sbyar ins Verderben stürzen, ins Unglück	siglum_policy_review
corrected_text_scan	wts_35_51	909	4		ins	Ins	Inscription sources	abbr_lit_2	active	la sbyar ins Verderben stürzen, ins Unglück	siglum_policy_review
corrected_text_scan	wts_35_51	909	8		ins	Ins	Inscription sources	abbr_lit_2	active	"lichen Freundes führt ins Verderben"" (Kdsg"	siglum_policy_review
corrected_text_scan	wts_35_51	909	10		ins	Ins	Inscription sources	abbr_lit_2	active	"bet ins Verderben stürzen"" (Padm 28155);"	siglum_policy_review
corrected_text_scan	wts_35_51	909	24		ins	Ins	Inscription sources	abbr_lit_2	active	"Herz, doch führen sie später ins Unglück"""	siglum_policy_review
corrected_text_scan	wts_35_51	909	37		ins	Ins	Inscription sources	abbr_lit_2	active	"andere, ins Verderben"" (Sumpa 124b6)."	siglum_policy_review
corrected_text_scan	wts_35_51	910	73		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"häufung von Unreinem ist unrein"" (VisT"	siglum_policy_review
corrected_text_scan	wts_35_51	924	45		Sambh	Śambh	Śambh source	abbr_lit_2	active	"stücke an die Mönchsgemeinden"" (Sambh"	siglum_policy_review
corrected_text_scan	wts_35_51	927	44		rol	Rol	Rol siglum	abbr_lit_4	active	"min); rol mo' bye brag tin Sag ""ein Musik-"	siglum_policy_review
corrected_text_scan	wts_35_51	932	17		ins	Ins	Inscription sources	abbr_lit_2	active	"ins Ausland geht, etwas geben"" (brDa)."	siglum_policy_review
corrected_text_scan	wts_35_51	943	6		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	"gs pho (r. mo?) mtshan la sbyar ba ""'gron gis"	siglum_policy_review
corrected_text_scan	wts_35_51	944	29		Lis	Liś	Li shi source siglum	abbr_lit_3	active	(brDa); grau 0// 7 min (Dagy); — nigruge (Lis	siglum_policy_review
corrected_text_scan	wts_35_51	944	83		ins	Ins	Inscription sources	abbr_lit_2	active	Mann stürzt ins Verderben, wenn man ihn	siglum_policy_review
corrected_text_scan	wts_35_51	946	78		ins	Ins	Inscription sources	abbr_lit_2	active	chezustand, der ihn mitten ins Herz getrof-	siglum_policy_review
corrected_text_scan	wts_35_51	946	85		ins	Ins	Inscription sources	abbr_lit_2	active	"ins Auge"" (gZi-Sn 46,36)."	siglum_policy_review
corrected_text_scan	wts_35_51	950	9		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"(für skt. *\kak) als die Säkya bekannt"" (VisT"	siglum_policy_review
corrected_text_scan	wts_35_51	951	58		Lis	Liś	Li shi source siglum	abbr_lit_3	active	bum pa la'ani (brDa, Dagy); — ni bum pa (Lis	siglum_policy_review
corrected_text_scan	wts_35_51	965	56		ins	Ins	Inscription sources	abbr_lit_2	active	den Befehl: 'fesselt sie und werft sie ins Ge-	siglum_policy_review
corrected_text_scan	wts_35_51	969	43		ins	Ins	Inscription sources	abbr_lit_2	active	ter Weise den Brauch ins Leben, die rituel-	siglum_policy_review
corrected_text_scan	wts_35_51	972	45		Lis	Liś	Li shi source siglum	abbr_lit_3	active	thag bead pa (TTC); — ni thag bead (Lis	siglum_policy_review
corrected_text_scan	wts_35_51	980	28		rol	Rol	Rol siglum	abbr_lit_4	active	"Lex. phyi rol pa'i chos la'an ""auch für die Leh-"	siglum_policy_review
corrected_text_scan	wts_35_51	981	59		rol	Rol	Rol siglum	abbr_lit_4	active	ན་ phyi don äußeres Objekt; vgl. Iphyz rol	siglum_policy_review
corrected_text_scan	wts_35_51	993	46		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. — $// = nan du ma yin pbyi rol tn ha bu	siglum_policy_review
corrected_text_scan	wts_35_51	999	69		rol	Rol	Rol siglum	abbr_lit_4	active	"Lex. ~ pa = son pa'am pha rol tu ~ pa ""ge-"	siglum_policy_review
corrected_text_scan	wts_35_51	1005	41		rol	Rol	Rol siglum	abbr_lit_4	active	"stobs kyi pha rol phyin (metr.) ""um Māras"	siglum_policy_review
corrected_text_scan	wts_35_51	1010	28		rol	Rol	Rol siglum	abbr_lit_4	active	(brDa); — ba z phyi rol tu son ba (Dagy).	siglum_policy_review
corrected_text_scan	wts_35_51	1010	55		ins	Ins	Inscription sources	abbr_lit_2	active	Yphyir thon vertreiben, ins Exil	siglum_policy_review
corrected_text_scan	wts_35_51	1011	81		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. — pa Z phyi ru 'ero ba'am phyi rol tu son	siglum_policy_review
corrected_text_scan	wts_35_51	1012	61		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. pbyi rol gyi phyogs (brDa); phyi rol	siglum_policy_review
corrected_text_scan	wts_35_51	1012	61		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. pbyi rol gyi phyogs (brDa); phyi rol	siglum_policy_review
corrected_text_scan	wts_35_51	1020	23		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. phyi rol (TTC).	siglum_policy_review
corrected_text_scan	wts_35_51	1022	68		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"erwa Rinder und Pferde, schlachten"" (VisT"	siglum_policy_review
corrected_text_scan	wts_35_51	1023	52		Lis	Liś	Li shi source siglum	abbr_lit_3	active	"ist"" (Dagy); phyugs phyun ni gon nu ma (Lis"	siglum_policy_review
corrected_text_scan	wts_35_51	1033	50		Ys	Yś	Yś source	abbr_lit_2	active	"Schmerzen (skt. ardhasila) am Kopf"" (Ys"	siglum_policy_review
corrected_text_scan	wts_35_51	1036	50		ins	Ins	Inscription sources	abbr_lit_2	active	"ba dan ""er ging ins Land Li"" (Liy2 30); —"	siglum_policy_review
corrected_text_scan	wts_35_51	1039	43		rol	Rol	Rol siglum	abbr_lit_4	active	"bsten dag las phyt rol = mamis (metr.) ""die-"	siglum_policy_review
corrected_text_scan	wts_35_51	1042	52		Viś	Vis	Vis source	abbr_lit_2	active	"zelnen Teilchen besteht"" (Viś 450); gaṅ la ~"	siglum_policy_review
corrected_text_scan	wts_35_51	1049	42		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	yar gyen gran po ben gsum Zes (gs) beyi gN phywa pa.	siglum_policy_review
corrected_text_scan	wts_35_51	1053	18		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. pha rol po dbye ba'i phyir die smra ba'	siglum_policy_review
corrected_text_scan	wts_35_51	1056	75		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. ses rab kyi pha rol tu phyin pa ston =	siglum_policy_review
corrected_text_scan	wts_35_51	1073	51		rol	Rol	Rol siglum	abbr_lit_4	active	nas ni... pbyi rol rdo rje'i —s bskor (metr.)	siglum_policy_review
corrected_text_scan	wts_35_51	1079	70		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"nicht edel, [sondern] tadelnswert ist"" (VisT"	siglum_policy_review
corrected_text_scan	wts_35_51	1090	17		rol	Rol	Rol siglum	abbr_lit_4	active	1.8.1221); phyi rol gyi ni — la / dkar mo chom	siglum_policy_review
corrected_text_scan	wts_35_51	1100	21		rol	Rol	Rol siglum	abbr_lit_4	active	gnas man po'i pha rol phyin gyur cin (metr.)	siglum_policy_review
corrected_text_scan	wts_35_51	1107	33		ins	Ins	Inscription sources	abbr_lit_2	active	1. sich irren, sich ins Gegenteil verkehren.	siglum_policy_review
corrected_text_scan	wts_35_51	1107	36		ins	Ins	Inscription sources	abbr_lit_2	active	"ins Gegenteil verkehrt usw."" (Mil 84,18)."	siglum_policy_review
corrected_text_scan	wts_35_51	1112	37		ins	Ins	Inscription sources	abbr_lit_2	active	"sie später ins Unglück"" (KunK 16,21); yr"	siglum_policy_review
alternate_witness_unresolved	wts_35_51	145	70	6	Liy1	Liyl	Liyl siglum	abbr_lit_4	active	"nie gesehen haben, ist gekommen"" (Liyl"	siglum_policy_review
alternate_witness_unresolved	wts_35_51	145	73	4	VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"vorbringen und zeugen"" (VisT 182,21); 7/"	siglum_policy_review
alternate_witness_unresolved	wts_35_51	145	73	4	VisṬ	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"vorbringen und zeugen"" (VisT 182,21); 7/"	siglum_policy_review
alternate_witness_unresolved	wts_35_51	164	10	4	ViST	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"tama die Einsiedelei"" (ViST 114,19); skyes bu"	siglum_policy_review
alternate_witness_unresolved	wts_35_51	164	10	4	Viś	Vis	Vis source	abbr_lit_2	active	"tama die Einsiedelei"" (ViST 114,19); skyes bu"	siglum_policy_review
alternate_witness_unresolved	wts_35_51	206	18	4	Lokes$vara	Lokesśvara			unknown	"dan — la (metr.) ""Lokes$vara ist friedvoll und"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	1	31	8	Lis	Liś	Li shi source siglum	abbr_lit_3	active	(Dagy); — pi pi lin du don dan (Lis 37,13);	siglum_policy_review
alternate_witness_adoptions	wts_35_51	2	48	5	Y$	Yś	Yś source	abbr_lit_2	active	"trunken, besiegt es Verschiedenes"" (Y$ 236);"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	4	57	5	Li$	Liś	Li shi source siglum	abbr_lit_3	active	"dig pa einen Dummen"" (Li$ 35,14); 'dod pa"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	14	75	3	ISK	1SK	Sa skya pa chen po Kun dga' sñiṅ po	abbr_lit_3	active	"gen basierte"" (ISK 1: 214,3,1); — ma rdzogs"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	15	88	2	Lsdz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"Ohr"" (Lsdz-K 320,11); tbon chog khrig ger"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	16	31	1	Vi$	Vis	Vis source	abbr_lit_2	active	(Vi$ 67b); snon pha roltu phyin pa drug po dag	siglum_policy_review
alternate_witness_adoptions	wts_35_51	17	6	4	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"gebeten oder bitten"" (Lis 19,14)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	18	15	4	Gs-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"kommen, Schaden zuzufügen"" (Gs-H 74b)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	19	77	2	PS	Ps	Peking source	abbr_lit_2	active	"bedrängt"" (PS 7c); dpag tsbad broya pa'i ~"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	20	71	5	Li$	Liś	Li shi source siglum	abbr_lit_3	active	Lex. — mi ni ma (Li$ 27,5); /7/ ma (brDa,	siglum_policy_review
alternate_witness_adoptions	wts_35_51	38	14	6	Lsdz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"Herz des Königs eingezogen war"" (Lsdz-K"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	39	3	4	P$	Ps	Peking source	abbr_lit_2	active	"heit besiegt werden"" (P$ 81d); des — bar he"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	57	76	4	Li$	Liś	Li shi source siglum	abbr_lit_3	active	(KlonD 741,5, Li$ 27,6).	siglum_policy_review
alternate_witness_adoptions	wts_35_51	59	78	2	Y$	Yś	Yś source	abbr_lit_2	active	"hat"" (Y$ 71c); dus gsum 'bras kyi dud pas"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	68	11	1	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"(Lis 26,8); gi lin — zrta mchog brun ""Ex-"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	77	75	7	Gs-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"nicht und fühlt sich nicht wohl"" (Gs-H 48c);"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	77	84	2	Ys	Yś	Yś source	abbr_lit_2	active	"körper"" (Ys 24d); ma — ba tsam na kbo ~"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	90	84	3	Li$	Liś	Li shi source siglum	abbr_lit_3	active	ni ~ pa (Li$ 22,1).	siglum_policy_review
alternate_witness_adoptions	wts_35_51	98	16	4	P$	Ps	Peking source	abbr_lit_2	active	"ne Sehne ist?"" (P$ 17d); dper na mia' (r. —)"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	98	87	1	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"—(Lis 9,8); ~ rag pa = = phen pa ""ei-"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	107	5	7	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"Lex. g.yar lam ni — ""Vorderseite: mdun"" (Lis"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	107	6	8	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"24,4); dogma ni — ""das Vordere: mdun"" (Lis"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	115	22	4	Lsdz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"gans-brag geholt hat"" (Lsdz-K 335,25)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	117	27	4	Lsdz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"lungen zu befinden"" (Lsdz-K 296,24)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	118	77	3	Y$	Yś	Yś source	abbr_lit_2	active	"der Galle"" (Y$ 97c); lo tsā gsum po ... yi dwags"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	132	20	5	Gs-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"nen hohen Status verlieren"" (Gs-H 60d);"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	139	7	3	GS-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"sehen [könnten]"" (GS-H 1043); sku ~$ su Zig"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	140	34	3	g71-Sn	gZi-Sn	gZi-Sn siglum	abbr_lit_4	active	"ins Dasein"" (g71-Sn 66,24); de Itar 'gyur nas"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	148	67	3	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"""von hier"" (Lis 19,7)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	152	26	2	P$	Ps	Peking source	abbr_lit_2	active	"stellen"" (P$ 2d); gan 7/9 — spyod sans rgyas"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	155	27	6	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"(brDa); — ni tshogs pa ""Ansammlung"" (Lis"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	166	84	2	Li$	Liś	Li shi source siglum	abbr_lit_3	active	"Aufenthaltsort"" (Li$ 22,2); slar dog rgyr"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	167	67	1	Li$	Liś	Li shi source siglum	abbr_lit_3	active	"(Li$ 22,3); — par bya ba =samāvarjanam ""das"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	168	72	4	Lis	Liś	Li shi source siglum	abbr_lit_3	active	khos pa ni —(Lis 9,5); ~ ñams pa med pa =	siglum_policy_review
alternate_witness_adoptions	wts_35_51	175	60	1	Lis	Liś	Li shi source siglum	abbr_lit_3	active	(Lis 8,15).	siglum_policy_review
alternate_witness_adoptions	wts_35_51	189	20	5	Lis	Liś	Li shi source siglum	abbr_lit_3	active	tshon ni smad 'tshon (Lis 14,3); 'dod bgrod	siglum_policy_review
alternate_witness_adoptions	wts_35_51	190	13	3	Y$	Yś	Yś source	abbr_lit_2	active	"der Galle"" (Y$ 97a); — rgyas pas kliyed la Zen"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	190	66	3	Vi$	Vis	Vis source	abbr_lit_2	active	"gefunden hast"" (Vi$ 60c); thams cad mkhyen"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	193	38	1	PS	Ps	Peking source	abbr_lit_2	active	(PS 26c); ran rgyal dera bcom nid la 'dod	siglum_policy_review
alternate_witness_adoptions	wts_35_51	194	44	4	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"—""Ehebruch: 'dod pa"" (Lis 10,7)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	198	62	4	gZ1	gZi	gZi siglum	abbr_lit_4	active	"und 'phra men"" (gZ1 2: 296,3)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	199	74	6	Y$	Yś	Yś source	abbr_lit_2	active	"heit] von Grund auf heraus"" (Y$ 394); bud"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	204	90	4	gZ1	gZi	gZi siglum	abbr_lit_4	active	"Schiffe ankern [hier]"" (gZ1 1: 451,1)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	205	66	2	P$	Ps	Peking source	abbr_lit_2	active	"fallen"" (P$ 63d); bzo bo mkhas pas skyes pa"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	206	67	4	gZ1	gZi	gZi siglum	abbr_lit_4	active	"nach unten fließt"" (gZ1 1: 505,6); $a la spyod"	siglum_policy_review
alternate_witness_adoptions	wts_35_51	210	52	1	Lis	Liś	Li shi source siglum	abbr_lit_3	active	(Lis 20,8).	siglum_policy_review
alternate_witness_adoptions	wts_35_51	216	80	3	gZ1	gZi	gZi siglum	abbr_lit_4	active	"die Stolzen"" (gZ1 2: 140,5)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	218	22	2	L$dz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"führte"" (L$dz-K 204,19)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	219	60	3	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"oder bunt"" (Lis 27,7)."	siglum_policy_review
alternate_witness_adoptions	wts_35_51	225	2	2	Gs-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"frißt"" (Gs-H 406); khyod kyi Zabs — yani /"	siglum_policy_review
