reason	base_token	alternate_token	count	volume_count	sample_refs	sample_contexts
alternate_witness_google_loc_fricative_upgrade	sul	śul	2	1	wts_35_51:7:73; wts_35_51:245:72	"bdag — gi kun dga' ra ba'i sul du ""auf dem || gtags (1, btags) pa'i {b}sul ""die leere Stelle, wo"
alternate_witness_google_loc_nasal_upgrade	gton	gtoṅ	2	1	wts_35_51:9:76; wts_35_51:152:83	"27,21); klu gtor gton ba la dge slon /7/ ma || pa 'di ru gton ran gi lo rgyns ""die eigene Ge-"
alternate_witness_google_loc_nasal_upgrade	khyun	khyuṅ	2	1	wts_35_51:10:36; wts_35_51:242:2	"167,2); gdon gyi phag tu khyun po jo sras — || རྡརྗེ་བྱ་ཁྱུང་ rdo rje bya khyun ""Vajragaruda"", ein"
alternate_witness_google_loc_nasal_upgrade	mna	mṅa	2	1	wts_35_51:11:45; wts_35_51:183:5	"1:428,1); —rsku skyer mna' gsol phyin ""nach- || 65,2); Zin khams mna' ris bskos la — pa dan"
alternate_witness_google_loc_nasal_upgrade	glan	glaṅ	2	1	wts_35_51:15:79; wts_35_51:219:29	"dan glan po Ita bu 'dra ba Zig —o ""der Pe- || Lex. anadvan (Ak 234.59 f.); glan po (brDa)."
alternate_witness_google_loc_nasal_upgrade	brdzans	brdzaṅs	2	1	wts_35_51:16:11; wts_35_51:115:11	"gdan sa la brdzans — ""er entsandte wohl || Zig brdzans pa las ""da er einige Lehrer, Ver-"
alternate_witness_strict_translit	žes	źes	2	1	wts_35_51:16:29; wts_35_51:169:64	"žes bka' mchid ~ (metr.) ""er wurde vom || Lex. sa bhā äh žes pa'i rgya gar skad nas"
alternate_witness_citation_siglum	Vi$	Vis	2	1	wts_35_51:16:31; wts_35_51:190:66	"(Vi$ 67b); snon pha roltu phyin pa drug po dag || gefunden hast"" (Vi$ 60c); thams cad mkhyen"
alternate_witness_google_loc_nasal_upgrade	kon	koṅ	2	1	wts_35_51:19:21; wts_35_51:232:76	"807 yul / dwags po kon po an po gsum gyi || Lex. gtun bu'am rdo kon chen chun ""Stößel"
alternate_witness_citation_siglum	PS	Ps	2	1	wts_35_51:19:77; wts_35_51:193:38	"bedrängt"" (PS 7c); dpag tsbad broya pa'i ~ || (PS 26c); ran rgyal dera bcom nid la 'dod"
alternate_witness_initial_i_to_l_translit	Iham	lham	2	1	wts_35_51:20:77; wts_35_51:112:57	"— Iham dan ldan pa ni (metr.) ""mit einem || smad du ~~ Iham tsam la khrims geig chags ""im"
alternate_witness_google_loc_fricative_upgrade	bzi	bźi	2	1	wts_35_51:23:21; wts_35_51:228:41	120,4); tshani man ka bzi — brgyad de (metr.) || Lex. sa chu me rlun bźťi rdul bzi dan gzugs
alternate_witness_google_loc_nasal_upgrade	gtsan	gtsaṅ	2	1	wts_35_51:24:61; wts_35_51:50:67	sras gtsan mai — la rigs rus kyi min so sor || mi gtsan gzugs mi mi bzad pa / di la ci phyir
alternate_witness_google_loc_nasal_upgrade	nan	nañ	2	1	wts_35_51:27:4; wts_35_51:131:70	"Träumen"" (Glu 336); Sa Jam mal sa nan || Lex. — pa = man po nan nas gcig — pa ""aus"
alternate_witness_google_loc_nasal_upgrade	rdzin	rdziṅ	2	1	wts_35_51:27:16; wts_35_51:128:51	St mes — pas ch bsil ba ༡76 ¢ pa'iphyir rdzin || 8.680); rdzin bu rnams kyi — la khyad par
alternate_witness_google_loc_nasal_upgrade	bzans	bzaṅs	2	1	wts_35_51:47:12; wts_35_51:124:71	"— lus kyani khrus byas te / dar ldan gos bzans || dab chags kyi rgyal po 'dab bzans ""Suparna"
alternate_witness_google_loc_nasal_upgrade	gan	gañ	2	1	wts_35_51:50:75; wts_35_51:150:73	"gal te de bäin gsegs pas sems can gan la la 7/9 || Dharma"" (Prav 94,12); ~ gan yani ñon moñs"
alternate_witness_google_loc_nasal_upgrade	mdun	mduṅ	2	1	wts_35_51:58:8; wts_35_51:181:2	"202,8); blon po rnams kyis inda' rtse mdun || Iha'i dkor mdun ran — dan ""göttliche Gerät-"
alternate_witness_google_loc_nasal_upgrade	phren	phreṅ	2	1	wts_35_51:59:66; wts_35_51:240:57	"Rauch"" (Siddh 16.17); — pa Iha bsos phren || plsyogs las rnam rgyal gyi rig ma'i skye 'phren /"
alternate_witness_google_loc_nasal_upgrade	mthon	mthoṅ	2	1	wts_35_51:60:75; wts_35_51:90:35	"02// ni brduns pa rnams mthon nas (metr.) || chos ñid kyi ~ pa mnon sum du mthon ""sie"
alternate_witness_google_loc_fricative_upgrade	su	śu	2	1	wts_35_51:71:52; wts_35_51:191:80	"ben Tiere"" (VisT 248,18); znam pa /7/ su ~ || ñon mons ñi su la sogs pa'o ""Befleckung der"
alternate_witness_google_loc_nasal_upgrade	bgran	bgraṅ	2	1	wts_35_51:73:48; wts_35_51:74:69	nas bgran ba'i / — gnam lor Sar ba (metr.) || lo nas bgran ba' / bdun pa gnam lor sar ba
alternate_witness_google_loc_fricative_upgrade	bsin	bśin	2	1	wts_35_51:74:57; wts_35_51:171:46	"bsin (7. 077?) po la — / brten la rab tu gnas pa || 41,6); gson 07// Iha gsol / bsin gyi tri — ""für"
alternate_witness_google_loc_fricative_upgrade	sod	śod	2	1	wts_35_51:81:25; wts_35_51:203:23	"der sde pa skyid sod pas bzun ba'i stod lun — || lich"" (MTTH3/5/24 3 1); rtse sod spyi khyab las"
alternate_witness_google_loc_nasal_upgrade	cin	ciñ	2	1	wts_35_51:81:53; wts_35_51:204:18	"sogs pa bsgyur cin ""er übersetzte [Texte zu] || (MTH3/5/17 17); g.yab cin — na spyan ma"
alternate_witness_google_loc_nasal_upgrade	mna	mña	2	1	wts_35_51:81:58; wts_35_51:139:77	"gsin rje gsed dan — la mna' briies pa yin || sde srid chen po gtsan pas mna' ""bans btsugs"
alternate_witness_google_loc_nasal_upgrade	nams	ñams	2	1	wts_35_51:83:80; wts_35_51:123:74	"nams rtogs mthar phyin pa' slob ma broyad || nams dga' yan — ma brdun ""auch wenn man"
alternate_witness_google_loc_nasal_upgrade	pa'an	pa'aṅ	2	1	wts_35_51:87:65; wts_35_51:124:75	"Lex. dge ba bde sbyin Zes pa'an ""Gutes, auch || jung bion pa'an zer ""'nkha' ldin oder khyii"
alternate_witness_google_loc_nasal_upgrade	byan	byaṅ	2	1	wts_35_51:97:58; wts_35_51:138:85	"མདན་མ་ mdan ma auch mdan ma byan khra || lHlimmel und Erde"" (Samdhi 120,32); byan"
alternate_witness_google_loc_nasal_upgrade	ken	keṅ	2	1	wts_35_51:98:54; wts_35_51:207:64	"schossen"" (Nel 156); la la ken rus la la — || (Glr 163,1); ///$ la bltas na ken rus — (metr.)"
alternate_witness_citation_siglum	Kunk	KunK	2	1	wts_35_51:101:22; wts_35_51:148:49	(Kunk 57,5). || (Kunk 45,6); zla ba — phar 'gro / rtinma'izla
alternate_witness_google_loc_nasal_upgrade	sprins	spriñs	2	1	wts_35_51:101:42; wts_35_51:209:15	"brag tu gtsan mda' rdzon sdod ... la sprins || gäis su sprins pa ""ein in zweifacher Aus-"
alternate_witness_google_loc_nasal_upgrade	ne	ñe	2	1	wts_35_51:107:9; wts_35_51:143:67	"Wort für: vor"" (Dagy); drun dan ne ba ""Nä- || ne du' nan — du bde bar bäugs Sig ""le-"
alternate_witness_google_loc_nasal_upgrade	dran	draṅ	2	1	wts_35_51:107:93; wts_35_51:119:65	"dran gsum ""khar ba — btsugs ... ma gtogs ""ab- || des 'chi khar mkhan po dran sron — dan phrad"
alternate_witness_google_loc_nasal_upgrade	yan	yañ	2	1	wts_35_51:123:74; wts_35_51:163:11	"nams dga' yan — ma brdun ""auch wenn man || yan ma ñes par zil pa khrol le ~ pas ""er hatte"
alternate_witness_google_loc_nasal_upgrade	brdun	brduṅ	2	1	wts_35_51:123:74; wts_35_51:229:38	"nams dga' yan — ma brdun ""auch wenn man || 1.5.90); srin mo bran brdun rkan — dan"
alternate_witness_google_loc_nasal_upgrade	tshon	tshoṅ	2	1	wts_35_51:127:68; wts_35_51:139:36	"tshon pa myi Ina breya Zig / rgyal po de' || gen ist"" (Nel 25b34); ñas tshon pa ~ rnams"
alternate_witness_google_loc_nasal_upgrade	spans	spaṅs	2	1	wts_35_51:128:55; wts_35_51:219:43	51,20); — mi spans our (7)] ... chu ni dag pa || las geig /// nag pa mams dan / — rmams spans
alternate_witness_google_loc_fricative_upgrade	ze	źe	2	1	wts_35_51:136:18; wts_35_51:189:73	"ba'i ze sa ""resp. für gestorben"" (Dagy). || sems dan / ze sdan dan / gti mug dan ""gieri-"
alternate_witness_google_loc_nasal_upgrade	no	ño	2	1	wts_35_51:142:31; wts_35_51:205:21	"pa che ba ... yani — by no ""zu dieser Zeit || chos brgyad kyi ~ dan gañ zag gi no 'dzin bral"
alternate_witness_google_loc_nasal_upgrade	zan	zaṅ	2	1	wts_35_51:157:26; wts_35_51:157:28	"Lex. mi man po 'dus pa'! zan zin ""das Ge- || kommen sind"" (brDa); zan zin ste dben pa"
alternate_witness_google_loc_nasal_upgrade	dnos	dṅos	2	1	wts_35_51:158:3; wts_35_51:237:65	"rgyas dnos kyi — gyis ... bsten pas ""er verehrte || ba — chen pos dnos su rjes su bzun 2//] ""der"
alternate_witness_google_loc_nasal_upgrade	spran	spraṅ	2	1	wts_35_51:164:38; wts_35_51:217:65	spran mo Zig la snin tshim bya mi dgos — || (mDzodG 66,7); spran zas med dbyug pa'i
alternate_witness_google_loc_nasal_upgrade	lun	luṅ	2	1	wts_35_51:172:85; wts_35_51:172:88	"dort"" (Udr 36,16); —' lun nas bsad pa'i || 138,15); amkhan po la — lun sde bäi ... thob"
alternate_witness_google_loc_nasal_upgrade	zun	zuṅ	2	1	wts_35_51:182:23; wts_35_51:210:74	657,4); Sag kha — na rgyal kha zun (metr.) || mgar yul zun pbo bran sa —r bka' stsal nas
alternate_witness_google_loc_nasal_upgrade	chan	chaṅ	2	1	wts_35_51:182:91; wts_35_51:217:73	"paii chan sa chen po Zig byed cin yod ""es gab || slob dpon la zur nas kyan chan — man rab"
alternate_witness_google_loc_nasal_upgrade	lan	laṅ	2	1	wts_35_51:189:35; wts_35_51:191:74	"la ba lan la sogs par sgro ""dogs pa ni rjes bsgrub || ~~"" ba = ba'i mchog gam nub ba lan spyod"
alternate_witness_initial_i_to_l_translit	Iha'i	lha’i	2	1	wts_35_51:194:88; wts_35_51:229:60	"de dag —""i Iha'i ris bdun po de dag tu ... gźal || la la Zig ni Iha'i cag par — bo (metr.) ""einige"
alternate_witness_google_loc_fricative_upgrade	bzag	bźag	2	1	wts_35_51:210:32; wts_35_51:231:68	"rus sbal diros sarn de'i skogs pa bzag{s} / med || pa de tsho sin — la bcol bzag (metr.) ""überlaß"
alternate_witness_google_loc_fricative_upgrade	bsus	bśus	2	1	wts_35_51:210:44; wts_35_51:210:46	"འདྲ་བཤུས་ 'dra bsus Kopie. || da mtshuns par dpe bsus pa ""Kopie, die wie"
alternate_witness_google_loc_nasal_upgrade	dbyans	dbyaṅs	2	1	wts_35_51:242:12; wts_35_51:243:68	རྗེ་དབྲངས་ཀྱེ་དབང་ཕྱག་མ་ rdo rje dbyans kyi || rdo rje gsun dbyans
alternate_witness_google_loc_nasal_upgrade	rlans	rlañs	1	1	wts_35_51:1:65	"Lex. drod las byun ba'i rlans pa ""aus Wärme"
alternate_witness_google_loc_fricative_upgrade	gser	gśer	1	1	wts_35_51:2:2	དྲོད་གཤེར་ drod gser
alternate_witness_google_loc_nasal_upgrade	gandza	gañdza	1	1	wts_35_51:4:1	དྷརྨ་གྫ་ dharma gandza
alternate_witness_google_loc_fricative_upgrade	bzed	bźed	1	1	wts_35_51:4:18	"bzed pa la ""als er aus der buddhistischen Bi-"
alternate_witness_google_loc_nasal_upgrade	gdan	gdaṅ	1	1	wts_35_51:6:70	bya pho gdan khar 'dzegs pa ni khyim bya skas
alternate_witness_google_loc_velar_nasal_upgrade	sñuñ	sṅuṅ	1	1	wts_35_51:7:65	pa'am / drag pa / sñuñ gZi ~ pa (TTC).
alternate_witness_google_loc_nasal_upgrade	phan	phaṅ	1	1	wts_35_51:9:20	"khri 'phan gdeg (metr.) ""wenn man [die Re-"
alternate_witness_google_loc_nasal_upgrade	slon	sloñ	1	1	wts_35_51:9:76	27,21); klu gtor gton ba la dge slon /7/ ma
alternate_witness_google_loc_fricative_upgrade	sā	śā	1	1	wts_35_51:10:13	lba sā kya mu ni ra mo che nas ~ la... glo 'bur
alternate_witness_google_loc_nasal_upgrade	sna	sṅa	1	1	wts_35_51:11:9	gdan du sna lo'i zla 12 tshes mjug la 'byor nas
alternate_witness_google_loc_nasal_upgrade	dBan-phyug-grags	dBañ-phyug-grags	1	1	wts_35_51:11:36	"dBan-phyug-grags als Abt eingesetzt hatte"""
alternate_witness_google_loc_fricative_upgrade	gsen	gśen	1	1	wts_35_51:11:48	"hatte"" (K'Th 1: 517,1); gsen rgyal ba Ihun"
alternate_witness_initial_i_to_l_translit	Ihun-grub	lhun-grub	1	1	wts_35_51:11:50	"nas ""gSen rGyal-ba Ihun-grub setzte ihn als"
alternate_witness_citation_siglum	ISK	1SK	1	1	wts_35_51:14:75	"gen basierte"" (ISK 1: 214,3,1); — ma rdzogs"
alternate_witness_google_loc_nasal_upgrade	bsnol	bsñol	1	1	wts_35_51:15:66	moñs) hrag pa'i skabs su skyes pas mgo bsnol
alternate_witness_google_loc_nasal_upgrade	ba'an	ba'aṅ	1	1	wts_35_51:15:67	"ba'an dka' por bda' (r. —) ""weil der Stolz"
alternate_witness_google_loc_nasal_upgrade	nes	ñes	1	1	wts_35_51:15:70	400,1); mi de güis ni ... bram ze gya nes gnis
alternate_witness_google_loc_nasal_upgrade	gnis	gñis	1	1	wts_35_51:15:70	400,1); mi de güis ni ... bram ze gya nes gnis
alternate_witness_google_loc_nasal_upgrade	grun	gruṅ	1	1	wts_35_51:16:14	38b6); thos pa dga' la ma grun mo ran cig
alternate_witness_google_loc_fricative_upgrade	bzugs	bźugs	1	1	wts_35_51:16:26	Sig na bzugs par / 'dir dral gyi siian du — ste
alternate_witness_google_loc_fricative_upgrade	sig	śig	1	1	wts_35_51:17:12	"pa dañ 'dins dgos na thins sig ""eine Matte aus-"
alternate_witness_google_loc_nasal_upgrade	runs	ruṅs	1	1	wts_35_51:19:5	"""Fehler"" (Mvy 7310); ma runs pa'am —'am"
alternate_witness_google_loc_velar_nasal_upgrade	oñs	oṅs	1	1	wts_35_51:19:13	"po 'tshogs pas / mi Sa ... zar oñs pa ""vie-"
alternate_witness_google_loc_velar_nasal_upgrade	gduñ	gduṅ	1	1	wts_35_51:20:20	(Bca 2.192); dkar po'i ~ kyis ñi mai gduñ
alternate_witness_google_loc_nasal_upgrade	run	ruñ	1	1	wts_35_51:20:24	"han du mi run bas ""ferner ist es unange-"
alternate_witness_google_loc_fricative_upgrade	sis	śis	1	1	wts_35_51:20:30	"buddha'i dbu — nas ... bkra sis (metr.) ""der"
alternate_witness_google_loc_nasal_upgrade	smyan	smyaṅ	1	1	wts_35_51:23:26	lcam dan — ma smyan (r. rmyait) 'dug pas
alternate_witness_google_loc_nasal_upgrade	grons	groñs	1	1	wts_35_51:23:72	(Gar 207,16); grons pa'i tshe na / — dan /
alternate_witness_strict_translit	bźeńs	bźeṅs	1	1	wts_35_51:24:22	"mar pa yab sras kyi ~ bźeńs nas ""nachdem er"
alternate_witness_google_loc_nasal_upgrade	rlans	rlaṅs	1	1	wts_35_51:24:65	bod spyi'irgyal po mdzad pa rlans kyi — ...pho
alternate_witness_google_loc_fricative_upgrade	zin	źin	1	1	wts_35_51:27:23	(Ahs 1.3.36c); tsha zin tshas — isha bar Idan
alternate_witness_google_loc_velar_nasal_upgrade	ñul	ṅul	1	1	wts_35_51:30:70	"Lex. drod ñul ni bloi ~ Ita ba ""die Wär-"
alternate_witness_initial_i_to_l_translit	Iha-mo	lha-mo	1	1	wts_35_51:35:38	pa'i Iha-mo gdon-dmar-ma, d. i. Rig-pa'i lha-
alternate_witness_google_loc_nasal_upgrade	pon	poṅ	1	1	wts_35_51:36:81	"pon nag sen gis / bgyis so ""am Anfang ver-"
alternate_witness_initial_i_to_l_translit	Ita	lta’i	1	1	wts_35_51:50:42	"sung eines Selbst"" (Käsy 139,17); bdag Ita'"
alternate_witness_google_loc_nasal_upgrade	beins	beiñs	1	1	wts_35_51:50:43	"mdud pas beins ""durch die Auffassung eines"
alternate_witness_google_loc_nasal_upgrade	brnan	brñan	1	1	wts_35_51:52:45	"skyems kyis brnan la (metr.) ""den gestaltlo-"
alternate_witness_google_loc_velar_nasal_upgrade	druñ	druṅ	1	1	wts_35_51:52:48	"opfern"" (Vdk-M 144,36); rje druñ khams"
alternate_witness_google_loc_nasal_upgrade	rens	reṅs	1	1	wts_35_51:55:28	mal 'byor las rens par byed pa la sogs pa ...
alternate_witness_google_loc_fricative_upgrade	sug	śug	1	1	wts_35_51:60:22	Lex. $ug pa (brDa); sug pa la (Dagy).
alternate_witness_google_loc_nasal_upgrade	sbyon	sbyoṅ	1	1	wts_35_51:65:26	— di sñam du sems te / dge sbyon gau ta ma'i
alternate_witness_google_loc_nasal_upgrade	ner	ñer	1	1	wts_35_51:65:77	gehört zu den b$an pa ner gcig (Neb 93).
alternate_witness_initial_i_to_l_translit	Iba'i	lha'i	1	1	wts_35_51:68:42	Lex. Iba'i min (Dagy); Iha spyl'i min (brDa).
alternate_witness_google_loc_nasal_upgrade	myin	myiṅ	1	1	wts_35_51:71:18	5); bod chen po'i lo'i myin ni skyid rtag lo
alternate_witness_citation_siglum	Ys	Yś	1	1	wts_35_51:77:84	"körper"" (Ys 24d); ma — ba tsam na kbo ~"
alternate_witness_google_loc_nasal_upgrade	min	miñ	1	1	wts_35_51:78:14	Lex. — ba = sim pa' min ham Ins — ...
alternate_witness_initial_i_to_l_translit	Ibag	lhag	1	1	wts_35_51:78:58	(Mil 133,30); — kyi bad gad Ihag ge Ibag
alternate_witness_google_loc_fricative_upgrade	bzens	bźens	1	1	wts_35_51:80:3	dbas kyis / din ri'i Iha khani bzens / dar gyis /
alternate_witness_google_loc_nasal_upgrade	sTod-lun	sTod-luṅ	1	1	wts_35_51:81:28	"sTod-lun bDe-chen-rdzon"" (""Dzam 22,10)."
alternate_witness_google_loc_nasal_upgrade	tshan	tshaṅ	1	1	wts_35_51:83:39	"sras kyi thugs rjes tshan ma bde bar gnas ""es"
alternate_witness_google_loc_nasal_upgrade	nam	ñam	1	1	wts_35_51:84:33	ñid pa'i dgon gnas dga' ba gdon nam ~ du
alternate_witness_google_loc_nasal_upgrade	mnon	mñon	1	1	wts_35_51:84:80	mnon par dea' ba med pa ein Samä-
alternate_witness_google_loc_velar_nasal_upgrade	ñas	ṅas	1	1	wts_35_51:85:46	"ñas khyed kyi rgyal por ""di bskos kyi / phyir"
alternate_witness_google_loc_nasal_upgrade	la'an	la'aṅ	1	1	wts_35_51:88:47	Lex. mam syas kyi gter la'an (biDa, ähnl.
alternate_witness_google_loc_nasal_upgrade	gsuns	gsuñs	1	1	wts_35_51:89:71	"gnas pa khyod ñid gsuns (metr.) ""du sollst"
alternate_witness_google_loc_fricative_upgrade	swa	śwa	1	1	wts_35_51:90:58	"swa ba ri yin zer ba'an — par 'dug ""auch"
alternate_witness_google_loc_fricative_upgrade	zal	źal	1	1	wts_35_51:95:32	"bo dhi satva'i zal chems gdog (r. —) ""[ich]"
alternate_witness_google_loc_nasal_upgrade	klun	kluṅ	1	1	wts_35_51:97:44	lus, dban than und klun rta, vgl. TsenG 2005:
alternate_witness_google_loc_velar_nasal_upgrade	sña	sṅa	1	1	wts_35_51:97:66	gfüis kyis ni jo ru khri la 'khod pa'i sña Itas su
alternate_witness_google_loc_nasal_upgrade	don	doṅ	1	1	wts_35_51:98:5	(PT1287 476); gser gyi ni don ral na 0.༡///?7/
alternate_witness_google_loc_nasal_upgrade	rgyan	rgyaṅ	1	1	wts_35_51:98:89	= — 'phans pa (brDa); — gnam rgyan du
alternate_witness_google_loc_nasal_upgrade	pancasara	pañcasara	1	1	wts_35_51:100:19	Lex. pancasara (Ak 8.20); — pa = 'dod Iha'
alternate_witness_initial_i_to_l_translit	Iha	lha'i	1	1	wts_35_51:100:19	Lex. pancasara (Ak 8.20); — pa = 'dod Iha'
alternate_witness_google_loc_nasal_upgrade	bduns	bduñs	1	1	wts_35_51:100:55	phyag dan po la gu bduns / gñis pa la ~~ sbyar
alternate_witness_initial_i_to_l_translit	Inas	lṅas	1	1	wts_35_51:101:8	"Lex. dar sna Inas breyan pa'! mda' ""Pfeil, der"
alternate_witness_google_loc_fricative_upgrade	subs	śubs	1	1	wts_35_51:101:23	"Lex. mda' snod mda'i subs ""Behälter, Hülle"
alternate_witness_google_loc_nasal_upgrade	btin	btiṅ	1	1	wts_35_51:107:63	"— du pha gu'i steh du rtswa btin ba la ""nach-"
alternate_witness_google_loc_nasal_upgrade	nos	ños	1	1	wts_35_51:108:23	"du = gdon du'am ñe ba'i nos ""vor oder in"
alternate_witness_google_loc_nasal_upgrade	rnoms	rṅoms	1	1	wts_35_51:116:30	"rta ="" lo tog rnoms grab(s) 'dug (metr.) ""die"
alternate_witness_google_loc_nasal_upgrade	gans	gaṅs	1	1	wts_35_51:117:21	"kam po gans kyi rwa ba ""der höchst heili-"
alternate_witness_google_loc_nasal_upgrade	bsen	bseṅ	1	1	wts_35_51:118:35	(Siddh 22.7); skya bo bsen bsen po Zes bya
alternate_witness_google_loc_fricative_upgrade	osatukam	ośatukam	1	1	wts_35_51:123:60	Lex. osatukam (Mvy 9364); bul tog dan tshil
alternate_witness_google_loc_nasal_upgrade	nur	ṅur	1	1	wts_35_51:125:23	"Gans oder Ente"" (brDa); bya nur pa (Dagy)."
alternate_witness_initial_i_to_l_translit	Ihwan	lhwam	1	1	wts_35_51:126:62	"pad Ihwan las sa (x. su) 'dab legs skyes ""aus"
alternate_witness_initial_i_to_l_translit	Ihags	lhags	1	1	wts_35_51:127:17	འདབ་མ་ལྷགས་ dab ma Ihags ein Baum.
alternate_witness_google_loc_fricative_upgrade	gsog	gśog	1	1	wts_35_51:127:54	འདབ་གཤོག་ 'dab gsog Flügel, Feder.
alternate_witness_google_loc_nasal_upgrade	byin	byiṅ	1	1	wts_35_51:128:68	mi khom gnas kyi — du mi byin bar (metr.)
alternate_witness_google_loc_nasal_upgrade	yans	yañs	1	1	wts_35_51:131:54	"Lex. dam than yans pa ""große Schlammfli-"
alternate_witness_google_loc_nasal_upgrade	sran	sraṅ	1	1	wts_35_51:131:66	འ མ་སྲང་རྒྱལ་པོ་ 'dam sran rgyal po npr. cine
alternate_witness_google_loc_nasal_upgrade	nan	ñan	1	1	wts_35_51:132:79	Lex. jus gtogs med pa Ita bwam mya nan las
alternate_witness_google_loc_nasal_upgrade	ldan	ldaṅ	1	1	wts_35_51:133:22	ni — gyur cin / spu yan mam par ldan bar
alternate_witness_google_loc_nasal_upgrade	gZu-bzan	gZu-bzaṅ	1	1	wts_35_51:136:8	"sein Sohn gZu-bzan"" (Tär 9,4); de kha zas"
alternate_witness_google_loc_nasal_upgrade	dgons	dgoṅs	1	1	wts_35_51:136:29	bu dam pa sku gSegs pa' dgons rdzogs kyi
alternate_witness_citation_siglum	GS-H	Gś-H	1	1	wts_35_51:139:7	"sehen [könnten]"" (GS-H 1043); sku ~$ su Zig"
alternate_witness_google_loc_fricative_upgrade	bses	bśes	1	1	wts_35_51:140:18	sgrub gnas ~ rnams dge ba'i bses gñen ... nas
alternate_witness_citation_siglum	g71-Sn	gZi-Sn	1	1	wts_35_51:140:34	"ins Dasein"" (g71-Sn 66,24); de Itar 'gyur nas"
alternate_witness_google_loc_fricative_upgrade	se	śe	1	1	wts_35_51:143:4	"ergangen"" (MTH3/5/16 19); se ru ""di kha"
alternate_witness_google_loc_nasal_upgrade	gans	gañs	1	1	wts_35_51:143:49	|: 397,3); gans ri mtsho gsum — la (metr.)
alternate_witness_google_loc_fricative_upgrade	bsa	bśa	1	1	wts_35_51:145:4	"kyi bgo bsa' byas pa ni ""daß dieser mir auf"
alternate_witness_google_loc_nasal_upgrade	gron	groñ	1	1	wts_35_51:145:27	gron /70// kor geig pa gan Ze na / — / gron
alternate_witness_google_loc_nasal_upgrade	ned	ñed	1	1	wts_35_51:148:81	yul pa —s ned ma smad la ga' ma ran byas
alternate_witness_hyphenated_initial_i_to_l_translit	dGa-Idan	dGa-ldan	1	1	wts_35_51:149:7	wurde diesem gYan-than-pa dGa-Idan phun-
alternate_witness_google_loc_fricative_upgrade	sel	śel	1	1	wts_35_51:149:14	sel dkar chos sde'i mchod (r. chos) gZis sman
alternate_witness_google_loc_fricative_upgrade	sor	śor	1	1	wts_35_51:149:33	"glücklich"" (Glr 63,7); ~ gñis ka'i dun ma sor"
alternate_witness_google_loc_nasal_upgrade	slon	sloṅ	1	1	wts_35_51:150:23	"det"" (Lokn 162,6); — lha'i gtsug gi nor bu slon"
alternate_witness_google_loc_fricative_upgrade	zus	źus	1	1	wts_35_51:150:62	"gtan — bla dpon la zus tshe ""wenn man diese"
alternate_witness_google_loc_fricative_upgrade	zan	źan	1	1	wts_35_51:151:29	54,8); di dag la drag {b}zan {b}su thad nas
alternate_witness_google_loc_nasal_upgrade	snad	sñad	1	1	wts_35_51:151:34	5); dud chun phran yod 'di dag la'an snad
alternate_witness_google_loc_nasal_upgrade	bzuns	bzuñs	1	1	wts_35_51:151:42	"— sprod mtshams nas bzuns ""beginnend mit"
alternate_witness_citation_cleanup	mDz0dG	mDzodG	1	1	wts_35_51:151:84	"kundig sind"" (mDz0dG 55,15); skye chi dan"
alternate_witness_google_loc_fricative_upgrade	sākya'i	śākya'i	1	1	wts_35_51:152:56	ni gro ba'i don du sākya'i tog gyur gan (metr.)
alternate_witness_google_loc_velar_nasal_upgrade	kyañ	kyaṅ	1	1	wts_35_51:152:78	"ston las kyañ thug ""nun rückt auch die Ern-"
alternate_witness_google_loc_nasal_upgrade	bskon	bskoṅ	1	1	wts_35_51:154:14	man po'i — ba la khrom dbani 5095 re ba bskon
alternate_witness_initial_i_to_l_translit	Ina'i	lṅa'i	1	1	wts_35_51:154:21	"bei"" (Magy 537); 'bru gsum 'bru Ina'i 'phro"
alternate_witness_google_loc_nasal_upgrade	lden	ldeṅ	1	1	wts_35_51:154:35	sen lden gi phur bu de thal bar son bana — bar
alternate_witness_initial_i_to_l_translit	Ina	lṅa’i	1	1	wts_35_51:156:58	"kyi phun po = phun po Ina' nani tshan ""einer"
alternate_witness_google_loc_nasal_upgrade	sans	saṅs	1	1	wts_35_51:158:2	"das Wild [zu haben]"" (dPe 238,11); de la sans"
alternate_witness_initial_i_to_l_translit	Ina'i	lna'i	1	1	wts_35_51:158:52	"phun po = phun po Ina'i nan tshan ""eine der"
alternate_witness_google_loc_nasal_upgrade	son	soṅ	1	1	wts_35_51:159:56	"den"" (Ki na 1135); fer son nas / skyil mo"
alternate_witness_google_loc_nasal_upgrade	srin	sriṅ	1	1	wts_35_51:161:83	"na"" (In12 E18); na '¡ srin mo Zig kyan / zin"
alternate_witness_google_loc_nasal_upgrade	pa'an	pa'añ	1	1	wts_35_51:162:8	"le befindet"" (Siddh 26.87); mies gsin pa'an"
alternate_witness_google_loc_fricative_upgrade	son	śon	1	1	wts_35_51:162:11	"70,32); al sa son tsami geig — pall sar ""an"
alternate_witness_initial_i_to_l_translit	Iha'i	lṅa'i	1	1	wts_35_51:162:16	(Padm 8063); dbus na ja' tsbon sna Iha'i gur
alternate_witness_google_loc_nasal_upgrade	yon	yoṅ	1	1	wts_35_51:163:64	ñi ma zla ba'i bskor phyogs / nor yon bsam
alternate_witness_google_loc_nasal_upgrade	nal	ñal	1	1	wts_35_51:163:89	'bebs mal na nal Zin — pa de la Iha'i bu de dag
