source_queue	volume	page	line	from_token	proposed_target	reason	applied	context_excerpt	confidence	suggested_action
corrected_text_scan	wts_35_51	239	81	Tär		residual_sanskrit_like_damage		"ung den Bewohnern Vajrāsanas"" (Tär 184,1)."	low	review
corrected_text_scan	wts_35_51	240	14	Kumära		residual_sanskrit_like_damage		— npr. ein Bodhisattva, Kumära Vajra-	low	review
corrected_text_scan	wts_35_51	240	79	gäis		residual_sanskrit_like_damage		pan chen la / byani chub dpal daṅ / — gäis	low	review
corrected_text_scan	wts_35_51	241	50	Tär		residual_sanskrit_like_damage		"ten wie Cakrasamvara und Vajravārāhi"" (Tär"	low	review
corrected_text_scan	wts_35_51	242	36	chenstätten		residual_sanskrit_like_damage		chenstätten geschmückt: Vajrajvālā [usw.]*	low	review
corrected_text_scan	wts_35_51	242	46	Värt		residual_sanskrit_like_damage		"las ""mittels des Yoga der Vajrā, Gauri, Värt,"	low	review
corrected_text_scan	wts_35_51	243	55	Buddhajnānapāda		residual_sanskrit_like_damage		"""der große Vajrācārya Buddhajnānapāda zu-"	low	review
corrected_text_scan	wts_35_51	243	74	näma		residual_sanskrit_like_damage		ndalo näma samādhib (Mvy 529).	low	review
corrected_text_scan	wts_35_51	248	19	Fläche		residual_sanskrit_like_damage		"rizontaler Fläche"" (Mvy 5306); ar mo nig"	low	review
corrected_text_scan	wts_35_51	249	36	$		residual_sanskrit_like_damage		"Lex. ~$ (r. po?) = golā ""Kugel"" (Ak 311.44);"	low	review
corrected_text_scan	wts_35_51	255	15	vorträgt		residual_sanskrit_like_damage		"vorträgt"" (ViśT 234,17); bud med... mig utpa"	low	review
corrected_text_scan	wts_35_51	255	84	zsamanvägatah		residual_sanskrit_like_damage		Lex. — pa zsamanvägatah, upetah (Mvy 7378	low	review
corrected_text_scan	wts_35_51	260	5	Bäume		residual_sanskrit_like_damage		müse (für skt. vitapa Būsche), Bäume und	low	review
corrected_text_scan	wts_35_51	262	17	pratitälakam		residual_sanskrit_like_damage		"Lex. pratitälakam ""Schlüssel"" (Mvy 5906);"	low	review
corrected_text_scan	wts_35_51	262	51	Zähnen		residual_sanskrit_like_damage		"rsana) mit den Zähnen"" (Yś 570),"	low	review
corrected_text_scan	wts_35_51	264	2	$		residual_sanskrit_like_damage		pa, [/0$97///7 ba la ldein por dgons pa (vgl. Mvy	low	review
corrected_text_scan	wts_35_51	267	57	läßt		residual_sanskrit_like_damage		"lan) — zvisarjayati ""er läßt los"" (Mvy 6590);"	low	review
corrected_text_scan	wts_35_51	268	60	Gehässigen		residual_sanskrit_like_damage		Liebe hast du die Gehässigen (skt. jighāmsir)	low	review
corrected_text_scan	wts_35_51	271	61	agbahantä		residual_sanskrit_like_damage		Lex. agbahantä (Mvy 48).	low	review
corrected_text_scan	wts_35_51	274	61	Trägersubstanz		residual_sanskrit_like_damage		"sug smel mit der Trägersubstanz chaṅ"" (Hipp"	low	review
corrected_text_scan	wts_35_51	278	61	paryesamäno		residual_sanskrit_like_damage		cchayā paryesamäno na labhate tad api dub-	low	review
corrected_text_scan	wts_35_51	279	84	käntah		residual_sanskrit_like_damage		"Lex. käntah ""lieb"" (Mvy 2719); pranayah"	low	review
corrected_text_scan	wts_35_51	281	86	samähartä		residual_sanskrit_like_damage		Lex. samähartä (Mvy 3715).	low	review
corrected_text_scan	wts_35_51	282	33	dandanäyakab		residual_sanskrit_like_damage		Lex. dandanäyakab (Mvy 3685).	low	review
corrected_text_scan	wts_35_51	284	19	Tär		residual_sanskrit_like_damage		"Abteilungen der Sādhanas' praktiziert"" (Tär"	low	review
corrected_text_scan	wts_35_51	285	9	Vihäras		residual_sanskrit_like_damage		has der acht Vihäras von Kam-śen gehören	low	review
corrected_text_scan	wts_35_51	285	74	Tär		residual_sanskrit_like_damage		"gen des Kriyāyoga ein wenig gelehrt"" (Tär"	low	review
corrected_text_scan	wts_35_51	292	25	Tär		residual_sanskrit_like_damage		"trik, die von dem Dichter Sūra stammt"" (Tär"	low	review
corrected_text_scan	wts_35_51	292	68	Tär		residual_sanskrit_like_damage		"Sūtra nicht gut verfaßt war"" (Tär 120,2)."	low	review
corrected_text_scan	wts_35_51	296	25	makinnararäjä		residual_sanskrit_like_damage		makinnararäjä (Mvy 3414, Abt. mi'am ci	low	review
corrected_text_scan	wts_35_51	298	83	zägamayasva		residual_sanskrit_like_damage		Lex. — cig zägamayasva (Mvy 6612); 5a la —	low	review
corrected_text_scan	wts_35_51	302	79	Prätimoksa		residual_sanskrit_like_damage		de von Prätimoksa, Bodhisattva und Tantra,	low	review
corrected_text_scan	wts_35_51	305	54	Händen		residual_sanskrit_like_damage		"""sich mit den Händen verständigend"" (Mvy"	low	review
corrected_text_scan	wts_35_51	305	54	verständigend		residual_sanskrit_like_damage		"""sich mit den Händen verständigend"" (Mvy"	low	review
corrected_text_scan	wts_35_51	306	11	jHänam		residual_sanskrit_like_damage		"jHänam vibhātigamam nämocyate ""hundert"	low	review
corrected_text_scan	wts_35_51	306	11	nämocyate		residual_sanskrit_like_damage		"jHänam vibhātigamam nämocyate ""hundert"	low	review
corrected_text_scan	wts_35_51	306	60	gewährt		residual_sanskrit_like_damage		lich deiner abhāngigen Bauern gewährt, daß	low	review
corrected_text_scan	wts_35_51	308	13	sämketikah		residual_sanskrit_like_damage		Lex. sämketikah (Mvy 6547).	low	review
corrected_text_scan	wts_35_51	316	35	$		residual_sanskrit_like_damage		"sen, gehemmt"" $, v. samvrta 2.]"" (Mvy 399);"	low	review
corrected_text_scan	wts_35_51	317	65	häya		residual_sanskrit_like_damage		"häya ""um die Mönche zu versammeln"" (Mvy"	low	review
corrected_text_scan	wts_35_51	321	52	Dignäga		residual_sanskrit_like_damage		Gunāparyantastotra verfaßte Dignäga sogar	low	review
corrected_text_scan	wts_35_51	321	68	pindoddänam		residual_sanskrit_like_damage		Lex. pindoddänam (Mvy 1474, Abt. Zal nas	low	review
corrected_text_scan	wts_35_51	334	30	Nepälamahätimya		residual_sanskrit_like_damage		Übersetzung und Studie des Nepälamahätimya gewidmet, eines Sanskrit-Werkes, das	low	review
corrected_text_scan	wts_35_51	334	31	Skandapuräna		residual_sanskrit_like_damage		einem Anhang des Skandapuräna zugeordnet ist. Es enthālt im Wesentlichen eine	low	review
corrected_text_scan	wts_35_51	346	22	Äryasüras		residual_sanskrit_like_damage		araksitas tibetische Übertragung von Äryasüras Pāramitāsamāsa samt Neuausga-	low	review
corrected_text_scan	wts_35_51	346	28	Nägärjunas		residual_sanskrit_like_damage		"dem tibetischen Tanjur: Nägärjunas ""Astāpadikrtadhūpayoga."" In: Berliner Indo-"	low	review
corrected_text_scan	wts_35_51	368	21	śmasäna		residual_sanskrit_like_damage		"śmasäna befinden sich auf dem Jambudvipa"""	low	review
corrected_text_scan	wts_35_51	370	29	Näropa		residual_sanskrit_like_damage		Mahāsiddha, Näropa.	low	review
corrected_text_scan	wts_35_51	371	21	jräsana		residual_sanskrit_like_damage		jräsana je 500 śrävaka-Mönchen, in Nälan-	low	review
corrected_text_scan	wts_35_51	371	21	śrävaka-Mönchen		residual_sanskrit_like_damage		jräsana je 500 śrävaka-Mönchen, in Nälan-	low	review
corrected_text_scan	wts_35_51	371	21	Nälan-		residual_sanskrit_like_damage		jräsana je 500 śrävaka-Mönchen, in Nälan-	low	review
corrected_text_scan	wts_35_51	371	31	śri-Nälanda		residual_sanskrit_like_damage		thek von śri-Nälanda, ein Kloster, in dem es	low	review
corrected_text_scan	wts_35_51	376	19	kälakahb		residual_sanskrit_like_damage		Lex. kälakahb (Mvy 3327, Abt. klu phal pa'i	low	review
corrected_text_scan	wts_35_51	376	46	Krsnacä-		residual_sanskrit_like_damage		tung, Caryādhara Krsna sei nicht Krsnacä-	low	review
corrected_text_scan	wts_35_51	377	42	Krsnäcärya		residual_sanskrit_like_damage		Krsnäcärya und der Weisheits-Dākint Sub-	low	review
corrected_text_scan	wts_35_51	377	45	Krsnacärins		residual_sanskrit_like_damage		"sa ""in der zweiten Lebenshālfte Krsnacärins"""	low	review
corrected_text_scan	wts_35_51	377	47	Krsnacärin		residual_sanskrit_like_damage		"gere Krsnacärin"" (Tär 161,18); spyod chaṅ"	low	review
corrected_text_scan	wts_35_51	377	47	Tär		residual_sanskrit_like_damage		"gere Krsnacärin"" (Tär 161,18); spyod chaṅ"	low	review
corrected_text_scan	wts_35_51	377	50	Krsnacärin		residual_sanskrit_like_damage		Caryādhara Krsna sei nicht Krsnacärin, ist	low	review
corrected_text_scan	wts_35_51	378	58	Umä		residual_sanskrit_like_damage		6. Beiname der Göttin Umä, skt. Kālr.	low	review
corrected_text_scan	wts_35_51	379	71	puspakäsisam		residual_sanskrit_like_damage		Lex. puspakäsisam (Mvy 5829); kayisam	low	review
corrected_text_scan	wts_35_51	381	67	ätavikah		residual_sanskrit_like_damage		Lex. ätavikah (Mvy 3689).	low	review
corrected_text_scan	wts_35_51	382	57	Devadäru-Wald		residual_sanskrit_like_damage		"Devadäru-Wald wohnten"" (ViśT 178,3); —"	low	review
corrected_text_scan	wts_35_51	393	72	Tär		residual_sanskrit_like_damage		"erschreckt hinein"" (Tär 181,14); ñas tin ...gy!"	low	review
corrected_text_scan	wts_35_51	394	25	bäugs		residual_sanskrit_like_damage		"schen"" (Udr 31,1); maṅ po') ~ bäugs pa gan"	low	review
corrected_text_scan	wts_35_51	399	54	käarah		residual_sanskrit_like_damage		käarah (Mvy 3840).	low	review
corrected_text_scan	wts_35_51	406	32	rogäntarakalpah		residual_sanskrit_like_damage		Lex. rogäntarakalpah (Mvy 8283).	low	review
corrected_text_scan	wts_35_51	408	20	gläsnu		residual_sanskrit_like_damage		Lex.ruj (Ak 152.51); gläsnu (Ak 154.58); bro	low	review
corrected_text_scan	wts_35_51	415	23	tipattisärab		residual_sanskrit_like_damage		tipattisärab (Mvy 1810, Abt. spro Zin brtson	low	review
corrected_text_scan	wts_35_51	416	74	Hälfte		residual_sanskrit_like_damage		"erste Hälfte der Nacht"" (Mvy 8229); nam"	low	review
corrected_text_scan	wts_35_51	417	2	Hälfte		residual_sanskrit_like_damage		"gyi cha smad = apararātrah ""die zweite Hälfte"	low	review
corrected_text_scan	wts_35_51	419	7	äkäsam		residual_sanskrit_like_damage		"Lex. äkäsam ""Himmel, Raum"" (in Mvy"	low	review
corrected_text_scan	wts_35_51	420	69	äkäsatalam		residual_sanskrit_like_damage		"Lex. äkäsatalam ""Himmelsfläche"" (Mvy"	low	review
corrected_text_scan	wts_35_51	420	69	Himmelsfläche		residual_sanskrit_like_damage		"Lex. äkäsatalam ""Himmelsfläche"" (Mvy"	low	review
corrected_text_scan	wts_35_51	429	22	kadä		residual_sanskrit_like_damage		"kadä cid (Mvy 5493); — na = dus Sig na ""zu"	low	review
corrected_text_scan	wts_35_51	441	85	Sätzen		residual_sanskrit_like_damage		"śad trennte, formte er sie zu Sätzen"" (Nel"	low	review
corrected_text_scan	wts_35_51	442	42	Bimbisära		residual_sanskrit_like_damage		"dem Namen śrenya Bimbisära"" (Prav 8,19);"	low	review
corrected_text_scan	wts_35_51	447	65	schränkung		residual_sanskrit_like_damage		"schränkung"" (ViśT 132,15); ña ~ srog chags"	low	review
corrected_text_scan	wts_35_51	453	65	Mädchen		residual_sanskrit_like_damage		"Mädchen"" (brDa); geuñ mo ""jüngere Schwe-"	low	review
corrected_text_scan	wts_35_51	457	10	wächst		residual_sanskrit_like_damage		"ten, wächst es am nächsten Morgen"" (Mvy"	low	review
corrected_text_scan	wts_35_51	457	10	nächsten		residual_sanskrit_like_damage		"ten, wächst es am nächsten Morgen"" (Mvy"	low	review
corrected_text_scan	wts_35_51	457	19	Lokottaravädins		residual_sanskrit_like_damage		ra[śaila]s, Haimavatas und Lokottaravädins	low	review
corrected_text_scan	wts_35_51	457	30	aparagodäniyah		residual_sanskrit_like_damage		Lex. aparagodäniyah (Mvy 3054, sGra 359).	low	review
corrected_text_scan	wts_35_51	458	44	kämpfte		residual_sanskrit_like_damage		sten kämpfte Gro-mus -śi-bdud nag-po und	low	review
corrected_text_scan	wts_35_51	458	79	pascimottarä		residual_sanskrit_like_damage		Lex. pascimottarä (Mvy 8334).	low	review
corrected_text_scan	wts_35_51	461	32	fähig		residual_sanskrit_like_damage		"akimcitsamarthah ""zu gar nichts fähig"" (Mvy"	low	review
corrected_text_scan	wts_35_51	462	14	Tär		residual_sanskrit_like_damage		"nen einzigen śloka rezitieren"" (Tär 30,5)."	low	review
corrected_text_scan	wts_35_51	466	11	pitrsvasä		residual_sanskrit_like_damage		"Lex. pitrsvasä ""Schwester des Vaters"" (Mvy"	low	review
corrected_text_scan	wts_35_51	469	63	nälaa		residual_sanskrit_like_damage		nälaa bzw. naule, von skt. nātaka, vgl.	low	review
corrected_text_scan	wts_35_51	475	61	$		residual_sanskrit_like_damage		Lex. $ ba' nor bgo ba = mrtavaibhavād	low	review
corrected_text_scan	wts_35_51	476	73	Nägakönig		residual_sanskrit_like_damage		~ ein Nägakönig, skt. Vāsuki; auch ein	low	review
corrected_text_scan	wts_35_51	480	49	manikärab		residual_sanskrit_like_damage		Lex. manikärab (Mvy 3789).	low	review
corrected_text_scan	wts_35_51	481	69	unschätzbarem		residual_sanskrit_like_damage		"wel von unschätzbarem Wert"" (Mvy 5958)."	low	review
corrected_text_scan	wts_35_51	482	26	manidäma		residual_sanskrit_like_damage		Lex. manidäma (Mvy 6124, Abt. mchod pa'i	low	review
corrected_text_scan	wts_35_51	483	39	verhält		residual_sanskrit_like_damage		"sich falsch verhält"" (Gś-H 65b); dbul Zin"	low	review
corrected_text_scan	wts_35_51	485	58	Nairahjanä		residual_sanskrit_like_damage		"ses Nairahjanä, in Vajrāsana"" (Liyl 172b4);"	low	review
corrected_text_scan	wts_35_51	485	61	Nairafjanä		residual_sanskrit_like_damage		"Nairafjanä, in Vajrāsana"" (T2502 108b7)."	low	review
corrected_text_scan	wts_35_51	485	63	janä		residual_sanskrit_like_damage		janä nadi (Mvy 4191).	low	review
corrected_text_scan	wts_35_51	490	55	Tär		residual_sanskrit_like_damage		"Sādhana"" (Tär 149,3); lun sde bZi bstan bcos"	low	review
corrected_text_scan	wts_35_51	500	64	genährt		residual_sanskrit_like_damage		"Regenwasser genährt"" (Mvy 5296); gram"	low	review
corrected_text_scan	wts_35_51	501	64	ärjavab		residual_sanskrit_like_damage		"Lex. ärjavab ""redlich, aufrichtig"" (Mvy"	low	review
corrected_text_scan	wts_35_51	503	47	gäu		residual_sanskrit_like_damage		Lex. — ;7/ 97// (Liś 9,10; KlonD 730,4); gäu	low	review
corrected_text_scan	wts_35_51	505	41	erzählt		residual_sanskrit_like_damage		"schichten erzählt"" (dPe 170,20); na la ñan"	low	review
corrected_text_scan	wts_35_51	506	21	puränam		residual_sanskrit_like_damage		Lex. puränam (Mvy 7129).	low	review
corrected_text_scan	wts_35_51	508	91	Oddiyäna		residual_sanskrit_like_damage		"ßen Jālandhara, und auch Oddiyäna"" (Hev"	low	review
corrected_text_scan	wts_35_51	515	71	ständig		residual_sanskrit_like_damage		"""du weilst nicht ständig 11] Saṃsāra und Nir-"	low	review
corrected_text_scan	wts_35_51	518	48	gegenwärtige		residual_sanskrit_like_damage		"(Mvy 7588); da lta'; — ""der gegenwärtige"	low	review
corrected_text_scan	wts_35_51	518	74	ärmlich		residual_sanskrit_like_damage		gungen der abhāngigen Bauern ärmlich sind	low	review
corrected_text_scan	wts_35_51	519	47	parihärab		residual_sanskrit_like_damage		"parihärab ""Bewachen des Ruheorts"" (Mvy"	low	review
corrected_text_scan	wts_35_51	519	58	äsrayaparävrttam		residual_sanskrit_like_damage		Lex. äsrayaparävrttam (Mvy 2575).	low	review
corrected_text_scan	wts_35_51	520	74	säketam		residual_sanskrit_like_damage		Lex. säketam (Mvy 4133, Abt. yul gi min);	low	review
corrected_text_scan	wts_35_51	522	21	Nirmänacakra		residual_sanskrit_like_damage		"der Sthaviravāda dem Nirmänacakra"" (Hev"	low	review
corrected_text_scan	wts_35_51	524	79	beständig		residual_sanskrit_like_damage		"masphāre ist beständig"" (Mvy 1720)."	low	review
corrected_text_scan	wts_35_51	525	41	näma		residual_sanskrit_like_damage		näma samādhih (Mvy 577).	low	review
corrected_text_scan	wts_35_51	527	80	näma		residual_sanskrit_like_damage		näma samādhih (Mvy 577).	low	review
corrected_text_scan	wts_35_51	529	59	catväro		residual_sanskrit_like_damage		Lex. catväro nisrayab (Mvy 8669).	low	review
corrected_text_scan	wts_35_51	530	42	näma		residual_sanskrit_like_damage		näma samādhib (Mvy 538).	low	review
corrected_text_scan	wts_35_51	530	68	Sünyatä		residual_sanskrit_like_damage		Sünyatä, die der Sphāre gleicht, erkannt hat-	low	review
corrected_text_scan	wts_35_51	532	64	geschädigt		residual_sanskrit_like_damage		"genteiliges geschädigt"" (Ahs 1.1.14b); so daṅ"	low	review
corrected_text_scan	wts_35_51	533	32	quälte		residual_sanskrit_like_damage		"= nābādhayati sma ""er quälte nicht"" (Mvy"	low	review
corrected_text_scan	wts_35_51	536	16	akantakäm		residual_sanskrit_like_damage		med cin = mahāpythivim ... akantakäm (Mvy	low	review
corrected_text_scan	wts_35_51	536	61	täter		residual_sanskrit_like_damage		täter (skt. apakārin) zürnen, und sei er noch	low	review
corrected_text_scan	wts_35_51	536	69	kärunakarakab		residual_sanskrit_like_damage		Lex. kärunakarakab (Mvy 3837, Abt. mi'	low	review
corrected_text_scan	wts_35_51	538	14	$		residual_sanskrit_like_damage		"101,25); śa bani — yani dag ©$ su gyur te ""der"	low	review
corrected_text_scan	wts_35_51	538	17	mahäyaksasenäpatib		residual_sanskrit_like_damage		Lex. mahäyaksasenäpatib (Mvy 4338).	low	review
corrected_text_scan	wts_35_51	539	22	Anhänger		residual_sanskrit_like_damage		Mahāsattva mit einem Anhänger des Fahr-	low	review
corrected_text_scan	wts_35_51	539	32	vyapädät		residual_sanskrit_like_damage		Lex. vyapädät prativiratib (Mvy 1697, Abt.	low	review
corrected_text_scan	wts_35_51	539	36	vämakah		residual_sanskrit_like_damage		Lex. vämakah (Mvy 3571, Abt. 'khor los	low	review
corrected_text_scan	wts_35_51	540	14	äkramayati		residual_sanskrit_like_damage		"äkramayati ""er greift an"" (Mvy 6914)."	low	review
corrected_text_scan	wts_35_51	545	21	beeinträchtigt		residual_sanskrit_like_damage		"ba = cittam āghātayati ""es beeinträchtigt den"	low	review
corrected_text_scan	wts_35_51	548	63	Dvesavajrikä		residual_sanskrit_like_damage		"vajrā, im Ohr Dvesavajrikä"" (Hev 2.3.51b);"	low	review
corrected_text_scan	wts_35_51	549	60	srotravijnānadhātuh		residual_sanskrit_like_damage		"bdadhātub, srotravijnānadhātuh ""Bereich des"	low	review
corrected_text_scan	wts_35_51	550	8	karnaprävaranab		residual_sanskrit_like_damage		Lex. karnaprävaranab (Mvy 8896).	low	review
corrected_text_scan	wts_35_51	555	57	vähana		residual_sanskrit_like_damage		"vähana sind Synonyme"" (ViśT 108,12); srog"	low	review
corrected_text_scan	wts_35_51	556	7	$		residual_sanskrit_like_damage		"vorgeht"" (Mvy 206, Abt. mon par ©$ pa"	low	review
corrected_text_scan	wts_35_51	557	76	wächst		residual_sanskrit_like_damage		dhamādana, dem wunderbaren Berg, wächst	low	review
corrected_text_scan	wts_35_51	559	43	Säkyas		residual_sanskrit_like_damage		"Säkyas"" (ViśT 270,7); — sgo gsum 4© pa dan"	low	review
corrected_text_scan	wts_35_51	564	9	säulen		residual_sanskrit_like_damage		"dhakūti und säulen [förmige]"" (T411799a3);"	low	review
corrected_text_scan	wts_35_51	564	70	skt.äkära		residual_sanskrit_like_damage		samkeit bis zu den Aspekten (skt.äkära) der	low	review
corrected_text_scan	wts_35_51	564	86	prakärah		residual_sanskrit_like_damage		Lex. prakärah (Mvy 6579); 'gro ba'am —'am	low	review
corrected_text_scan	wts_35_51	567	48	nirhäro		residual_sanskrit_like_damage		nirhäro nāma Samādhi (Mvy 593).	low	review
corrected_text_scan	wts_35_51	568	43	sarvakäaravaropetä		residual_sanskrit_like_damage		Lex. sarvakäaravaropetä (Mvy 504, Abt.	low	review
corrected_text_scan	wts_35_51	569	6	näma		residual_sanskrit_like_damage		kāro näma samādhih (Mvy 595).	low	review
corrected_text_scan	wts_35_51	572	75	ktijnānadarsanaskandhab		residual_sanskrit_like_damage		"ktijnānadarsanaskandhab ""die Gruppe 'Wis-"	low	review
corrected_text_scan	wts_35_51	572	79	vollständig		residual_sanskrit_like_damage		"vollständig befreit"" (Mvy 401); rnani grol ="	low	review
corrected_text_scan	wts_35_51	573	21	verändert		residual_sanskrit_like_damage		Mantriker, der sich durch chaṅ verändert,	low	review
corrected_text_scan	wts_35_51	574	52	vijetä		residual_sanskrit_like_damage		Lex. vijetä (Mvy 631, Abt. byaṅ chub sems	low	review
corrected_text_scan	wts_35_51	576	9	gähnenden		residual_sanskrit_like_damage		in den 'Samādhi des gähnenden Löwen' ein-	low	review
corrected_text_scan	wts_35_51	576	36	Kävyäd		residual_sanskrit_like_damage		"(skt. visrānta)"" (Kävyäd 1.67)."	low	review
corrected_text_scan	wts_35_51	577	8	Anusvära		residual_sanskrit_like_damage		"ist der Upadhmāniya, an ist der Anusvära"""	low	review
corrected_text_scan	wts_35_51	582	6	sträuben		residual_sanskrit_like_damage		"ne Haare sträuben sich"" (ViśT 168,25)."	low	review
corrected_text_scan	wts_35_51	582	70	näma		residual_sanskrit_like_damage		näma samādhib (Mvy 536).	low	review
corrected_text_scan	wts_35_51	583	66	häm		residual_sanskrit_like_damage		be om, sodann vajrā, am Schluß häm: das	low	review
corrected_text_scan	wts_35_51	586	5	erläutert		residual_sanskrit_like_damage		Prajñāpāramitā erläutert und auseinanderge-	low	review
corrected_text_scan	wts_35_51	586	21	Anhänger		residual_sanskrit_like_damage		Schule, Anhänger des Vibhajyavāda.	low	review
corrected_text_scan	wts_35_51	586	27	Käsyapiyas		residual_sanskrit_like_damage		sti[vādin]s und Käsyapiyas, die Schule der	low	review
corrected_text_scan	wts_35_51	586	30	Tämrasätiyas		residual_sanskrit_like_damage		Tämrasätiyas und die Vibhajyavādins sind	low	review
corrected_text_scan	wts_35_51	587	15	vikurvänaräjapariprechä		residual_sanskrit_like_damage		Lex. vikurvänaräjapariprechä (Mvy 1409,	low	review
corrected_text_scan	wts_35_51	587	44	vyādhmātakasamjnā		residual_sanskrit_like_damage		"= vyādhmātakasamjnā ""Wahrnehmung eines"	low	review
corrected_text_scan	wts_35_51	587	67	Läuterung		residual_sanskrit_like_damage		2. völlige Läuterung, Bez. für Nirvāṇa.	low	review
corrected_text_scan	wts_35_51	587	70	Läuterung		residual_sanskrit_like_damage		"der völligen Läuterung [d. h. Nirvāṇa]"" (Mil"	low	review
corrected_text_scan	wts_35_51	591	19	viväcayatii		residual_sanskrit_like_damage		Lex. viväcayatii (Mvy 9360).	low	review
corrected_text_scan	wts_35_51	591	39	zvikridamänah		residual_sanskrit_like_damage		Lex. — ba zvikridamänah (Mvy 7341).	low	review
corrected_text_scan	wts_35_51	592	4	glänzend		residual_sanskrit_like_damage		freust du dich, glänzend (skt. virājita) wie	low	review
corrected_text_scan	wts_35_51	592	19	virät		residual_sanskrit_like_damage		Lex. virät (Mvy 34); rnam mdzes = sans rgyas	low	review
corrected_text_scan	wts_35_51	592	56	nämocyate		residual_sanskrit_like_damage		nām vyavasthanaprajfaptir nämocyate (Mvy	low	review
corrected_text_scan	wts_35_51	593	38	Umstände		residual_sanskrit_like_damage		"vyavasthānam ""Zustand, Umstände"" (Mvy"	low	review
corrected_text_scan	wts_35_51	595	48	Wahrnehmungsfähigkeiten		residual_sanskrit_like_damage		"höheren Wahrnehmungsfähigkeiten"" (Mvy"	low	review
corrected_text_scan	wts_35_51	597	34	Cittamätra		residual_sanskrit_like_damage		Cittamätra bzw. Yogācāra.	low	review
corrected_text_scan	wts_35_51	598	6	vispastä		residual_sanskrit_like_damage		Lex. vispastä (Mvy 468, Abt. dbyangs kyi yan	low	review
corrected_text_scan	wts_35_51	598	71	erklären		residual_sanskrit_like_damage		"Sūtra deutlich zu erklären"" (Suv 115,19)."	low	review
corrected_text_scan	wts_35_51	600	44	mänam		residual_sanskrit_like_damage		mänam tallaksanami nämocyate (Mvy 7977);	low	review
corrected_text_scan	wts_35_51	600	44	nämocyate		residual_sanskrit_like_damage		mänam tallaksanami nämocyate (Mvy 7977);	low	review
corrected_text_scan	wts_35_51	602	22	vijnānānantyāyatanam		residual_sanskrit_like_damage		"mched = vijnānānantyāyatanam ""der Bereich"	low	review
corrected_text_scan	wts_35_51	603	64	gäan		residual_sanskrit_like_damage		"ten"" (PT1287 390); śa ri ram gäan ni klu —"	low	review
corrected_text_scan	wts_35_51	606	29	belästigt		residual_sanskrit_like_damage		von anderen belästigt zu werden, unabhān-	low	review
corrected_text_scan	wts_35_51	607	10	äpattavyam		residual_sanskrit_like_damage		gam äpattavyam (Mvy 1800).	low	review
corrected_text_scan	wts_35_51	608	17	Anhänger		residual_sanskrit_like_damage		dhismus, skt. yogācara; — pa ein Anhänger	low	review
corrected_text_scan	wts_35_51	608	24	Anhänger		residual_sanskrit_like_damage		waren sogar nur [Anhänger des] Yogācāra	low	review
corrected_text_scan	wts_35_51	608	29	Tär		residual_sanskrit_like_damage		"früheren Yogācārins' genannt"" (Tär 55,11)."	low	review
corrected_text_scan	wts_35_51	608	31	Anhänger		residual_sanskrit_like_damage		"pa Zig ""ein Anhänger der Mādhyamika-"	low	review
corrected_text_scan	wts_35_51	610	27	Zähnen		residual_sanskrit_like_damage		"scharfen Zähnen"" (Mvy 322, Abt. dpe byad"	low	review
corrected_text_scan	wts_35_51	611	46	schädigt		residual_sanskrit_like_damage		"schädigt"" (Mvy 7647)."	low	review
corrected_text_scan	wts_35_51	613	68	navijnānadhātuh		residual_sanskrit_like_damage		"navijnānadhātuh ""Bereich des Riechens, des"	low	review
corrected_text_scan	wts_35_51	617	5	ekadesakärt		residual_sanskrit_like_damage		Lex. ekadesakärt (Mvy 1609, Abt. dka' thub	low	review
corrected_text_scan	wts_35_51	617	55	mahamaätrab		residual_sanskrit_like_damage		Lex. mahamaätrab (Mvy 3679); sna chen por	low	review
corrected_text_scan	wts_35_51	621	12	jätikusumam		residual_sanskrit_like_damage		Lex. jätikusumam (Mvy 6157); sumanah	low	review
corrected_text_scan	wts_35_51	621	21	Zanäsah		residual_sanskrit_like_damage		Lex. — pa Zanäsah (Mvy 8848).	low	review
corrected_text_scan	wts_35_51	623	24	nänä		residual_sanskrit_like_damage		Lex. nänä (in Mvy 122 f., 7155 u. ö.); vivi-	low	review
corrected_text_scan	wts_35_51	623	49	trägt		residual_sanskrit_like_damage		"stein 'Vielgestaltig' (skt. visvarāpa) trägt"""	low	review
corrected_text_scan	wts_35_51	623	67	nānātvasamjnā		residual_sanskrit_like_damage		Lex. nānātvasamjnā (in Mvy 1492, 1514,	low	review
corrected_text_scan	wts_35_51	625	74	visvakarmä		residual_sanskrit_like_damage		"visvakarmä ... surasilpinoh ""Viśvakarman ist"	low	review
corrected_text_scan	wts_35_51	627	43	cipitanäsab		residual_sanskrit_like_damage		Lex. cipitanäsab (Mvy 8878).	low	review
corrected_text_scan	wts_35_51	628	25	häuften		residual_sanskrit_like_damage		mung mit ihrem Gelübde häuften śäriputra	low	review
corrected_text_scan	wts_35_51	628	25	śäriputra		residual_sanskrit_like_damage		mung mit ihrem Gelübde häuften śäriputra	low	review
corrected_text_scan	wts_35_51	630	65	Mahäyäna-		residual_sanskrit_like_damage		"— (metr.) ""in den [Mahäyäna-]Sūtras gibt"	low	review
corrected_text_scan	wts_35_51	634	29	älokab		residual_sanskrit_like_damage		Lex. älokab (Mvy 3035, Abt. 'od kyi min);	low	review
