volume	page	line	token_index	tibetan_syllable	current_latin_token	integrity_status	integrity_pass	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	alignment_confidence	headword_transliteration_span_status	headword_domain_status	headword_domain_evidence	token_start	token_end	preceding_character	following_character	token_boundary_status	expected_high_confidence_features	observed_features	violated_rules	canonical_full_target	canonical_target_evidence	domain_context	damage_scope	marker_attached	context_excerpt
wts_35_51	199	23	1	འདོད	'dod	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	14	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོད་ལཱ་དྲགྲ་ 'dod lha drug die sechs Klassen
wts_35_51	199	23	2	ལཱ	lha	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	19	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོད་ལཱ་དྲགྲ་ 'dod lha drug die sechs Klassen
wts_35_51	199	23	3	དྲགྲ	drug	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	23	27	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོད་ལཱ་དྲགྲ་ 'dod lha drug die sechs Klassen
wts_35_51	199	35	1	འདོན	don	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	7	10	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོན་ ""don pf. tbton (mit Nf. t'thon) fut. E DaS ` S E"
wts_35_51	199	46	1	འདོན	don	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	7	10	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོན་ ""don"
wts_35_51	200	1	1	འདོན	don	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	7	10	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོན་ ""don"
wts_35_51	200	48	1	འདོན	don	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	7	10	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོན་ ""don"
wts_35_51	201	1	1	འདོན	don	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	7	10	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོན་ ""don"
wts_35_51	201	15	1	འདོན	don	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	7	10	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	"འདོན་ ""don Bez. für das Mondhaus me /?7/"
wts_35_51	201	17	1	འདོན	Yon	canonical_syllable_mismatch	no	yes	none	blocked			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོན་སྐུལ་ Yon skul Gebetsanstimmer.
wts_35_51	201	17	2	སྐུལ	skul	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	15	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོན་སྐུལ་ Yon skul Gebetsanstimmer.
wts_35_51	201	24	1	འདོན	don	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོན་ཁོངས་ don khoṅs Steuerleistung.
wts_35_51	201	24	2	ཁོངས	khoṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	15	20	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	འདོན་ཁོངས་ don khoṅs Steuerleistung.
wts_35_51	201	30	1	འདོན	don	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	13	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོན་འགྲིགས་ don 'grigs Reihenfolge rituel-
wts_35_51	201	30	2	འགྲིགས	'grigs	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	17	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོན་འགྲིགས་ don 'grigs Reihenfolge rituel-
wts_35_51	201	39	1	འདོམ	dom	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	7	10	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོམ་ ""dom"
wts_35_51	202	1	1	འདོམ	'dom	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམ་དཀྲེས་ 'dom dkris
wts_35_51	202	1	2	དཀྲེས	dkris	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	17	22	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམ་དཀྲེས་ 'dom dkris
wts_35_51	202	18	1	འདོམ	dom	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	12	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམ་དཀྲིས་ dom dkris Vdoms dkris.
wts_35_51	202	18	2	དཀྲིས	dkris	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	16	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམ་དཀྲིས་ dom dkris Vdoms dkris.
wts_35_51	202	25	1	འདོམ	dom	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	10	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམ་ཐུ . dom thug.
wts_35_51	202	25	2	ཐུ	thug	canonical_syllable_mismatch	no	yes	none	blocked			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	14	18	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམ་ཐུ . dom thug.
wts_35_51	202	44	1	དམ	N	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	7	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	དམ་སྣད N གཱ Gruppe von Jahren, die zur
wts_35_51	202	44	2	སྣད	Gruppe	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	12	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	དམ་སྣད N གཱ Gruppe von Jahren, die zur
wts_35_51	202	48	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	9	13	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་ ་ doms
wts_35_51	202	66	1	འདོམ	dom	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	9	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམ་རྩ་ dom rtsa Summe.
wts_35_51	202	66	2	རྩ	rtsa	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམ་རྩ་ dom rtsa Summe.
wts_35_51	202	70	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	7	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་ doms auch mdoms.
wts_35_51	202	86	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	8	12	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	"འདོམས་ ""doms pf. und fur. །0(///$ lehren, un-"
wts_35_51	203	1	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	8	12	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོམས་ ""doms"
wts_35_51	203	33	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	8	12	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོམས་ ""doms auch doms, imp. zu 1""'dam"
wts_35_51	203	44	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	8	12	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོམས་ ""doms Ydom."
wts_35_51	203	46	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་པ་ doms pa
wts_35_51	203	46	2	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	14	16	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་པ་ doms pa
wts_35_51	203	53	1	འདོམས	'doms	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	16	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་ཀྱི་སྦ་བ་ 'doms kyi sba ba Bez. für
wts_35_51	203	53	2	ཀྱི	kyi	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	22	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་ཀྱི་སྦ་བ་ 'doms kyi sba ba Bez. für
wts_35_51	203	53	3	སྦ	sba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	26	29	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་ཀྱི་སྦ་བ་ 'doms kyi sba ba Bez. für
wts_35_51	203	53	4	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	30	32	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་ཀྱི་སྦ་བ་ 'doms kyi sba ba Bez. für
wts_35_51	203	67	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་དཀྲིས་ doms dkris auch 'dom dkris
wts_35_51	203	67	2	དཀྲིས	dkris	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	18	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་དཀྲིས་ doms dkris auch 'dom dkris
wts_35_51	203	77	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	འདོམས་གདངས་ doms gdaṅs - [2761[1)©111185 sit-
wts_35_51	203	77	2	གདངས	gdaṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	17	22	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	འདོམས་གདངས་ doms gdaṅs - [2761[1)©111185 sit-
wts_35_51	203	84	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་པ་ doms pa
wts_35_51	203	84	2	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	14	16	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་པ་ doms pa
wts_35_51	203	85	1	འདོམས	doms	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	10	14	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོམས་པ་ ""doms pa Dummkopf."
wts_35_51	203	85	2	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	15	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོམས་པ་ ""doms pa Dummkopf."
wts_35_51	204	1	1	འདོམས	'dons	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	11	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་སྤུ་ 'dons spu
wts_35_51	204	1	2	སྤུ	spu	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	17	20	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་སྤུ་ 'dons spu
wts_35_51	204	2	1	འདོམས	'doms	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	11	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་སྤུ་ 'doms sput Schamhaare.
wts_35_51	204	2	2	སྤུ	sput	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	17	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོམས་སྤུ་ 'doms sput Schamhaare.
wts_35_51	204	5	1	འདོར	dor	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	7	10	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོར་ ""dor pf., [(1[, und imp. !'dor."
wts_35_51	204	46	1	འདོར	dor	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	7	10	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོར་ ""dor"
wts_35_51	204	81	1	འདྲོར	dor	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	8	11	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདྲོར་ ""dor ankern; Zabskyis — seinen Fuß set-"
wts_35_51	205	2	1	འདོར	dor	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་འགྲོ་མ་ dor 'gro ma
wts_35_51	205	2	2	འགྲོ	'gro	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	17	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་འགྲོ་མ་ dor 'gro ma
wts_35_51	205	2	3	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	22	24	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་འགྲོ་མ་ dor 'gro ma
wts_35_51	205	6	1	འདོར	dor	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	10	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་ཐབས་ dor thabs tdor thabs.
wts_35_51	205	6	2	ཐབས	thabs	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	14	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་ཐབས་ dor thabs tdor thabs.
wts_35_51	205	7	1	འདོར	dor	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	17	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་བ་དང་ལེན་པ་ dor ba daṅ len pa Vdor len.
wts_35_51	205	7	2	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	21	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་བ་དང་ལེན་པ་ dor ba daṅ len pa Vdor len.
wts_35_51	205	7	3	དང	daṅ	transcription_integrity_pass	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	24	27	 	 	token_boundary_secure	ང:ṅ	ṅ				ordinary_tibetan_lexical_or_compound	none	no	འདོར་བ་དང་ལེན་པ་ dor ba daṅ len pa Vdor len.
wts_35_51	205	7	4	ལེན	len	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	28	31	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་བ་དང་ལེན་པ་ dor ba daṅ len pa Vdor len.
wts_35_51	205	7	5	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	32	34	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་བ་དང་ལེན་པ་ dor ba daṅ len pa Vdor len.
wts_35_51	205	8	1	འདོར	dor	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་བྱེད་ dor byed.
wts_35_51	205	8	2	བྱེད	byed	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	15	19	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོར་བྱེད་ dor byed.
wts_35_51	205	18	1	འདོར	dor	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	11	14	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོར་ལེ * ""dor len Kurzf. für 'dor ba dan len"
wts_35_51	205	18	2	ལེ	len	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	15	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདོར་ལེ * ""dor len Kurzf. für 'dor ba dan len"
wts_35_51	205	25	1	འདོལ	'dol	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་འདོལ་བ་ 'dol 'dol ba weich.
wts_35_51	205	25	2	འདོལ	'dol	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	18	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་འདོལ་བ་ 'dol 'dol ba weich.
wts_35_51	205	25	3	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	23	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་འདོལ་བ་ 'dol 'dol ba weich.
wts_35_51	205	28	1	འདོལ	'dol	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	8	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་བ་ 'dol ba weich, sanft.
wts_35_51	205	28	2	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་བ་ 'dol ba weich, sanft.
wts_35_51	205	30	1	འདོལ	'dol	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་བོ་ 'dol bo feiner Staub.
wts_35_51	205	30	2	བོ	bo	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	14	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་བོ་ 'dol bo feiner Staub.
wts_35_51	205	32	1	འདོལ	''dol	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	10	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་ཞིང་ ''dol fruchtbares Feld, fruchtba-
wts_35_51	205	32	2	ཞིང	fruchtbares	multiple_feature_mismatches	no	yes	partial	blocked			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	16	27	 	 	token_boundary_secure	ཞ:ź;ང:ṅ		root_consonant:ཞ->ź;suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	འདོལ་ཞིང་ ''dol fruchtbares Feld, fruchtba-
wts_35_51	205	37	1	འདོལ	'dol	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	8	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་ས་ 'dol sa fruchtbares Feld, fruchtbarer
wts_35_51	205	37	2	ས	sa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདོལ་ས་ 'dol sa fruchtbares Feld, fruchtbarer
wts_35_51	205	40	1	འདྲ	dra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	6	9	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	"འདྲ་ ""dra 31([11). auch '/)7/."
wts_35_51	207	8	1	པ	bba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	3	6	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"པ་ bba na ""wenn [sie aussicht], als ob"
wts_35_51	207	49	1	འདྲ	dra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	6	9	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདྲ་ ""dra"
wts_35_51	208	1	1	འདྲ	dra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	8	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདྲ་ dra
wts_35_51	208	47	1	འདྲ	dra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	6	9	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདྲ་ ""dra"
wts_35_51	209	22	1	འདྲ	dra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	6	9	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"འདྲ་ ""dra pf. Tdras fur. Tdra schneiden, ab-"
wts_35_51	209	27	1	འདྲ	'dra	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདྲ་ཅོག་ 'dra cog Abbild.
wts_35_51	209	27	2	ཅོག	cog	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	14	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདྲ་ཅོག་ 'dra cog Abbild.
wts_35_51	209	30	1	འདྲ	'dra	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	འདྲ་མཉམ་ 'dra müam.
