page	line	entry_id	zone	from_token	to_token	tier	reason	watchdog_flags	line_excerpt
618	129	7536	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	rader [Anzahl], [aber] nicht 111 paarweiser
618	145	7536	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	„1111 Umgang mit Waffen erfahren“ (KanL
630	141	7641	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Berg 111 Richtung] des großen Abbruchs ist
633	189	7680	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	ste „[alles] war gut, was 111 der Politik getan
642	18	7766	german_prose_with_translit	Igarı	lgaṅ	A	explicit_user_allowlist	high_edit_distance_drift	3. Urin; Igarı phug ~ dass.; ~ ’dor urinieren.
644	12	7793	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	rwa la - re re gzugs „111 das Horn ist jeweils
645	25	7807	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	"ri bor nags ""dab ~ (metr.) „ein Flußufer 111"
648	90	7851	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Nairafjanä, 111 Vajräsana“ (1 171 172b4); ~
649	117	7861	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	chu rgyas rgyu „1111 Sommer tritt das Wasser
650	26	7866	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„111 gIsarı sind Byan und Chu-mig, diese
650	62	7870	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	gtsan chu mig rin mo Zes pa „111 der Nähe
655	56	7942	german_prose	6111	ein	A	german_numeric_function_word_confusion	high_edit_distance_drift	2. 6111 Dämon.
655	58	7942	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	>» sa du nan „drücke den chu sri 111 die
655	213	7948	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„111 Wassernähe“ (Dagy); chun gle (r. sle) =
662	144	7998	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	Besitzes“ (1111 S31); byan chub spyod pa
666	107	8035	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	’khyıl Zin „111 Teilen des Gebietes sind viele
677	169	8133	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	chos rje war im Osten, 1111 Westen und 111
677	169	8133	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	chos rje war im Osten, 1111 Westen und 111
681	56	8196	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	3. npr. Ort 111 Uddiyäna.
685	198	8251	german_prose	6111	ein	A	german_numeric_function_word_confusion	high_edit_distance_drift	2.npr. 6111 Rsi, Sukra.
690	22	8337	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	(metr.) „man trete nicht 111 den Schatten
693	5	8346	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	1111 Rahmen des Akademienprogramms
701	165	8425	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Anderen 111 der Welt“ (Padm 8al); spran po
706	14	8483	german_prose	6111	ein	A	german_numeric_function_word_confusion	high_edit_distance_drift	2. 6111 Dämon.
708	192	8500	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	EU ji ga wie, auf welche Weise; mit Neg. 111
716	19	8542	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	von dem 1111 Himmel wandelnden Vidyä-
724	193	8645	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	zukünftigen Beschützer der Welt 111 den
737	31	8741	german_prose	6111	ein	A	german_numeric_function_word_confusion	high_edit_distance_drift	1. npr. 6111 Nägakönig, skt. Taksaka.
738	211	8751	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	Herrscher starb“ (1111 $49); khri Ide sron
739	80	8754	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	1111 schneereichen Tibet“ (BhuGr 12,15); -
740	8	8762	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	pflichten an“ (1111 E7).
746	131	8832	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Diener 111 Einklang mit deın Befehl bringt“
748	9	8849	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	folgt sie 111 die andere [Welt] nach (skt.
751	129	8899	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„in Byan-lag-Jjons 111 Ko-ka than-dmar-
752	49	8901	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Blüten mögen 111 den drei Zeiten von den
756	189	8951	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	2. ein Substitur 1111 Ritual.
757	133	8959	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	"""X fa ra 111: ~ byed, mdzad sich künımern"
758	82	8966	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Lex. g.yas ru gtsaı po „gTsan-po 111 g.Yasru“ (Dagy).
758	139	8967	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	111 gIsan“ (Dagy).
762	60	8987	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	und Achtsamkeit, oder wie: Einführung 111
764	25	8988	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Nikolai Solmsdorf, Marco Walther) und Hinweise 111 Einzelfragen gegeben haben
766	162	8999	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	kommt in Gedanken auf; Vorzüge, die 111
770	105	9034	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„ein gdugs khan, wo ich mich 111 der Sonne
770	202	9035	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	„an einem Tag, [wenn der Mond] 1111
772	98	9060	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Länge der Sonne 111 der Anomalie (SCHUH
779	54	9133	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	(Tär 111,17).
781	142	9150	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	[111 den Schädel] hineintun“ (Rıdz-K
782	78	9151	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	chu mig rin mo Zes pa „111 der Nähe von
782	152	9155	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„111 der Umgebung der Stadt Roruka“ (Udr
787	71	9227	other	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	1. bleiben, wohnen, weilen, dabeisein, 111
790	42	9256	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Grund dafür, daß 111 der nächsten Zeit die
796	24	9314	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Getränke“ (Tär 111,16).
801	163	9333	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Mitternacht eingeschlafen war“ (Tär 111,
802	100	9333	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	wachte er auf“ (Tär 111,19).
802	119	9333	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	(1111 E12); phyi nan gäls su „sowohl 111)
809	15	9374	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„er übergab andere Bedarfsgegenstände 111
810	82	9384	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	la... ’jug (metr.) „wenn er nicht in meditativer Versenkung (skt. asamähita) 111 die
818	203	9428	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	= Ina Sas che ba’i dus su „zu einer Zeit, 111
819	88	9428	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	genau] 111 sein Herz“ (Sumpa 12844).
819	133	9428	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	gdon Zugs nas (metr.) „als ein Dämon 111 das
820	101	9434	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	pa „für spa han Zum po steht 111 der Lhasa-
832	208	9524	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	ba „in die Nähe gestellt und 111 die Ferne
835	22	9535	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	Die erste Lieferung des „Wörterbuchs der tibetischen Schriftsprache“ (WS) wurde 1111
837	63	9535	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	übersetzt werden, wenn der ganze Satz mit bya’o endet, auch wenn es nicht 1111 Zitat
837	67	9535	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	Kollokationen werden 1111 Deutschen i.d.R. nicht nachgebildet. Phrasen wie 6/// len
854	4	9535	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Hautes Etudes, Sciences philologiques et historiques, Fasc. 111).
862	113	9535	german_prose_with_translit	UzsachH	Uebach	A	citation_name_safe_map	high_edit_distance_drift	UzsachH, Helga 1972: „Eine kurze Abhandlung des Pha-bon-kha-pa (1878-1941) über
874	107	9608	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	(für skt. bhänimba) [u. a.], deren Pulver 111
877	192	9641	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Gebiete ... von Thug-Iho ga-lad 111 brIan-
879	185	9662	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	geig bugs pa dan „im Tempel Kor-si-bi 111
887	128	9738	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	„durch das bloße Erwähnen 1111 Lauf der
889	210	9767	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	» gi gyur chen (metr.) „der große gyur 111
892	134	9789	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	der Candäli ging 111 ein anderes Land“ (K3
901	62	9865	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„wenn ich sterbe, werde ich [das Leben] 111
911	128	9945	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Pferdeäpfel 111 den rMa-chu!“ (Glr 20,16).
921	6	10105	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	lo „man schicke sie in einen Tempel, 111
942	108	10285	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„er wurde im Wasser-Tiger[-Jahr] 111 Bragdmar geboren“ (Nel 634); chu pho ~ la
948	131	10331	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Bänden 111] oberen Stockwerk des Vihäras“
953	152	10384	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	gäis „zweimal soviel wie die Staubkörner 111
956	137	10405	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	berod pa sla (metr.) „das Wasser eines Flusses 1111 Herbst können alle leicht durch-
956	160	10406	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„er starb 111] Herbst des Feuer-Huhnn [-Jahres] in sGrags-kyi-phu“ (Nel 036); — dpyid
964	81	10502	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Gegenmittel fest (skt. drdbam) 111 seine
973	24	10560	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	und Kollegen, die sich der Mühe des Korrekturlesens unterzogen und Hinweise 111
976	203	10577	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	sich nahe der Einsiedelei der Gauri 111 eben
986	21	10682	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	111 der Fangschlinge des Kreislaufs der
989	4	10726	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	manchmal zusammentreffen; 1111 Me-tog
1010	181	10994	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	respektiert“ (111 N67).
1029	100	11291	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„111 der Nähe gab es keine Geräusche usw.
1031	192	11315	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	drug gi ~ tu Ne rin med par „unparteüsch 111
1033	169	11345	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„111 dem Gesetzeskodex [erscheint] zuallererst das Gesetz des Nicht-Tötens“
1037	78	11393	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	Ziege 1111 Alter von drei Jahren.
1050	141	11509	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	im Innern, 111.
1051	139	11524	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	1. abseits, auf die Seite, 111 die Ecke.
1056	196	11605	other	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	punkt; ~ da 111.
1058	148	11624	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	» pa (metr.) „der Körper dessen, der 111
1069	185	11777	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	2. 111 Bezug setzen, in Relation setzen.
1084	21	11848	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	die Originale der Herrscherurkunden 1111
1088	25	11871	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	soll von nun an 1111 Hinblick auf die Kloster-
1096	84	11898	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	(metr.) „der du [516] gleichsam 111 der reinen
1098	71	11907	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	gehen 111 [die himmlische Region] Dag-pa
1107	92	11949	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	man 111 der ersten das sale-’od[-Mantra] etwa
1109	71	11963	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	[dort] 111 der Gestalt der primären Gottheit“
1116	81	12013	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	ri ˆ~ dan nie ba na „111 der Nähe des Berges
1117	85	12026	german_prose_with_translit	6111	ein	A	german_numeric_function_word_confusion	high_edit_distance_drift	ein Gelübde ablegen; — la ’du 6111 Gelüb-
1119	22	12032	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„die Schar der Beschützer 111] ganzen Raum
1121	3	12045	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	dam bcins pa (metr.) „die Lebewesen, die 111
1130	40	12086	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	nem Leib verletzt worden war, starb er“ (1111
1130	78	12088	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	x’ 7767 npr. Gründer eines Tempels 111 der
1135	42	12133	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	er das Tantra rDor-sems [thugs-kyi me-lon] 111
1144	40	12186	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	po — sa’i cha Sas dag tu 'khyıl Zin „111 Teilen des Gebietes sind viele große Seen aufge-
1175	36	12307	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	dkyil ’khor yod „mitten 1111 großen Hain ist
1176	30	12316	german_prose_with_translit	6111	ein	A	german_numeric_function_word_confusion	high_edit_distance_drift	dan 6111 Räucherwerk, Benzoeharz.
1181	40	12368	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	schlossenen Handlung, ein Abschnitt, der 111
1183	67	12385	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	577 phod — 1111 kommenden Jahr; vgl. dus 7.
1184	110	12393	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	verabredeten uns 1111 Gasthaus von Din-ri“
1187	39	12412	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	des Zeitpunkts, zu dem die Braut 111 das
1196	12	12450	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	daß sich 111 seinem Land die Lehre verbreiten
1200	61	12471	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	1111 Anschluß daran erlangte [Erkenntnis] ist
1223	77	12558	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	jener Zeit 111 die Versenkung“ (Svalp 293,36);
1224	33	12559	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	3. 111 konditionaler Funktion wie z.B. gan
1224	103	12562	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	tion [des Tshe-dban nor-bu] 111 Devikoga in
1226	54	12568	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	nach dan 111 Aufzählungen; in der Überser-
1230	29	12583	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	med par brjod (metr.) „wer ihm 1111 Vertrauen
1245	21	12650	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	bon 7777 klon na — pas „weil 111 der Bon-
1263	4	12711	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	der entscheidet, einer, der geht, um 1111 Sinne
1264	69	12718	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	werden 111 der Yogäcärabhümi neun [Arten
1265	27	12719	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	— du yod „das Abhängige existiert 111 der
1267	28	12727	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	Sinne und sind solche, für die man sich 111-
1270	44	12746	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	„[wenn] man ohne Sinn 111 einen hundert
1277	106	12788	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	btsugs „[sie] gründeten 111 Dol acht Nieder-
1288	37	12820	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	sku (metr.) „dessen körperliche Gestalt 111
1297	47	12864	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	distriktführer ernannt werden“ (1111 N45);
1298	92	12876	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	111 der göttlichen Region Tusita [usw.]* (Glr
1303	7	12894	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	cin bZugs so „er weilte gerade beim Gazellenhaın Rsıvadana 111 Väränasi“ (Prav 115,24).
1303	75	12896	german_prose	1111	im	A	german_numeric_function_word_confusion	high_edit_distance_drift	cir eine große Schlacht mit Chinesen“ (1111
1334	42	13029	german_prose	111	in	A	german_numeric_function_word_confusion	high_edit_distance_drift	sechsten derer, die 111 dem großen König-
82	158	944	german_prose_with_translit	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	ber“, 1, $. v. Hervorbringer, Er-
166	43	2136	headword_line	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	རྐྱན་དྲུག་ rkyen drug die sechs Qualitäten 1, $. v.
192	71	2429	german_prose	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	1. Kreis, in übertr. Bed. auch 1. $. v. Kranz,
196	114	2497	german_prose_with_translit	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	Lex. skyabs su brten pa’i don „1, $. v. sich an
220	147	2854	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	ba’i min „1. $. v. immer wieder machen oder
236	54	3061	german_prose_with_translit	1, $.	i.S.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	= yun rin du gsos pa’i don „1, $. ¥ lange Zeit
253	120	3305	german_prose	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	sicht nach unten waschend‘“, 1. $. v. alle Er-
361	176	4825	german_prose	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	zieht, sind es drei; 1. $. v. substrahieren“
440	156	5741	german_prose_with_translit	1, $.	i.S.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	Lex. yun rin ’gyans pa’i don „1, $. ¥. lange
505	62	6500	latin_other	1, $.	i.S.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	ste gcer bu’i don „sgren mo, 1, $. ¥. nackt“
510	129	6577	german_prose	1, $.	i.S.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	nur eines, 1, $. ¥. kaum möglich“ (Dagy);
579	4	7218	german_prose	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	Maß ist vorhanden, oder 1. $. v. sicher“
595	68	7337	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	’dul ba’i don „1. $. v. zu einem Bündel
598	65	7358	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	ba’i don „1. $. v. veranlassen, den Stolz aufzugeben und verringert haben“ (brDa).
601	84	7372	german_prose_with_translit	1, $.	i.S.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	pa’i don la’an „auch 1, $. ¥, sich an etwas
604	85	7395	german_prose	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	„1. $. v. Wasser usw. herauspressen, in allen
619	22	7537	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	„1. $. v. ungewiß und nicht wissen“ (Dagy);
630	197	7647	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	chad pa mthud pa’i don „1. $. v. Schnur
630	206	7648	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	Lex. smras pa’am thag chad pa’i don „1. $. v.
631	10	7649	latin_other	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	lta bu „1. $. v. abgemacht, wie: vereinbart“
633	106	7681	latin_other	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	chud mi za ba „1. $. v. nicht vergeuden,
633	134	7681	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	(brDa); mna’ ’og gi don „1. $. v. unter der
634	104	7683	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	Lex. lhan cig pa’i don „1. $. v. gemeinsam“
639	32	7743	german_prose	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	„1. $. v. eins“ (Dagy).
661	120	7983	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	(Vkhums pa’am „1. $. v. zusammengekommen und zusammengezogen“ (brDa).
667	166	8046	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	ba’i don „1. $. v. groß“ (Dagy); ~ lei = lei
667	172	8046	german_prose_with_translit	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	1, $. v. sehr schnell“ (Dagy); gZon ~ pa =
672	100	8065	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	la „1. $. v. die eigene Natur erfassen und für
699	146	8413	latin_other	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	pa = sbas pa’am gan ba’i don „1, $. v.
706	136	8485	german_prose	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	oder erscheint auch 1, $. v. gegessen“
746	163	8833	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	’dra ba’i don „1. $. v. ähnlich“ (Dagy); chos
757	152	8960	latin_other	1, $.	i.S.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	tshags byas pa’i don „1, $. ¥ versorgen“
766	148	9000	german_prose_with_translit	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	Lex. ~ ba = mtshan ’dru ba’i don „1. $. v.
808	17	9368	german_prose_with_translit	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	ka’i don »1, $. v. körperlicher Zustand“
815	34	9405	german_prose_with_translit	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	Lex. klan ka tsbol ba’i don „1, $. v. Streit
893	13	9794	german_prose	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	Pfand einsetzen, 1, $. v. als Ersatz für die
991	71	10767	latin_other	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	then „1. $. v. direkt, geradewegs“ (brDa);
1050	140	11510	german_prose	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	"dem Sanskrit auch für “anta 1. $. v. ""antar"
1064	48	11694	german_prose_with_translit	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	geburtsbereiche, 1, $. v. Herkunft, eine
1066	15	11713	german_prose	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	5. schen, wahrnehmen 1, $. v. erleiden,
1075	119	11837	german_prose_with_translit	1, $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	pa’i bya tshig „1, $. v. finden und in die
1101	100	11931	german_prose	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	halb, 1. $. v. mit einer Hälfte zusammen wä-
1317	18	12952	german_prose	1. $. v.	i.S.v.	A	citation_isv_dollar_abbrev_map	high_edit_distance_drift	mit dem Geruch Aufzunehmende, 1. $. v. das
539	174	6853	german_prose	vridakäaryam	vṛddhakāryam	A	sanskrit_high_freq_allowlist	high_edit_distance_drift	vridakäaryam) soll man aufgeben“ (Hev
