family_key	canonical	family_total	variant_count	non_canonical_total	confidence	top_variants	example_line
adibuddha	Ādibuddha	2	1	0	none	Ādibuddha:2	2. der Ādibuddha der rNin-ma-pa.
aghatah	āghatah	2	1	0	none	āghatah:2	Lex. āghatah (Tshe 3a2), malicious feeling,
ajhavihethanam	ājhāvihethanam	2	1	0	none	ājhāvihethanam:2	"pa = ājhāvihethanam ""Verletzung eines"
akarsanam	ākarsanam	2	1	0	none	ākarsanam:2	Lex. - pa = ākarsanam (Mvy 4259); ~ bya =
akhata	akhāta	2	1	0	none	akhāta:2	"Lex. akhāta, vgl. akhāta ""ein nicht gegrabe-"
akrsti	ākrsti	2	1	0	none	ākrsti:2	"Lex. /dob — ""schnell begreifend"" = ākrsti-"
amaravati	Amarāvati	2	1	0	none	Amarāvati:2	2. Bez. der Stadt Indras, skt. Amarāvati.
amlah	amlah	2	1	0	none	amlah:2	"Lex. amlah ""sauer"" (Mvy 5711); bro kha la"
anandah	anandah	2	1	0	none	anandah:2	Lex. anandah (Mvy 1040); ñan thos ~ (brDa);
artarava	ārtarava	2	1	0	none	ārtarava:2	einem schmerzerfüllten Ruf (skt. ārtarava)
arthasastra	arthasāstra	2	1	0	none	arthasāstra:2	[skt. *arthasāstra] will ich als große Quelle
aryadeva	Aryadeva	2	1	0	none	Aryadeva:2	"grags pa gsum ni - byed yin no ""Aryadeva,"
asyotpadad	asyotpādād	2	1	0	none	asyotpādād:2	phyir 'di ~ = asyotpādād idam utpadyate
athatah	athātah	2	1	0	none	athātah:2	"""im Folgenden (skt. athātah) soll das Kapitel"
avarana	āvarana	2	1	0	none	āvarana:2	"Verfinsterungen (skt. āvarana)"" (Ppu 33b);"
avarjita	āvarjita	2	1	0	none	āvarjita:2	"stellt (für skt. āvarjita geneigt gemacht)"""
ayodhya	Ayodhyā	2	1	0	none	Ayodhyā:2	skt. Ayodhyā.
ayutab	ayutab	2	1	0	none	ayutab:2	"Lex. mahan ayutab ""eine Billion"" (Mvy"
ayutam	ayutam	2	1	0	none	ayutam:2	"Lex. ayutam ""zehntausend"" (Mvy 8054);"
bandhanam	bandhanam	2	1	0	none	bandhanam:2	Lex. ~ ba = bandhanam (Mvy 4261); - ba =
bhagab	bhagab	2	1	0	none	bhagab:2	Lex. bhagab, synon. cha (Mvy 6510); bgo
bhagavams	bhagavams	2	1	0	none	bhagavams:2	sbyar ba btud = yena bhagavams tenanjalim
bhattacharya	Bhattacharya	2	1	0	none	Bhattacharya:2	troduction. Calcutta (Calcutta Oriental Series 28). (Repr. Calcutta: Bhattacharya 2000).
bhedah	bhedah	2	1	0	none	bhedah:2	bye brag = bhedah (Mvy 2008); ~ pa'i 'du ses
bkram	bkram	2	1	0	none	bkram:2	sthali (Mvy 5277); ~ la ni bkram pa (Liś
brkam	brkam	2	1	0	none	brkam:2	"(Mvy 2202); — pa ni 'dod Zen ""brkam pa:"
bsnegs	bsñegs	2	1	0	none	bsñegs:2	Lex. rjes su bsñegs pa'am rjes su 'bran ba'am
buddhalocana	Buddhalocanā	2	1	0	none	Buddhalocanā:2	"Dame Buddhalocanā""* (Thgr 91,4)."
buddham	buddham	2	1	0	none	buddham:2	mchi'o = buddham śaranam gacchāmi dvi- nam Q
buddhatvam	buddhatvam	2	1	0	none	buddhatvam:2	sans rgyas ~ 'thob pa = buddhatvam avapnoti
buddhavatamsaka	Buddhāvatamsaka	2	1	0	none	Buddhāvatamsaka:2	Sans rgyas phal po che ses bya ba Sin tu rgyas pa chen po'i mdo / Buddhāvatamsaka-
bzan	bzaṅ	2	1	0	none	bzaṅ:2	ཀུན་ཏུ་བཟང་པོ་ kun tu bzaṅ po npr. skt. Samanta-
caityam	caityam	2	1	0	none	caityam:2	Lex. stäpah, caityam (Mvy 6999 .); mchod
caityanga	caityānga	2	1	0	none	caityānga:2	"stüpas"" (Dagy); ~ gyi 'khor sa = caityānga-"
capodari	cāpodari	2	1	0	none	cāpodari:2	"wie der Haltegriff eines Bogens"" = cāpodari"
chans	chaṅs	2	1	0	none	chaṅs:2	Lex. ~ (v. l. chaṅs) ston pa = riktamustib
cittam	cittam	2	1	0	none	cittam:2	Lex. sems kyis — = cittam āghātayati (Mvy
devadaru	devadāru	2	1	0	none	devadāru:2	skt. devadāru Pinus Deodora Roxb. (PW);
dharmadhatuh	dharmadhātuh	2	1	0	none	dharmadhātuh:2	khams = dharmadhātuh (Mvy 2057, Abt.
dharmamudra	dharmamudrā	2	1	0	none	dharmamudrā:2	dharmamudrā näma samādhih (Mvy 512).
dharmapalas	Dharmapālas	2	1	0	none	Dharmapālas:2	Attribut der Dharmapālas (Neb 20).
dharmasastra	dharmasāstra	2	1	0	none	dharmasāstra:2	Gesetzbücher (skt. dharmasāstra) [von]
dhyana	Dhyāna	2	1	0	none	Dhyāna:2	"Dhyāna"" (Dagy)."
dhyaya	dhyāya	2	1	0	none	dhyāya:2	"dhyāya zu werden"" (Nel 1831); bslab pa ..."
dinakarab	dinakarab	2	1	0	none	dinakarab:2	Lex. ädityah (Mvy 3177), dinakarab (Mvy
dnos	dños	2	1	0	none	dños:2	"offensichtlich"" (brDa); ~ tu = dños su ma yin"
dosah	dosah	2	1	0	none	dosah:2	Lex. fies pa, skt. dosah (Mvy 2629); apaksä-
dran	draṅ	2	1	0	none	draṅ:2	དྲང་པོ་ draṅ po
ekakino	ekākino	2	1	0	none	ekākino:2	Lex. gcig pu dben pa'am ~ tu son ste = ekākino
etwas	etwas	2	1	0	none	etwas:2	"ohne etwas übrig zu lassen"" (Mvy 8457)."
gail	gāil	2	1	0	none	gāil:2	"Lex. "" bya = gāil bar bya ba'i don dan 'jig"
gartah	gartah	2	1	0	none	gartah:2	"Lex. gartah ""Grube"" (Mvy 5125, 7106); bu"
gaun	gāun	2	1	0	none	gāun:2	Lex. che mo = gāun dan mi sog ~
grama	grāma	2	1	0	none	grāma:2	"hons dan ""Dörfer (skt. grāma), Städte,"
grddhah	grddhah	2	1	0	none	grddhah:2	"grddhah ""gierig, heftig verlangend"" (Mvy"
gtsan	gtsaṅ	2	1	0	none	gtsaṅ:2	gdan 'og tu btin nas gtsaṅ sbra mtshon par byed
gulmah	gulmah	2	1	0	none	gulmah:2	"Lex. gulmah ""Unterleibstumor* (Mvy"
idanim	idānīm	2	1	0	none	idānīm:2	= adhunā, sämpratam, idānīm, etarhi, sadyah
jala	jāla	2	1	0	none	jāla:2	"sñi, skt. jala (r. jāla) ""Netz"" (Tshe 422); kog"
jimata	jimāta	2	1	0	none	jimāta:2	"""indem er die Regenwolken (skt. jimāta)"
jirnab	jirnab	2	1	0	none	jirnab:2	(Dagy); - po = jirnab (Mvy 7656), vrddhah
jyesthah	jyesthah	2	1	0	none	jyesthah:2	bo'am ~ rabs = jyesthah (Mvy 2517).
kadarya	kadarya	2	1	0	none	kadarya:2	"Lex. ~ pa & kadarya ""Habsucht"" (Ak 272."
kalakalah	kalakalah	2	1	0	none	kalakalah:2	kalakalah (Mvy 2786); dar dir ku co (v.l. om.
kalatram	kalatram	2	1	0	none	kalatram:2	Lex. bharya, patni, darah, kalatram (Mvy
kalpah	kalpah	2	1	0	none	kalpah:2	Lex. kalpah (Mvy 8290); ig pai ~ =
kalyana	Kalyāna	2	1	0	none	Kalyāna:2	3. npr. ein König, skt. Kalyāna.
kalyanah	kalyanah	2	1	0	none	kalyanah:2	Lex. kalyanah (Mvy 3554, Abt. 'khor los
kamadhatu	Kāmadhātu	2	1	0	none	Kāmadhātu:2	"pa ""vierter Götterbereich im Kāmadhātu"""
kastam	kastam	2	1	0	none	kastam:2	Lex. vata haha kastam (Mvy 6392); smre rag
katha	kathā	2	1	0	none	kathā:2	Lex. kathā (in Mvy 5091, 6272 usw.); Rag
katham	katham	2	1	0	none	katham:2	"Lex. katham ""wie?"" (Mvy 5427)."
kavya	Kāvya	2	1	0	none	Kāvya:2	der Asuras, skt. Usanas Kāvya, und Bez.
kesah	kesah	2	1	0	none	kesah:2	Lex. kesah (Mvy 3938); — dkar ba
khanub	khānub	2	1	0	none	khānub:2	"oder khyi'u kha"" = khānub (Mvy 6970)."
kharasva	kharāsva	2	1	0	none	kharāsva:2	2. eine Pflanze, skt. kharāsva Celosia
kinkinijalamukharah	kinkinijālamukharah	2	1	0	none	kinkinijālamukharah:2	"ka'i dra ba ~ ba = kinkinijālamukharah ""rö-"
kintsu	kiñtsu	2	1	0	none	kiñtsu:2	ཀིཆྒྱུ་ལུ་ཀ་ Âg kiñtsu lu ka ein Tier. - skt. kiñculuka
krpa	krpā	2	1	0	none	krpā:2	(v 1, om. ba) sin brise ba = krpā, daya
krtartha	krtārtha	2	1	0	none	krtārtha:2	"krtārtha) sein und gehen"" (HMrg 54,20)."
ksara	ksāra	2	1	0	none	ksāra:2	wird. - skt. ksāra Ātzkali, Salpeter, Natron,
kubjab	kubjab	2	1	0	none	kubjab:2	"kubjab ""mit zwei Buckeln versehen"" (Mvy"
kumarabhutah	kumārabhūtah	2	1	0	none	kumārabhūtah:2	Lex. varunamatih kumārabhūtah (Mvy 694,
kumudvati	kumudvati	2	1	0	none	kumudvati:2	Wasserlilien. - für skt. kumudvati.
kutuhalam	kutūhalam	2	1	0	none	kutūhalam:2	Lex. ~ nam liad mo = kutūhalam (Mvy
labha	lābha	2	1	0	none	lābha:2	Gewinns (skt. lābha) und der Ehre Vater
lampakam	lampakam	2	1	0	none	lampakam:2	"can = lampakam ""ein Obergewand"" (Mvy"
lampatah	lampatah	2	1	0	none	lampatah:2	Lex. gbasmarah (Mvy 2203); lampatah (Mvy
lins	liñs	2	1	0	none	liñs:2	"Lex. ~ pa = rhon pas ~ pa'am liñs pa ""vom"
lubdhah	lubdhah	2	1	0	none	lubdhah:2	"Lex. lubdhah ""begierig* (Mvy 2205); 'dod"
madhi	mādhi	2	1	0	none	mādhi:2	mādhi). — skt. samantāloka.
madhyamakaprasangika	Madhyamaka-Prāsangika	2	1	0	none	Madhyamaka-Prāsangika:2	"""Asvaghosa, ein Madhyamaka-Prāsangika-"
madhyame	madhyame	2	1	0	none	madhyame:2	Lex. ~ (v. [. mthun) la = madhyame yäme
madhyamika	Mādhyamika	2	1	0	none	Mādhyamika:2	gäcära) Edir&s et Chapitre XII (Mādhyamika) Edite et traduit. Kyoto: Zinbun Ka-
madyapanam	madyapānam	2	1	0	none	madyapānam:2	Lex. - ba = madyapānam (Mvy 2505); ~
maghah	māghah	2	1	0	none	māghah:2	māghah (Mvy 8272).
mahallakah	mahallakah	2	1	0	none	mahallakah:2	"Lex. mahallakah ""großes Haus"" (Mvy 8375,"
mahasiddhas	Mahāsiddhas	2	1	0	none	Mahāsiddhas:2	Apr krisna pa Name eines ind. Mahāsiddhas.
mandah	mandah	2	1	0	none	mandah:2	"Lex. mandah ""Brühe, Rahm"" (Mvy 5700);"
maranamsikam	maranāmsikam	2	1	0	none	maranāmsikam:2	(Dagy); 'chi ba'i - pa = maranāmsikam
nagabuddhi	Nāgabuddhi	2	1	0	none	Nāgabuddhi:2	skt. Nāgabuddhi.
namo	nāmo	2	1	0	none	nāmo:2	bya'o = satam aksobhyānām vivaho nāmo-
nasti	nāsti	2	1	0	none	nāsti:2	Lex. kalakalah (Mvy 2786); - med pa = nāsti
niksepab	niksepab	2	1	0	none	niksepab:2	praksepab (Mvy 5122), niksepab (Mvy
nilam	nilam	2	1	0	none	nilam:2	Lex. nilam (Mvy 1865); kha dog - (brDa,
nipunah	nipunah	2	1	0	none	nipunah:2	Lex. - pa = daksah (Mvy 2911), nipunah
nirbhayah	nirbhayah	2	1	0	none	nirbhayah:2	pa med pa = nirbhayah (Mvy 1822); mi ~ pa
nirvedhabhagiyah	nirvedhabhāgiyah	2	1	0	none	nirvedhabhāgiyah:2	"mthun pa = nirvedhabhāgiyah ""zur geistigen"
niryati	niryāti	2	1	0	none	niryāti:2	"Lex. - ba = niryāti ""er entkommt"" (Mvy"
nivaranam	nivaranam	2	1	0	none	nivaranam:2	nivaranam (Mvy 6511); - pa = ma rig pas
pada	pāda	2	1	0	none	pāda:2	4. der vierte Teil, ein Viertel. - skt. pāda.
padabandhah	pādabandhah	2	1	0	none	pādabandhah:2	= pādabandhah (Mvy 4980); 'dzin ~ =
padmam	padmam	2	1	0	none	padmam:2	7832), padmah (Mvy 7798), padmam (Mvy
palityam	palityam	2	1	0	none	palityam:2	"Lex. mgo — = palityam ""Grauheit"" (Mvy"
paramparyena	pāramparyena	2	1	0	none	pāramparyena:2	"nas gcig tu Ze'am "" pa = pāramparyena (Mvy"
parikalpitam	parikalpitam	2	1	0	none	parikalpitam:2	Lex. parikalpitam (Mvy 2119); kun brtags pa
parvasadha	pārvasādha	2	1	0	none	pārvasādha:2	ein Naksatra, skt. pārvasādha.
patah	patah	2	1	0	none	patah:2	(Dagy); dar ~ = patah (Mvy 6018); dar gyi
pati	pāti	2	1	0	none	pāti:2	"fen"" (brDa, ähnl. Dagy); sman — = pāti-"
pinayatakarnah	pināyatakarnah	2	1	0	none	pināyatakarnah:2	(Dagy); > stug cin rin ba = pināyatakarnah
prafixe	Prāfixe	2	1	0	none	Prāfixe:2	"für skt. Prāfixe wie 4- ""hin"", sam- ""zusam-"
prajnasenas	Prajnāsenas	2	1	0	none	Prajnāsenas:2	— 1988: Nachweis der Wiedergeburt. Prajnāsenas 'Jig rten pha rol sgrub pa. Ein früher tibetischer
prajnavarman	Prajnāvarman	2	1	0	none	Prajnāvarman:2	śes 731) go cha [d. i. Prajnāvarman] 1 Schneiper 1993 [ViśT]
prajnavarmans	Prajnāvarmans	2	1	0	none	Prajnāvarmans:2	Visesastava mit Prajnāvarmans Kommentar. Nach dem tibetischen Tanjur hg. und übers.
prajnayate	prajnāyate	2	1	0	none	prajnāyate:2	"prajnāyate ""man weiß nicht einmal von"
prasadapratibhodbhava	Prasādapratibhodbhava	2	1	0	none	Prasādapratibhodbhava:2	Ppu Mätrceta: Prasādapratibhodbhava (Satapancäsatka). Ed.: SHACKLETON Barney 1951.
pratimoksasutrapaddhati	Pratimoksasūtrapaddhati	2	1	0	none	Pratimoksasūtrapaddhati:2	So so thar pa'i mdo'i gäun 'grel / Pratimoksasūtrapaddhati. Ed.: Derge-Tanjur, 'Dul ba,
pulinam	pulinam	2	1	0	none	pulinam:2	Lex. pulinam (Mvy 7109); rgya mtsho'i
rahu	Rāhu	2	1	0	none	Rāhu:2	2. N. von Buddhas, skt. Rāhu bzw. Rähula
rahula	Rāhula	2	1	0	none	Rāhula:2	Säkyamuni, skt. Rāhula.
raja	rāja	2	1	0	none	rāja:2	"rgyal pos — ""vom König ausgesucht"" = rāja-"
rajatam	rajatam	2	1	0	none	rajatam:2	Lex. rajatam (Mvy 9540, Abt. nad kyi min);
rajyam	rājyam	2	1	0	none	rājyam:2	Lex. rgyal po'i srid dam thabs = rājyam
rans	rañs	2	1	0	none	rañs:2	Lex. yod par ~ lta bu yi ma rañs pa'i tshig
ratnam	ratnam	2	1	0	none	ratnam:2	"Lex. ratnam ""Juwel"" (Mvy 6476); — la dkon"
raudrah	raudrah	2	1	0	none	raudrah:2	Lex. Ze gnag pa'am ~ =raudrah (Mvy 2947).
rudhiram	rudhiram	2	1	0	none	rudhiram:2	"Lex. rudhiram ""Blut"" (Mvy 4033); sa yi ~"
saddha	saddha	2	1	0	none	saddha:2	(Mvy 4320); dam pa'i chos kyi ~ = saddha-
sadhana	Sādhana	2	1	0	none	Sādhana:2	"Lex. ~ pa = ~ thabs - pa ""ein Sādhana voll-"
sahabhavyata	sahabhavyatā	2	1	0	none	sahabhavyatā:2	bcas pa, skt. sahabhavyatā (Mvy 6750).
salilam	salilam	2	1	0	none	salilam:2	Lex. 70 bag can nam = pa = salilam (Mvy
samkhya	Sāmkhya	2	1	0	none	Sāmkhya:2	3. phil. t. t. im Sāmkhya, skt. ahamkara.
sanavasika	śänaväsika	2	1	0	none	śänaväsika:2	"den edlen śänaväsika aus śrävasti ein"" (Tär"
sartha	sārtha	2	1	0	none	sārtha:2	(skt. sārtha Karawane), die Lebewesen, die
sarva	sarvā	2	1	0	none	sarvā:2	chod pa dan — thams cad daṅ bral ba = sarvā-
sarvatobhadra	sarvatobhadrā	2	1	0	none	sarvatobhadrā:2	3, eine Pflanze. - skt. sarvatobhadrā Gmelina
saryaparivesah	sāryaparivesah	2	1	0	none	sāryaparivesah:2	"= sāryaparivesah ""Hof um die Sonne"" (Mvy"
sasanam	Sāsanam	2	1	0	none	Sāsanam:2	Lex. bsian pa'am - pa = Sāsanam (Mvy
sesa	śesa	2	1	0	none	śesa:2	"= lhag ste Zes pa'i don, skt. śesa ""Rest"" (Ishe"
siddhasvamin	siddhasvāmin	2	1	0	none	siddhasvāmin:2	siddhasvāmin: Visesastava. Ed.: SCHNEIDER 1993, pp. 52-73.
skam	skam	2	1	0	none	skam:2	"(Mvy 5341); skam par - = ucchusyate ""es"
snobs	sñobs	2	1	0	none	sñobs:2	Lex. ~ pa = lag pa sogs kyis sñobs pa'i bya ba
snoms	sñoms	2	1	0	none	sñoms:2	"Lex. kha gan ~ che chun sñoms ""ein Bissen"
sphare	Sphāre	2	1	0	none	Sphāre:2	2. Sphāre, Bereich.
sran	sraṅ	2	1	0	none	sraṅ:2	"Lex. bźad gad chen po (brDa, Dagy). ldan (r. gdan) gñer ~ ... la sraṅ 0,3 ""für den"
sras	sras	2	1	0	none	sras:2	rgyal ba' thugs kyi sras = jinaurasab (Mvy
sravana	śravana	2	1	0	none	śravana:2	1. ein Mondhaus, skt. śravana.
sridhana	śridhana	2	1	0	none	śridhana:2	"[""śridhana?] genannte Schatzmeister des in-"
subs	śubs	2	1	0	none	śubs:2	Lex. sems can Zig gi śubs sam rus pa Zig ste che
suci	śuci	2	1	0	none	śuci:2	"Lex. śuci (Ishe 532); 'od kyi snan ba ""Licht-"
tagaram	tagaram	2	1	0	none	tagaram:2	Lex. tagaram (Mvy 5791), vayanam (Mvy
taishu	taishū	2	1	0	none	taishū:2	hon'yaku myögi taishū. Sanskrit-Tibetan-Mongolian dictionary of Buddhist terminology.
tantram	tantram	2	1	0	none	tantram:2	Lex. srags kyi ~ &tantram (Mvy 4235); mdo
tasmat	tasmāt	2	1	0	none	tasmāt:2	"etwas (für skt. tasmāt) fürchten"" (Bca"
tathata	tathatā	2	1	0	none	tathatā:2	"tathatā ""die Soheit ist nur diese eine"" (Mvy"
tattva	tattva	2	1	0	none	tattva:2	Lex. tattva (Ak 329.117); ham pa zes pa
tavat	tāvat	2	1	0	none	tāvat:2	du erst einmal (skt. tāvat) hinausgehst,
thin	thiṅ	2	1	0	none	thiṅ:2	ཐིང་ཡུག་ thiṅ yug eine hohe Zahl.
tilottama	Tilottamā	2	1	0	none	Tilottamā:2	skt. Tilottamā, vgl. Ithig le'
tsam	tsam	2	1	0	none	tsam:2	Lex. käyasamsargah (Mvy 9467); ~ tsam =
tshab	tshab	2	1	0	none	tshab:2	"Lex. yuvaraja (Mvy 3673); sku tshab ""Stell-"
tsham	tsham	2	1	0	none	tsham:2	nā (Mvy 5360); tho 'tsham pa = mtho 'tsham
tvas	tvas	2	1	0	none	tvas:2	"tvas ein, damit sie das Land beschützten"""
ulka	ulkā	2	1	0	none	ulkā:2	"(skt. ulkā) des Dharma angezündet"" (Suv"
unnatam	unnatam	2	1	0	none	unnatam:2	unnatam (Mvy 5275); ~ ba = tunga (in Mvy
upalaksanam	upalaksanam	2	1	0	none	upalaksanam:2	= upalaksanam (Mvy 7469).
upaya	upāya	2	1	0	none	upāya:2	Lex. ~ kyi pha rol tu phyin pa = upāya-
utsavah	utsavah	2	1	0	none	utsavah:2	Lex. utsavah (Mvy 5679); thugs spro (brDa,
vaisravanas	Vaiśravanas	2	1	0	none	Vaiśravanas:2	"bran ""Ort der Yaksas und Vaiśravanas"
vajrasattvas	Vajrasattvas	2	1	0	none	Vajrasattvas:2	Vajrasattvas.
varnab	varnab	2	1	0	none	varnab:2	Lex. varnab (Mvy 2015).
varsabhvi	varsābhvi	2	1	0	none	varsābhvi:2	Lex. varsahvi (7. varsābhvi) (Ak 66.38);
vicaksanah	vicaksanah	2	1	0	none	vicaksanah:2	(Mvy 2896), vicaksanah (Mvy 2894),
vikasitam	vikasitam	2	1	0	none	vikasitam:2	vikasitam (Mvy 6234); me tog - ba
vinasvaram	vinasvaram	2	1	0	none	vinasvaram:2	"(Dagy); ig pa'i ~ can = vinasvaram ""ver-"
vivartakalpah	vivartakalpah	2	1	0	none	vivartakalpah:2	vivartakalpah (Mvy 8280); kalpa'an — zes
vrddhah	vrddhah	2	1	0	none	vrddhah:2	vrddhah (Mvy 7656).
vrttamalastuti	Vrttamālāstuti	2	1	0	none	Vrttamālāstuti:2	"HAHN, Michael 2008: ""The Sanskrit text of Jhānasrimitra's Vrttamālāstuti."" In:"
yama	yāma	2	1	0	none	yāma:2	skt. yāma bzw. prahara; ~ phyed ein
yana	yāna	2	1	0	none	yāna:2	Lex. - pa = yāna (Ak 194.18); son ba'am
yatha	yathā	2	1	0	none	yathā:2	mgo ~ pa bin = tad yathā tālo mastaka-
