page	line	token_index	base_token	alternate_token	reason	base_key	alternate_key	base_line	alternate_line	alignment_method	alignment_attribution	resynchronization_attribution	resynchronization_source	base_to_alternate_page_delta	alternate_page	page_match_score	canonical_overlap	shared_canonical_tokens	base_nonempty_count	alternate_nonempty_count	line_count_ratio
229	61	2	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	བསྐུར་དབང་ bskur dban tantr. Einweihung, die es	བསྐུར་དབང་ bskur dbaṅ tantr. Einweihung, die es	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	229	0.600	0.927	582	160	166	0.964
229	74	8	snan	snaṅ	alternate_witness_google_loc_nasal_upgrade	snan	snan	Lex. bkur ’os mchod bya’i min du snan „steht	Lex. bkur ’os mchod bya’i min du snaṅ „steht	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	229	0.600	0.927	582	160	166	0.964
229	76	7	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	(brDa); gon du bkur ’os pa Ita bu „wie hochschätzen“ (Dagy).	(brDa); gon du bkur ’os pa lta bu „wie hochschätzen“ (Dagy).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	229	0.600	0.927	582	160	166	0.964
229	95	7	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	getrieben“ (Udr 10,19); baag la Iha mos —	getrieben“ (Udr 10,19); baag la lha mos —	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	229	0.600	0.927	582	160	166	0.964
229	107	7	spon	spoṅ	alternate_witness_google_loc_nasal_upgrade	spon	spon	auffordern“ (Suv 49,28); gZan yan ... spon ba	auffordern“ (Suv 49,28); gZan yan ... spoṅ ba	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	229	0.600	0.927	582	160	166	0.964
229	152	6	rlun	rluṅ	alternate_witness_google_loc_nasal_upgrade	rlun	rlun	tshig sgrol ma’i (r. mas) rlun gis — (metr.)	tshig sgrol ma’i (r. mas) rluṅ gis — (metr.)	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	229	0.600	0.927	582	160	166	0.964
234	25	1	Ihun	lhun	alternate_witness_initial_i_to_l_translit	ihun	lhun	Ihun bzed mi — pa ... bslab par bya’o „man	lhun bzed mi — pa ... bslab par bya’o „man	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	27	4	nes	ñes	alternate_witness_google_loc_nasal_upgrade	nes	nes	schwenken“ (K5 3233); nes pa ni zan za ba	schwenken“ (K5 3233); ñes pa ni zan za ba	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	28	2	Ihun	lhun	alternate_witness_initial_i_to_l_translit	ihun	lhun	na Ihun bzed — pa’o „es ıst 6111 Fehler, wenn	na lhun bzed — pa’o „es ıst 6111 Fehler, wenn	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	32	7	bsal	bśal	alternate_witness_google_loc_fricative_upgrade	bsal	bsal	Lex. ja sogs snod du — pa bsal bsal — „Tee	Lex. ja sogs snod du — pa bśal bśal — „Tee	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	32	8	bsal	bśal	alternate_witness_google_loc_fricative_upgrade	bsal	bsal	Lex. ja sogs snod du — pa bsal bsal — „Tee	Lex. ja sogs snod du — pa bśal bśal — „Tee	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	38	6	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	Lex. — pa = skyom ja — zin Ita bu „skyom,	Lex. — pa = skyom ja — zin lta bu „skyom,	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	44	18	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	grwa pa geig gis ha la — bas „ein Mönch erzählte mir das weiter“ (Mil 40,3); gsum dan	grwa pa geig gis ha la — bas „ein Mönch erzählte mir das weiter“ (Mil 40,3); gsum daṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	102	5	Ina	lṅa	alternate_witness_initial_i_to_l_translit	ina	lna	181,13); Zin mchog Ina ru — du gsol (metr.)	181,13); Zin mchog lṅa ru — du gsol (metr.)	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	130	8	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	(brDa); — bya = — bya yi ge dan lan Ita bu	(brDa); — bya = — bya yi ge dan lan lta bu	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	136	3	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	gnas ’di nid du 777 ma — bar ’dod do „an diesem Ort hier will ich den Tag verbringen“	gnas ’di ñid du 777 ma — bar ’dod do „an diesem Ort hier will ich den Tag verbringen“	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	152	7	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	thagrin du spo bar byas pa Ita bu „wie: umge-	thagrin du spo bar byas pa lta bu „wie: umge-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	155	14	si	śi	alternate_witness_google_loc_fricative_upgrade	si	si	sdod sa sogs spos zın „den Standort usw. gewechselt haben“ (Dagy); — ’pho si dan gron	sdod sa sogs spos zın „den Standort usw. gewechselt haben“ (Dagy); — ’pho śi daṅ groṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	155	15	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	sdod sa sogs spos zın „den Standort usw. gewechselt haben“ (Dagy); — ’pho si dan gron	sdod sa sogs spos zın „den Standort usw. gewechselt haben“ (Dagy); — ’pho śi daṅ groṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	155	16	gron	groṅ	alternate_witness_google_loc_nasal_upgrade	gron	gron	sdod sa sogs spos zın „den Standort usw. gewechselt haben“ (Dagy); — ’pho si dan gron	sdod sa sogs spos zın „den Standort usw. gewechselt haben“ (Dagy); — ’pho śi daṅ groṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
234	171	5	dnos	dños	alternate_witness_google_loc_nasal_upgrade	dnos	dnos	Lex. — dgos = g.yar po’i dnos po — bar bya	Lex. — dgos = g.yar po’i dños po — bar bya	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	234	0.619	0.932	532	152	173	0.879
235	6	7	gzon	gźon	alternate_witness_google_loc_fricative_upgrade	gzon	gzon	(Vdk 2: 364,4); mar khu’i gzon pa — ba dan	(Vdk 2: 364,4); mar khu’i gźon pa — ba daṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	6	10	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	(Vdk 2: 364,4); mar khu’i gzon pa — ba dan	(Vdk 2: 364,4); mar khu’i gźon pa — ba daṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	14	2	rdzin	rdziṅ	alternate_witness_google_loc_nasal_upgrade	rdzin	rdzin	Lex. rdzin mnan pa ni rdzın la chu — ba	Lex. rdziṅ mnan pa ni rdzın la chu — ba	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	15	1	rdzin	rdziṅ	alternate_witness_google_loc_nasal_upgrade	rdzin	rdzin	„rdzin mnan pa [bedeutet] in einem Teich	„rdziṅ mnan pa [bedeutet] in einem Teich	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	31	1	bskyun	bskyuṅ	alternate_witness_google_loc_nasal_upgrade	bskyun	bskyun	བསླང་ bskyun fur. zu Iskyun.	བསླང་ bskyuṅ fur. zu Iskyun.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	43	5	gton	gtoṅ	alternate_witness_google_loc_nasal_upgrade	gton	gton	drags na chun nur gton bar bya fun nur gton	drags na chun nur gtoṅ bar bya fun ñur gtoṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	43	9	nur	ñur	alternate_witness_google_loc_nasal_upgrade	nur	nur	drags na chun nur gton bar bya fun nur gton	drags na chun nur gtoṅ bar bya fun ñur gtoṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	43	10	gton	gtoṅ	alternate_witness_google_loc_nasal_upgrade	gton	gton	drags na chun nur gton bar bya fun nur gton	drags na chun nur gtoṅ bar bya fun ñur gtoṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	48	9	gnan	gnaṅ	alternate_witness_google_loc_nasal_upgrade	gnan	gnan	bka’ gyod na gcig gis smad cin — bar gnan no	bka’ gyod na gcig gis smad cin — bar gnaṅ no	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	111	1	bskyen	bskyeṅ	alternate_witness_google_loc_nasal_upgrade	bskyen	bskyen	བསྐྱེང་ bskyen	བསྐྱེང་ bskyeṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	165	2	kyan	kyaṅ	alternate_witness_google_loc_nasal_upgrade	kyan	kyan	gtsigs kyan zur phyun brnan — de „der Erlaß	gtsigs kyaṅ zur phyun brnan — de „der Erlaß	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	170	8	bzin	bźin	alternate_witness_google_loc_fricative_upgrade	bzin	bzin	here war“ (1117 13); des de bu bzin du bsnun	here war“ (1117 13); des de bu bźin du bsnun	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	191	8	kyan	kyaṅ	alternate_witness_google_loc_nasal_upgrade	kyan	kyan	Quelle“ (AA 1.18a); säin rje chen po — kyan	Quelle“ (AA 1.18a); säin rje chen po — kyaṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
235	194	4	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	ba’i stobs — pa dan „das Hervorbringen der	ba’i stobs — pa daṅ „das Hervorbringen der	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	235	0.623	0.936	571	164	173	0.948
238	38	6	snan	snaṅ	alternate_witness_google_loc_nasal_upgrade	snan	snan	Lex. ¬~ pa =däru — pa Zes snanı „erscheint	Lex. ~ paḍā ru ~ pa źes snaṅ „erscheint	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	238	0.934	0.896	121	35	36	0.972
240	41	4	mnar	mñar	alternate_witness_google_loc_nasal_upgrade	mnar	mnar	(Srkk 156.1); -r mnar ba bro ba „ein süßer	(Srkk 156.1); r mñar ba bro ba „ein süßer	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	240	0.969	0.940	404	83	89	0.933
240	45	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	Maul“ (Siddh 27.45); /kog ma dan / ~ skam	"Maul"" (Siddh 27.45); lkog ma daṅ / ~ skam"	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	240	0.969	0.940	404	83	89	0.933
243	39	7	bsad	bśad	alternate_witness_google_loc_fricative_upgrade	bsad	bsad	Lex. ~ ni kha dag gam kha bsad „ha dogs:	Lex. ~ ni kha dag gam kha bśad „ha dogs:	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	42	2	dnom	dṅom	alternate_witness_google_loc_nasal_upgrade	dnom	dnom	ཁ་དངོམ་ kha dnom eloquent, arrogant.	ཁ་དངོམ་ kha dṅom eloquent, arrogant.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	59	2	mnags	mṅags	alternate_witness_google_loc_nasal_upgrade	mnags	mnags	།ཁ་མངགས་ kba mnags pf. zu kha mnag beauf-	།ཁ་མངགས་ kba mṅags pf. zu kha mṅag beauf-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	59	6	mnag	mṅag	alternate_witness_google_loc_nasal_upgrade	mnag	mnag	།ཁ་མངགས་ kba mnags pf. zu kha mnag beauf-	།ཁ་མངགས་ kba mṅags pf. zu kha mṅag beauf-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	66	2	Ina	lṅa	alternate_witness_initial_i_to_l_translit	ina	lna	།བ་ལྔ་པ་ kha Ina pa „fünfgesichtig“, Löwe.	།བ་ལྔ་པ་ kha lṅa pa „fünfgesichtig“, Löwe.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	76	2	brnam	brṅam	alternate_witness_google_loc_nasal_upgrade	brnam	brnam	།ཁ་བརྔམ་ kha brnam begehren.	།ཁ་བརྔམ་ kha brṅam begehren.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	83	6	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	Lex. kha than chad pa Ita bu (brDa, Dagy).	Lex. kha than chad pa lta bu (brDa, Dagy).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	99	2	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	phyir dan / 9777 yarı kun tu gzun ba’i phyir	phyir daṅ / 9777 yarı kun tu gzun ba’i phyir	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	115	10	kyan	kyaṅ	alternate_witness_google_loc_nasal_upgrade	kyan	kyan	(HMrg 53,17); yi ge kha 1 las ... Zes kyan zer	(HMrg 53,17); yi ge kha 1 las ... Zes kyaṅ zer	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	118	9	sen	señ	alternate_witness_google_loc_nasal_upgrade	sen	sen	das sagen“ (Bu 828,1); - gtsarı pa jam sen	das sagen“ (Bu 828,1); - gtsarı pa jam señ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	141	4	zes	źes	alternate_witness_google_loc_fricative_upgrade	zes	zes	pa dan ~ yan zes snan „redegewandter oder	pa dan ~ yan źes snaṅ „redegewandter oder	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	141	5	snan	snaṅ	alternate_witness_google_loc_nasal_upgrade	snan	snan	pa dan ~ yan zes snan „redegewandter oder	pa dan ~ yan źes snaṅ „redegewandter oder	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	178	2	bzag	bźag	alternate_witness_google_loc_fricative_upgrade	bzag	bzag	lan bzag pa Ita bu „wie: ausgerichtete Nachricht, hinterlassene Nachricht oder Ant-	lan bźag pa lta bu „wie: ausgerichtete Nachricht, hinterlassene Nachricht oder Ant-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	178	4	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	lan bzag pa Ita bu „wie: ausgerichtete Nachricht, hinterlassene Nachricht oder Ant-	lan bźag pa lta bu „wie: ausgerichtete Nachricht, hinterlassene Nachricht oder Ant-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	201	9	zes	źes	alternate_witness_google_loc_fricative_upgrade	zes	zes	Lex. dus kyi - de tshod gcıg la zes kha chad	Lex. dus kyi - de tshod gcıg la źes kha chad	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	202	1	bzag	bźag	alternate_witness_google_loc_fricative_upgrade	bzag	bzag	bzag pa „Verabredung für eine best. Zeit,	bźag pa „Verabredung für eine best. Zeit,	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
243	205	5	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	khas len bZag pa Ita bu zıg „so etwas wie eine	khas len bZag pa lta bu zıg „so etwas wie eine	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	243	0.569	0.940	471	148	165	0.897
244	5	9	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	Lex. gans dan char pa (brDa); kha ba dan	Lex. gans dan char pa (brDa); kha ba daṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	13	6	Ina’i	lṅa'i	alternate_witness_initial_i_to_l_translit	inai	lnai	(MigTo 210,22); ~ mmam pa Ina’i gto ni /	(MigTo 210,22); ~ mmam pa lṅa'i gto ni /	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	23	9	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	Durst“ (Sıddh 1.52a); zas ni gcig pu nid las	Durst“ (Sıddh 1.52a); zas ni gcig pu ñid las	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	24	2	bsan	bśan	alternate_witness_google_loc_fricative_upgrade	bsan	bsan	ni / bsan dan - byun gyur na (metr.) „wenn	ni / bśan dan - byun gyur na (metr.) „wenn	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	40	6	dan	dañ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"dan / rgya gar dbus phyogs dan / -""i yul du"	"dan / rgya gar dbus phyogs dañ / -""i yul du"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	46	5	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	ran“ (Tär 10,2); - dan / 'bru Sa dan / Zah	ran“ (Tär 10,2); - daṅ / 'bru Sa daṅ / Zah	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	46	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	ran“ (Tär 10,2); - dan / 'bru Sa dan / Zah	ran“ (Tär 10,2); - daṅ / 'bru Sa daṅ / Zah	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	48	5	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	(ThK 2: 411,2); ~ dan / stag (g)zig dan / hor	(ThK 2: 411,2); ~ daṅ / stag (g)zig daṅ / hor	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	48	9	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	(ThK 2: 411,2); ~ dan / stag (g)zig dan / hor	(ThK 2: 411,2); ~ daṅ / stag (g)zig daṅ / hor	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	50	8	na	ña	alternate_witness_google_loc_nasal_upgrade	na	na	(’Dzam 3,11); la dwags pa’i pho na -r son ba	(’Dzam 3,11); la dwags pa’i pho ña -r son ba	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	66	6	yan	yaṅ	alternate_witness_google_loc_nasal_upgrade	yan	yan	479 ste mu su man yan zer bar snan „ein	479 ste mu su man yaṅ zer bar snaṅ „ein	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	66	9	snan	snaṅ	alternate_witness_google_loc_nasal_upgrade	snan	snan	479 ste mu su man yan zer bar snan „ein	479 ste mu su man yaṅ zer bar snaṅ „ein	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	75	3	sa	śa	alternate_witness_google_loc_fricative_upgrade	sa	sa	ཁ་ཆེ་ཤ་ཁམ་ kha che sa kham	ཁ་ཆེ་ཤ་ཁམ་ kha che śa kham	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	98	5	mnags	mñags	alternate_witness_google_loc_nasal_upgrade	mnags	mnags	hat“ (brDa); ¿57 khar mnags pa’i gtam	hat“ (brDa); ¿57 khar mñags pa’i gtam	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	127	7	kyan	kyaṅ	alternate_witness_google_loc_nasal_upgrade	kyan	kyan	Lex. kha’i thab rtsod de gyod kyan zer „juris-	Lex. kha’i thab rtsod de gyod kyaṅ zer „juris-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	152	4	sod	śod	alternate_witness_google_loc_fricative_upgrade	sod	sod	Lex. skad cha sod mkhas pa „redegewandt“	Lex. skad cha śod mkhas pa „redegewandt“	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
244	199	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	3728); dgra dan ¬ de yarı ni (metr.) „Feinde	3728); dgra daṅ ¬ de yarı ni (metr.) „Feinde	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	244	0.503	0.942	472	151	157	0.962
258	8	6	ston	stoṅ	alternate_witness_google_loc_nasal_upgrade	ston	ston	sdod sa med kyan khan ston thig pa’i nan du	sdod sa med kyan khan stoṅ thig pa’i nan du	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	22	7	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	(MTH3/5/10 46); khan sa bzan ba’i ~ bkra	(MTH3/5/10 46); khan sa bzaṅ ba’i ~ bkra	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	73	2	nan	naṅ	alternate_witness_google_loc_nasal_upgrade	nan	nan	~ gi nan 97 phyogs kun „alle Innenseiten des	~ gi naṅ 97 phyogs kun „alle Innenseiten des	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	88	4	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	man du ra Ita bu’i khan pa „ein Haus wie	man du ra lta bu’i khan pa „ein Haus wie	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	108	9	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	Lex. khan pa’i rman 927/”7 rtsig pa dan de’i	Lex. khan pa’i rman 927/”7 rtsig pa daṅ de’i	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	124	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	gru bZi ka ba bZi dan ldan pa „ein mehr-	gru bZi ka ba bZi daṅ ldan pa „ein mehr-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	129	9	nal	ñal	alternate_witness_google_loc_nasal_upgrade	nal	nal	bsdams pa yi / khan pa brisegs par khyod nal	bsdams pa yi / khan pa brisegs par khyod ñal	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	149	2	bzans	bzaṅs	alternate_witness_google_loc_nasal_upgrade	bzans	bzans	།ཁང་བཟངས་ khan bzans auch khan bzan	།ཁང་བཟངས་ khan bzaṅs auch khaṅ bzaṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	149	4	khan	khaṅ	alternate_witness_google_loc_nasal_upgrade	khan	khan	།ཁང་བཟངས་ khan bzans auch khan bzan	།ཁང་བཟངས་ khan bzaṅs auch khaṅ bzaṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	149	5	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	།ཁང་བཟངས་ khan bzans auch khan bzan	།ཁང་བཟངས་ khan bzaṅs auch khaṅ bzaṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
258	158	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	gangsbereich“ (Prav 152,15); ba dan mi yi	gangsbereich“ (Prav 152,15); ba daṅ mi yi	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	258	0.723	0.954	481	158	163	0.969
